Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
1,8:55,1,10,DEN 15,3,0,"Steve Beuerlein sacked by Kendrell Bell for -6 yards. Penalty on Jason Gildon: Defensive Offside, 5 yards (no play)",-0.220,0.680
1,8:32,,,,3,0,Timeout #1 by Denver Broncos,0.000,0.680
1,8:32,1,5,DEN 20,3,0,Steve Beuerlein pass complete to Rod Smith for 17 yards (tackle by Brent Alexander),0.680,1.400
1,7:48,1,10,DEN 37,3,0,Steve Beuerlein pass incomplete intended for Shannon Sharpe,1.400,0.860
1,7:42,2,10,DEN 37,3,0,Clinton Portis up the middle for 1 yard (tackle by Joey Porter),0.860,0.300
1,7:02,3,9,DEN 38,3,0,"Penalty on Clark Haggans: Defensive Offside, 5 yards (no play)",0.300,0.960
1,6:55,3,4,DEN 43,3,0,Steve Beuerlein pass incomplete intended for Rod Smith,0.960,-0.520
1,6:52,4,4,DEN 43,3,0,"Micah Knorr punts 55 yards, out of bounds. Penalty on Mike Anderson: Ineligible Downfield Kick, 5 yards (no play)",-0.520,-0.850
1,6:42,4,9,DEN 38,3,0,"Micah Knorr punts 59 yards, returned by Antwaan Randle El for 8 yards (tackle by Willie Middlebrooks)",-0.850,0.370
1,6:31,1,10,PIT 11,3,0,Amos Zereoue left guard for 2 yards (tackle by Dorsett Davis),-0.370,-0.630
1,5:57,2,8,PIT 13,3,0,Tommy Maddox pass complete to Hines Ward for 3 yards (tackle by Kelly Herndon),-0.630,-0.840
1,5:16,3,5,PIT 16,3,0,"Penalty on Oliver Ross: False Start, 5 yards (no play)",-0.840,-1.420
1,5:00,3,10,PIT 11,3,0,Tommy Maddox pass complete to Hines Ward for 19 yards (tackle by Sam Brandon),-1.420,0.940
1,4:25,1,10,PIT 30,3,0,Amos Zereoue right guard for 1 yard (tackle by Nick Ferguson),0.940,0.530
1,3:50,2,9,PIT 31,3,0,Hines Ward left end for 12 yards (tackle by Al Wilson),0.530,1.800
1,3:08,1,10,PIT 43,3,0,Tommy Maddox pass incomplete intended for Dan Kreider (defended by Donnie Spragan),1.800,1.250
1,3:02,2,10,PIT 43,3,0,"Antwaan Randle El for no gain. Antwaan Randle El fumbles, recovered by Hines Ward at PIT-36. Penalty on Jeff Hartings: Illegal Block Above the Waist (Declined)",1.250,-0.360
1,2:36,3,17,PIT 36,3,0,"Tommy Maddox sacked for -17 yards. Tommy Maddox fumbles, recovered by Verron Haynes at PIT-19",-0.360,-2.140
,,,,,,,"PIT challenged the ruling, and the play was upheld.",,
1,1:50,4,34,PIT 19,3,0,"Josh Miller punts 49 yards, returned by Deltha O'Neal for 4 yards (tackle by Chris Hope)",-2.140,-1.330
1,1:40,1,10,DEN 36,3,0,Rod Smith right end for 26 yards (tackle by Mike Logan),1.330,3.050
1,0:59,1,10,PIT 38,3,0,Steve Beuerlein up the middle for 5 yards (tackle by Kendrell Bell),3.050,3.180
1,0:16,2,5,PIT 33,3,0,Clinton Portis up the middle for 10 yards (tackle by Mike Logan),3.180,4.040
Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 23,3,0,Clinton Portis right tackle for 3 yards (tackle by Jason Gildon),4.040,3.900
2,14:18,2,7,PIT 20,3,0,Steve Beuerlein pass complete to Ashley Lelie for 5 yards (tackle by Dewayne Washington),3.900,4.050
2,13:38,3,2,PIT 15,3,0,Clinton Portis left tackle for 4 yards (tackle by Troy Polamalu),4.050,4.840
2,12:58,1,10,PIT 11,3,0,Clinton Portis left tackle for 1 yard (tackle by Joey Porter),4.840,4.320
2,12:15,2,9,PIT 10,3,6,"Steve Beuerlein pass complete to Shannon Sharpe for 10 yards, touchdown",4.320,7.000
2,,,,PIT 2,3,7,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,3,7,"Micah Knorr kicks off 49 yards, returned by Dan Kreider for 15 yards (tackle by Chris Young)",0.000,1.330
2,12:03,1,10,PIT 36,3,7,Antwaan Randle El right end for 7 yards (tackle by Nick Ferguson),1.330,1.740
2,11:39,2,3,PIT 43,3,7,Jerome Bettis right guard for 2 yards (tackle by Donnie Spragan),1.740,1.290
2,11:01,3,1,PIT 45,3,7,Jerome Bettis left guard for no gain (tackle by Kelly Herndon and Al Wilson),1.290,-0.390
2,10:30,4,1,PIT 45,3,7,Jerome Bettis right guard for 5 yards (tackle by Nick Ferguson),-0.390,2.260
2,9:53,1,10,DEN 50,3,7,"Tommy Maddox pass incomplete intended for Plaxico Burress. Penalty on Kendall Simmons: Offensive Holding, 10 yards (no play)",2.260,1.600
2,9:46,1,20,PIT 40,3,7,Amos Zereoue left end for 1 yard (tackle by Donnie Spragan and Sam Brandon),1.600,0.500
2,9:05,2,19,PIT 41,3,7,Tommy Maddox pass complete to Amos Zereoue for 8 yards (tackle by Mario Fatafehi),0.500,0.890
2,8:22,3,11,PIT 49,3,7,Tommy Maddox pass incomplete (defended by Al Wilson),0.890,-0.130
2,8:15,4,11,PIT 49,3,7,"Josh Miller punts 51 yards, touchback",-0.130,-0.280
2,8:04,1,10,DEN 20,3,7,Steve Beuerlein pass incomplete intended for Rod Smith is intercepted by Brent Alexander at DEN-33 and returned for 14 yards (tackle by Rod Smith),0.280,-4.310
2,7:55,1,10,DEN 19,3,7,"Tommy Maddox pass incomplete intended for Jay Riemersma. Penalty on Nick Ferguson: Unnecessary Roughness, 9 yards (no play)",4.310,4.910
2,7:49,1,10,DEN 10,3,7,Jerome Bettis left guard for 1 yard (tackle by Dorsett Davis),4.910,4.380
2,7:08,2,9,DEN 9,3,7,Tommy Maddox pass complete to Amos Zereoue for 1 yard (tackle by Sam Brandon),4.380,3.580
2,6:25,3,8,DEN 8,3,7,Tommy Maddox pass incomplete (defended by Trevor Pryce),3.580,2.950
2,6:18,4,8,DEN 8,6,7,Jeff Reed 26 yard field goal good,2.950,3.000
2,,,,PIT 30,6,7,"Jeff Reed kicks off 70 yards, touchback",0.000,0.280
2,6:15,1,10,DEN 20,6,7,Clinton Portis right tackle for 1 yard (tackle by Aaron Smith),0.280,-0.130
2,5:37,2,9,DEN 21,6,7,Steve Beuerlein pass complete to Clinton Portis for 4 yards (tackle by Casey Hampton),-0.130,-0.300
2,4:51,3,5,DEN 25,6,7,Steve Beuerlein pass complete to Rod Smith for 4 yards (tackle by Dewayne Washington),-0.300,-1.440
2,4:06,4,1,DEN 29,6,7,"Micah Knorr punts 55 yards, returned by Antwaan Randle El for no gain. Penalty on Troy Polamalu: Offensive Holding, 7 yards",-1.440,0.380
2,3:55,1,10,PIT 9,6,7,Jerome Bettis right end for 2 yards (tackle by Donnie Spragan and Nick Ferguson),-0.380,-0.630
2,3:17,2,8,PIT 11,6,7,Tommy Maddox pass incomplete intended for Jay Riemersma (defended by John Mobley),-0.630,-1.190
2,3:12,3,8,PIT 11,6,7,Tommy Maddox pass incomplete intended for Hines Ward (defended by Nick Ferguson),-1.190,-2.490
2,3:06,4,8,PIT 11,6,7,Josh Miller punts 54 yards,-2.490,-1.270
2,2:59,1,10,DEN 35,6,7,Steve Beuerlein pass complete to Ed McCaffrey for 16 yards (tackle by Chad Scott),1.270,2.320
2,2:15,1,10,PIT 49,6,7,"Clinton Portis right end for no gain (tackle by Chad Scott). Penalty on Shannon Sharpe: Offensive Holding, 10 yards (no play)",2.320,1.660
2,2:00,1,20,DEN 41,6,7,Steve Beuerlein pass complete to Shannon Sharpe for 6 yards (tackle by Brent Alexander),1.660,1.240
2,1:43,2,14,DEN 47,6,7,Steve Beuerlein pass incomplete intended for Ashley Lelie,1.240,0.560
2,1:41,3,14,DEN 47,6,7,Steve Beuerlein pass incomplete intended for Shannon Sharpe (defended by Troy Polamalu),0.560,-0.260
2,1:36,4,14,DEN 47,6,7,"Micah Knorr punts 44 yards, returned by Antwaan Randle El for 9 yards (tackle by Keith Burns)",-0.260,-0.040
2,1:25,1,10,PIT 18,6,7,Hines Ward left tackle for -3 yards (tackle by Bertrand Berry),0.040,-0.930
2,0:45,2,13,PIT 15,6,7,Verron Haynes up the middle for 10 yards (tackle by Al Wilson),-0.930,-0.270
2,0:37,,,,6,7,Timeout #2 by Denver Broncos,0.000,-0.270
2,0:37,3,3,PIT 25,6,7,Verron Haynes left guard for 10 yards (tackle by Bertrand Berry),-0.270,1.270
2,0:31,,,,6,7,Timeout #2 by Pittsburgh Steelers,0.000,1.270
2,0:31,1,10,PIT 35,6,7,Tommy Maddox sacked by Mario Fatafehi for -11 yards,1.270,-0.760
Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,6,7,"Jeff Reed kicks off 67 yards, returned by Chris Cole for 14 yards (tackle by Lee Mays)",0.000,-0.060
3,14:55,1,10,DEN 17,6,7,Clinton Portis left end for 3 yards (tackle by Mike Logan),-0.060,-0.060
3,14:14,2,7,DEN 20,6,7,Steve Beuerlein pass complete to Shannon Sharpe for 6 yards (tackle by Kendrell Bell),-0.060,-0.120
3,13:34,3,1,DEN 26,6,7,Clinton Portis right guard for -2 yards (tackle by Kendrell Bell),-0.120,-1.770
3,12:55,4,3,DEN 24,6,7,"Micah Knorr punts 56 yards, returned by Antwaan Randle El for 7 yards (tackle by Jashon Sykes)",-1.770,-0.740
3,12:42,1,10,PIT 27,6,7,Tommy Maddox pass incomplete intended for Hines Ward,0.740,0.200
3,12:37,2,10,PIT 27,6,7,Amos Zereoue right end for 1 yard (tackle by John Mobley and Al Wilson),0.200,-0.360
3,11:57,3,9,PIT 28,6,7,Tommy Maddox sacked by Mario Fatafehi for -3 yards,-0.360,-1.700
3,11:31,4,12,PIT 25,6,7,Josh Miller punts 51 yards,-1.700,-0.540
3,11:21,1,10,DEN 24,6,7,Clinton Portis up the middle for 2 yards (tackle by Aaron Smith),0.540,0.270
3,10:41,2,8,DEN 26,6,7,"Penalty on James Farrior: Encroachment, 5 yards (no play)",0.270,0.940
3,10:20,2,3,DEN 31,6,7,Clinton Portis left end for 4 yards (tackle by Mike Logan). Penalty on Joey Porter: Defensive Offside (Declined),0.940,1.270
3,10:10,1,10,DEN 35,6,7,Clinton Portis right guard for 3 yards (tackle by James Farrior and Joey Porter),1.270,1.130
3,9:45,2,7,DEN 38,6,7,Steve Beuerlein sacked by Aaron Smith for -6 yards,1.130,-0.360
3,9:12,3,13,DEN 32,6,7,"Steve Beuerlein pass incomplete intended for Ashley Lelie (defended by Troy Polamalu). Penalty on Troy Polamalu: Defensive Pass Interference, 38 yards (no play)",-0.360,3.580
3,9:05,,,,6,7,Timeout #1 by Pittsburgh Steelers,0.000,3.580
3,9:05,1,10,PIT 30,6,7,"Clinton Portis up the middle for 6 yards (tackle by Clint Kriewaldt). Clinton Portis fumbles (forced by Clint Kriewaldt), recovered by Mike Logan at PIT-21 and returned for 4 yards (tackle by Clinton Portis)",3.580,-0.610
3,8:59,1,10,PIT 25,6,7,Amos Zereoue up the middle for no gain (tackle by Reggie Hayward),0.610,0.060
3,8:24,2,10,PIT 25,6,7,Tommy Maddox pass complete to Dan Kreider for 13 yards (tackle by John Mobley),0.060,1.470
3,7:47,1,10,PIT 38,6,7,Amos Zereoue left end for 6 yards (tackle by Sam Brandon and Nick Ferguson),1.470,1.730
3,7:05,2,4,PIT 44,6,7,Tommy Maddox pass complete to Hines Ward for 5 yards (tackle by Kelly Herndon),1.730,2.190
3,6:43,1,10,PIT 49,6,7,Jerome Bettis up the middle for 3 yards (tackle by Donnie Spragan),2.190,2.050
3,6:05,2,7,DEN 48,6,7,Tommy Maddox pass complete to Jay Riemersma for 6 yards (tackle by Kelly Herndon),2.050,2.150
3,5:25,3,1,DEN 42,6,7,Tommy Maddox sacked by Trevor Pryce for -9 yards,2.150,-0.130
3,4:53,4,10,PIT 49,6,7,"Josh Miller punts 34 yards, fair catch by Deltha O'Neal",-0.130,0.060
3,4:45,1,10,DEN 17,6,7,Steve Beuerlein pass incomplete intended for Rod Smith,-0.060,-0.580
3,4:41,2,10,DEN 17,6,7,Steve Beuerlein pass complete to Clinton Portis for 7 yards (tackle by James Farrior),-0.580,-0.370
3,3:56,3,3,DEN 24,6,7,"Steve Beuerlein sacked for -1 yards. Steve Beuerlein fumbles, recovered by Shannon Sharpe at DEN-23",-0.370,-1.830
,,,,,,,"DEN challenged the ruling, and the play was upheld.",,
3,3:43,4,4,DEN 23,6,7,Micah Knorr punts 52 yards,-1.830,-0.670
3,3:30,1,10,PIT 26,6,7,Jerome Bettis left tackle for 5 yards (tackle by Nick Ferguson),0.670,0.810
3,2:56,2,5,PIT 31,6,7,Jerome Bettis up the middle for 7 yards (tackle by Monsanto Pope),0.810,1.470
3,2:17,1,10,PIT 38,6,7,Jerome Bettis up the middle for 2 yards (tackle by Trevor Pryce),1.470,1.190
3,1:38,2,8,PIT 40,6,7,Tommy Maddox pass complete to Hines Ward for 12 yards (tackle by Donnie Spragan),1.190,2.390
3,1:02,1,10,DEN 48,6,7,Tommy Maddox sacked by Reggie Hayward for -8 yards,2.390,0.770
3,0:22,2,18,PIT 44,6,7,Tommy Maddox pass complete to Plaxico Burress for 5 yards (tackle by Sam Brandon),0.770,0.760
Quarter,Time,Down,ToGo,Location,PIT,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,13,PIT 49,6,7,Tommy Maddox pass incomplete intended for Plaxico Burress,0.760,-0.130
4,14:54,4,13,PIT 49,6,7,"Josh Miller punts 51 yards, touchback",-0.130,-0.280
4,14:42,1,10,DEN 20,6,7,Steve Beuerlein pass incomplete (defended by Casey Hampton),0.280,-0.270
4,14:39,2,10,DEN 20,6,7,Clinton Portis right tackle for 9 yards (tackle by Mike Logan),-0.270,0.230
4,13:53,3,1,DEN 29,6,7,Clinton Portis right tackle for no gain (tackle by Casey Hampton),0.230,-1.440
4,13:10,4,1,DEN 29,6,7,"Micah Knorr punts 44 yards, returned by Antwaan Randle El for 5 yards (tackle by Reuben Droughns). Penalty on Nick Ferguson: Ineligible Downfield Kick, 4 yards (no play)",-1.440,-1.700
4,12:58,4,5,DEN 25,6,7,"Micah Knorr punts 51 yards, returned by Antwaan Randle El for 12 yards (tackle by Mike Anderson)",-1.700,-1.330
4,12:47,1,10,PIT 36,6,7,Antwaan Randle El pass complete to Hines Ward for 4 yards (tackle by Sam Brandon),1.330,1.330
4,12:05,2,6,PIT 40,6,7,Tommy Maddox pass complete to Hines Ward for 11 yards (tackle by Donnie Spragan),1.330,2.320
4,11:30,1,10,DEN 49,6,7,"Jerome Bettis left end for 2 yards (tackle by Nick Ferguson). Jerome Bettis fumbles (forced by Nick Ferguson), recovered by Bertrand Berry at DEN-45 and returned for 3 yards",2.320,-2.130
4,11:23,1,10,DEN 48,6,7,Steve Beuerlein pass complete to Clinton Portis for 4 yards (tackle by Dewayne Washington),2.130,2.120
4,10:41,2,6,PIT 48,6,7,Steve Beuerlein pass complete to Rod Smith for 38 yards (tackle by Dewayne Washington),2.120,4.910
4,10:12,1,10,PIT 10,6,7,Reuben Droughns up the middle for -1 yards (tackle by Casey Hampton),4.910,4.020
4,9:27,,,,6,7,Timeout #2 by Denver Broncos,0.000,4.020
4,9:27,2,11,PIT 11,6,13,"Steve Beuerlein pass complete to Rod Smith for 11 yards, touchdown",4.020,7.000
4,,,,PIT 2,6,14,Jason Elam kicks extra point good,0.000,0.000
4,,,,DEN 30,6,14,"Micah Knorr kicks off 67 yards, returned by Antwaan Randle El for 23 yards (tackle by Chris Young)",0.000,0.670
4,9:16,1,10,PIT 26,6,14,Tommy Maddox pass incomplete intended for Hines Ward (defended by Nick Ferguson),0.670,0.130
4,9:13,2,10,PIT 26,6,14,"Penalty on Jeff Hartings: False Start, 5 yards (no play)",0.130,-0.550
4,9:13,2,15,PIT 21,6,14,"Tommy Maddox pass incomplete intended for Antwaan Randle El. Penalty on Trevor Pryce: Defensive Offside, 5 yards (no play)",-0.550,0.130
4,9:08,2,10,PIT 26,6,14,Tommy Maddox pass complete to Plaxico Burress for 10 yards (tackle by Lenny Walls),0.130,1.330
4,8:28,1,10,PIT 36,6,14,Amos Zereoue up the middle for no gain (tackle by Bertrand Berry),1.330,0.790
4,7:55,2,10,PIT 36,6,14,Tommy Maddox pass complete to Antwaan Randle El for 7 yards (tackle by Al Wilson),0.790,1.030
4,7:11,3,3,PIT 43,6,14,Tommy Maddox pass complete to Plaxico Burress for 23 yards (tackle by Lenny Walls),1.030,3.310
4,6:26,1,10,DEN 34,6,14,Jerome Bettis left tackle for 1 yard (tackle by Bertrand Berry and Al Wilson),3.310,2.910
4,5:49,2,9,DEN 33,6,14,Tommy Maddox pass incomplete intended for Plaxico Burress (defended by Lenny Walls),2.910,2.210
4,5:45,3,9,DEN 33,6,14,Tommy Maddox pass complete to Verron Haynes for 3 yards (tackle by Daryl Gardener),2.210,1.430
4,5:00,4,6,DEN 30,6,14,Tommy Maddox pass complete to Hines Ward for 15 yards (tackle by Jimmy Spencer),1.430,4.580
4,4:20,1,10,DEN 15,6,14,Tommy Maddox pass incomplete intended for Jay Riemersma,4.580,3.950
4,4:14,2,10,DEN 15,6,14,Tommy Maddox pass complete to Jerome Bettis for 7 yards (tackle by Kelly Herndon),3.950,4.450
4,3:29,3,3,DEN 8,6,14,"Tommy Maddox pass incomplete intended for Antwaan Randle El. Penalty on Mario Fatafehi: Roughing the Passer, 4 yards (no play)",4.450,6.280
4,3:25,,,,6,14,Timeout #2 by Pittsburgh Steelers,0.000,6.280
4,3:25,1,4,DEN 4,6,14,Jerome Bettis right guard for 3 yards (tackle by Darius Holland),6.280,5.910
4,2:45,2,1,DEN 1,12,14,"Jerome Bettis right tackle for 1 yard, touchdown",5.910,7.000
4,,,,,14,14,Two Point Attempt: conversion succeeds,1.000,1.000
,,,,,,,"DEN challenged the ruling, and the play was upheld.",,
4,,,,PIT 30,14,14,"Jeff Reed kicks off 70 yards, touchback",0.000,0.280
4,2:41,1,10,DEN 20,14,14,Steve Beuerlein pass complete to Clinton Portis for 1 yard (tackle by Chad Scott),0.280,-0.130
4,2:00,2,9,DEN 21,14,14,Steve Beuerlein pass complete to Shannon Sharpe for 10 yards (tackle by Dewayne Washington),-0.130,1.000
4,1:37,1,10,DEN 31,14,14,Steve Beuerlein pass complete to Clinton Portis for 10 yards (tackle by Kendrell Bell),1.000,1.660
4,1:11,1,10,DEN 41,14,14,Steve Beuerlein pass complete to Shannon Sharpe for 13 yards (tackle by Joey Porter),1.660,2.520
4,0:48,1,10,PIT 46,14,14,Steve Beuerlein pass incomplete intended for Shannon Sharpe,2.520,1.980
4,0:44,2,10,PIT 46,14,14,Steve Beuerlein pass incomplete intended for Rod Smith (defended by Brent Alexander),1.980,1.290
4,0:38,3,10,PIT 46,14,14,Steve Beuerlein pass complete to Shannon Sharpe for 10 yards (tackle by Chad Scott). Penalty on PIT: Illegal Contact (Declined),1.290,3.180
4,0:31,1,10,PIT 36,14,14,"Steve Beuerlein pass incomplete intended for Clinton Portis. Penalty on Kendrell Bell: Illegal Use of Hands, 5 yards (no play)",3.180,3.510
4,0:26,1,10,PIT 31,14,14,Clinton Portis left guard for 2 yards (tackle by Jason Gildon),3.510,3.240
4,0:07,2,8,PIT 29,14,14,Steve Beuerlein spiked the ball,3.240,2.540
4,0:05,,,,14,14,Timeout #3 by Pittsburgh Steelers,0.000,2.540
4,0:05,3,8,PIT 29,14,17,Jason Elam 47 yard field goal good,2.540,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
