Quarter,Time,Down,ToGo,Location,GNB,TAM,Detail,EPB,EPA
1,0:48,,,TAM 15,10,0,Mason Crosby kicks extra point good,0.000,0.000
1,0:48,,,GNB 35,10,0,"Mason Crosby kicks off 67 yards, returned by Cyril Grayson for 20 yards (tackle by John Lovett)",0.000,0.040
1,0:43,1,10,TAM 18,10,0,Tom Brady pass complete short left to Chris Godwin for 9 yards (tackle by Krys Barnes),0.040,0.820
1,0:06,2,1,TAM 27,10,0,Ronald Jones right guard for 4 yards (tackle by Ty Summers),0.820,1.000
Quarter,Time,Down,ToGo,Location,GNB,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 31,10,0,Ronald Jones left guard for 2 yards (tackle by Krys Barnes),1.000,0.730
2,14:29,2,8,TAM 33,10,0,Tom Brady pass complete short left to Mike Evans for 10 yards (tackle by Raven Greene),0.730,1.800
2,13:59,1,10,TAM 43,10,0,Ronald Jones right tackle for 5 yards (tackle by Krys Barnes and Darnell Savage),1.800,1.930
2,13:25,2,5,TAM 48,10,0,Tom Brady pass incomplete deep right intended for Rob Gronkowski,1.930,1.220
2,13:19,3,5,TAM 48,10,0,Tom Brady pass incomplete short left intended for Chris Godwin,1.220,-0.190
2,13:15,4,5,TAM 48,10,0,Bradley Pinion punts 30 yards out of bounds,-0.190,-0.410
2,13:07,1,10,GNB 22,10,0,Aaron Rodgers pass incomplete short right intended for Aaron Jones,0.410,-0.130
2,12:58,2,10,GNB 22,10,0,Aaron Rodgers pass incomplete short right,-0.130,-0.820
2,12:50,3,10,GNB 22,10,6,"Aaron Rodgers pass short left intended for Davante Adams is intercepted by Jamel Dean at GB-32 and returned for 32 yards, touchdown",-0.820,-7.000
2,12:42,,,GNB 15,10,7,Ryan Succop kicks extra point good,0.000,0.000
2,12:42,,,TAM 35,10,7,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,12:42,1,10,GNB 25,10,7,Aaron Rodgers pass complete short right to Aaron Jones for 7 yards (tackle by Antoine Winfield),0.610,1.010
2,12:04,2,3,GNB 32,10,7,Aaron Jones left end for no gain (tackle by Lavonte David),1.010,0.300
2,11:17,3,3,GNB 32,10,7,Aaron Rodgers pass short right (defended by Carlton Davis) intended for Davante Adams is intercepted by Mike Edwards at GB-39 and returned for 37 yards,0.300,-6.740
2,11:05,1,2,GNB 2,10,13,"Ronald Jones left tackle for 2 yards, touchdown",6.740,7.000
2,11:02,,,GNB 15,10,14,Ryan Succop kicks extra point good,0.000,0.000
2,11:02,,,TAM 35,10,14,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,11:02,1,10,GNB 25,10,14,Aaron Rodgers pass incomplete deep left intended for Aaron Jones (defended by Carlton Davis),0.610,0.060
2,10:57,2,10,GNB 25,10,14,Aaron Rodgers pass incomplete deep middle intended for Marcedes Lewis,0.060,-0.620
2,10:53,3,10,GNB 25,10,14,Aaron Rodgers pass incomplete short right,-0.620,-1.700
2,10:47,4,10,GNB 25,10,14,JK Scott punts 40 yards out of bounds,-1.700,-1.270
2,10:40,1,10,TAM 35,10,14,Ronald Jones up the middle for 3 yards (tackle by Kenny Clark),1.270,1.130
2,10:10,2,7,TAM 38,10,14,Tom Brady pass complete short right to Rob Gronkowski for 13 yards (tackle by Krys Barnes),1.130,2.320
2,9:34,1,10,GNB 49,10,14,Ronald Jones right tackle for 2 yards (tackle by Montravius Adams),2.320,2.050
2,9:00,2,8,GNB 47,10,14,Tom Brady pass complete short left to Ronald Jones for 2 yards (tackle by Jaire Alexander),2.050,1.620
2,8:26,3,6,GNB 45,10,14,"Tom Brady pass complete short left to Chris Godwin for 6 yards (tackle by Krys Barnes). Penalty on Rashan Gary: Face Mask (15 Yards), 15 yards",1.620,3.970
2,8:11,1,10,GNB 24,10,14,Tom Brady pass complete short left to Rob Gronkowski for 4 yards (tackle by Josh Jackson and Dean Lowry),3.970,3.970
2,7:32,2,6,GNB 20,10,14,Ronald Jones up the middle for 4 yards (tackle by Adrian Amos and Dean Lowry),3.970,3.950
2,6:48,3,2,GNB 16,10,14,Tom Brady pass complete short left to LeSean McCoy for 6 yards (tackle by Darnell Savage),3.950,4.910
2,6:06,1,10,GNB 10,10,14,Ronald Jones right tackle for 3 yards (tackle by Chandon Sullivan),4.910,4.760
2,5:25,2,7,GNB 7,10,14,Tom Brady pass complete short right to Chris Godwin for no gain (tackle by Preston Smith),4.760,3.810
2,4:40,3,7,GNB 7,10,20,"Tom Brady pass complete short left to Tyler Johnson for 7 yards, touchdown",3.810,7.000
2,4:35,,,GNB 15,10,21,Ryan Succop kicks extra point good,0.000,0.000
2,4:35,,,TAM 35,10,21,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,4:35,1,10,GNB 25,10,21,Aaron Jones left tackle for 7 yards (tackle by Anthony Nelson),0.610,1.010
2,3:49,2,3,GNB 32,10,21,Aaron Rodgers pass incomplete deep middle intended for Marquez Valdes-Scantling,1.010,0.300
2,3:41,3,3,GNB 32,10,21,Aaron Rodgers sacked by Lavonte David for -11 yards,0.300,-1.960
2,2:56,4,14,GNB 21,10,21,"JK Scott punts 48 yards, returned by Jaydon Mickens for 7 yards (tackle by Jamaal Williams)",-1.960,-1.470
2,2:42,1,10,TAM 38,10,21,Tom Brady pass complete short right to Chris Godwin for 8 yards (tackle by Jaire Alexander),1.470,2.000
2,2:08,2,2,TAM 46,10,21,Ronald Jones up the middle for 11 yards (tackle by Josh Jackson and Darnell Savage),2.000,2.720
2,2:00,1,10,GNB 43,10,21,Ronald Jones up the middle for 2 yards (tackle by Za'Darius Smith and Rashan Gary),2.720,2.450
2,1:54,,,,,,Timeout #2 by Green Bay Packers,,
2,1:54,2,8,GNB 41,10,21,Tom Brady pass complete deep right to Chris Godwin for 25 yards (tackle by Darnell Savage),2.450,4.510
2,1:46,1,10,GNB 16,10,21,Ronald Jones left guard for 1 yard (tackle by Krys Barnes and Chandon Sullivan),4.510,4.050
2,1:12,2,9,GNB 15,10,21,Tom Brady pass complete short left to Cameron Brate for 3 yards (tackle by Chandon Sullivan),4.050,3.730
2,1:07,,,,,,Timeout #3 by Green Bay Packers,,
2,1:07,3,6,GNB 12,10,27,"Tom Brady pass complete short left to Rob Gronkowski for 12 yards, touchdown",3.730,7.000
2,1:02,,,GNB 15,10,28,Ryan Succop kicks extra point good,0.000,0.000
2,1:02,,,TAM 35,10,28,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,1:02,1,10,GNB 25,10,28,Aaron Rodgers pass incomplete short left intended for Davante Adams,0.610,0.060
2,0:59,2,10,GNB 25,10,28,Aaron Rodgers pass complete short middle to Robert Tonyan for 9 yards (tackle by Jason Pierre-Paul and Antoine Winfield),0.060,0.560
2,0:37,3,1,GNB 34,10,28,Aaron Rodgers pass complete short left to Robert Tonyan for 5 yards (tackle by Carlton Davis),0.560,1.530
2,0:34,1,10,GNB 39,10,28,Aaron Rodgers pass incomplete short right. Penalty on Aaron Rodgers: Intentional Grounding (Offsetting) Penalty on TAM: Unnecessary Roughness (Offsetting) (no play),1.530,1.530
2,0:30,1,10,GNB 39,10,28,Aaron Rodgers pass incomplete deep left intended for Marquez Valdes-Scantling (defended by Carlton Davis),1.530,0.990
2,0:21,2,10,GNB 39,10,28,Aaron Rodgers sacked by Ndamukong Suh for -12 yards,0.990,-1.290
Quarter,Time,Down,ToGo,Location,GNB,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,10,28,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,TAM 25,10,28,Ronald Jones up the middle for 4 yards (tackle by Rashan Gary),0.610,0.600
3,14:15,2,6,TAM 29,10,28,Tom Brady pass complete deep right to Rob Gronkowski for 31 yards (tackle by Oren Burks),0.600,2.920
3,13:43,1,10,GNB 40,10,28,Ronald Jones up the middle for 2 yards (tackle by Kenny Clark and Adrian Amos),2.920,2.640
3,13:11,2,8,GNB 38,10,28,Tom Brady pass incomplete short left,2.640,1.950
3,13:04,3,8,GNB 38,10,28,Tom Brady pass complete short left to Scott Miller for 6 yards (tackle by Josh Jackson),1.950,1.300
3,12:19,4,2,GNB 32,10,31,Ryan Succop 50 yard field goal good,1.300,3.000
3,12:14,,,TAM 35,10,31,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,12:14,1,10,GNB 25,10,31,Aaron Jones left end for 4 yards (tackle by Devin White),0.610,0.600
3,11:42,2,6,GNB 29,10,31,Aaron Jones up the middle for 1 yard (tackle by Rakeem Nunez-Roches and Jason Pierre-Paul),0.600,0.040
3,10:55,3,5,GNB 30,10,31,Aaron Rodgers pass incomplete short left intended for Robert Tonyan,0.040,-1.370
3,10:49,4,5,GNB 30,10,31,"JK Scott punts 51 yards, returned by Jaydon Mickens for 10 yards (tackle by Jamaal Williams)",-1.370,-0.870
3,10:37,1,10,TAM 29,10,31,Tom Brady pass incomplete deep left intended for Scott Miller,0.870,0.330
3,10:30,2,10,TAM 29,10,31,Tom Brady pass incomplete short left intended for Mike Evans,0.330,-0.360
3,10:26,3,10,TAM 29,10,31,Tom Brady pass incomplete short left intended for Chris Godwin,-0.360,-1.440
3,10:21,4,10,TAM 29,10,31,"Bradley Pinion punts 47 yards, fair catch by Darrius Shepherd at GB-24",-1.440,-0.540
3,10:13,1,10,GNB 24,10,31,Aaron Rodgers sacked by and Lavonte David for -8 yards and Jason Pierre-Paul for -8 yards,0.540,-1.220
3,9:24,2,18,GNB 16,10,31,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (no play)",-1.220,-1.730
3,9:11,2,23,GNB 11,10,31,Aaron Rodgers pass complete short left to Marquez Valdes-Scantling for 5 yards (tackle by Sean Murphy-Bunting),-1.730,-2.050
3,8:35,3,18,GNB 16,10,31,Aaron Rodgers pass complete deep right to Davante Adams for 18 yards (tackle by Antoine Winfield),-2.050,1.200
3,7:50,1,10,GNB 34,10,31,Aaron Jones up the middle for 7 yards (tackle by Carlton Davis),1.200,1.600
3,7:04,2,3,GNB 41,10,31,Aaron Rodgers pass incomplete short right intended for Marcedes Lewis,1.600,0.890
3,6:58,3,3,GNB 41,10,31,Aaron Rodgers pass complete short right to Davante Adams for 4 yards (tackle by Sean Murphy-Bunting),0.890,1.930
3,6:31,1,10,GNB 45,10,31,Aaron Rodgers pass incomplete short left,1.930,1.380
3,6:27,2,10,GNB 45,10,31,Jamaal Williams right tackle for 2 yards (tackle by Devin White),1.380,0.960
3,5:40,3,8,GNB 47,10,31,Aaron Rodgers pass incomplete deep right intended for Davante Adams,0.960,-0.260
3,5:35,4,8,GNB 47,10,31,JK Scott punts 38 yards out of bounds,-0.260,0.220
3,5:27,1,10,TAM 15,10,31,Ronald Jones up the middle for 2 yards (tackle by Kingsley Keke and Dean Lowry),-0.220,-0.440
3,4:46,2,8,TAM 17,10,31,Tom Brady pass complete deep right to Rob Gronkowski for 18 yards (tackle by Raven Greene),-0.440,1.270
3,4:17,1,10,TAM 35,10,31,Ronald Jones right end for 25 yards (tackle by Darnell Savage) Penalty on GNB: Defensive Too Many Men on Field (Declined),1.270,2.920
3,4:07,1,10,GNB 40,10,31,LeSean McCoy up the middle for -3 yards (tackle by Montravius Adams and Krys Barnes),2.920,1.970
3,3:29,2,13,GNB 43,10,31,LeSean McCoy up the middle for 1 yard (tackle by Krys Barnes),1.970,1.420
3,2:54,3,12,GNB 42,10,31,"Tom Brady pass incomplete deep left intended for Scott Miller (defended by Josh Jackson). Penalty on Josh Jackson: Defensive Pass Interference, 40 yards (no play)",1.420,6.740
3,2:47,1,2,GNB 2,10,31,"Penalty on GNB: Defensive Too Many Men on Field, 1 yard (no play)",6.740,6.970
3,2:47,1,1,GNB 1,10,31,Tom Brady pass incomplete short left intended for Rob Gronkowski,6.970,5.910
3,2:43,2,1,GNB 1,10,37,"Ronald Jones up the middle for 1 yard, touchdown",5.910,7.000
3,2:40,,,GNB 15,10,38,Ryan Succop kicks extra point good,0.000,0.000
3,2:40,,,TAM 35,10,38,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,2:40,1,10,GNB 25,10,38,Aaron Jones up the middle for -3 yards (tackle by Lavonte David),0.610,-0.340
3,2:09,2,13,GNB 22,10,38,Aaron Rodgers pass complete short right to Aaron Jones for -1 yards (tackle by Devin White),-0.340,-1.150
3,1:20,3,14,GNB 21,10,38,Aaron Rodgers left end for 8 yards (tackle by Devin White),-1.150,-1.440
3,0:42,4,6,GNB 29,10,38,"JK Scott punts 45 yards, returned by Jaydon Mickens for 4 yards (tackle by Ty Summers)",-1.440,-0.940
3,0:31,1,10,TAM 30,10,38,Ronald Jones up the middle for 4 yards (tackle by Jonathan Garvin and Kenny Clark),0.940,0.930
Quarter,Time,Down,ToGo,Location,GNB,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,TAM 34,10,38,Ronald Jones up the middle for 14 yards (tackle by Josh Jackson),0.930,2.130
4,14:22,1,10,TAM 48,10,38,Ronald Jones up the middle for 5 yards (tackle by Montravius Adams),2.130,2.260
4,13:44,2,5,GNB 47,10,38,Ronald Jones up the middle for 7 yards (tackle by Krys Barnes),2.260,2.920
4,13:04,1,10,GNB 40,10,38,Ke'Shawn Vaughn right end for 3 yards (tackle by Josh Jackson),2.920,2.780
4,12:28,2,7,GNB 37,10,38,Tom Brady pass incomplete short middle intended for Ke'Shawn Vaughn,2.780,2.080
4,12:21,3,7,GNB 37,10,38,Tom Brady pass incomplete short middle intended for Rob Gronkowski,2.080,0.790
4,12:16,4,7,GNB 37,10,38,Bradley Pinion punts 25 yards downed by Ryan Smith,0.790,0.350
4,12:07,1,10,GNB 12,10,38,AJ Dillon up the middle for 3 yards (tackle by Jamel Dean and Lavonte David),-0.350,-0.500
4,11:35,2,7,GNB 15,10,38,Aaron Rodgers pass complete short right to Davante Adams for 6 yards (tackle by Lavonte David),-0.500,-0.370
4,10:53,3,1,GNB 21,10,38,AJ Dillon right tackle for 20 yards (tackle by Lavonte David),-0.370,1.660
4,10:20,1,10,GNB 41,10,38,Aaron Rodgers pass incomplete short left,1.660,1.120
4,10:14,2,10,GNB 41,10,38,AJ Dillon right guard for 4 yards (tackle by Jason Pierre-Paul and Jeremiah Ledbetter),1.120,0.960
4,9:28,3,6,GNB 45,10,38,Aaron Rodgers sacked by Devin White for -11 yards,0.960,-1.110
4,8:45,4,17,GNB 34,10,38,"JK Scott punts 48 yards, fair catch by Jaydon Mickens at TB-18",-1.110,-0.040
4,8:37,1,10,TAM 18,10,38,Ronald Jones up the middle for 5 yards (tackle by Kingsley Keke and Jonathan Garvin),0.040,0.280
4,8:00,2,5,TAM 23,10,38,Ronald Jones right guard for 3 yards (tackle by Dean Lowry and Ty Summers),0.280,-0.140
4,7:19,3,2,TAM 26,10,38,Tom Brady pass incomplete deep left intended for Cyril Grayson,-0.140,-1.630
4,7:13,4,2,TAM 26,10,38,"Bradley Pinion punts 44 yards, fair catch by Darrius Shepherd at GB-30",-1.630,-0.940
4,7:05,1,10,GNB 30,10,38,AJ Dillon left tackle for 3 yards (tackle by Jeremiah Ledbetter),0.940,0.800
4,6:31,2,7,GNB 33,10,38,AJ Dillon right end for 1 yard (tackle by Jason Pierre-Paul),0.800,0.230
4,5:51,3,6,GNB 34,10,38,"Tim Boyle sacked by Jason Pierre-Paul for -11 yards. Tim Boyle fumbles (forced by Jason Pierre-Paul), recovered by Tim Boyle at GB-23",0.230,-1.830
4,5:09,4,17,GNB 23,10,38,"JK Scott punts 55 yards, returned by Jaydon Mickens for 9 yards (tackle by Oren Burks)",-1.830,-1.000
4,4:54,1,10,TAM 31,10,38,Ke'Shawn Vaughn up the middle for 12 yards (tackle by Ty Summers),1.000,1.800
4,4:08,1,10,TAM 43,10,38,Blaine Gabbert pass incomplete short left intended for Cyril Grayson,1.800,1.250
4,4:05,2,10,TAM 43,10,38,Ke'Shawn Vaughn up the middle for 7 yards (tackle by Kingsley Keke and Ty Summers),1.250,1.490
4,3:25,3,3,TAM 50,10,38,"Blaine Gabbert up the middle for 2 yards (tackle by Jonathan Garvin and Kingsley Keke). Penalty on Josh Jackson: Defensive Holding, 5 yards",1.490,2.720
4,3:18,1,10,GNB 43,10,38,LeSean McCoy right tackle for 2 yards (tackle by Montravius Adams and Kingsley Keke),2.720,2.450
4,2:33,2,8,GNB 41,10,38,Ke'Shawn Vaughn right tackle for 1 yard (tackle by Adrian Amos and Dean Lowry),2.450,1.880
4,2:00,3,7,GNB 40,10,38,Ke'Shawn Vaughn up the middle for 19 yards (tackle by Ka'dar Hollman),1.880,4.170
4,1:12,1,10,GNB 21,10,38,Blaine Gabbert kneels for no gain,4.170,3.630
4,0:35,2,10,GNB 21,10,38,Blaine Gabbert kneels for no gain,3.630,2.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
