Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
2,8:29,1,10,DAL 45,7,7,"Jerome Harrison left tackle for no gain (tackle by Victor Butler). Penalty on King Dunlap: Offensive Holding, 10 yards (no play)",2.590,1.930
2,8:06,1,20,PHI 45,7,7,Eldra Buckley middle for 10 yards (tackle by Terence Newman),1.930,2.040
2,7:25,2,10,DAL 45,7,7,Kevin Kolb pass complete short right to Owen Schmitt for 3 yards (tackle by Anthony Spencer),2.040,1.750
2,6:40,3,7,DAL 42,7,7,Kevin Kolb pass incomplete short left intended for Clay Harbor,1.750,0.460
2,6:35,4,7,DAL 42,7,7,"Saverio Rocca punts 27 yards, fair catch by Bryan McCann",0.460,0.220
2,6:26,1,10,DAL 15,7,7,Felix Jones middle for no gain (tackle by Darryl Tapp),-0.220,-0.710
2,5:52,2,10,DAL 15,7,7,Stephen McGee right end for 2 yards (tackle by Omar Gaither),-0.710,-1.120
2,5:07,3,8,DAL 17,7,7,Stephen McGee pass complete short left to Manuel Johnson for 6 yards (tackle by Brandon Hughes),-1.120,-1.830
2,4:34,4,2,DAL 23,7,7,"Mat McBriar punts 46 yards, fair catch by Chad Hall",-1.830,-1.000
2,4:28,1,10,PHI 31,7,7,Kevin Kolb pass complete short right to Clay Harbor for 3 yards (tackle by Bradie James),1.000,0.870
2,3:51,2,7,PHI 34,7,7,"Kevin Kolb pass complete short right to Jerome Harrison for 1 yard (tackle by Gerald Sensabaugh). Penalty on Clay Harbor: Illegal Crackback, 15 yards",0.870,-1.030
2,3:24,2,21,PHI 20,7,7,Kevin Kolb pass incomplete deep right intended for Riley Cooper,-1.030,-1.680
2,3:17,3,21,PHI 20,7,7,Kevin Kolb pass complete short right to Chad Hall for 5 yards (tackle by Victor Butler),-1.680,-1.700
2,2:41,4,16,PHI 25,7,7,Saverio Rocca punts 55 yards,-1.700,-0.280
2,2:29,1,10,DAL 20,7,7,Stephen McGee middle for 10 yards (tackle by Trevard Lindley),0.280,0.940
2,2:00,1,10,DAL 30,7,7,Stephen McGee right tackle for 4 yards (tackle by Darryl Tapp),0.940,0.930
2,1:37,2,6,DAL 34,7,7,"Penalty on Marc Colombo: False Start, 5 yards (no play)",0.930,0.260
2,1:35,2,11,DAL 29,7,7,Tashard Choice right end for 5 yards (tackle by Omar Gaither),0.260,0.230
2,1:08,3,6,DAL 34,7,7,Stephen McGee pass incomplete short right intended for Jason Witten,0.230,-1.110
2,1:03,4,6,DAL 34,7,7,Mat McBriar punts 36 yards,-1.110,-0.940
2,0:52,1,10,PHI 30,7,7,Kevin Kolb pass complete short right to Clay Harbor for 2 yards (tackle by Keith Brooking),0.940,0.660
2,0:44,,,,7,7,Timeout #2 by Philadelphia Eagles,0.000,0.660
2,0:44,2,8,PHI 32,7,7,Kevin Kolb pass complete short right to Jerome Harrison for 3 yards (tackle by Bradie James),0.660,0.370
2,0:39,3,5,PHI 35,7,7,Kevin Kolb sacked by DeMarcus Ware for -10 yards,0.370,-1.700
2,0:34,,,,7,7,Timeout #1 by Dallas Cowboys,0.000,-1.700
2,0:34,4,15,PHI 25,7,7,"Saverio Rocca punts 41 yards, muffed catch by Bryan McCann, recovered by Gerard Lawson and returned for no gain",-1.700,3.310
2,0:20,1,10,DAL 34,7,7,Kevin Kolb sacked by DeMarcus Ware for -8 yards,3.310,1.690
2,0:15,,,,7,7,Timeout #3 by Philadelphia Eagles,0.000,1.690
2,0:15,2,18,DAL 42,7,7,Kevin Kolb pass incomplete short right intended for Jerome Harrison,1.690,1.030
2,0:09,3,18,DAL 42,7,7,Kevin Kolb pass incomplete deep right intended for Jason Avant is intercepted by Gerald Sensabaugh,1.030,0.000
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,7,7,"David Buehler kicks off 64 yards, returned by Gerard Lawson for 28 yards (tackle by Victor Butler)",0.000,1.200
3,14:54,1,10,PHI 34,7,7,Kevin Kolb pass incomplete deep left intended for Clay Harbor,1.200,0.660
3,14:47,2,10,PHI 34,7,7,Jerome Harrison right end for 4 yards (tackle by Gerald Sensabaugh),0.660,0.500
3,14:05,3,6,PHI 38,7,7,"Kevin Kolb pass incomplete deep left intended for Chad Hall. Penalty on Mike Jenkins: Defensive Holding, 5 yards (no play)",0.500,1.800
3,13:57,1,10,PHI 43,7,7,Jerome Harrison right tackle for 3 yards (tackle by Sean Lee),1.800,1.660
3,13:21,2,7,PHI 46,7,7,"Kevin Kolb pass complete short right to Clay Harbor for 18 yards (tackle by Keith Brooking). Penalty on Keith Brooking: Unnecessary Roughness, 15 yards",1.660,4.170
3,12:52,1,10,DAL 21,7,7,Jerome Harrison left tackle for 4 yards (tackle by Josh Brent),4.170,4.200
3,12:17,2,6,DAL 17,7,7,Kevin Kolb pass incomplete short left intended for Riley Cooper is intercepted by Terence Newman at DAL-10 and returned for 4 yards,4.200,0.280
3,12:08,1,10,DAL 14,7,7,Felix Jones left end for 13 yards (tackle by Keenan Clayton),-0.280,0.740
3,11:33,1,10,DAL 27,7,7,Tashard Choice left end for 1 yard (tackle by Omar Gaither),0.740,0.330
3,10:55,2,9,DAL 28,7,7,Stephen McGee pass complete deep right to Miles Austin for 31 yards,0.330,2.850
3,10:25,1,10,PHI 41,7,7,Stephen McGee pass incomplete short left intended for Tashard Choice,2.850,2.310
3,10:18,2,10,PHI 41,7,7,Stephen McGee pass complete short right to Roy Williams for 6 yards (tackle by Trevard Lindley),2.310,2.410
3,9:39,3,4,PHI 35,7,7,Stephen McGee pass incomplete short left intended for Roy Williams,2.410,0.980
3,9:36,4,4,PHI 35,7,7,Stephen McGee pass incomplete short middle intended for Miles Austin,0.980,-1.270
3,9:33,1,10,PHI 35,7,7,Jerome Harrison left tackle for no gain (tackle by Josh Brent),1.270,0.720
3,8:59,2,10,PHI 35,7,7,Kevin Kolb pass incomplete short right intended for Riley Cooper,0.720,0.040
3,8:52,3,10,PHI 35,7,7,Kevin Kolb middle for 10 yards (tackle by Anthony Spencer),0.040,1.930
3,8:21,1,10,PHI 45,7,7,Jerome Harrison right tackle for 2 yards,1.930,1.650
3,7:36,2,8,PHI 47,7,7,Kevin Kolb pass complete short left to Riley Cooper for 5 yards (tackle by Mike Jenkins),1.650,1.620
3,6:56,3,3,DAL 48,7,7,Kevin Kolb pass incomplete short right intended for Eldra Buckley (defended by Orlando Scandrick),1.620,0.070
3,6:50,4,3,DAL 48,7,7,Saverio Rocca punts 38 yards,0.070,0.380
3,6:42,1,10,DAL 10,7,7,"Stephen McGee pass incomplete. Penalty on Felix Jones: Chop Block, 5 yards (no play)",-0.380,-0.570
3,6:36,1,15,DAL 5,7,7,Felix Jones right tackle for 6 yards (tackle by Omar Gaither),-0.570,-0.710
3,6:02,2,9,DAL 11,7,7,Felix Jones left end for 8 yards (tackle by Jamar Adams),-0.710,-0.370
3,5:15,3,1,DAL 19,7,7,Chris Gronkowski middle for 3 yards (tackle by Omar Gaither),-0.370,0.410
3,4:36,1,10,DAL 22,7,7,Stephen McGee pass incomplete short right intended for Roy Williams,0.410,-0.130
3,4:31,2,10,DAL 22,7,7,Marion Barber left end for 2 yards (tackle by Omar Gaither),-0.130,-0.560
3,3:47,3,8,DAL 24,7,7,Stephen McGee middle for 10 yards (tackle by Omar Gaither),-0.560,1.200
3,3:06,1,10,DAL 34,7,7,Tashard Choice left tackle for 2 yards (tackle by Brodrick Bunkley),1.200,0.930
3,2:27,2,8,DAL 36,7,7,Stephen McGee pass incomplete short right intended for Tashard Choice,0.930,0.230
3,2:21,3,8,DAL 36,7,7,Stephen McGee pass incomplete short left intended for Jason Witten,0.230,-0.980
3,2:17,4,8,DAL 36,7,7,Mat McBriar punts 24 yards,-0.980,-1.600
3,2:10,1,10,PHI 40,7,7,Kevin Kolb pass incomplete short right intended for Clay Harbor,1.600,1.050
3,2:07,2,10,PHI 40,7,7,Jerome Harrison right end for 36 yards (tackle by Alan Ball),1.050,3.970
3,1:27,1,10,DAL 24,7,7,Eldra Buckley middle for 1 yard (tackle by Igor Olshansky),3.970,3.570
3,0:49,2,9,DAL 23,7,7,Jerome Harrison left tackle for no gain (tackle by Sean Lee),3.570,2.870
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,DAL 23,7,7,Kevin Kolb middle for -3 yards (tackle by Jason Hatcher),2.870,1.740
4,14:29,4,12,DAL 26,7,10,David Akers 43 yard field goal good,1.740,3.000
4,,,,PHI 30,7,10,"David Akers kicks off 69 yards, returned by Bryan McCann for 21 yards (tackle by Brandon Hughes)",0.000,0.410
4,14:18,1,10,DAL 22,7,10,Stephen McGee pass complete short right to Martellus Bennett for 11 yards (tackle by Jamar Adams). Penalty on Brodrick Bunkley: Illegal Use of Hands (Declined),0.410,1.140
4,13:54,1,10,DAL 33,7,10,Stephen McGee for 4 yards,1.140,1.130
4,13:24,2,6,DAL 37,7,10,Felix Jones right guard for 11 yards (tackle by Omar Gaither),1.130,2.130
4,12:47,1,10,DAL 48,7,10,Felix Jones left end for 3 yards (tackle by Brodrick Bunkley),2.130,1.990
4,12:04,2,7,PHI 49,7,10,Stephen McGee pass incomplete short left intended for Martellus Bennett (defended by Brodrick Bunkley),1.990,1.290
4,12:04,3,7,PHI 49,7,10,"Penalty on Martellus Bennett: False Start, 5 yards (no play)",1.290,0.630
4,11:58,3,12,DAL 46,7,10,Stephen McGee right end for 14 yards (tackle by Trevard Lindley),0.630,2.920
4,11:14,1,10,PHI 40,7,10,Chris Gronkowski middle for 5 yards (tackle by Jamar Adams and Keenan Clayton),2.920,3.050
4,10:37,2,5,PHI 35,7,10,Marion Barber left end for 1 yard (tackle by Brandon Hughes),3.050,2.480
4,9:53,3,4,PHI 34,7,10,Stephen McGee pass incomplete short middle intended for Jason Witten (defended by Jamar Adams),2.480,1.080
4,9:50,4,4,PHI 34,7,10,David Buehler 52 yard field goal no good,1.080,-1.730
4,9:45,1,10,PHI 42,7,10,Kevin Kolb pass complete deep right to Chad Hall for 48 yards (tackle by Terence Newman),1.730,4.910
4,8:53,1,10,DAL 10,7,10,Kevin Kolb middle for -1 yards (tackle by Orlando Scandrick),4.910,4.020
4,8:17,2,11,DAL 11,7,10,Kevin Kolb pass complete short left to Jerome Harrison for 4 yards (tackle by Orlando Scandrick),4.020,3.810
4,7:50,3,7,DAL 7,7,10,Kevin Kolb middle for 3 yards (tackle by Keith Brooking),3.810,3.030
4,7:05,4,4,DAL 4,7,13,David Akers 22 yard field goal good,3.030,3.000
4,,,,PHI 30,7,13,"David Akers kicks off 54 yards, returned by Martin Rucker for 16 yards (tackle by Keenan Clayton)",0.000,1.070
4,6:56,1,10,DAL 32,7,13,Stephen McGee sacked by Daniel Te'o-Nesheim for -10 yards,1.070,-0.820
4,6:19,2,20,DAL 22,7,13,Stephen McGee pass incomplete short left intended for Jason Witten,-0.820,-1.480
4,6:15,3,20,DAL 22,7,13,Stephen McGee pass incomplete short middle intended for Jason Witten (defended by Keenan Clayton),-1.480,-1.900
4,6:06,4,20,DAL 22,7,13,"Mat McBriar punts 63 yards, returned by Chad Hall for 4 yards (tackle by Danny McCray)",-1.900,-0.150
4,5:58,1,10,PHI 19,7,13,Jerome Harrison middle for 1 yard (tackle by DeMarcus Ware and Keith Brooking),0.150,-0.200
4,5:23,2,9,PHI 20,7,13,Kevin Kolb pass incomplete deep right intended for Chad Hall,-0.200,-0.940
4,5:16,3,9,PHI 20,7,13,"Jerome Harrison left end for 9 yards (tackle by Jay Ratliff). Jerome Harrison fumbles (forced by Jay Ratliff), recovered by Mike McGlynn at PHI-30",-0.940,0.940
4,4:04,1,10,PHI 30,7,13,Jerome Harrison middle for 1 yard (tackle by Anthony Spencer),0.940,0.530
4,3:21,2,9,PHI 31,7,13,Jerome Harrison right end for no gain (tackle by Anthony Spencer),0.530,-0.160
4,3:16,,,,7,13,Timeout #1 by Dallas Cowboys,0.000,-0.160
4,3:16,3,9,PHI 31,7,13,Kevin Kolb sacked by Anthony Spencer for -6 yards,-0.160,-1.700
4,3:09,,,,7,13,Timeout #2 by Dallas Cowboys,0.000,-1.700
4,3:03,4,15,PHI 25,7,13,Saverio Rocca punts 29 yards,-1.700,-1.990
4,2:54,1,10,DAL 46,7,13,Stephen McGee pass complete short left to Jason Witten for 7 yards (tackle by Keenan Clayton),1.990,2.400
4,2:23,2,3,PHI 47,7,13,Stephen McGee pass complete short left to Jason Witten for 2 yards (tackle by Brandon Hughes),2.400,1.950
4,2:18,,,,7,13,Timeout #3 by Dallas Cowboys,0.000,0.000
4,2:18,,,,7,13,Timeout #1 by Philadelphia Eagles,0.000,1.950
4,2:18,3,1,PHI 45,7,13,Marion Barber middle for no gain (tackle by Darryl Tapp),1.950,0.270
4,2:00,4,1,PHI 45,7,13,Chris Gronkowski middle for 1 yard (tackle by Akeem Jordan),0.270,2.650
4,1:38,1,10,PHI 44,7,13,Stephen McGee spiked the ball,2.650,2.110
4,1:37,2,10,PHI 44,7,13,Stephen McGee pass complete short middle to Jason Witten for 33 yards (tackle by Brandon Hughes),2.110,4.840
4,1:28,1,10,PHI 11,7,13,Stephen McGee right tackle for 7 yards (tackle by Colt Anderson),4.840,5.470
4,1:02,2,3,PHI 4,7,13,Stephen McGee pass incomplete short left intended for Manuel Johnson,5.470,4.670
4,0:59,3,3,PHI 4,13,13,"Stephen McGee pass complete short right to Jason Witten for 4 yards, touchdown",4.670,7.000
4,,,,PHI 2,14,13,"David Buehler kicks extra point good. Penalty on Jeremy Clark: Illegal Formation, 5 yards",0.000,0.000
4,,,,DAL 35,14,13,"David Buehler kicks off 65 yards, touchback",0.000,0.280
4,0:55,1,10,PHI 20,14,13,Kevin Kolb sacked by DeMarcus Ware for -9 yards,0.280,-1.440
4,0:49,,,,14,13,Timeout #2 by Philadelphia Eagles,0.000,-1.440
4,0:48,2,19,PHI 11,14,13,Kevin Kolb pass incomplete (defended by Stephen Bowen),-1.440,-2.470
4,0:45,3,19,PHI 11,14,13,Kevin Kolb pass incomplete deep middle intended for Jason Avant,-2.470,-2.490
4,0:40,4,19,PHI 11,14,13,Kevin Kolb pass incomplete deep right intended for Chad Hall is intercepted by Terence Newman at PHI-45,-2.490,-2.590
4,0:32,1,10,PHI 45,14,13,Stephen McGee kneels for -1 yards,2.590,1.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
