#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,9:59,NYJ 20,3,1:37,-5,Punt
2,1,4:21,NYJ 20,6,3:33,6,Punt
3,2,13:56,NYJ 2,3,2:12,9,Punt
4,2,11:00,CIN 30,4,1:51,3,Field Goal
5,2,6:13,NYJ 20,10,5:05,50,Field Goal
6,2,0:16,NYJ 34,1,0:16,7,End of Half
7,3,15:00,NYJ 28,1,0:15,0,Interception
8,3,14:45,NYJ 31,3,1:41,8,Punt
9,3,11:26,NYJ 16,13,6:37,52,Field Goal
10,3,1:13,NYJ 14,8,3:04,42,Interception
11,4,13:09,NYJ 20,6,2:54,15,Punt
12,4,8:18,NYJ 32,8,3:05,46,Downs
13,4,1:07,NYJ 7,2,1:07,12,End of Game
