Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Brian Winters,G,67,100%,0,0%,3,10%
Willie Colon,G,67,100%,0,0%,3,10%
Austin Howard,T,67,100%,0,0%,3,10%
D'Brickashaw Ferguson,T,67,100%,0,0%,3,10%
Nick Mangold,C,67,100%,0,0%,0,0%
Jeremy Kerley,WR,65,97%,0,0%,0,0%
David Nelson,WR,53,79%,0,0%,0,0%
Geno Smith,QB,51,76%,0,0%,0,0%
Stephen Hill,WR,45,67%,0,0%,0,0%
Bilal Powell,RB,44,66%,0,0%,0,0%
Zach Sudfeld,TE,38,57%,0,0%,2,7%
Jeff Cumberland,TE,30,45%,0,0%,0,0%
Michael Campbell,WR,22,33%,0,0%,12,40%
Matt Simms,QB,16,24%,0,0%,0,0%
Tommy Bohanon,FB,13,19%,0,0%,7,23%
Chris Ivory,RB,12,18%,0,0%,0,0%
Alex Green,RB,10,15%,0,0%,8,27%
Josh Cribbs,WR,3,4%,0,0%,19,63%
Demario Davis,LB,0,0%,57,100%,12,40%
David Harris,LB,0,0%,57,100%,7,23%
Dawan Landry,SS,0,0%,51,89%,7,23%
Antonio Cromartie,CB,0,0%,51,89%,0,0%
Muhammad Wilkerson,DE,0,0%,49,86%,7,23%
Sheldon Richardson,DT,0,0%,47,82%,7,23%
Quinton Coples,LB,0,0%,43,75%,7,23%
Calvin Pace,LB,0,0%,41,72%,0,0%
Antonio Allen,FS,0,0%,38,67%,4,13%
Damon Harrison,NT,0,0%,31,54%,8,27%
Garrett McIntyre,LB,0,0%,28,49%,23,77%
Dee Milliner,CB,0,0%,28,49%,1,3%
Darrin Walls,CB,0,0%,26,46%,11,37%
Jaiquawn Jarrett,FS,0,0%,21,37%,17,57%
Kenrick Ellis,DT,0,0%,19,33%,2,7%
Kyle Wilson,CB,0,0%,15,26%,9,30%
Leger Douzable,DE,0,0%,13,23%,5,17%
Ellis Lankster,CB,0,0%,6,11%,27,90%
Josh Bush,SS,0,0%,6,11%,20,67%
Troy Davis,LB,0,0%,0,0%,27,90%
Nick Bellore,LB,0,0%,0,0%,19,63%
Konrad Reuland,TE,0,0%,0,0%,14,47%
Isaiah Trufant,CB,0,0%,0,0%,10,33%
Tanner Purdum,LS,0,0%,0,0%,8,27%
Ryan Quigley,P,0,0%,0,0%,8,27%
Nick Folk,K,0,0%,0,0%,7,23%
Vlad Ducasse,G,0,0%,0,0%,3,10%
