Quarter,Time,Down,ToGo,Location,CAR,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,KAN 41,7,10,DeAngelo Williams right guard for 11 yards (tackle by Shaun Smith),2.650,3.580
2,14:15,1,10,KAN 30,7,10,Cam Newton pass incomplete deep right intended for Brandon LaFell,3.580,3.030
2,14:10,2,10,KAN 30,7,10,Cam Newton pass complete short right to Joe Adams for 7 yards (tackle by Travis Daniels),3.030,3.270
2,13:34,3,3,KAN 23,13,10,"Cam Newton pass complete deep left to Steve Smith for 23 yards, touchdown",3.270,7.000
2,13:34,,,KAN 2,14,10,Graham Gano kicks extra point good,0.000,0.000
2,13:27,,,CAR 35,14,10,"Graham Gano kicks off 65 yards, touchback",0.000,0.280
2,13:27,1,10,KAN 20,14,10,Jamaal Charles left guard for 2 yards (tackle by Greg Hardy),0.280,0.000
2,12:53,2,8,KAN 22,14,10,Jamaal Charles right tackle for 1 yard (tackle by Dwan Edwards),0.000,-0.560
2,12:16,3,7,KAN 23,14,10,Brady Quinn pass complete short left to Dwayne Bowe for 15 yards (tackle by Josh Norman),-0.560,1.470
2,11:46,1,10,KAN 38,14,10,Brady Quinn pass incomplete deep right intended for Dwayne Bowe,1.470,0.920
2,11:41,2,10,KAN 38,14,10,Jamaal Charles up the middle for 2 yards (tackle by Greg Hardy),0.920,0.500
2,11:03,3,8,KAN 40,14,10,Brady Quinn pass complete short left to Jamaal Charles for 2 yards (tackle by Josh Norman),0.500,-0.590
2,10:42,4,6,KAN 42,14,10,"Dustin Colquitt punts 24 yards, out of bounds",-0.590,-1.200
2,10:35,1,10,CAR 34,14,10,DeAngelo Williams up the middle for 6 yards (tackle by Tyson Jackson),1.200,1.470
2,9:54,2,4,CAR 40,14,10,DeAngelo Williams up the middle for 7 yards (tackle by Tysyn Hartman),1.470,2.060
2,9:17,1,10,CAR 47,14,10,Cam Newton left end for 8 yards (tackle by Tysyn Hartman),2.060,0.000
2,8:39,,,,14,10,Timeout #1 by Carolina Panthers,0.000,2.600
2,8:39,2,2,KAN 45,14,10,"Penalty on Jeremy Bridges: False Start, 5 yards (no play)",2.600,1.920
2,8:39,2,7,,14,10,Cam Newton pass incomplete deep left intended for Greg Olsen,1.920,1.220
2,8:34,3,7,,14,10,Cam Newton right end for 4 yards (tackle by Justin Houston),1.220,0.200
2,7:51,4,3,KAN 46,14,10,"Penalty on Nate Chandler: False Start, 5 yards (no play)",0.200,-0.130
2,7:36,4,8,CAR 49,14,10,"Brad Nortman punts 51 yards, touchback",-0.130,-0.280
2,7:25,1,10,KAN 20,14,10,Jamaal Charles right tackle for 2 yards (tackle by Luke Kuechly),0.280,0.000
2,6:52,2,8,KAN 22,14,10,Brady Quinn pass complete short middle to Jamaal Charles for 6 yards (tackle by Jason Phillips),0.000,0.100
2,6:08,3,2,KAN 28,14,10,"Cyrus Gray right end for 1 yard (tackle by Charles Johnson). Penalty on Greg Hardy: Illegal Use of Hands, 5 yards (no play)",0.100,1.140
2,5:31,1,10,KAN 33,14,10,Brady Quinn pass complete short left to Jamar Newsome for 4 yards (tackle by Jason Phillips),1.140,1.130
2,4:54,2,6,KAN 37,14,10,Jamaal Charles right tackle for no gain (tackle by Andre Neblett),1.130,0.430
2,4:15,3,6,KAN 37,14,10,Brady Quinn pass complete deep middle to Dwayne Bowe for 18 yards (tackle by Josh Thomas),0.430,2.590
2,3:35,1,10,CAR 45,14,10,Brady Quinn pass complete short left to Jamaal Charles for -1 yards (tackle by Thomas Davis),2.590,1.910
2,2:50,2,11,CAR 46,14,10,Peyton Hillis right end for 5 yards (tackle by Andre Neblett),1.910,1.880
2,2:50,3,6,CAR 41,14,10,"Penalty on Charles Johnson: Neutral Zone Infraction, 5 yards (no play)",1.880,2.540
2,2:00,3,1,CAR 36,14,10,Brady Quinn pass complete short middle to Dexter McCluster for 12 yards (tackle by Thomas Davis),2.540,0.000
2,1:47,,,,14,10,Timeout #2 by Carolina Panthers,0.000,0.000
2,1:47,,,,14,10,Timeout #2 by Kansas City Chiefs,0.000,3.970
2,1:47,1,10,CAR 24,14,10,"Penalty on Andre Neblett: Encroachment, 5 yards (no play)",3.970,4.750
2,1:47,1,5,CAR 19,14,10,Jamaal Charles up the middle for 9 yards (tackle by Haruki Nakamura),4.750,0.000
2,1:30,,,,14,10,Timeout #3 by Carolina Panthers,0.000,4.910
2,1:30,1,10,CAR 10,14,10,Jamaal Charles left guard for 4 yards (tackle by Thomas Davis),4.910,4.950
2,0:47,2,6,CAR 6,14,10,Peyton Hillis left end for 5 yards (tackle by Charles Godfrey),4.950,5.170
2,0:42,3,1,CAR 1,14,10,Peyton Hillis up the middle for no gain (tackle by Andre Neblett),5.170,0.000
2,0:02,,,,14,10,Timeout #3 by Kansas City Chiefs,0.000,3.550
2,0:02,4,1,CAR 1,14,16,"Brady Quinn pass complete short middle to Tony Moeaki for 1 yard, touchdown",3.550,7.000
2,0:02,,,CAR 2,14,17,Ryan Succop kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,CAR,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,14,17,"Ryan Succop kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,CAR 20,14,17,Cam Newton pass complete short left to Steve Smith for 11 yards (tackle by Javier Arenas),0.280,1.000
3,14:25,1,10,CAR 31,14,17,DeAngelo Williams up the middle for 13 yards (tackle by Tysyn Hartman),1.000,1.860
3,13:41,1,10,CAR 44,14,17,Cam Newton pass incomplete deep right intended for Louis Murphy,1.860,1.320
3,13:34,2,10,CAR 44,14,17,"Cam Newton pass complete short right to Brandon LaFell for 4 yards (tackle by Cory Greenwood). Brandon LaFell fumbles (forced by Cory Greenwood), ball out of bounds at CAR-48",1.320,1.160
3,13:02,3,6,CAR 48,14,17,Cam Newton pass incomplete deep middle intended for Brandon LaFell,1.160,-0.190
3,12:56,4,6,CAR 48,14,17,"Brad Nortman punts 39 yards, fair catch by Dexter McCluster",-0.190,0.320
3,12:48,1,10,KAN 13,14,17,Jamaal Charles up the middle for 9 yards (tackle by Charles Godfrey),-0.320,0.490
3,12:16,2,1,KAN 22,14,17,Jamaal Charles up the middle for 2 yards (tackle by Charles Johnson),0.490,0.540
3,11:39,1,10,KAN 24,14,17,Brady Quinn sacked by Luke Kuechly for -4 yards,0.540,-0.540
3,11:04,2,14,KAN 20,14,17,Jamaal Charles right tackle for 7 yards (tackle by Dwan Edwards),-0.540,-0.300
3,10:23,3,7,KAN 27,14,17,Brady Quinn pass complete short right to Peyton Hillis for 9 yards (tackle by Luke Kuechly),-0.300,1.330
3,10:23,1,10,KAN 36,14,17,"Penalty on CAR: Defensive 12 On-field, 5 yards (no play)",1.330,2.060
3,9:26,1,5,KAN 41,14,17,Peyton Hillis up the middle for -2 yards (tackle by Greg Hardy),2.060,1.200
3,8:48,2,7,KAN 39,14,17,Brady Quinn pass complete deep middle to Tony Moeaki for 25 yards (tackle by Haruki Nakamura),1.200,3.180
3,8:07,1,10,CAR 36,14,17,Jamaal Charles right tackle for 5 yards (tackle by D.J. Campbell),3.180,3.310
3,7:30,2,5,CAR 31,14,17,Peyton Hillis right tackle for -5 yards (tackle by Luke Kuechly),3.310,1.950
3,6:49,3,10,CAR 36,14,17,Brady Quinn pass complete short middle to Tony Moeaki for 9 yards (tackle by Luke Kuechly),1.950,1.820
3,6:08,4,1,CAR 27,14,17,Peyton Hillis up the middle for 5 yards (tackle by James Anderson),1.820,4.110
3,5:23,1,10,CAR 22,14,17,Jamaal Charles right guard for 8 yards (tackle by Thomas Davis),4.110,4.850
3,4:44,2,2,CAR 14,14,17,Brady Quinn pass incomplete short right intended for Patrick DiMarco,4.850,4.150
3,4:39,3,2,CAR 14,14,17,Brady Quinn up the middle for 1 yard (tackle by Dwan Edwards),4.150,2.720
3,4:03,4,1,CAR 13,14,17,Peyton Hillis right guard for 1 yard (tackle by James Anderson),2.720,4.780
3,3:32,1,10,CAR 12,14,17,Jamaal Charles left end for 9 yards (tackle by Thomas Davis),4.780,5.790
3,2:56,2,1,CAR 3,14,23,"Brady Quinn pass complete short left to Jonathan Baldwin for 3 yards, touchdown",5.790,7.000
3,2:56,,,CAR 2,14,24,Ryan Succop kicks extra point good,0.000,0.000
3,2:52,,,KAN 35,14,24,"Ryan Succop kicks off 65 yards, touchback",0.000,0.280
3,2:52,1,10,CAR 20,14,24,Cam Newton pass complete short middle to DeAngelo Williams for 1 yard (tackle by Brandon Siler),0.280,-0.130
3,2:11,2,9,CAR 21,14,24,Cam Newton left guard for 8 yards (tackle by Derrick O. Johnson),-0.130,0.000
3,1:26,,,,14,24,Timeout #1 by Carolina Panthers,0.000,0.230
3,1:26,3,1,CAR 29,14,24,Cam Newton left guard for 3 yards (tackle by Eric Berry),0.230,1.070
3,0:46,1,10,CAR 32,14,24,Cam Newton pass incomplete short right intended for Steve Smith,1.070,0.530
3,0:41,2,10,CAR 32,14,24,Cam Newton up the middle for 28 yards (tackle by Tysyn Hartman),0.530,2.920
3,0:09,1,10,KAN 40,14,24,DeAngelo Williams left guard for 8 yards (tackle by Javier Arenas),2.920,3.450
Quarter,Time,Down,ToGo,Location,CAR,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,KAN 32,14,24,DeAngelo Williams right tackle for 4 yards (tackle by Tyson Jackson),3.450,3.710
4,14:22,1,10,KAN 28,14,24,Cam Newton pass incomplete deep left intended for Greg Olsen,3.710,3.170
4,14:15,2,10,KAN 28,14,24,Cam Newton left end for 20 yards (tackle by Tysyn Hartman),3.170,5.370
4,13:31,1,8,KAN 8,14,24,Cam Newton pass incomplete short right intended for Steve Smith,5.370,4.570
4,13:26,2,8,KAN 8,20,24,"Cam Newton pass complete short right to Louis Murphy for 8 yards, touchdown",4.570,7.000
4,13:26,,,KAN 2,21,24,Graham Gano kicks extra point good,0.000,0.000
4,13:21,,,CAR 35,21,24,"Graham Gano kicks off 65 yards, touchback",0.000,0.280
4,13:21,1,10,KAN 20,21,24,Brady Quinn pass complete short right to Dwayne Bowe for 10 yards (tackle by Captain Munnerlyn),0.280,0.940
4,12:56,1,10,KAN 30,21,24,Peyton Hillis up the middle for 1 yard (tackle by Greg Hardy),0.940,0.530
4,12:21,2,9,KAN 31,21,24,Jamaal Charles up the middle for -1 yards (tackle by Luke Kuechly),0.530,-0.300
4,11:44,3,10,KAN 30,21,24,Brady Quinn pass complete short left to Dexter McCluster for 4 yards (tackle by Captain Munnerlyn),-0.300,-1.110
4,11:11,4,6,KAN 34,21,24,"Dustin Colquitt punts 49 yards, fair catch by Joe Adams",-1.110,0.060
4,11:03,1,10,CAR 17,21,24,DeAngelo Williams left end for 6 yards (tackle by Tamba Hali),-0.060,0.350
4,10:29,2,4,CAR 23,21,24,DeAngelo Williams up the middle for 2 yards (tackle by Dontari Poe),0.350,-0.240
4,9:43,3,2,CAR 25,21,24,Cam Newton pass complete short left to Mike Tolbert for 15 yards (tackle by Tysyn Hartman),-0.240,1.600
4,9:08,1,10,CAR 40,21,24,Cam Newton sacked by Justin Houston for -9 yards,1.600,-0.160
4,8:30,2,19,CAR 31,21,24,DeAngelo Williams right end for -1 yards (tackle by Justin Houston),-0.160,-0.960
4,7:46,3,20,CAR 30,21,24,Cam Newton pass incomplete short middle intended for Louis Murphy (defended by Tyson Jackson),-0.960,-1.370
4,7:39,4,20,CAR 30,21,24,"Brad Nortman punts 49 yards, returned by Dexter McCluster for 6 yards (tackle by Jason Phillips)",-1.370,-0.740
4,7:30,1,10,KAN 27,21,24,Brady Quinn pass complete deep left to Tony Moeaki for 19 yards (tackle by Luke Kuechly),0.740,1.990
4,6:51,1,10,KAN 46,21,24,"Jamaal Charles up the middle for -1 yards (tackle by Thomas Davis). Penalty on Josh Thomas: Personal Foul, 15 yards",1.990,2.920
4,6:21,1,10,CAR 40,21,24,Jamaal Charles up the middle for 3 yards (tackle by Dwan Edwards),2.920,2.780
4,5:41,2,7,CAR 37,21,24,Jamaal Charles right guard for 3 yards (tackle by Sione Fua),2.780,2.480
4,5:03,3,4,CAR 34,21,24,Brady Quinn pass incomplete short right intended for Dwayne Bowe (defended by Josh Thomas),2.480,1.080
4,4:59,4,4,CAR 34,21,27,Ryan Succop 52 yard field goal good,1.080,3.000
4,4:54,,,KAN 35,21,27,"Ryan Succop kicks off 66 yards, returned by Armanti Edwards for 20 yards (tackle by Terrance Copper)",0.000,0.150
4,4:49,1,10,CAR 19,21,27,Cam Newton pass complete short right to Mike Tolbert for -1 yards (tackle by Tamba Hali),0.150,-0.560
4,4:10,2,11,CAR 18,21,27,Cam Newton for 7 yards (tackle by Brandon Siler),-0.560,-0.290
4,4:00,3,4,CAR 25,21,27,Cam Newton pass incomplete short right intended for Mike Tolbert,-0.290,-1.700
4,3:55,4,4,CAR 25,21,27,"Brad Nortman punts 45 yards, fair catch by Dexter McCluster",-1.700,-0.940
4,3:47,1,10,KAN 30,21,27,Jamaal Charles up the middle for 2 yards (tackle by Dwan Edwards),0.940,0.000
4,3:41,,,,21,27,Timeout #2 by Carolina Panthers,0.000,0.660
4,3:41,2,8,KAN 32,21,27,Jamaal Charles left tackle for 2 yards (tackle by Captain Munnerlyn),0.660,0.000
4,3:36,,,,21,27,Timeout #3 by Carolina Panthers,0.000,0.230
4,3:36,3,6,KAN 34,21,27,Brady Quinn right tackle for 6 yards (tackle by Thomas Davis),0.230,1.600
4,3:36,1,10,KAN 40,21,27,"Penalty on Brady Quinn: Delay of Game, 5 yards (no play)",1.600,1.270
4,2:45,1,15,KAN 35,21,27,Jamaal Charles up the middle for 4 yards (tackle by Greg Hardy),1.270,0.920
4,2:00,2,11,KAN 39,21,27,Jamaal Charles up the middle for 2 yards (tackle by Frank Kearse),0.920,0.500
4,1:16,3,9,KAN 41,21,27,Peyton Hillis right guard for 2 yards (tackle by Frank Kearse),0.500,0.000
4,0:31,,,,21,27,Timeout #1 by Kansas City Chiefs,0.000,-0.520
4,0:30,4,7,KAN 43,21,27,"Dustin Colquitt punts 55 yards, returned by Joe Adams for 12 yards (tackle by Edgar Jones)",-0.520,0.280
4,0:18,1,10,CAR 14,21,27,Cam Newton pass complete short left to Steve Smith for 14 yards (tackle by Neiko Thorpe),-0.280,0.810
4,0:13,1,10,CAR 28,21,27,Cam Newton pass complete short right to Armanti Edwards for 11 yards,0.810,1.530
4,0:07,1,10,CAR 39,21,27,Cam Newton pass incomplete short right intended for Greg Olsen,1.530,0.990
4,0:03,2,10,CAR 39,21,27,Cam Newton pass complete deep middle to Steve Smith for 53 yards (tackle by Neiko Thorpe),0.990,5.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
