Quarter,Time,Down,ToGo,Location,WAS,BUF,Detail,EPB,EPA
1,4:32,2,3,WAS 21,0,7,John Beck pass complete short right to Fred Davis for 5 yards (tackle by Nick Barnett),0.280,0.670
1,3:54,1,10,WAS 26,0,7,Ryan Torain left guard for 2 yards (tackle by Spencer Johnson and Nick Barnett),0.670,0.400
1,3:14,2,8,WAS 28,0,7,"John Beck sacked by Nick Barnett and Danny Batten for 0 yards. John Beck fumbles, recovered by John Beck at WAS-25",0.400,-0.300
1,2:27,3,8,WAS 28,0,7,John Beck pass complete deep right to Leonard Hankerson for 23 yards (tackle by Terrence McGee and Leodis McKelvin),-0.300,2.320
1,1:48,1,10,BUF 49,0,7,Ryan Torain up the middle for 4 yards (tackle by Nick Barnett and Dwan Edwards),2.320,2.320
1,1:13,2,6,BUF 45,0,7,John Beck pass incomplete deep middle intended for Leonard Hankerson,2.320,1.620
1,1:07,3,6,BUF 45,0,7,John Beck pass incomplete short middle intended for Anthony Armstrong (defended by Leodis McKelvin),1.620,0.270
1,1:01,4,6,BUF 45,0,7,"Saverio Rocca punts 32 yards, fair catch by C.J. Spiller",0.270,0.320
1,0:53,1,10,BUF 13,0,7,Fred Jackson up the middle for 4 yards (tackle by Keyaron Fox and LaRon Landry),-0.320,-0.300
1,0:12,2,6,BUF 17,0,7,Fred Jackson right guard for 6 yards (tackle by Brian Orakpo and LaRon Landry),-0.300,0.480
Quarter,Time,Down,ToGo,Location,WAS,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BUF 23,0,7,Ryan Fitzpatrick pass complete short right to Steve Johnson for 8 yards (tackle by DeAngelo Hall),0.480,1.010
2,14:32,2,2,BUF 31,0,7,"Ryan Fitzpatrick for no gain. Ryan Fitzpatrick fumbles, recovered by Brian Orakpo at BUF-31",1.010,-3.510
2,14:27,1,10,BUF 31,0,7,Ryan Torain left guard for 6 yards (tackle by Kelvin Sheppard and George Wilson),3.510,3.780
2,13:51,2,4,BUF 25,0,7,Ryan Torain left tackle for -1 yards (tackle by Dwan Edwards and Nick Barnett),3.780,2.940
2,13:08,3,5,BUF 26,0,7,John Beck pass complete short left to Fred Davis for 10 yards (tackle by George Wilson and Bryan Scott),2.940,4.510
2,12:30,1,10,BUF 16,0,7,John Beck sacked by Nick Barnett and Arthur Moats for -6 yards,4.510,3.150
2,11:52,2,16,BUF 22,0,7,John Beck pass incomplete short left intended for Anthony Armstrong,3.150,2.480
2,11:48,,,,0,7,Timeout #1 by Washington Redskins,0.000,2.480
2,11:48,3,16,BUF 22,0,7,John Beck sacked by Jairus Byrd for -9 yards,2.480,1.320
2,11:16,4,25,BUF 31,0,7,"Graham Gano 49 yard field goal no good, blocked by Spencer Johnson",1.320,-1.530
2,11:04,1,10,BUF 39,0,7,Fred Jackson up the middle for 3 yards (tackle by Ryan Kerrigan and London Fletcher),1.530,1.390
2,10:23,2,7,BUF 42,0,7,"Ryan Fitzpatrick pass incomplete deep left intended for C.J. Spiller. Penalty on Josh Wilson: Defensive Pass Interference, 34 yards (no play)",1.390,3.970
2,10:17,1,10,WAS 24,0,7,Fred Jackson left guard for 1 yard (tackle by Ryan Kerrigan and Kedric Golston),3.970,3.570
2,9:40,2,9,WAS 23,0,7,Ryan Fitzpatrick pass incomplete short right intended for David Nelson,3.570,2.870
2,9:34,3,9,WAS 23,0,7,Ryan Fitzpatrick pass complete short middle to Fred Jackson for 4 yards (tackle by Keyaron Fox),2.870,2.240
2,8:50,4,5,WAS 19,0,10,Rian Lindell 37 yard field goal good,2.240,3.000
2,,,,BUF 35,0,10,"Rian Lindell kicks off 69 yards, returned by Brandon Banks for 19 yards (tackle by Corey McIntyre)",0.000,-0.220
2,8:41,1,10,WAS 15,0,10,John Beck pass complete short right to Darrel Young for 3 yards (tackle by Alex Carrington and Jairus Byrd),-0.220,-0.280
2,7:59,2,7,WAS 18,0,10,John Beck pass incomplete deep middle intended for Anthony Armstrong,-0.280,-1.000
2,7:52,3,7,WAS 18,0,10,John Beck sacked by Marcell Dareus for -7 yards,-1.000,-2.490
2,7:27,4,14,WAS 11,0,10,"Saverio Rocca punts 57 yards, returned by C.J. Spiller for 13 yards (tackle by Dejon Gomes)",-2.490,-1.930
2,7:15,1,10,BUF 45,0,10,Ryan Fitzpatrick pass complete short middle to C.J. Spiller for 11 yards (tackle by Rocky McIntosh),1.930,2.650
2,6:34,1,10,WAS 44,0,10,Fred Jackson up the middle for 5 yards (tackle by London Fletcher),2.650,2.780
2,5:55,2,5,WAS 39,0,10,Ryan Fitzpatrick pass complete short right to Steve Johnson for 10 yards (tackle by DeAngelo Hall and Rocky McIntosh),2.780,3.640
2,5:11,1,10,WAS 29,0,10,"Fred Jackson left guard for 14 yards (tackle by London Fletcher). Penalty on Kraig Urbik: Offensive Holding, 10 yards (no play)",3.640,2.980
2,4:41,1,20,WAS 39,0,10,Ryan Fitzpatrick pass complete short middle to Brad Smith for 7 yards (tackle by Kedric Golston),2.980,2.700
2,4:02,2,13,WAS 32,0,10,Fred Jackson right tackle for 1 yard (tackle by Brian Orakpo),2.700,2.150
2,3:19,3,12,WAS 31,0,10,Ryan Fitzpatrick pass complete deep middle to Naaman Roosevelt for 22 yards (tackle by Kevin Barnes),2.150,5.140
2,2:30,1,9,WAS 9,0,10,Ryan Fitzpatrick pass incomplete short right intended for Steve Johnson,5.140,4.380
2,2:28,2,9,WAS 9,0,10,Fred Jackson left end for 1 yard (tackle by London Fletcher),4.380,3.580
2,2:00,3,8,WAS 8,0,10,Ryan Fitzpatrick pass incomplete short middle intended for Steve Johnson is intercepted by London Fletcher,3.580,-0.280
2,1:55,1,10,WAS 20,0,10,John Beck up the middle for 7 yards (tackle by Nick Barnett),0.280,0.680
2,1:26,2,3,WAS 27,0,10,John Beck sacked by Dwan Edwards for -7 yards,0.680,-0.960
2,1:22,,,,0,10,Timeout #2 by Washington Redskins,0.000,-0.960
2,1:22,3,10,WAS 20,0,10,John Beck pass complete short left to Roy Helu for 8 yards (tackle by Arthur Moats and Nick Barnett),-0.960,-1.500
2,1:13,,,,0,10,Timeout #1 by Buffalo Bills,0.000,-1.500
2,1:11,4,2,WAS 28,0,10,Saverio Rocca punts 52 yards,-1.500,-0.280
2,1:05,1,10,BUF 20,0,10,Ryan Fitzpatrick pass complete short left to David Nelson for 6 yards (tackle by Kevin Barnes and London Fletcher),0.280,0.540
2,0:44,2,4,BUF 26,0,10,Ryan Fitzpatrick pass incomplete short left intended for Fred Jackson,0.540,-0.160
2,0:41,3,4,BUF 26,0,10,Ryan Fitzpatrick pass complete short left to Steve Johnson for 5 yards (tackle by Rocky McIntosh),-0.160,1.000
2,0:35,,,,0,10,Timeout #2 by Buffalo Bills,0.000,1.000
2,0:34,1,10,BUF 31,0,10,Ryan Fitzpatrick pass complete short left to Fred Jackson for 46 yards (tackle by O.J. Atogwe),1.000,4.040
2,0:25,,,,0,10,Timeout #3 by Buffalo Bills,0.000,4.040
2,0:24,1,10,WAS 23,0,10,Ryan Fitzpatrick pass incomplete short left intended for Steve Johnson,4.040,3.500
2,0:20,2,10,WAS 23,0,10,Ryan Fitzpatrick pass complete short middle to Brad Smith for 2 yards (tackle by London Fletcher and Stephen Bowen),3.500,3.070
2,0:03,3,8,WAS 21,0,10,"Ryan Fitzpatrick spiked the ball. Penalty on BUF: Offensive Offside, 5 yards (no play)",3.070,2.410
2,0:02,3,13,WAS 26,0,13,Rian Lindell 44 yard field goal good,2.410,3.000
Quarter,Time,Down,ToGo,Location,WAS,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,0,13,"Graham Gano kicks off 73 yards, touchback",0.000,0.280
3,15:00,1,10,BUF 20,0,13,Fred Jackson up the middle for 43 yards (tackle by O.J. Atogwe),0.280,3.120
3,14:25,1,10,WAS 37,0,13,Fred Jackson left tackle for 4 yards (tackle by Keyaron Fox and London Fletcher),3.120,3.110
3,13:45,2,6,WAS 33,0,13,Fred Jackson left tackle for 2 yards (tackle by London Fletcher),3.110,2.680
3,13:06,3,4,WAS 31,0,13,Ryan Fitzpatrick pass complete short middle to Steve Johnson for 7 yards (tackle by London Fletcher),2.680,3.970
3,12:23,1,10,WAS 24,0,13,Fred Jackson right guard for 2 yards (tackle by Brian Orakpo),3.970,3.700
3,11:45,2,8,WAS 22,0,13,Fred Jackson up the middle for 7 yards (tackle by LaRon Landry),3.700,4.170
3,11:01,3,1,WAS 15,0,19,"Ryan Fitzpatrick pass complete short left to Scott Chandler for 15 yards, touchdown",4.170,7.000
3,,,,WAS 2,0,20,Rian Lindell kicks extra point good,0.000,0.000
3,,,,BUF 35,0,20,"Rian Lindell kicks off 73 yards, touchback",0.000,0.280
3,10:56,1,10,WAS 20,0,20,Ryan Torain right guard for 1 yard (tackle by George Wilson),0.280,-0.130
3,10:55,2,9,WAS 21,0,20,"John Beck pass complete short left to Fred Davis for 7 yards (tackle by George Wilson). Penalty on Spencer Johnson: Defensive Offside, 5 yards (no play)",-0.130,0.540
3,10:02,2,4,WAS 26,0,20,John Beck pass complete short right to Jabar Gaffney for 13 yards (tackle by George Wilson and Terrence McGee),0.540,1.530
3,9:24,1,10,WAS 39,0,20,"Ryan Torain left tackle for -1 yards (tackle by George Wilson and Spencer Johnson). Penalty on WAS: Illegal Formation, 5 yards (no play)",1.530,1.200
3,9:06,1,15,WAS 34,0,20,Ryan Torain left tackle for -2 yards (tackle by Spencer Johnson),1.200,0.040
3,8:24,2,17,WAS 32,0,20,John Beck sacked by Chris Kelsay for -5 yards,0.040,-1.290
3,7:49,3,22,WAS 27,0,20,John Beck pass incomplete short left intended for Roy Helu,-1.290,-1.570
3,7:46,4,22,WAS 27,0,20,"Saverio Rocca punts 50 yards, returned by C.J. Spiller for 7 yards (tackle by Lorenzo Alexander)",-1.570,-0.940
3,7:34,1,10,BUF 30,0,20,Ryan Fitzpatrick pass complete short middle to C.J. Spiller for -2 yards (tackle by Kevin Barnes),0.940,0.120
3,6:47,2,12,BUF 28,0,20,Fred Jackson right tackle for -4 yards (tackle by Ryan Kerrigan),0.120,-1.090
3,6:01,3,16,BUF 24,0,20,Ryan Fitzpatrick pass complete short left to David Nelson for 9 yards (tackle by London Fletcher),-1.090,-1.180
3,5:27,4,7,BUF 33,0,20,"Brian Moorman punts 38 yards, returned by Brandon Banks for 21 yards (tackle by Brian Moorman)",-1.180,-2.260
3,5:15,1,10,,0,20,John Beck pass incomplete deep left intended for Anthony Armstrong,2.260,1.710
3,5:08,2,10,,0,20,John Beck sacked by Spencer Johnson for -9 yards,1.710,-0.160
3,4:32,3,19,WAS 41,0,20,John Beck pass complete short middle to Jabar Gaffney for 15 yards (tackle by Nick Barnett),-0.160,0.330
3,3:50,4,4,BUF 44,0,20,John Beck sacked by Marcell Dareus and Dwan Edwards for 0 yards,0.330,-1.860
3,3:44,1,10,BUF 44,0,20,Fred Jackson left guard for 1 yard (tackle by Keyaron Fox and Kedric Golston),1.860,1.450
3,3:02,2,9,BUF 45,0,20,Ryan Fitzpatrick sacked by Kedric Golston for -6 yards,1.450,-0.030
3,2:27,3,15,BUF 39,0,20,Ryan Fitzpatrick pass complete short middle to Brad Smith for 9 yards (tackle by DeAngelo Hall and LaRon Landry),-0.030,-0.190
3,1:50,4,6,BUF 48,0,20,"Brian Moorman punts 52 yards, touchback",-0.190,-0.280
3,1:42,1,10,WAS 20,0,20,John Beck pass complete short middle to Jabar Gaffney for 7 yards (tackle by Bryan Scott),0.280,0.680
3,1:08,2,3,WAS 27,0,20,John Beck pass incomplete short middle intended for Leonard Hankerson,0.680,-0.030
3,1:04,3,3,WAS 27,0,20,John Beck pass complete short left to Terrence Austin for 17 yards (tackle by Jairus Byrd),-0.030,1.860
3,1:04,1,10,WAS 44,0,20,John Beck pass incomplete short middle intended for Donte Stallworth,1.860,1.320
3,0:31,2,10,WAS 44,0,20,John Beck pass complete short middle to Ryan Torain for 6 yards (tackle by George Wilson),1.320,1.420
Quarter,Time,Down,ToGo,Location,WAS,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,,0,20,John Beck pass incomplete short right intended for Fred Davis is intercepted by George Wilson at BUF-38 and returned for 12 yards (tackle by Chris Chester),1.420,-2.260
4,14:52,1,10,,0,20,Fred Jackson up the middle for 5 yards (tackle by London Fletcher),2.260,2.390
4,14:07,2,5,WAS 45,0,20,Ryan Fitzpatrick sacked by Stephen Bowen for -4 yards,2.390,1.160
4,13:31,,,,0,20,Timeout #1 by Buffalo Bills,0.000,1.160
4,13:30,3,9,WAS 49,0,20,Ryan Fitzpatrick pass complete short right to Fred Jackson for 24 yards (tackle by DeAngelo Hall),1.160,3.910
4,12:46,1,10,WAS 25,0,20,Ryan Fitzpatrick right end for 5 yards (tackle by Barry Cofield),3.910,4.040
4,12:14,2,5,WAS 20,0,20,Fred Jackson right guard for 4 yards (tackle by Rocky McIntosh and London Fletcher),4.040,4.060
4,11:33,3,1,WAS 16,0,20,--,4.060,3.200
4,11:10,3,6,WAS 21,0,20,"Fred Jackson right guard for 6 yards (tackle by LaRon Landry). Penalty on Fred Jackson: Illegal Shift, 5 yards (no play)",3.200,2.540
4,10:43,3,11,WAS 26,0,20,Fred Jackson up the middle for no gain (tackle by Rocky McIntosh and Stephen Bowen),2.540,1.740
4,10:04,4,11,WAS 26,0,20,Rian Lindell 44 yard field goal no good,1.740,-1.200
4,9:59,1,10,WAS 34,0,20,John Beck pass complete short right to Roy Helu for 8 yards (tackle by George Wilson),1.200,1.740
4,9:59,2,2,WAS 42,0,20,John Beck pass complete short left to Roy Helu for 4 yards (tackle by Terrence McGee),1.740,1.990
4,8:43,1,10,WAS 46,0,20,John Beck pass complete short middle to Fred Davis for 15 yards (tackle by George Wilson),1.990,2.980
4,8:02,1,10,BUF 39,0,20,"John Beck pass incomplete deep middle intended for Donte Stallworth is intercepted by Jairus Byrd at BUF-0 and returned for 22 yards (tackle by Fred Davis). Penalty on Fred Davis: Unnecessary Roughness, 15 yards",2.980,-1.400
4,7:48,1,10,BUF 37,0,20,Fred Jackson up the middle for 3 yards (tackle by Stephen Bowen and London Fletcher),1.400,1.260
4,7:12,2,7,BUF 40,0,20,Brad Smith up the middle for no gain (tackle by DeAngelo Hall and Rocky McIntosh),1.260,0.560
4,6:29,3,7,BUF 40,0,20,Ryan Fitzpatrick pass complete short right to Steve Johnson for 17 yards (tackle by DeAngelo Hall),0.560,2.720
4,5:47,1,10,WAS 43,0,20,Brad Smith left tackle for 6 yards (tackle by London Fletcher and Barry Cofield),2.720,2.990
4,5:04,2,4,WAS 37,0,20,Fred Jackson up the middle for 9 yards (tackle by London Fletcher),2.990,3.710
4,4:20,1,10,WAS 28,0,20,Fred Jackson left guard for 1 yard (tackle by Ryan Kerrigan),3.710,3.300
4,3:38,2,9,WAS 27,0,20,Brad Smith right guard for 3 yards (tackle by London Fletcher and Barry Cofield),3.300,3.010
4,3:34,,,,0,20,Timeout #1 by Washington Redskins,0.000,3.010
4,3:34,3,6,WAS 24,0,20,Fred Jackson right guard for 1 yard (tackle by Stephen Bowen and London Fletcher),3.010,1.980
4,3:30,,,,0,20,Timeout #2 by Washington Redskins,0.000,1.980
4,3:30,4,5,WAS 23,0,23,Rian Lindell 41 yard field goal good,1.980,3.000
4,,,,BUF 35,0,23,"Rian Lindell kicks off 67 yards, returned by Brandon Banks for 26 yards (tackle by Corey McIntyre)",0.000,0.540
4,3:19,1,10,WAS 24,0,23,John Beck pass complete short left to Fred Davis for 6 yards (tackle by Bryan Scott),0.540,0.810
4,2:56,2,4,WAS 30,0,23,John Beck sacked by Marcell Dareus for -3 yards,0.810,-0.300
4,2:23,3,7,WAS 27,0,23,John Beck pass complete short middle to Fred Davis for 8 yards (tackle by Da'Norris Searcy),-0.300,1.270
4,2:00,1,10,WAS 35,0,23,"Penalty on Kellen Heard: Encroachment, 5 yards (no play)",1.270,2.000
4,2:00,1,5,WAS 40,0,23,John Beck pass complete short left to Fred Davis for 24 yards (tackle by Jairus Byrd),2.000,3.180
4,1:34,1,10,BUF 36,0,23,John Beck pass complete deep left to Fred Davis for 19 yards (tackle by Bryan Scott),3.180,4.440
4,1:05,1,10,BUF 17,0,23,John Beck left end for 3 yards (tackle by Kirk Morrison),4.440,4.320
4,0:58,2,7,BUF 14,0,23,John Beck pass incomplete short middle intended for Leonard Hankerson (defended by Leodis McKelvin),4.320,3.500
4,0:53,3,7,BUF 14,0,23,John Beck sacked by Kirk Morrison for -10 yards,3.500,1.870
4,0:47,,,,0,23,Timeout #3 by Washington Redskins,0.000,1.870
4,0:47,4,17,BUF 24,0,23,John Beck pass incomplete deep left intended for Jabar Gaffney,1.870,-0.540
4,0:40,1,10,BUF 24,0,23,Ryan Fitzpatrick kneels for -1 yards,0.540,-0.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
