Quarter,Time,Down,ToGo,Location,CAR,NWE,Detail,EPB,EPA
2,8:36,3,8,CAR 20,7,0,Matt Moore pass incomplete short right intended for Steve Smith. Penalty on Steve Smith: Illegal Shift (Declined),-0.910,-2.030
2,8:32,4,8,CAR 20,7,0,"Jason Baker punts 42 yards, returned by Wes Welker for 5 yards (tackle by Brad Hoover)",-2.030,-1.800
2,8:23,1,10,NWE 43,7,0,Tom Brady pass incomplete short right intended for Wes Welker,1.800,1.250
2,8:19,2,10,NWE 43,7,0,Laurence Maroney left tackle for 6 yards (tackle by James Anderson and Jon Beason),1.250,1.350
2,7:45,3,4,NWE 49,7,0,Tom Brady pass incomplete short left intended for Sammy Morris,1.350,-0.130
2,7:41,4,4,NWE 49,7,0,Chris Hanson punts 31 yards,-0.130,-0.280
2,7:34,1,10,CAR 20,7,0,DeAngelo Williams left tackle for 11 yards (tackle by Darius Butler),0.280,1.000
2,7:07,1,10,CAR 31,7,0,Steve Smith for 5 yards,1.000,1.140
2,6:41,2,5,CAR 36,7,0,Matt Moore pass complete short middle to Jeff King for 4 yards (tackle by James Sanders),1.140,0.960
2,6:03,3,1,CAR 40,7,0,Brad Hoover middle for 2 yards (tackle by Ty Warren and Junior Seau),0.960,1.730
2,5:26,1,10,CAR 42,7,0,Jonathan Stewart right end for 2 yards (tackle by Shawn Springs and James Sanders),1.730,1.460
2,4:56,2,8,CAR 44,7,0,Matt Moore pass complete short middle to Steve Smith for 14 yards (tackle by Darius Butler and James Sanders). Penalty on Darius Butler: Defensive Holding (Declined),1.460,2.790
2,4:28,,,,7,0,Timeout #1 by Carolina Panthers,0.000,2.790
2,4:28,1,10,NWE 42,7,0,Matt Moore pass incomplete short middle intended for Jonathan Stewart,2.790,2.240
2,4:23,2,10,NWE 42,7,0,Jonathan Stewart right tackle for 7 yards (tackle by Brandon Meriweather and Pierre Woods),2.240,2.480
2,3:38,3,3,NWE 35,7,0,Matt Moore pass incomplete short left intended for Brad Hoover,2.480,0.990
2,3:34,4,3,NWE 35,7,0,John Kasay 53 yard field goal no good,0.990,-1.800
2,3:29,1,10,NWE 43,7,0,Laurence Maroney left end for 6 yards (tackle by Damione Lewis),1.800,2.060
2,2:49,2,4,NWE 49,7,0,"Tom Brady pass incomplete deep right intended for Ben Watson. Penalty on James Anderson: Defensive Pass Interfere, 30 yards (no play)",2.060,4.170
2,2:43,1,10,CAR 21,7,0,Laurence Maroney left end for 3 yards (tackle by Richard Marshall and Jon Beason),4.170,4.040
2,2:03,2,7,CAR 18,7,0,Tom Brady pass complete short right to Wes Welker for 7 yards (tackle by Jon Beason and Richard Marshall),4.040,4.840
2,1:58,1,10,CAR 11,7,0,Kevin Faulk right end for 6 yards (tackle by Nick Hayden and James Anderson),4.840,5.280
2,1:17,2,4,CAR 5,7,0,"Tom Brady pass incomplete short middle intended for Randy Moss. Penalty on Captain Munnerlyn: Defensive Holding, 2 yards (no play)",5.280,6.510
2,1:11,1,3,CAR 3,7,6,"Kevin Faulk right guard for 3 yards, touchdown",6.510,7.000
2,,,,CAR 2,7,7,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,7,7,"Stephen Gostkowski kicks off 62 yards, returned by Tyrell Sutton for 23 yards (tackle by Kyle Arrington)",0.000,1.000
2,1:02,1,10,CAR 31,7,7,Matt Moore pass complete short left to Dante Rosario for 3 yards (tackle by Derrick Burgess and Gary Guyton),1.000,0.870
2,0:36,2,7,CAR 34,7,7,Matt Moore pass complete short right to Muhsin Muhammad for 8 yards (tackle by Patrick Chung and Darius Butler),0.870,1.730
2,0:13,1,10,CAR 42,7,7,Matt Moore pass incomplete short left intended for Dwayne Jarrett (defended by Leigh Bodden),1.730,1.190
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
2,0:10,,,,7,7,Timeout #1 by New England Patriots,0.000,1.190
2,0:10,2,10,CAR 42,7,7,Matt Moore pass complete short left to Dante Rosario for 2 yards,1.190,0.760
2,0:04,,,,7,7,Timeout #2 by New England Patriots,0.000,0.760
2,0:04,3,8,CAR 44,7,7,"Matt Moore pass complete short middle to Muhsin Muhammad for 16 yards, lateral to Steve Smith for 28 yards (tackle by Brandon Meriweather)",0.760,2.920
Quarter,Time,Down,ToGo,Location,CAR,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,7,7,"Rhys Lloyd kicks off 67 yards, returned by Laurence Maroney for 18 yards (tackle by Charly Martin). Penalty on Sammy Morris: Offensive Holding, 10 yards",0.000,-0.370
3,14:55,1,10,NWE 11,7,7,Kevin Faulk middle for 4 yards (tackle by Hollis Thomas),-0.370,-0.430
3,14:20,2,6,NWE 15,7,7,Laurence Maroney left end for 11 yards (tackle by Captain Munnerlyn),-0.430,0.670
3,13:52,1,10,NWE 26,7,7,Tom Brady pass incomplete short right intended for Laurence Maroney,0.670,0.130
3,13:46,2,10,NWE 26,7,7,Tom Brady pass complete short left to Laurence Maroney for 12 yards (tackle by Jon Beason),0.130,1.470
3,13:18,1,10,NWE 38,7,7,Kevin Faulk middle for 19 yards (tackle by Charles Godfrey),1.470,2.720
3,12:34,1,10,CAR 43,7,7,Tom Brady pass complete deep left to Ben Watson for 18 yards,2.720,3.910
3,12:05,1,10,CAR 25,7,7,"Sammy Morris left end for 10 yards (tackle by Charles Godfrey). Sammy Morris fumbles (forced by Charles Godfrey), recovered by Captain Munnerlyn at CAR-14 (tackle by Dan Koppen)",3.910,0.280
3,11:57,1,10,CAR 14,7,7,DeAngelo Williams left guard for 26 yards (tackle by Shawn Springs),-0.280,1.600
3,11:30,1,10,CAR 40,7,7,Matt Moore pass complete short left to Jeff King for 12 yards (tackle by Leigh Bodden),1.600,2.390
3,10:53,1,10,NWE 48,7,7,DeAngelo Williams middle for 3 yards (tackle by Ty Warren and Jarvis Green),2.390,2.250
3,10:15,2,7,NWE 45,7,7,Matt Moore pass incomplete deep left intended for Steve Smith (defended by Brandon Meriweather),2.250,1.550
3,10:08,3,7,NWE 45,7,7,"Matt Moore pass complete short right to Steve Smith for 15 yards (tackle by Jonathan Wilhite). Penalty on CAR: Illegal Shift, 5 yards (no play)",1.550,0.890
3,9:43,3,12,,7,7,"Matt Moore pass complete short right to Dante Rosario for 7 yards (tackle by Gary Guyton). Penalty on CAR: Illegal Shift (Declined), Penalty on CAR: Illegal Formation, 5 yards (no play)",0.890,0.230
3,9:17,3,17,CAR 45,7,7,Matt Moore pass complete short left to Tyrell Sutton for 13 yards (tackle by Jerod Mayo and Jonathan Wilhite),0.230,0.460
3,8:35,4,4,NWE 42,7,7,"Jason Baker punts 38 yards, touchback",0.460,0.380
,,,,,,,"NWE challenged the touchback ruling, and the play was upheld.",,
3,8:26,1,10,NWE 4,7,7,Laurence Maroney middle for 2 yards (tackle by Dan Connor and Chris Gamble),-0.380,-0.630
3,7:43,2,8,NWE 6,7,7,Tom Brady pass complete short left to Wes Welker for 6 yards (tackle by Charles Godfrey),-0.630,-0.480
3,6:59,3,2,NWE 12,7,7,Tom Brady pass complete short left to Wes Welker for 13 yards (tackle by Chris Harris),-0.480,0.610
3,6:59,1,10,NWE 25,7,7,Laurence Maroney middle for 4 yards (tackle by Nick Hayden and Dan Connor),0.610,0.600
3,6:59,2,6,NWE 29,7,7,Kevin Faulk right guard for 6 yards (tackle by Damione Lewis and Jon Beason),0.600,1.270
3,6:59,1,10,NWE 35,7,7,Tom Brady pass complete short middle to Wes Welker for 13 yards (tackle by Dan Connor),1.270,2.130
3,6:59,1,10,NWE 48,7,7,Kevin Faulk middle for 5 yards (tackle by Nick Hayden and Hollis Thomas),2.130,2.260
3,6:59,2,5,CAR 47,7,7,Kevin Faulk right guard for 7 yards (tackle by James Anderson),2.260,2.920
3,6:59,1,10,CAR 40,7,7,Tom Brady pass complete short left to Wes Welker for 9 yards (tackle by Charles Godfrey),2.920,3.590
3,3:05,2,1,CAR 31,7,7,Tom Brady pass complete deep middle to Wes Welker for 23 yards (tackle by Charles Godfrey),3.590,5.370
3,2:21,1,8,CAR 8,7,7,Laurence Maroney left tackle for 2 yards (tackle by Dan Connor and Everette Brown),5.370,4.950
3,1:48,2,6,CAR 6,7,7,Laurence Maroney middle for 1 yard (tackle by Dan Connor and Damione Lewis),4.950,4.260
3,1:10,3,5,CAR 5,7,13,"Tom Brady pass complete short left to Ben Watson for 5 yards, touchdown",4.260,7.000
3,,,,CAR 2,7,14,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,7,14,"Stephen Gostkowski kicks off 63 yards, returned by Tyrell Sutton for 18 yards (tackle by Rob Ninkovich)",0.000,0.610
3,1:00,1,10,CAR 25,7,14,DeAngelo Williams right guard for 22 yards (tackle by Brandon Meriweather and James Sanders),0.610,2.060
3,0:23,1,10,CAR 47,7,14,DeAngelo Williams right guard for 4 yards (tackle by Titus Adams),2.060,2.060
Quarter,Time,Down,ToGo,Location,CAR,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,NWE 49,7,14,Matt Moore pass complete short right to DeAngelo Williams for 6 yards (tackle by Jerod Mayo),2.060,2.720
4,14:23,1,10,NWE 43,7,14,Jonathan Stewart left tackle for 2 yards (tackle by Tully Banta-Cain and James Sanders),2.720,2.450
4,13:44,2,8,NWE 41,7,14,Matt Moore pass complete deep right to Dante Rosario for 21 yards (tackle by Shawn Springs and Brandon Meriweather),2.450,4.240
4,13:32,1,10,NWE 20,7,14,Jonathan Stewart right tackle for 1 yard (tackle by Jerod Mayo and Titus Adams),4.240,3.820
4,12:57,2,9,NWE 19,7,14,DeAngelo Williams middle for 1 yard (tackle by Ty Warren),3.820,3.220
4,12:22,3,8,NWE 18,7,14,Matt Moore pass incomplete short left intended for Steve Smith,3.220,2.250
4,12:19,4,8,NWE 18,10,14,John Kasay 36 yard field goal good,2.250,3.000
4,,,,CAR 30,10,14,"Rhys Lloyd kicks off 59 yards, returned by Laurence Maroney for 13 yards (tackle by Quinton Culberson)",0.000,0.540
4,12:06,1,10,NWE 24,10,14,Sammy Morris right tackle for 1 yard (tackle by James Anderson and Jon Beason),0.540,0.130
4,11:22,2,9,NWE 25,10,14,Tom Brady pass complete short middle to Wes Welker for 13 yards (tackle by Jon Beason),0.130,1.470
4,10:40,1,10,NWE 38,10,14,Kevin Faulk middle for 3 yards (tackle by Nick Hayden),1.470,1.330
4,9:58,2,7,NWE 41,10,14,Tom Brady pass complete short right to Ben Watson for 14 yards (tackle by Chris Gamble),1.330,2.590
4,9:14,1,10,CAR 45,10,14,Laurence Maroney left guard for 9 yards (tackle by Nick Hayden and Damione Lewis),2.590,3.260
4,8:38,2,1,CAR 36,10,14,"Laurence Maroney right tackle for 2 yards (tackle by James Anderson and Charles Godfrey). Penalty on Nick Hayden: Illegal Use of Hands, 5 yards",3.260,3.640
4,8:17,1,10,CAR 29,10,14,Kevin Faulk middle for -1 yards (tackle by Damione Lewis and Charles Johnson),3.640,2.970
4,7:34,,,,10,14,Timeout #2 by New England Patriots,0.000,2.970
4,7:34,2,11,CAR 30,10,14,Tom Brady pass incomplete short right intended for Randy Moss,2.970,2.280
4,7:31,3,11,CAR 30,10,14,Tom Brady pass incomplete short left intended for Wes Welker,2.280,1.410
4,7:25,4,11,CAR 30,10,17,Stephen Gostkowski 48 yard field goal good,1.410,3.000
4,,,,NWE 30,10,17,"Stephen Gostkowski kicks off 68 yards, returned by Tyrell Sutton for 20 yards (tackle by Patrick Chung)",0.000,0.410
4,7:14,1,10,CAR 22,10,17,Matt Moore pass incomplete short left intended for Dante Rosario (defended by Gary Guyton),0.410,-0.130
4,7:10,2,10,CAR 22,10,17,DeAngelo Williams left end for -2 yards (tackle by Leigh Bodden and James Sanders),-0.130,-1.090
4,6:22,3,12,CAR 20,10,17,Matt Moore sacked by Jarvis Green for -8 yards. Penalty on CAR: Illegal Shift (Declined),-1.090,-2.490
4,6:03,4,20,CAR 12,10,17,"Jason Baker punts 34 yards, returned by Wes Welker for 4 yards (tackle by Dan Connor)",-2.490,-2.790
4,5:53,1,10,CAR 42,10,17,Tom Brady pass incomplete short left intended for Sammy Morris,2.790,2.240
4,5:48,2,10,CAR 42,10,17,Laurence Maroney left tackle for 2 yards (tackle by Jon Beason and Hollis Thomas),2.240,1.820
4,5:03,3,8,CAR 40,10,17,"Penalty on Randy Moss: False Start, 5 yards (no play)",1.820,1.160
4,4:38,3,13,CAR 45,10,17,Tom Brady pass incomplete short left intended for Sammy Morris,1.160,0.270
4,4:30,4,13,CAR 45,10,17,"Chris Hanson punts 45 yards, touchback. Penalty on Everette Brown: Roughing the Kicker, 15 yards (no play)",0.270,3.580
4,4:21,1,10,CAR 30,10,17,Laurence Maroney middle for -1 yards (tackle by Chris Harris and Dan Connor),3.580,2.900
4,4:15,,,,10,17,Timeout #1 by Carolina Panthers,0.000,2.900
4,4:15,2,11,CAR 31,10,17,"Laurence Maroney middle for 1 yard (tackle by Jon Beason and Dan Connor). Penalty on Mark LeVoir: Illegal Formation, 5 yards (no play)",2.900,2.220
4,4:09,2,16,CAR 36,10,17,Tom Brady pass incomplete short left intended for Julian Edelman,2.220,1.550
4,4:06,3,16,CAR 36,10,17,Tom Brady pass complete short left to Kevin Faulk for 7 yards (tackle by Captain Munnerlyn),1.550,1.500
4,4:01,4,9,CAR 29,10,20,Stephen Gostkowski 47 yard field goal good,1.500,3.000
4,,,,NWE 30,10,20,"Stephen Gostkowski kicks off 67 yards, muffed catch by Tyrell Sutton, recovered by Tyrell Sutton at CAR-4, and returned for 11 yards",0.000,-0.220
4,3:50,1,10,CAR 15,10,20,"Penalty on Gary Guyton: Neutral Zone Infraction, 5 yards (no play)",-0.220,0.680
4,3:50,1,5,CAR 20,10,20,Matt Moore pass complete short left to Muhsin Muhammad for 5 yards (tackle by Jonathan Wilhite and Brandon McGowan),0.680,0.610
4,3:27,1,10,CAR 25,10,20,Matt Moore pass incomplete short middle intended for DeAngelo Williams,0.610,0.060
4,3:23,2,10,CAR 25,10,20,Matt Moore pass incomplete deep left intended for Muhsin Muhammad,0.060,-0.620
4,3:18,3,10,CAR 25,10,20,Matt Moore sacked by Derrick Burgess for -10 yards,-0.620,-2.440
4,2:40,4,20,CAR 15,10,20,Matt Moore pass complete short right to DeAngelo Williams for 9 yards (tackle by Derrick Burgess and Brandon McGowan),-2.440,-3.970
4,2:32,1,10,CAR 24,10,20,Laurence Maroney left tackle for 2 yards (tackle by Nick Hayden and Damione Lewis),3.970,3.700
4,2:26,,,,10,20,Timeout #2 by Carolina Panthers,0.000,3.700
4,2:26,2,8,CAR 22,10,20,Laurence Maroney left guard for 7 yards (tackle by Damione Lewis),3.700,4.170
4,2:00,3,1,CAR 15,10,20,Laurence Maroney right guard for no gain (tackle by Nick Hayden and Charles Johnson),4.170,2.590
4,1:55,,,,10,20,Timeout #3 by Carolina Panthers,0.000,2.590
4,1:55,4,1,CAR 15,10,20,Laurence Maroney middle for 6 yards (tackle by Charles Johnson and Charles Godfrey),2.590,5.140
4,1:10,1,9,CAR 9,10,20,Tom Brady kneels for -1 yards,5.140,4.190
4,0:34,2,10,CAR 10,10,20,Tom Brady kneels for -1 yards,4.190,3.120
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
