Quarter,Time,Down,ToGo,Location,ARI,PHI,Detail,EPB,EPA
1,6:01,1,10,ARI 41,0,7,Rashard Mendenhall up the middle for 5 yards (tackle by DeMeco Ryans),1.660,1.800
1,5:24,2,5,ARI 46,0,7,Rashard Mendenhall up the middle for 1 yard (tackle by Cedric Thornton),1.800,1.220
1,4:43,3,4,ARI 47,0,7,Carson Palmer pass incomplete short right intended for Rob Housler,1.220,-0.260
1,4:39,4,4,ARI 47,0,7,"Dave Zastudil punts 35 yards, fair catch by DeSean Jackson",-0.260,-0.040
1,4:31,1,10,PHI 18,0,7,Nick Foles pass complete deep left to Zach Ertz for 22 yards (tackle by Yeremiah Bell),0.040,1.600
1,4:08,1,10,PHI 40,0,7,LeSean McCoy right end for 2 yards (tackle by Daryl Washington),1.600,1.320
1,3:41,2,8,PHI 42,0,7,LeSean McCoy right end for 1 yard (tackle by Daryl Washington),1.320,0.760
1,3:20,3,7,PHI 43,0,7,LeSean McCoy right tackle for 5 yards (tackle by Marcus Benard),0.760,-0.190
1,2:52,4,2,PHI 48,0,7,"Donnie Jones punts 43 yards, returned by Patrick Peterson for 3 yards (tackle by Colt Anderson)",-0.190,0.350
1,2:42,1,10,ARI 12,0,7,Carson Palmer pass complete short right to Stepfan Taylor for 16 yards (tackle by DeMeco Ryans),-0.350,0.810
1,2:05,1,10,ARI 28,0,7,Carson Palmer pass complete short right to Larry Fitzgerald for 9 yards (tackle by Bradley Fletcher),0.810,1.480
1,1:31,2,1,ARI 37,0,7,Rashard Mendenhall right guard for 14 yards (tackle by DeMeco Ryans),1.480,2.320
1,0:53,1,10,PHI 49,0,7,Carson Palmer sacked by DeMeco Ryans for -9 yards. Penalty on Lyle Sendlein: Offensive Holding (Declined),2.320,0.570
1,0:20,2,19,ARI 42,0,7,Carson Palmer pass complete short left to Brittan Golden for 4 yards (tackle by Cary Williams),0.570,0.430
Quarter,Time,Down,ToGo,Location,ARI,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,15,ARI 46,0,7,Carson Palmer pass incomplete deep right intended for Andre Roberts,0.430,-0.320
2,14:54,4,15,ARI 46,0,7,Dave Zastudil punts 52 yards,-0.320,0.380
2,14:44,1,10,PHI 2,0,7,Nick Foles pass complete short right to LeSean McCoy for 6 yards (tackle by Matt Shaughnessy),-0.380,-0.340
2,14:23,2,4,PHI 8,0,7,LeSean McCoy for 5 yards (tackle by Jerraud Powers),-0.340,-0.320
2,14:07,1,10,PHI 13,0,7,Nick Foles pass complete short right to DeSean Jackson for 14 yards (tackle by Yeremiah Bell),-0.320,0.740
2,13:41,1,10,PHI 27,0,7,Bryce Brown right guard for 6 yards (tackle by Karlos Dansby),0.740,1.010
2,13:18,2,4,PHI 33,0,7,Bryce Brown for -8 yards (tackle by Daryl Washington),1.010,-0.760
2,12:45,3,12,PHI 25,0,7,Nick Foles pass complete short right to Zach Ertz for no gain,-0.760,-1.700
2,12:18,4,12,PHI 25,0,7,"Donnie Jones punts 37 yards, muffed catch by Javier Arenas, recovered by Antoine Cason and returned for no gain",-1.700,-1.800
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
2,12:03,1,10,ARI 43,0,7,Carson Palmer pass incomplete deep left intended for Brittan Golden (defended by Patrick Chung),1.800,1.250
2,11:57,2,10,ARI 43,0,7,Stepfan Taylor left end for 5 yards (tackle by Bennie Logan),1.250,1.220
2,11:14,3,5,ARI 48,0,7,Carson Palmer pass complete short middle to Andre Roberts for 4 yards (tackle by Mychal Kendricks),1.220,0.070
,,,,,,,"PHI challenged the first down ruling, and the original play was overturned.",,
2,10:35,4,1,PHI 48,0,7,Rashard Mendenhall right tackle for 3 yards (tackle by DeMeco Ryans),0.070,2.590
2,9:56,1,10,PHI 45,0,7,Rashard Mendenhall right tackle for 12 yards (tackle by Bradley Fletcher),2.590,3.380
2,9:18,1,10,PHI 33,0,7,Rashard Mendenhall right guard for no gain (tackle by Brandon Graham and Mychal Kendricks),3.380,2.840
2,8:36,2,10,PHI 33,0,7,Carson Palmer sacked by Brandon Graham and Bennie Logan for -10 yards,2.840,0.830
2,7:59,3,20,PHI 43,6,7,"Carson Palmer pass complete deep left to Larry Fitzgerald for 43 yards, touchdown",0.830,7.000
2,7:59,,,PHI 2,7,7,Jay Feely kicks extra point good,0.000,0.000
2,7:59,,,ARI 35,7,7,"Jay Feely kicks off 66 yards, returned by Brandon Boykin for 23 yards (tackle by Javier Arenas)",0.000,-0.410
2,7:44,1,10,PHI 22,7,7,Nick Foles pass complete short right to LeSean McCoy for 19 yards (tackle by Yeremiah Bell),0.410,1.660
2,7:17,1,10,PHI 41,7,7,LeSean McCoy right end for 9 yards (tackle by Darnell Dockett),1.660,2.340
2,6:54,2,1,,7,7,Nick Foles pass complete deep left to Jason Avant for 20 yards (tackle by Tyrann Mathieu),2.340,3.580
2,6:26,1,10,ARI 30,7,7,Nick Foles pass incomplete short left intended for Riley Cooper,3.580,3.030
2,6:20,2,10,ARI 30,7,7,Nick Foles pass complete short left to Riley Cooper for 24 yards (tackle by Rashad Johnson),3.030,5.830
2,5:44,1,6,ARI 6,7,7,"Brad Smith for 2 yards. Brad Smith fumbles, recovered by Brad Smith at ARI-11",5.830,4.190
2,5:08,2,10,ARI 10,7,7,LeSean McCoy up the middle for 2 yards (tackle by Matt Shaughnessy),4.190,3.580
2,4:37,3,8,ARI 8,7,7,Nick Foles sacked by John Abraham for -6 yards,3.580,2.510
2,4:05,4,14,ARI 14,7,10,Alex Henery 32 yard field goal good,2.510,3.000
2,4:05,,,PHI 35,7,10,"Alex Henery kicks off 64 yards, returned by Javier Arenas for 21 yards (tackle by Kurt Coleman)",0.000,-0.410
2,3:56,1,10,ARI 22,7,10,Carson Palmer pass complete short middle to Jim Dray for 6 yards (tackle by DeMeco Ryans),0.410,0.680
2,3:23,2,4,ARI 28,7,10,Rashard Mendenhall left tackle for 5 yards (tackle by Bennie Logan),0.680,1.140
2,2:47,1,10,ARI 33,7,10,Carson Palmer pass incomplete short right intended for Michael Floyd (defended by Fletcher Cox),1.140,0.590
2,2:43,2,10,ARI 33,7,10,Carson Palmer pass incomplete short right intended for Andre Roberts,0.590,-0.100
2,2:38,3,10,ARI 33,7,10,Carson Palmer pass incomplete short left intended for Michael Floyd,-0.100,-1.180
2,2:32,4,10,ARI 33,7,10,"Dave Zastudil punts 48 yards, returned by DeSean Jackson for 3 yards (tackle by Justin Bethel)",-1.180,-0.410
2,2:22,1,10,PHI 22,7,10,Nick Foles pass complete deep right to DeSean Jackson for 25 yards (tackle by Patrick Peterson),0.410,2.060
2,2:06,1,10,PHI 47,7,10,Nick Foles pass incomplete deep left intended for Jason Avant,2.060,1.520
2,2:01,2,10,PHI 47,7,10,Nick Foles pass complete short right to LeSean McCoy for 5 yards (tackle by Patrick Peterson),1.520,1.490
2,1:52,3,5,ARI 48,7,10,Nick Foles pass complete short right to LeSean McCoy for 6 yards (tackle by Daryl Washington),1.490,2.790
2,1:46,1,10,ARI 42,7,10,Nick Foles pass incomplete deep right intended for DeSean Jackson (defended by Patrick Peterson),2.790,2.240
2,1:38,2,10,ARI 42,7,10,Nick Foles pass incomplete short right intended for Jason Avant (defended by Patrick Peterson),2.240,1.550
2,1:33,3,10,ARI 42,7,10,Nick Foles pass complete short right to Riley Cooper for 8 yards (tackle by Rashad Johnson),1.550,1.550
2,0:43,3,10,ARI 42,7,10,Timeout #1 by Philadelphia Eagles,1.550,1.100
2,0:43,4,2,ARI 34,7,10,LeSean McCoy up the middle for 5 yards (tackle by Marcus Benard),1.100,3.640
2,0:25,1,10,ARI 29,7,10,"Nick Foles pass incomplete deep left intended for Riley Cooper. Penalty on Jerraud Powers: Defensive Pass Interference, 28 yards (no play)",3.640,6.970
2,0:19,1,1,ARI 1,7,16,"Nick Foles pass complete short right to Brent Celek for 1 yard, touchdown",6.970,7.000
2,0:19,,,ARI 2,7,17,Alex Henery kicks extra point good,0.000,0.000
2,0:19,,,PHI 35,7,17,"Alex Henery kicks off 54 yards, returned by Javier Arenas for 11 yards (tackle by Roc Carmichael)",0.000,-0.410
2,0:11,1,10,ARI 22,7,17,Carson Palmer kneels for -1 yards,0.410,-0.270
Quarter,Time,Down,ToGo,Location,ARI,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,7,17,"Jay Feely kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,PHI 20,7,17,Nick Foles pass complete short right to LeSean McCoy for no gain,0.280,-0.270
3,14:39,2,10,PHI 20,7,17,Nick Foles up the middle for 9 yards,-0.270,0.230
3,14:17,3,1,PHI 29,7,17,Nick Foles up the middle for 3 yards (tackle by Daryl Washington),0.230,1.070
3,13:52,1,10,PHI 32,7,17,LeSean McCoy right end for no gain (tackle by Calais Campbell),1.070,0.530
3,13:12,2,10,PHI 32,7,17,Nick Foles pass incomplete short right intended for Riley Cooper,0.530,0.530
3,13:07,2,10,PHI 32,7,17,Timeout #1 by Philadelphia Eagles,0.530,-0.160
3,13:07,3,10,PHI 32,7,17,Nick Foles pass complete short left to Riley Cooper for 16 yards (tackle by Jerraud Powers),-0.160,2.130
3,12:44,1,10,PHI 48,7,17,Bryce Brown left end for 5 yards (tackle by Matt Shaughnessy),2.130,2.260
3,12:15,2,5,ARI 47,7,17,Nick Foles pass complete short right to DeSean Jackson for -3 yards (tackle by Tyrann Mathieu),2.260,1.160
3,11:30,3,8,,7,17,Nick Foles pass complete short right to Zach Ertz for 16 yards (tackle by Rashad Johnson),1.160,3.310
3,11:05,1,10,ARI 34,7,17,Nick Foles pass incomplete short right intended for Jason Avant (defended by Dan Williams),3.310,2.770
3,11:02,2,10,ARI 34,7,17,LeSean McCoy right tackle for 12 yards (tackle by Karlos Dansby),2.770,4.110
3,10:37,1,10,ARI 22,7,17,"Nick Foles for no gain. Nick Foles fumbles, ball out of bounds at ARI-24",4.110,3.290
3,10:21,2,12,ARI 24,7,23,"Nick Foles pass complete deep middle to Zach Ertz for 24 yards, touchdown",3.290,7.000
3,10:21,,,ARI 2,7,24,Alex Henery kicks extra point good,0.000,0.000
3,10:21,,,PHI 35,7,24,"Alex Henery kicks off 66 yards, returned by Javier Arenas for 21 yards (tackle by Casey Matthews)",0.000,-0.280
3,10:10,1,10,ARI 20,7,24,Rashard Mendenhall right tackle for 7 yards (tackle by Nate Allen),0.280,0.680
3,9:38,2,3,ARI 27,7,24,Rashard Mendenhall right tackle for 3 yards (tackle by Nate Allen),0.680,0.940
3,8:56,1,10,ARI 30,7,24,"Rashard Mendenhall right tackle for no gain (tackle by Mychal Kendricks). Penalty on Paul Fanaika: Offensive Holding, 10 yards (no play)",0.940,0.280
3,8:29,1,20,ARI 20,7,24,Carson Palmer pass complete short left to Stepfan Taylor for 29 yards (tackle by Nate Allen),0.280,2.190
3,8:03,1,10,ARI 49,7,24,Carson Palmer pass incomplete deep middle intended for Larry Fitzgerald (defended by Cary Williams),2.190,1.650
3,7:59,2,10,ARI 49,7,24,Carson Palmer pass complete short left to Rob Housler for 10 yards,1.650,2.850
3,7:29,1,10,PHI 41,7,24,Carson Palmer pass complete short right to Rob Housler for 5 yards (tackle by Nate Allen),2.850,2.980
3,6:47,2,5,PHI 36,7,24,Carson Palmer pass complete short right to Larry Fitzgerald for 7 yards (tackle by Nate Allen),2.980,3.640
3,6:09,1,10,PHI 29,7,24,"Carson Palmer pass incomplete deep left intended for Michael Floyd. Penalty on Cedric Thornton: Illegal Use of Hands, 5 yards (no play)",3.640,3.970
3,6:03,1,10,PHI 24,7,24,Rashard Mendenhall left end for 1 yard (tackle by Cedric Thornton and Connor Barwin),3.970,3.570
3,5:25,2,9,PHI 23,7,24,Carson Palmer pass incomplete deep right intended for Larry Fitzgerald,3.570,2.870
3,5:20,3,9,PHI 23,13,24,"Carson Palmer pass complete deep right to Michael Floyd for 23 yards, touchdown",2.870,7.000
3,5:20,,,PHI 2,14,24,Jay Feely kicks extra point good,0.000,0.000
3,5:20,,,ARI 35,14,24,"Jay Feely kicks off 67 yards, returned by Brad Smith for 31 yards (tackle by Brittan Golden)",0.000,-0.870
3,5:08,1,10,PHI 29,14,24,Nick Foles pass incomplete short left intended for DeSean Jackson (defended by Calais Campbell),0.870,0.330
3,5:02,2,10,PHI 29,14,24,LeSean McCoy up the middle for -2 yards (tackle by Matt Shaughnessy),0.330,-0.630
3,4:30,3,12,PHI 27,14,24,Nick Foles sacked by Matt Shaughnessy for -13 yards,-0.630,-2.470
3,4:00,4,25,PHI 14,14,24,Donnie Jones punts 69 yards. Penalty on PHI: Illegal Substitution (Declined),-2.470,0.060
3,3:45,1,10,ARI 17,14,24,Carson Palmer sacked by Brandon Graham for -9 yards,-0.060,-1.440
3,3:03,2,19,ARI 8,14,24,Stepfan Taylor left tackle for 7 yards (tackle by Mychal Kendricks),-1.440,-1.570
3,2:22,3,12,ARI 15,14,24,Carson Palmer pass complete short left to Michael Floyd for 16 yards (tackle by Cary Williams),-1.570,1.000
3,1:45,1,10,ARI 31,14,24,Rashard Mendenhall right end for 1 yard (tackle by Damion Square),1.000,0.600
3,1:03,2,9,ARI 32,14,24,Carson Palmer pass incomplete deep left intended for Andre Roberts is intercepted by Cary Williams at PHI-34 and returned for 15 yards (tackle by Larry Fitzgerald),0.600,-2.190
3,0:51,1,10,PHI 49,14,24,Nick Foles pass incomplete deep left intended for Brent Celek,2.190,1.650
3,0:45,2,10,PHI 49,14,24,Nick Foles pass incomplete short right intended for LeSean McCoy,1.650,0.960
3,0:42,3,10,PHI 49,14,24,LeSean McCoy left end for 5 yards (tackle by Karlos Dansby),0.960,0.200
Quarter,Time,Down,ToGo,Location,ARI,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,5,ARI 46,14,24,"Donnie Jones punts 35 yards, fair catch by Patrick Peterson",0.200,0.370
4,14:52,1,10,ARI 11,14,24,Carson Palmer pass complete short left to Larry Fitzgerald for 2 yards (tackle by Cary Williams),-0.370,-0.630
4,14:15,2,8,ARI 13,14,24,Carson Palmer pass complete short right to Rob Housler for 6 yards (tackle by Bradley Fletcher),-0.630,-0.480
4,13:48,3,2,ARI 19,14,24,Carson Palmer sacked by Trent Cole for -8 yards,-0.480,-2.490
4,13:21,4,10,ARI 11,14,24,"Dave Zastudil punts 43 yards, returned by DeSean Jackson for 54 yards. Penalty on Jon Dorenbos: Offensive Holding, 10 yards",-2.490,-1.330
4,13:06,1,10,PHI 36,14,24,Nick Foles pass incomplete deep left intended for Zach Ertz,1.330,0.790
4,13:01,2,10,PHI 36,14,24,"LeSean McCoy up the middle for 19 yards (tackle by Rashad Johnson). Penalty on Jason Avant: Illegal Block Above the Waist, 10 yards",0.790,2.010
4,12:36,2,1,PHI 45,14,24,Nick Foles pass complete short left to Brent Celek for 9 yards (tackle by Yeremiah Bell and Daryl Washington),2.010,2.520
4,12:03,1,10,ARI 46,14,24,Nick Foles pass incomplete deep left intended for Riley Cooper,2.520,1.980
4,12:02,2,10,ARI 46,14,24,Nick Foles sacked by Karlos Dansby for 0 yards,1.980,1.290
4,11:26,3,10,ARI 46,14,24,Nick Foles sacked by Calais Campbell and Marcus Benard for -9 yards,1.290,-0.390
4,11:07,4,19,PHI 45,14,24,Donnie Jones punts 39 yards,-0.390,0.140
4,10:58,1,10,ARI 16,14,24,Rashard Mendenhall right end for 5 yards (tackle by Connor Barwin and DeMeco Ryans),-0.140,0.150
4,10:19,2,5,ARI 21,14,24,Carson Palmer pass incomplete short right intended for Rob Housler (defended by Vinny Curry),0.150,-0.700
4,10:18,3,5,ARI 21,14,24,Carson Palmer pass incomplete short left intended for Stepfan Taylor,-0.700,-1.960
4,10:04,4,5,ARI 21,14,24,"Dave Zastudil punts 53 yards, returned by DeSean Jackson for 8 yards (tackle by Justin Bethel)",-1.960,-1.200
4,10:00,1,10,PHI 34,14,24,LeSean McCoy left tackle for 3 yards (tackle by Rashad Johnson),1.200,1.060
4,9:30,2,7,PHI 37,14,24,LeSean McCoy up the middle for 7 yards (tackle by Rashad Johnson),1.060,1.860
4,8:53,1,10,PHI 44,14,24,Bryce Brown right guard for 5 yards (tackle by Karlos Dansby and Darnell Dockett),1.860,1.990
4,8:15,2,5,PHI 49,14,24,Bryce Brown right end for -4 yards (tackle by Matt Shaughnessy),1.990,0.760
4,7:33,3,9,PHI 45,14,24,Nick Foles pass incomplete short left intended for DeSean Jackson,0.760,-0.390
4,7:25,4,9,PHI 45,14,24,"Donnie Jones punts 41 yards, fair catch by Patrick Peterson",-0.390,0.280
4,7:20,1,10,ARI 14,14,24,Carson Palmer pass incomplete short right intended for Rob Housler,-0.280,-0.750
4,7:16,2,10,ARI 14,14,24,Carson Palmer pass complete short right to Michael Floyd for 15 yards (tackle by Mychal Kendricks),-0.750,0.870
4,6:47,1,10,ARI 29,14,24,Carson Palmer pass complete short right to Larry Fitzgerald for 11 yards (tackle by Nate Allen),0.870,1.600
4,6:18,1,10,ARI 40,14,24,Carson Palmer pass complete deep right to Andre Roberts for 17 yards (tackle by Bradley Fletcher),1.600,2.720
,,,,,,,"ARI challenged the incomplete pass ruling, and the original play was overturned.",,
4,6:02,1,10,PHI 43,14,24,Carson Palmer pass complete deep right to Michael Floyd for 34 yards (tackle by Nate Allen),2.720,5.140
4,5:33,1,9,PHI 9,14,24,Carson Palmer pass incomplete short left intended for Larry Fitzgerald (defended by Brandon Boykin),5.140,4.380
4,5:29,2,9,PHI 9,14,24,"Carson Palmer pass incomplete short left intended for Rob Housler. Penalty on Roc Carmichael: Defensive Pass Interference, 8 yards (no play)",4.380,6.970
4,5:25,1,1,PHI 1,14,24,Rashard Mendenhall up the middle for -2 yards (tackle by DeMeco Ryans),6.970,5.530
4,4:49,2,3,PHI 3,20,24,"Carson Palmer pass complete short right to Jim Dray for 3 yards, touchdown",5.530,7.000
4,4:49,,,PHI 2,21,24,Jay Feely kicks extra point good,0.000,0.000
4,4:49,,,ARI 35,21,24,"Jay Feely kicks off 66 yards, returned by Brandon Boykin for 32 yards (tackle by Marcus Benard)",0.000,-1.000
4,4:37,1,10,PHI 31,21,24,"LeSean McCoy left end for no gain (tackle by Karlos Dansby). Penalty on Dan Williams: Defensive Offside, 5 yards (no play)",1.000,1.730
4,4:34,1,5,PHI 36,21,24,LeSean McCoy up the middle for -2 yards (tackle by Matt Shaughnessy),1.730,0.870
4,4:00,2,7,PHI 34,21,24,"Nick Foles pass incomplete short middle intended for DeSean Jackson is intercepted by Patrick Peterson at PHI-43. Penalty on Tyrann Mathieu: Defensive Holding, 5 yards (no play)",0.870,1.530
4,3:51,1,10,PHI 39,21,24,Nick Foles left end for 6 yards (tackle by John Abraham),1.530,1.800
4,3:11,2,4,PHI 45,21,24,--,1.800,1.220
4,2:29,3,3,PHI 46,21,24,Nick Foles right end for 1 yard (tackle by Daryl Washington),1.220,1.220
4,2:18,3,3,PHI 46,21,24,Timeout #1 by Arizona Cardinals,1.220,-0.260
4,2:18,4,2,PHI 47,21,24,Donnie Jones punts 43 yards,-0.260,0.380
4,2:03,1,10,ARI 10,21,24,Carson Palmer pass complete short right to Andre Roberts for 5 yards,-0.380,-0.350
4,2:03,2,5,ARI 15,21,24,Carson Palmer pass incomplete deep right intended for Michael Floyd,-0.350,-0.840
4,1:59,3,5,ARI 15,21,24,Carson Palmer pass incomplete short left intended for Andre Roberts,-0.840,-2.440
4,1:55,4,5,ARI 15,21,24,Carson Palmer pass incomplete short right intended for Michael Floyd (defended by Bradley Fletcher),-2.440,-4.580
4,1:51,1,10,ARI 15,21,24,LeSean McCoy right end for 3 yards (tackle by Yeremiah Bell),4.580,4.580
4,1:47,1,10,ARI 15,21,24,Timeout #2 by Arizona Cardinals,4.580,4.450
4,1:47,2,7,ARI 12,21,24,--,4.450,4.450
4,1:42,2,7,ARI 12,21,24,Timeout #3 by Arizona Cardinals,4.450,4.220
4,1:42,3,4,ARI 9,21,24,"Penalty on Matt Shaughnessy: Defensive Holding, 5 yards (no play)",4.220,6.280
4,1:12,1,4,ARI 4,21,24,"Penalty on Daryl Washington: Unsportsmanlike Conduct, 2 yards (no play)",6.280,6.740
4,1:12,1,2,ARI 2,21,24,Nick Foles kneels for -2 yards,6.740,5.340
4,0:42,2,4,ARI 4,21,24,Nick Foles kneels for -1 yards,5.340,4.260
4,0:22,3,5,ARI 5,21,24,Nick Foles kneels for -1 yards,4.260,2.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
