Quarter,Time,Down,ToGo,Location,SDG,CIN,Detail,EPB,EPA
2,4:33,1,10,SDG 41,13,0,Terrell Fletcher right guard for 4 yards (tackle by Brian Simmons),1.660,1.660
2,3:50,2,6,SDG 45,13,0,Terrell Fletcher right guard for 6 yards (tackle by Justin Smith),1.660,2.320
2,3:08,1,10,CIN 49,13,0,Terrell Fletcher right tackle for 9 yards (tackle by Mark Roman),2.320,3.000
2,2:36,2,1,CIN 40,13,0,LaDainian Tomlinson middle for 5 yards (tackle by Cory Hall),3.000,3.250
2,2:00,1,10,CIN 35,13,0,LaDainian Tomlinson right tackle for 17 yards (tackle by Cory Hall),3.250,4.370
2,2:00,1,10,CIN 35,,,Timeout #2 by Cincinnati Bengals,3.250,4.370
2,1:52,1,10,CIN 18,13,0,Drew Brees pass complete to LaDainian Tomlinson for 2 yards (tackle by Justin Smith),4.370,4.090
2,1:16,2,8,CIN 16,13,0,Drew Brees middle for 15 yards (tackle by Takeo Spikes),4.090,6.970
2,1:01,2,8,CIN 16,,,Timeout #2 by Los Angeles Chargers,4.090,6.970
2,1:01,1,1,CIN 1,13,0,Drew Brees middle for no gain (tackle by Reinard Wilson and Brian Simmons),6.970,5.910
2,0:23,2,1,CIN 1,19,0,"LaDainian Tomlinson right guard for 1 yard, touchdown",5.910,7.000
2,0:23,,,CIN 1,20,0,Steve Christie kicks extra point good,0.000,0.000
2,0:23,,,SDG 30,20,0,"Wade Richey kicks off 76 yards, touchback",0.000,0.280
2,0:19,1,10,CIN 20,20,0,Gus Frerotte for 6 yards (tackle by Marcellus Wiley),0.280,0.540
2,0:10,2,4,CIN 26,20,0,Gus Frerotte pass complete to Corey Dillon for 14 yards (tackle by Vernon Fox),0.540,1.600
Quarter,Time,Down,ToGo,Location,SDG,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,20,0,"Wade Richey kicks off 77 yards, touchback",0.000,0.280
3,15:00,1,10,CIN 20,20,0,Gus Frerotte pass complete to Peter Warrick for 5 yards (tackle by Tay Cody),0.280,0.410
3,14:26,2,5,CIN 25,20,0,Gus Frerotte pass complete to T.J. Houshmandzadeh for 16 yards (tackle by Ryan McNeil). Penalty on Junior Seau: Defensive Offside (Declined),0.410,1.660
3,14:07,1,10,CIN 41,20,0,Corey Dillon left guard for 2 yards (tackle by Marcellus Wiley),1.660,1.390
3,13:27,2,8,CIN 43,20,0,Gus Frerotte pass incomplete intended for T.J. Houshmandzadeh,1.390,0.700
,,,,,,,"CIN challenged the ruling, and the play was upheld.",,
3,13:19,3,8,CIN 43,20,0,Gus Frerotte pass complete to Danny Farmer for 51 yards (tackle by Rogers Beckett),0.700,5.830
3,12:50,1,6,SDG 6,20,0,Corey Dillon middle for 1 yard (tackle by Marcellus Wiley),5.830,5.150
3,12:14,2,5,SDG 5,20,0,"Gus Frerotte pass incomplete intended for Ron Dugans. Penalty on Ryan McNeil: Illegal Use of Hands (Offsetting), Penalty on Ron Dugans: Offensive Pass Interference (Offsetting) (no play)",5.150,5.150
3,12:08,2,5,SDG 5,,,Timeout #2 by Cincinnati Bengals,5.150,5.150
3,12:08,2,5,SDG 5,20,0,Gus Frerotte pass incomplete intended for Chad Johnson (defended by Vernon Fox),5.150,4.260
3,12:03,3,5,SDG 5,20,0,Gus Frerotte pass complete to Corey Dillon for 2 yards (tackle by Alex Molden),4.260,3.040
3,11:20,4,3,SDG 3,20,3,Neil Rackers 21 yard field goal good,3.040,3.000
3,11:20,,,CIN 30,20,3,"Neil Rackers kicks off 56 yards, returned by Ronney Jenkins for 22 yards (tackle by Brandon Bennett)",0.000,1.330
3,11:10,1,10,SDG 36,20,3,Drew Brees pass complete to LaDainian Tomlinson for 30 yards (tackle by Artrell Hawkins),1.330,3.310
3,10:39,1,10,CIN 34,20,3,Tim Dwight right end for 20 yards (tackle by Jeff Burris). Penalty on Tony Williams: Defensive Offside (Declined),3.310,4.650
3,10:12,1,10,CIN 14,20,3,LaDainian Tomlinson right end for -1 yards (tackle by Vaughn Booker),4.650,3.850
3,9:33,2,11,CIN 15,20,3,Drew Brees pass complete to Fred McCrary for 6 yards (tackle by Artrell Hawkins),3.850,4.050
3,8:50,3,5,CIN 9,26,3,"Drew Brees pass complete to Curtis Conway for 9 yards, touchdown",4.050,7.000
3,8:50,,,CIN 9,27,3,Steve Christie kicks extra point good,0.000,0.000
3,8:50,,,SDG 30,27,3,"Wade Richey kicks off 66 yards, returned by T.J. Houshmandzadeh for 13 yards (tackle by Davis Sanchez)",0.000,-0.060
3,8:37,1,10,CIN 17,27,3,Gus Frerotte pass complete to Ron Dugans for 9 yards (tackle by Donnie Edwards and Vernon Fox),-0.060,0.750
3,8:00,2,1,CIN 26,27,3,Gus Frerotte pass incomplete intended for Chad Johnson (defended by Junior Seau),0.750,-0.120
3,7:56,3,1,CIN 26,27,3,Corey Dillon left end for 4 yards (tackle by Jason Fisk),-0.120,0.940
3,7:18,1,10,CIN 30,27,3,Gus Frerotte pass complete to Corey Dillon for 6 yards (tackle by Vernon Fox),0.940,1.200
3,6:38,2,4,CIN 36,27,3,Brandon Bennett right end for 9 yards (tackle by Rogers Beckett),1.200,1.930
3,5:53,1,10,CIN 45,27,3,Gus Frerotte sacked by Adrian Dingle for -7 yards,1.930,0.440
3,5:22,2,17,CIN 38,27,3,"Penalty on Michael Westbrook: False Start, 5 yards (no play)",0.440,-0.240
3,5:01,2,22,CIN 33,27,3,"Gus Frerotte pass incomplete intended for Peter Warrick. Penalty on Tay Cody: Illegal Contact, 5 yards (no play)",-0.240,1.470
3,4:48,1,10,CIN 38,27,3,Gus Frerotte pass complete to Michael Westbrook for 13 yards (tackle by Alex Molden),1.470,2.320
3,4:11,1,10,SDG 49,27,3,Gus Frerotte pass complete to Nick Luchey for 4 yards (tackle by Vernon Fox),2.320,2.320
3,3:32,2,6,SDG 45,27,3,Gus Frerotte sacked by Ben Leber for -6 yards,2.320,0.830
3,3:01,3,12,CIN 49,27,3,Gus Frerotte pass incomplete intended for Peter Warrick,0.830,-0.130
3,2:55,4,12,CIN 49,27,3,Nick Harris punts 29 yards,-0.130,-0.410
3,2:45,1,10,SDG 22,27,3,LaDainian Tomlinson right guard for 3 yards (tackle by Tony Williams),0.410,0.270
3,2:02,2,7,SDG 25,27,3,LaDainian Tomlinson left tackle for 4 yards (tackle by Canute Curtis and Brian Simmons),0.270,0.100
3,1:18,3,3,SDG 29,27,3,Drew Brees pass complete to Fred McCrary for 25 yards (tackle by Jeff Burris),0.100,2.520
3,0:30,1,10,CIN 46,27,3,LaDainian Tomlinson middle for 15 yards (tackle by Artrell Hawkins),2.520,3.510
Quarter,Time,Down,ToGo,Location,SDG,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 31,27,3,Terrell Fletcher right guard for 4 yards (tackle by Canute Curtis),3.510,3.510
4,14:17,2,6,CIN 27,27,3,Terrell Fletcher right end for 1 yard (tackle by Justin Smith),3.510,2.940
4,13:33,3,5,CIN 26,27,3,Terrell Fletcher right guard for 6 yards (tackle by Takeo Spikes),2.940,4.240
4,12:48,1,10,CIN 20,27,3,Terrell Fletcher middle for 2 yards (tackle by Vaughn Booker),4.240,3.960
4,12:04,2,8,CIN 18,27,3,Terrell Fletcher right end for 11 yards (tackle by Canute Curtis),3.960,5.600
4,11:18,1,7,CIN 7,27,3,Terrell Fletcher right guard for 1 yard (tackle by Adrian Ross),5.600,4.950
4,10:35,2,6,CIN 6,27,3,Terrell Fletcher right tackle for 5 yards (tackle by Mark Roman),4.950,5.170
4,9:48,3,1,CIN 1,27,3,Drew Brees middle for no gain. Penalty on Tony Williams: Defensive Offside (no play),5.170,5.170
4,9:19,3,1,CIN 1,,,Timeout #1 by Los Angeles Chargers,5.170,5.170
4,9:19,3,1,CIN 1,33,3,"Terrell Fletcher right end for 1 yard, touchdown",5.170,7.000
4,9:19,,,CIN 1,34,3,Steve Christie kicks extra point good,0.000,0.000
4,9:19,,,SDG 30,34,3,"Wade Richey kicks off 67 yards, returned by T.J. Houshmandzadeh for 20 yards (tackle by Zeke Moreno)",0.000,0.480
4,9:09,1,10,CIN 23,34,3,Gus Frerotte pass complete to Danny Farmer for 3 yards (tackle by Alex Molden),0.480,0.340
4,8:45,2,7,CIN 26,34,3,Gus Frerotte pass complete to Peter Warrick for 11 yards (tackle by Alex Molden),0.340,1.400
4,8:19,1,10,CIN 37,34,3,Gus Frerotte pass incomplete intended for Danny Farmer,1.400,0.860
4,8:14,2,10,CIN 37,34,3,"Gus Frerotte pass incomplete intended for Michael Westbrook. Penalty on Alex Molden: Defensive Pass Interference, 14 yards (no play)",0.860,2.320
4,8:08,1,10,SDG 49,34,3,Gus Frerotte pass complete to Ron Dugans for 14 yards (tackle by Keith Lyle),2.320,3.250
4,7:44,1,10,SDG 35,34,3,Gus Frerotte pass incomplete intended for Ron Dugans,3.250,2.700
4,7:38,2,10,SDG 35,34,3,Corey Dillon right guard for 5 yards (tackle by Vernon Fox),2.700,2.680
4,7:17,3,5,SDG 30,34,3,Gus Frerotte pass complete to Peter Warrick for 7 yards (tackle by Donnie Edwards),2.680,4.040
4,6:39,1,10,SDG 23,34,3,Gus Frerotte pass incomplete intended for Peter Warrick,4.040,3.500
4,6:33,2,10,SDG 23,34,3,Gus Frerotte pass incomplete intended for Michael Westbrook (defended by Alex Molden),3.500,2.810
4,6:28,3,10,SDG 23,34,3,Gus Frerotte sacked by Leonardo Carson for -13 yards,2.810,0.880
4,5:48,4,23,SDG 36,34,6,Neil Rackers 54 yard field goal good,0.880,3.000
4,5:48,,,CIN 30,34,6,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
4,5:43,1,10,SDG 20,34,6,Terrell Fletcher left end for -1 yards (tackle by Bernard Whittington),0.280,-0.460
4,5:01,2,11,SDG 19,34,6,Terrell Fletcher left end for 15 yards (tackle by Lamont Thompson),-0.460,1.200
4,4:13,1,10,SDG 34,34,6,Terrell Fletcher middle for 2 yards (tackle by Oliver Gibson and Takeo Spikes),1.200,0.930
4,3:30,2,8,SDG 36,34,6,Terrell Fletcher left end for 1 yard (tackle by Artrell Hawkins),0.930,0.370
4,2:49,3,7,SDG 37,34,6,Terrell Fletcher right end for 6 yards (tackle by Tony Williams),0.370,-0.520
4,2:05,3,7,SDG 37,,,Timeout #2 by Los Angeles Chargers,0.370,-0.520
4,2:05,4,1,SDG 43,34,6,"Darren Bennett punts 57 yards, touchback",-0.520,-0.280
4,1:55,1,10,CIN 20,34,6,Gus Frerotte sacked by Adrian Dingle for -5 yards,0.280,-1.070
4,1:33,2,15,CIN 15,34,6,Gus Frerotte pass complete to T.J. Houshmandzadeh for 11 yards (tackle by Ryan McNeil),-1.070,-0.160
4,1:13,3,4,CIN 26,34,6,"Corey Dillon left end for 17 yards (tackle by Keith Lyle). Penalty on Matt O'Dwyer: Offensive Holding, 10 yards (no play)",-0.160,-1.690
4,1:06,3,14,CIN 16,34,6,Gus Frerotte pass incomplete intended for Chad Johnson,-1.690,-2.390
4,0:59,4,14,CIN 16,34,6,"Nick Harris punts 47 yards, returned by Tamarick Vanover for 4 yards (tackle by Ligarius Jennings)",-2.390,-1.660
4,0:47,1,10,SDG 41,34,6,Drew Brees kneels for -1 yards,1.660,0.990
4,0:12,2,11,SDG 40,34,6,Drew Brees kneels for -1 yards,0.990,0.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
