Quarter,Time,Down,ToGo,Location,TAM,TEN,Detail,EPB,EPA
2,1:55,4,9,TAM 15,3,13,Gary Anderson 33 yard field goal good,2.440,3.000
2,,,,TEN 30,3,13,"Craig Hentrich kicks off 70 yards, touchback",0.000,0.280
2,1:50,1,10,TAM 20,3,13,"Michael Pittman right guard for 4 yards (tackle by Andre Dyson). Penalty on Samari Rolle: Personal Foul, 15 yards",0.280,1.530
2,1:42,1,10,TAM 39,3,13,Brad Johnson pass incomplete intended for Keenan McCardell (defended by Andre Dyson),1.530,0.990
2,1:37,2,10,TAM 39,3,13,Brad Johnson pass incomplete intended for Michael Pittman,0.990,0.300
2,1:31,3,10,TAM 39,3,13,Brad Johnson pass incomplete intended for Michael Pittman (defended by Peter Sirmon),0.300,-0.780
2,1:26,4,10,TAM 39,3,13,Tom Tupa punts 36 yards,-0.780,-0.610
2,1:16,1,10,TEN 25,3,13,Chris Brown up the middle for 6 yards (tackle by Dewayne White),0.610,0.870
2,0:57,,,,3,13,Timeout #1 by Tennessee Titans,0.000,0.870
2,0:57,2,4,TEN 31,3,13,Neil O'Donnell pass complete to Erron Kinney for 7 yards (tackle by Jermaine Phillips),0.870,1.470
2,0:38,1,10,TEN 38,3,13,Neil O'Donnell pass complete to Erron Kinney for 8 yards (tackle by Ronyell Whitaker),1.470,2.000
2,0:34,2,2,TEN 46,3,13,Neil O'Donnell pass complete to Chris Brown for 4 yards (tackle by Ronde Barber),2.000,2.260
2,0:25,,,,3,13,Timeout #2 by Tennessee Titans,0.000,2.260
2,0:25,1,10,TEN 50,3,13,Neil O'Donnell pass complete to Derrick Mason for 15 yards (tackle by Ronde Barber),2.260,3.250
2,0:17,1,10,TAM 35,3,13,Neil O'Donnell pass complete to Erron Kinney for 9 yards (tackle by Derrick Brooks),3.250,3.920
2,0:02,,,,3,13,Timeout #3 by Tennessee Titans,0.000,3.920
2,0:02,2,1,TAM 26,3,16,Gary Anderson 43 yard field goal good,3.920,3.000
Quarter,Time,Down,ToGo,Location,TAM,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,3,16,"Craig Hentrich kicks off 53 yards, returned by Thomas Jones for 38 yards (tackle by Lamont Thompson). Penalty on Dewayne White: Offensive Holding, 10 yards",0.000,0.150
3,14:51,1,10,TAM 19,3,16,Michael Pittman left end for 3 yards (tackle by Peter Sirmon),0.150,0.070
3,14:14,2,7,TAM 22,3,16,Brad Johnson pass complete to Ken Dilger for 3 yards (tackle by Peter Sirmon),0.070,-0.290
3,13:37,3,4,TAM 25,3,16,Brad Johnson pass incomplete intended for Edell Shepherd is intercepted by Tank Williams at TAM-32,-0.290,-3.450
3,13:30,1,10,TAM 32,3,16,Eddie George right guard for 3 yards (tackle by Chartric Darby and David Gibson),3.450,3.310
3,12:57,2,7,TAM 29,3,16,Neil O'Donnell pass complete to Derrick Mason for 9 yards (tackle by David Gibson),3.310,4.240
3,12:20,1,10,TAM 20,3,16,Eddie George left tackle for 3 yards (tackle by Warren Sapp),4.240,4.120
3,11:38,2,7,TAM 17,3,16,Eddie George left end for 9 yards (tackle by Shelton Quarles),4.120,5.370
3,10:55,1,8,TAM 8,3,16,Eddie George left guard for -1 yards (tackle by Warren Sapp and Dewayne White),5.370,4.380
3,10:10,2,9,TAM 9,3,16,Eddie George right end for 3 yards (tackle by Dwayne Rudd),4.380,4.040
3,9:36,3,6,TAM 6,3,16,Neil O'Donnell pass incomplete intended for Derrick Mason,4.040,2.990
3,9:32,4,6,TAM 6,3,19,Gary Anderson 23 yard field goal good,2.990,3.000
3,,,,TEN 30,3,19,"Craig Hentrich kicks off 47 yards, returned by Aaron Stecker for 14 yards (tackle by Mike Echols)",0.000,1.400
3,9:24,1,10,TAM 37,3,19,Shaun King pass complete to Charles Lee for 20 yards (tackle by Keith Bulluck),1.400,2.720
3,8:45,1,10,TEN 43,3,19,Thomas Jones up the middle for 4 yards (tackle by Tank Williams),2.720,2.720
3,8:11,2,6,TEN 39,3,19,Thomas Jones right end for 18 yards (tackle by Tank Williams),2.720,4.170
3,7:41,1,10,TEN 21,3,19,Thomas Jones right end for 3 yards (tackle by Lance Schulters and Andre Dyson),4.170,4.040
3,6:54,2,7,TEN 18,3,19,Shaun King up the middle for 1 yard (tackle by Jevon Kearse),4.040,3.460
3,6:14,3,6,TEN 17,3,19,Shaun King pass complete to Jameel Cook for 3 yards (tackle by Keith Bulluck),3.460,2.610
3,5:27,4,3,TEN 14,6,19,Martin Gramatica 33 yard field goal good,2.610,3.000
3,,,,TAM 30,6,19,"Martin Gramatica kicks off 45 yards, returned by Erron Kinney for 11 yards (tackle by Ronyell Whitaker)",0.000,1.330
3,5:16,1,10,TEN 36,6,19,Eddie George up the middle for 3 yards (tackle by Simeon Rice),1.330,1.200
3,4:38,2,7,TEN 39,6,19,Neil O'Donnell pass complete to Eddie George for 16 yards (tackle by David Gibson),1.200,2.590
3,3:51,1,10,TAM 45,6,19,Eddie George left tackle for 8 yards (tackle by Dwight Smith and David Gibson),2.590,3.120
3,3:06,2,2,TAM 37,6,19,Eddie George right guard for 3 yards (tackle by Nate Webster),3.120,3.310
3,2:25,1,10,TAM 34,6,25,"Neil O'Donnell pass complete to Derrick Mason for 34 yards, touchdown",3.310,7.000
3,,,,TAM 2,6,26,Gary Anderson kicks extra point good,0.000,0.000
3,,,,TEN 30,6,26,"Craig Hentrich kicks off 54 yards, returned by Thomas Jones for 13 yards (tackle by Ken Amato)",0.000,0.870
3,2:14,1,10,TAM 29,6,26,Thomas Jones right guard for 14 yards (tackle by Tank Williams),0.870,1.800
3,1:33,1,10,TAM 43,6,26,"Shaun King pass complete to Charles Lee for 6 yards (tackle by Peter Sirmon). Penalty on Brad Kassell: Face Mask (15 Yards), 15 yards",1.800,3.180
3,1:16,1,10,TEN 36,6,26,Thomas Jones right guard for 3 yards (tackle by Peter Sirmon and Lamont Thompson),3.180,3.040
3,0:39,2,7,TEN 33,6,26,Shaun King pass incomplete intended for Charles Lee,3.040,2.350
3,0:37,3,7,TEN 33,6,26,Shaun King pass complete to Rickey Dudley for 9 yards (tackle by Keith Bulluck),2.350,3.970
3,0:08,1,10,TEN 24,6,26,Thomas Jones right end for 1 yard (tackle by Kevin Carter),3.970,3.570
Quarter,Time,Down,ToGo,Location,TAM,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,TEN 23,6,26,Shaun King pass complete to Thomas Jones for 7 yards (tackle by Brad Kassell),3.570,3.950
4,14:17,3,2,TEN 16,6,26,Thomas Jones for 1 yard (tackle by Lance Schulters),3.950,2.590
4,14:08,4,1,TEN 15,6,26,Shaun King up the middle for 1 yard (tackle by Jevon Kearse),2.590,4.650
4,13:27,1,10,TEN 14,12,26,"Shaun King pass complete to Aaron Stecker for 14 yards, touchdown",4.650,7.000
4,,,,TEN 2,13,26,Martin Gramatica kicks extra point good,0.000,0.000
4,,,,TAM 30,13,26,"Martin Gramatica kicks off 60 yards, returned by Ray Jackson for 31 yards (tackle by Dwight Smith)",0.000,1.660
4,13:14,1,10,TEN 41,13,26,Eddie George left guard for 1 yard (tackle by Shelton Quarles and Dwight Smith),1.660,1.260
4,12:33,2,9,TEN 42,13,26,Eddie George up the middle for 2 yards (tackle by Ronde Barber),1.260,0.830
4,11:51,3,7,TEN 44,13,26,Neil O'Donnell pass incomplete intended for Eddie George,0.830,-0.460
4,11:47,4,7,TEN 44,13,26,"Craig Hentrich punts 46 yards, fair catch by Karl Williams",-0.460,0.380
4,11:39,1,10,TAM 10,13,26,Shaun King pass complete to Michael Pittman for 4 yards (tackle by Keith Bulluck),-0.380,-0.460
4,11:03,2,6,TAM 14,13,26,Shaun King pass incomplete intended for Michael Pittman,-0.460,-0.950
4,10:58,3,6,TAM 14,13,26,Shaun King pass complete to Charles Lee for 17 yards (tackle by Lance Schulters),-0.950,1.000
4,10:31,1,10,TAM 31,13,26,Shaun King pass complete to Charles Lee for 16 yards (tackle by Peter Sirmon),1.000,2.060
4,10:07,1,10,TAM 47,13,26,Shaun King sacked by Juqua Parker for -8 yards,2.060,0.440
4,9:33,2,18,TAM 39,13,26,Shaun King pass incomplete intended for Michael Pittman,0.440,-0.230
4,9:30,3,18,TAM 39,13,26,Shaun King pass complete to Edell Shepherd for 5 yards (tackle by Andre Dyson),-0.230,-0.460
4,8:48,4,13,TAM 44,13,26,"Tom Tupa punts 37 yards, fair catch by Justin McCareins",-0.460,-0.150
4,8:40,1,10,TEN 19,13,26,Eddie George right end for 4 yards (tackle by Shelton Quarles),0.150,0.210
4,8:00,2,6,TEN 23,13,26,Eddie George left end for 7 yards (tackle by Shelton Quarles),0.210,0.940
4,7:34,1,10,TEN 30,13,26,Chris Brown right end for 5 yards (tackle by David Gibson and Jermaine Phillips),0.940,1.070
4,6:50,2,5,TEN 35,13,26,Neil O'Donnell pass complete to Derrick Mason for 6 yards (tackle by Ronde Barber),1.070,1.660
4,6:19,1,10,TEN 41,13,26,"Chris Brown right end for no gain (tackle by Dewayne White). Penalty on Warren Sapp: Defensive Offside, 5 yards (no play)",1.660,2.390
4,5:49,1,5,TEN 46,13,26,Chris Brown right end for no gain (tackle by Shelton Quarles and Chartric Darby),2.390,1.800
4,5:07,2,5,TEN 46,13,26,Chris Brown right tackle for 1 yard (tackle by Ronyell Whitaker),1.800,1.220
4,4:27,3,4,TEN 47,13,26,Neil O'Donnell pass incomplete intended for Drew Bennett,1.220,-0.260
4,4:21,4,4,TEN 47,13,26,"Craig Hentrich punts 53 yards, touchback",-0.260,-0.280
4,4:11,1,10,TAM 20,13,26,Shaun King pass incomplete intended for Michael Pittman is intercepted by Keith Bulluck at TAM-26 and returned for 9 yards (tackle by Cosey Coleman),0.280,-4.440
4,4:01,1,10,TAM 17,13,26,Chris Brown right tackle for 9 yards (tackle by Shelton Quarles and Jermaine Phillips),4.440,5.480
4,3:18,2,1,TAM 8,13,26,Chris Brown right guard for 3 yards (tackle by David Gibson and Ronde Barber),5.480,6.060
4,2:30,1,5,TAM 5,13,32,"Chris Brown right guard for 2 yards (tackle by Jermaine Phillips). Chris Brown fumbles (forced by Jermaine Phillips), recovered by Erron Kinney at TAM-0, touchdown",6.060,7.000
4,,,,TAM 2,13,33,Gary Anderson kicks extra point good,0.000,0.000
4,,,,TEN 30,13,33,"Craig Hentrich kicks off 67 yards, returned by Aaron Stecker for 31 yards (tackle by Donnie Nickey)",0.000,1.200
4,2:11,1,10,TAM 34,13,33,Shaun King pass complete to Rickey Dudley for 5 yards (tackle by Brad Kassell),1.200,1.330
4,2:00,2,5,TAM 39,13,33,Shaun King sacked by Rien Long for -9 yards,1.330,-0.560
4,1:22,3,14,TAM 30,13,33,Michael Pittman up the middle for 10 yards (tackle by Brad Kassell and Scott McGarrahan),-0.560,-0.720
4,0:38,4,4,TAM 40,13,33,Tom Tupa punts 32 yards,-0.720,-0.810
4,0:30,1,10,TEN 28,13,33,Neil O'Donnell kneels for -1 yards,0.810,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
