Quarter,Time,Down,ToGo,Location,TAM,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss, Titans to receive the opening kickoff.",,
1,15:00,,,TAM 30,0,0,"Martin Gramatica kicks off 69 yards, returned by Ray Jackson for 26 yards (tackle by David Gibson)",0.000,0.740
1,14:53,1,10,TEN 27,0,0,Eddie George right tackle for 11 yards (tackle by Shelton Quarles and Dewayne White),0.740,1.470
1,14:15,1,10,TEN 38,0,0,Eddie George left tackle for 1 yard (tackle by Simeon Rice),1.470,1.060
1,13:38,2,9,TEN 39,0,0,Neil O'Donnell pass complete to Eddie George for 10 yards (tackle by Ronde Barber),1.060,2.190
1,12:55,1,10,TEN 49,0,0,Neil O'Donnell pass complete to Justin McCareins for 24 yards (tackle by Jermaine Phillips),2.190,3.780
1,12:25,1,10,TAM 27,0,0,Eddie George left guard for 2 yards (tackle by Dewayne White),3.780,3.500
1,11:45,2,8,TAM 25,0,0,Neil O'Donnell pass complete to Frank Wycheck for 7 yards (tackle by Ronde Barber),3.500,3.840
1,11:01,3,1,TAM 18,0,0,Neil O'Donnell pass incomplete intended for Justin McCareins,3.840,2.400
1,10:58,4,1,TAM 18,0,3,"Gary Anderson 37 yard field goal good. Penalty on Zach Piller: Personal Foul, 15 yards",2.400,3.000
1,,,,TEN 15,0,3,"Craig Hentrich kicks off 49 yards, returned by Aaron Stecker for 9 yards (tackle by Rocky Boiman)",0.000,1.930
1,10:48,1,10,TAM 45,0,3,Brad Johnson pass incomplete intended for Keenan McCardell,1.930,1.380
1,10:45,2,10,TAM 45,0,3,Brad Johnson pass complete to Michael Pittman for 14 yards (tackle by Lance Schulters),1.380,2.850
1,10:19,1,10,TEN 41,0,3,Brad Johnson pass complete to Michael Pittman for 13 yards (tackle by Tank Williams),2.850,3.710
1,9:49,1,10,TEN 28,0,3,"Brad Johnson pass complete to Jameel Cook for 5 yards (tackle by Keith Bulluck). Penalty on Keith Bulluck: Face Mask (15 Yards) (Offsetting), Penalty on Keenan McCardell: Personal Foul (Offsetting) (no play)",3.710,3.710
1,9:31,1,10,TEN 28,0,3,Thomas Jones left end for 7 yards (tackle by Lamont Thompson and Lance Schulters),3.710,4.110
1,8:53,2,3,TEN 21,0,3,Thomas Jones up the middle for 8 yards (tackle by Andre Dyson and Keith Bulluck),4.110,4.710
1,8:21,1,10,TEN 13,0,3,"Thomas Jones up the middle for 4 yards (tackle by Keith Bulluck). Thomas Jones fumbles (forced by Keith Bulluck), recovered by Cornell Green at TEN-6",4.710,5.340
1,8:21,2,3,TEN 6,0,3,"Penalty on TAM: Illegal Substitution, 5 yards (no play)",5.340,4.390
1,7:28,2,8,TEN 11,0,3,Brad Johnson pass complete to Jameel Cook for 2 yards (tackle by Andre Dyson),4.390,3.880
1,6:52,,,,0,3,Timeout #1 by Tampa Bay Buccaneers,0.000,3.880
1,6:52,3,6,TEN 9,0,3,Brad Johnson pass incomplete intended for Keenan McCardell (defended by Tank Williams),3.880,2.850
1,6:48,4,6,TEN 9,3,3,Martin Gramatica 27 yard field goal good,2.850,3.000
1,,,,TAM 30,3,3,"Martin Gramatica kicks off 58 yards, returned by Ray Jackson for 20 yards (tackle by Dwight Smith)",0.000,1.070
1,6:38,1,10,TEN 32,3,3,Eddie George left tackle for 6 yards (tackle by Warren Sapp),1.070,1.340
1,5:56,2,4,TEN 38,3,3,Eddie George right guard for no gain (tackle by Warren Sapp),1.340,0.630
1,5:18,3,4,TEN 38,3,3,Neil O'Donnell pass complete to Derrick Mason for 3 yards (tackle by John Lynch),0.630,-0.650
1,4:34,4,1,TEN 41,3,3,"Craig Hentrich punts 45 yards, out of bounds. Penalty on Ray Wells: Ineligible Downfield Kick, 5 yards (no play)",-0.650,-0.980
1,4:27,4,6,TEN 36,3,3,Craig Hentrich punts 53 yards,-0.980,0.370
1,4:15,1,10,TAM 11,3,3,Brad Johnson pass complete to Thomas Jones for 15 yards (tackle by Samari Rolle),-0.370,0.670
1,3:43,1,10,TAM 26,3,3,Thomas Jones left end for 2 yards (tackle by Carlos Hall),0.670,0.400
1,2:59,2,8,TAM 28,3,3,Brad Johnson pass complete to Michael Pittman for 4 yards (tackle by Keith Bulluck),0.400,0.230
1,2:21,3,4,TAM 32,3,3,Brad Johnson pass complete to Edell Shepherd for 14 yards (tackle by Lamont Thompson),0.230,1.990
1,1:54,1,10,TAM 46,3,3,Michael Pittman right guard for 2 yards (tackle by Keith Bulluck and Tank Williams),1.990,1.720
1,1:29,2,8,TAM 48,3,3,Brad Johnson pass complete to Edell Shepherd for 12 yards (tackle by Lance Schulters). Penalty on Carlos Hall: Defensive Offside (Declined),1.720,2.920
1,1:02,1,10,TEN 40,3,3,Brad Johnson pass complete to Edell Shepherd for 7 yards (tackle by Brad Kassell),2.920,3.320
1,0:34,2,3,TEN 33,3,3,Brad Johnson pass complete to Jameel Cook for -1 yards (tackle by Peter Sirmon),3.320,2.480
Quarter,Time,Down,ToGo,Location,TAM,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,TEN 34,3,3,Brad Johnson pass incomplete intended for Edell Shepherd (defended by Andre Dyson),2.480,1.080
2,14:54,4,4,TEN 34,3,3,"Tom Tupa punts 34 yards, touchback. Penalty on Jermaine Phillips: Illegal Touch Kick (Declined)",1.080,-0.280
2,14:44,1,10,TEN 20,3,3,Neil O'Donnell pass incomplete intended for Eddie George,0.280,-0.270
2,14:40,2,10,TEN 20,3,3,Eddie George left guard for -2 yards (tackle by Jermaine Phillips),-0.270,-1.330
2,14:01,3,12,TEN 18,3,3,Neil O'Donnell pass complete to Frank Wycheck for 22 yards (tackle by Jermaine Phillips),-1.330,1.600
2,13:13,1,10,TEN 40,3,3,Neil O'Donnell pass complete to Drew Bennett for 16 yards (tackle by Dwight Smith),1.600,2.650
2,12:29,1,10,TAM 44,3,3,Neil O'Donnell pass complete to Eddie George for 4 yards (tackle by Derrick Brooks),2.650,2.650
2,11:48,2,6,TAM 40,3,3,Neil O'Donnell pass incomplete intended for Derrick Mason,2.650,1.950
2,11:43,3,6,TAM 40,3,3,Neil O'Donnell pass incomplete intended for Drew Bennett is intercepted by Dwight Smith,1.950,-0.280
2,11:37,1,10,TAM 20,3,3,Thomas Jones left guard for 3 yards (tackle by Keith Bulluck and Carlos Hall),0.280,0.140
2,11:08,2,7,TAM 23,3,3,"Penalty on Jameel Cook: Offensive Pass Interference, 11 yards (no play)",0.140,-1.360
2,10:48,2,18,TAM 12,3,3,Brad Johnson pass incomplete intended for Thomas Jones is intercepted by Jevon Kearse at TAM-7,-1.360,-5.600
2,10:44,1,7,TAM 7,3,3,Eddie George right tackle for 4 yards (tackle by Jermaine Phillips),5.600,5.530
2,10:07,2,3,TAM 3,3,3,Eddie George right tackle for 2 yards (tackle by Shelton Quarles),5.530,5.170
2,9:29,3,1,TAM 1,3,3,Eddie George left guard for no gain (tackle by Jermaine Phillips and Dewayne White),5.170,3.550
2,8:48,4,1,TAM 1,3,3,Neil O'Donnell pass incomplete intended for Shad Meier (defended by John Lynch),3.550,0.380
2,8:43,1,10,TAM 1,3,3,Thomas Jones up the middle for no gain (tackle by Kevin Carter),-0.380,-0.780
2,8:03,2,10,TAM 1,3,3,Brad Johnson pass complete to Thomas Jones for 5 yards (tackle by Tank Williams),-0.780,-0.840
2,7:31,3,5,TAM 6,3,3,Brad Johnson pass incomplete intended for Charles Lee (defended by Samari Rolle),-0.840,-2.490
2,7:28,4,5,TAM 6,3,3,"Tom Tupa punts 49 yards, returned by Justin McCareins for 17 yards (tackle by Ryan Nece)",-2.490,-3.050
2,7:15,1,10,TAM 38,3,3,Eddie George left end for 12 yards (tackle by John Lynch),3.050,3.840
2,6:45,1,10,TAM 26,3,3,Eddie George left end for 3 yards (tackle by Chartric Darby),3.840,3.700
2,6:08,2,7,TAM 23,3,9,"Neil O'Donnell pass complete to Derrick Mason for 23 yards, touchdown",3.700,7.000
2,,,,TAM 2,3,10,Gary Anderson kicks extra point good,0.000,0.000
2,,,,TEN 30,3,10,"Craig Hentrich kicks off 69 yards, returned by Aaron Stecker for 16 yards (tackle by Ken Amato)",0.000,-0.060
2,5:59,1,10,TAM 17,3,10,Brad Johnson pass complete to Keenan McCardell for 3 yards (tackle by Peter Sirmon),-0.060,-0.060
2,5:18,2,7,TAM 20,3,10,Brad Johnson pass complete to Thomas Jones for 5 yards (tackle by Samari Rolle),-0.060,-0.240
2,4:30,3,2,TAM 25,3,10,Brad Johnson pass incomplete intended for Michael Pittman is intercepted by Tank Williams at TAM-33,-0.240,-3.380
2,4:23,1,10,TAM 33,3,10,Eddie George left guard for 2 yards (tackle by Derrick Brooks),3.380,3.110
2,3:50,2,8,TAM 31,3,10,Neil O'Donnell pass complete to Eddie George for 15 yards (tackle by Dwight Smith),3.110,4.510
2,3:04,1,10,TAM 16,3,10,Eddie George left guard for 3 yards (tackle by Warren Sapp),4.510,4.390
2,2:33,2,7,TAM 13,3,10,Eddie George left end for -2 yards (tackle by Chartric Darby and Derrick Brooks),4.390,3.220
2,2:00,3,9,TAM 15,3,10,Neil O'Donnell pass incomplete intended for Justin McCareins,3.220,2.440
