0,1
Game Info,Game Info
Won Toss,Titans
Roof,outdoors
Surface,grass
Duration,2:56
Attendance,68809
Weather,"59 degrees, relative humidity 34%, wind 16 mph"
Vegas Line,Tennessee Titans -4.0
Over/Under,39.0 (over)
