Quarter,Time,Tm,Detail,SFO,ARI
1.0,3:55,Cardinals,David Johnson 3 yard pass from Carson Palmer (Chandler Catanzaro kick),0,7
2.0,14:42,Cardinals,David Johnson 18 yard rush (Chandler Catanzaro kick),0,14
,12:12,49ers,Jeremy Kerley 17 yard pass from Colin Kaepernick (Phil Dawson kick),7,14
,8:28,Cardinals,Chandler Catanzaro 39 yard field goal,7,17
,1:32,49ers,Phil Dawson 49 yard field goal,10,17
,0:00,Cardinals,Chandler Catanzaro 19 yard field goal,10,20
3.0,8:40,49ers,Phil Dawson 53 yard field goal,13,20
4.0,1:55,49ers,Colin Kaepernick 4 yard rush (Phil Dawson kick),20,20
,0:00,Cardinals,Chandler Catanzaro 34 yard field goal,20,23
