Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
David Montgomery,CHI,13,64,0,3,23,1.8,41,3.2,5,2.6
Tarik Cohen,CHI,7,41,0,1,34,4.9,7,1.0,1,7.0
Cordarrelle Patterson,CHI,4,19,0,2,17,4.3,2,0.5,0,
Mitchell Trubisky,CHI,3,26,0,1,6,2.0,20,6.7,1,3.0
Allen Robinson,CHI,1,-1,0,0,-1,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Adrian Peterson,DET,14,93,0,5,71,5.1,22,1.6,0,
Kerryon Johnson,DET,7,14,0,,12,1.7,2,0.3,0,
Matthew Stafford,DET,5,23,0,1,22,4.4,1,0.2,0,
D'Andre Swift,DET,3,8,1,1,5,1.7,3,1.0,0,
