Quarter,Time,Tm,Detail,CAR,TAM
1.0,11:39,Panthers,Tommy Tremble 17 yard pass from Sam Darnold (Eddy Pineiro kick),7,0
2.0,7:51,Panthers,D.J. Moore 24 yard pass from Sam Darnold (Eddy Pineiro kick),14,0
,2:10,Buccaneers,Mike Evans 63 yard pass from Tom Brady (Ryan Succop kick),14,7
,1:09,Buccaneers,Ryan Succop 22 yard field goal,14,10
4.0,14:50,Panthers,Shi Smith 19 yard pass from Sam Darnold (Eddy Pineiro kick),21,10
,13:49,Buccaneers,Mike Evans 57 yard pass from Tom Brady (pass failed),21,16
,6:47,Buccaneers,Mike Evans 30 yard pass from Tom Brady (Chris Godwin pass from Tom Brady),21,24
,1:58,Buccaneers,Tom Brady 1 yard rush (Ryan Succop kick failed),21,30
,0:59,Panthers,Eddy Pineiro 49 yard field goal,24,30
