Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Alex Lewis,OL,46,100%,0,0%,5,18%
George Fant,T,46,100%,0,0%,5,18%
Greg Van Roten,G,46,100%,0,0%,5,18%
Connor McGovern,OL,46,100%,0,0%,0,0%
Joe Flacco,QB,46,100%,0,0%,0,0%
Breshad Perriman,WR,45,98%,0,0%,0,0%
Denzel Mims,WR,44,96%,0,0%,0,0%
Chuma Edoga,T,31,67%,0,0%,0,0%
Jamison Crowder,WR,31,67%,0,0%,0,0%
Chris Herndon,TE,30,65%,0,0%,6,22%
Frank Gore,RB,23,50%,0,0%,0,0%
Ryan Griffin,TE,22,48%,0,0%,13,48%
La'Mical Perine,RB,21,46%,0,0%,0,0%
Mekhi Becton,T,15,33%,0,0%,0,0%
Braxton Berrios,WR,7,15%,0,0%,7,26%
Ross Travis,TE,3,7%,0,0%,7,26%
Ty Johnson,RB,2,4%,0,0%,12,44%
Jeff Smith,WR,2,4%,0,0%,0,0%
Neville Hewitt,LB,0,0%,81,100%,9,33%
Marcus Maye,S,0,0%,81,100%,7,26%
Ashtyn Davis,S,0,0%,81,100%,0,0%
Blessuan Austin,CB,0,0%,79,98%,0,0%
Harvey Langi,LB,0,0%,77,95%,9,33%
Jordan Jenkins,LB,0,0%,73,90%,7,26%
Henry Anderson,DL,0,0%,68,84%,7,26%
Tarell Basham,LB,0,0%,61,75%,7,26%
Folorunso Fatukasi,DL,0,0%,55,68%,12,44%
Pierre Desir,CB,0,0%,43,53%,13,48%
John Franklin-Myers,DL,0,0%,41,51%,7,26%
Bryce Hall,CB,0,0%,39,48%,7,26%
Arthur Maulet,CB,0,0%,28,35%,16,59%
Bryce Huff,DL,0,0%,25,31%,8,30%
Nathan Shepherd,DL,0,0%,24,30%,12,44%
Jabari Zuniga,DL,0,0%,19,23%,2,7%
Brian Poole,CB,0,0%,8,10%,0,0%
Tanzel Smart,DL,0,0%,8,10%,0,0%
Matthias Farley,S,0,0%,0,0%,22,81%
Daniel Brown,TE,0,0%,0,0%,20,74%
Bennett Jackson,S,0,0%,0,0%,15,55%
Bryce Hager,LB,0,0%,0,0%,15,55%
Braden Mann,P,0,0%,0,0%,13,48%
Javelin Guidry,CB,0,0%,0,0%,8,30%
Thomas Hennessy,LS,0,0%,0,0%,7,26%
Lamar Jackson,CB,0,0%,0,0%,5,18%
Sergio Castillo,K/P,0,0%,0,0%,5,18%
Josh Andrews,OL,0,0%,0,0%,5,18%
