Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
1,8:16,1,10,NWE 20,3,0,Trevor Siemian pass complete short right to Justin Forsett for 5 yards (tackle by Devin McCourty and Jonathan Jones),4.240,4.450
1,7:49,2,5,NWE 15,3,0,Justin Forsett left end for no gain (tackle by Dont'a Hightower),4.450,3.700
1,7:07,3,5,NWE 15,3,0,Trevor Siemian pass incomplete short right intended for Devontae Booker,3.700,2.490
1,7:02,4,5,NWE 15,3,3,Brandon McManus 33 yard field goal good,2.490,3.000
1,6:58,,,DEN 35,3,3,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
1,6:58,1,10,NWE 25,3,3,Dion Lewis middle for 14 yards (tackle by Todd Davis and Aqib Talib),0.610,1.530
1,6:26,1,10,NWE 39,3,3,Dion Lewis middle for 8 yards (tackle by Todd Davis and T.J. Ward),1.530,2.070
1,5:55,2,2,NWE 47,3,3,"Dion Lewis middle for 4 yards (tackle by Corey Nelson and Todd Davis). Penalty on Sylvester Williams: Defensive Holding, 5 yards",2.070,2.650
1,5:55,1,10,DEN 44,3,3,Tom Brady pass incomplete short middle intended for Martellus Bennett,2.650,2.110
1,5:33,2,10,DEN 44,3,3,Dion Lewis left guard for no gain (tackle by Jared Crick),2.110,1.420
1,4:56,3,10,DEN 44,3,3,Tom Brady pass incomplete short left intended for James White,1.420,0.330
1,4:51,4,10,DEN 44,3,3,Ryan Allen punts 37 yards,0.330,0.380
1,4:45,1,10,DEN 7,3,3,Trevor Siemian pass complete short right to Demaryius Thomas for 7 yards (tackle by Logan Ryan),-0.380,-0.250
1,4:12,2,3,DEN 14,3,3,Justin Forsett middle for 6 yards,-0.250,0.280
1,3:40,1,10,DEN 20,3,3,Trevor Siemian pass incomplete short right intended for Jeff Heuerman,0.280,-0.270
1,3:36,2,10,DEN 20,3,3,Trevor Siemian pass complete deep middle to Jeff Heuerman for 31 yards (tackle by Devin McCourty),-0.270,2.320
1,3:05,1,10,NWE 49,3,3,Trevor Siemian pass complete short right to Jeff Heuerman for 9 yards (tackle by Logan Ryan),2.320,3.000
1,2:32,2,1,NWE 40,3,3,Devontae Booker middle for 2 yards (tackle by Trey Flowers),3.000,3.050
1,2:01,1,10,NWE 38,3,3,Devontae Booker middle for 5 yards,3.050,3.180
1,1:36,2,5,NWE 33,3,3,Trevor Siemian pass complete short left to Demaryius Thomas for 12 yards (tackle by Eric Rowe),3.180,4.170
1,1:15,1,10,NWE 21,3,3,Devontae Booker middle for 1 yard (tackle by Shea McClellin),4.170,3.760
1,0:32,2,9,NWE 20,3,3,Trevor Siemian pass complete short right to A.J. Derby for 6 yards (tackle by Devin McCourty),3.760,4.020
Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,NWE 14,3,3,Trevor Siemian pass incomplete short left intended for Emmanuel Sanders is intercepted by Logan Ryan at NWE-8 and returned for 46 yards,4.020,-2.520
2,14:50,1,10,DEN 46,3,3,"Tom Brady sacked by Jared Crick for -4 yards. Tom Brady fumbles (forced by Jared Crick), recovered by Joe Thuney",2.520,1.440
2,14:05,2,14,,3,3,Tom Brady pass complete short left to Julian Edelman for 17 yards (tackle by Corey Nelson),1.440,3.380
2,13:37,1,10,DEN 33,3,3,"LeGarrette Blount middle for 10 yards (tackle by Darian Stewart). Penalty on David Andrews: Offensive Holding, 10 yards (no play)",3.380,2.720
2,13:16,1,20,DEN 43,3,3,Tom Brady pass complete short right to Julian Edelman for 15 yards (tackle by Corey Nelson),2.720,3.510
2,12:51,2,5,DEN 28,3,3,Tom Brady pass complete short middle to Julian Edelman for 12 yards (tackle by Corey Nelson),3.510,4.510
2,12:10,1,10,DEN 16,3,3,Tom Brady pass complete short right to James Develin for 13 yards (tackle by Aqib Talib),4.510,6.510
2,11:39,1,3,DEN 3,3,3,"Dion Lewis middle for 2 yards (tackle by Darian Stewart). Dion Lewis fumbles (forced by Darian Stewart), recovered by Dion Lewis at DEN-1",6.510,5.910
2,11:05,2,1,DEN 1,9,3,"LeGarrette Blount middle for 1 yard, touchdown",5.910,7.000
2,11:01,,,DEN 15,10,3,Stephen Gostkowski kicks extra point good,0.000,0.000
2,11:01,,,NWE 35,10,3,"Stephen Gostkowski kicks off 62 yards, returned by Cody Latimer for 21 yards (tackle by Brandon Bolden)",0.000,-0.540
2,10:55,1,10,DEN 24,10,3,Trevor Siemian pass complete short right to Justin Forsett for 8 yards (tackle by Logan Ryan and Jabaal Sheard),0.540,1.080
2,10:19,2,2,DEN 32,10,3,Justin Forsett left tackle for -1 yards (tackle by Alan Branch),1.080,0.230
2,9:40,3,3,DEN 31,10,3,"Penalty on Chris Long: Neutral Zone Infraction, 5 yards (no play)",0.230,1.330
2,9:34,1,10,DEN 36,10,3,Trevor Siemian pass incomplete short left intended for Emmanuel Sanders,1.330,0.790
2,9:29,2,10,DEN 36,10,3,Justin Forsett left tackle for 2 yards (tackle by Chris Long),0.790,0.370
2,8:49,3,8,DEN 38,10,3,Trevor Siemian pass complete short middle to Demaryius Thomas for 16 yards (tackle by Duron Harmon),0.370,2.520
2,8:19,1,10,NWE 46,10,3,Devontae Booker middle for 4 yards (tackle by Jabaal Sheard and Shea McClellin),2.520,2.520
2,7:54,2,6,NWE 42,10,3,Trevor Siemian sacked by Trey Flowers for -6 yards,2.520,1.030
2,7:10,3,12,NWE 48,10,3,Trevor Siemian pass complete short left to Jordan Taylor for 15 yards (tackle by Eric Rowe),1.030,3.380
2,6:40,1,10,NWE 33,10,3,Trevor Siemian pass complete short right to Devontae Booker for 2 yards (tackle by Patrick Chung),3.380,3.110
2,6:04,2,8,NWE 31,10,3,Trevor Siemian pass incomplete deep right intended for Jeff Heuerman,3.110,2.410
2,5:56,3,8,NWE 31,10,3,Trevor Siemian pass complete short right to Justin Forsett for -6 yards,2.410,0.790
2,5:20,4,14,NWE 37,10,3,"Riley Dixon punts 29 yards, fair catch by Julian Edelman",0.790,0.380
2,5:14,1,10,NWE 8,10,3,LeGarrette Blount left tackle for 3 yards (tackle by Corey Nelson),-0.380,-0.560
2,4:38,2,7,NWE 11,10,3,Dion Lewis middle for 4 yards (tackle by Derek Wolfe and Corey Nelson),-0.560,-0.600
2,3:58,3,3,NWE 15,10,3,Tom Brady pass complete short middle to James White for 4 yards (tackle by T.J. Ward),-0.600,0.150
2,3:24,1,10,NWE 19,10,3,LeGarrette Blount middle for 2 yards (tackle by Adam Gotsis),0.150,0.000
2,2:44,,,,10,3,Timeout #1 by New England Patriots,0.000,0.060
2,2:44,2,8,NWE 21,10,3,Dion Lewis middle for 3 yards (tackle by Justin Simmons),-0.060,-0.420
2,2:06,3,5,NWE 24,10,3,Tom Brady pass complete short middle to Julian Edelman for 6 yards (tackle by Chris Harris and Darian Stewart),-0.420,0.940
2,2:00,1,10,NWE 30,10,3,Tom Brady pass incomplete short middle intended for Julian Edelman,0.940,0.390
2,1:56,2,10,NWE 30,10,3,Dion Lewis right tackle for 13 yards (tackle by Aqib Talib),0.390,1.800
2,1:32,1,10,NWE 43,10,3,Tom Brady pass complete short right to Dion Lewis for 5 yards (tackle by Aqib Talib),1.800,1.930
2,1:27,2,5,NWE 48,10,3,Tom Brady pass incomplete deep right intended for Dion Lewis,1.930,1.220
2,1:20,3,5,NWE 48,10,3,Tom Brady pass complete short right to Martellus Bennett for 1 yard (tackle by T.J. Ward),1.220,-0.130
2,0:39,4,4,NWE 49,10,3,"Ryan Allen punts 51 yards, touchback",-0.130,-0.280
2,0:32,1,10,DEN 20,10,3,Justin Forsett left guard for 7 yards (tackle by Devin McCourty),0.280,0.680
Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,10,3,"Stephen Gostkowski kicks off 65 yards, returned by Cody Latimer for 31 yards (tackle by Nate Ebner)",0.000,-1.000
3,14:54,1,10,DEN 31,10,3,Trevor Siemian sacked by Jabaal Sheard for -6 yards,1.000,-0.350
3,14:29,2,16,DEN 25,10,3,Trevor Siemian pass complete short right to Demaryius Thomas for 8 yards (tackle by Logan Ryan),-0.350,0.040
3,13:46,3,8,DEN 33,10,3,Trevor Siemian pass incomplete short right intended for A.J. Derby (defended by Patrick Chung),0.040,-1.180
3,13:39,4,8,DEN 33,10,3,"Riley Dixon punts 58 yards, returned by Julian Edelman for 16 yards (tackle by Cody Latimer)",-1.180,-0.610
3,13:29,1,10,NWE 25,10,3,LeGarrette Blount middle for 1 yard (tackle by T.J. Ward),0.610,0.200
3,12:48,2,9,NWE 26,10,3,Tom Brady pass incomplete short left intended for Martellus Bennett,0.200,-0.490
3,12:43,3,9,NWE 26,10,3,Tom Brady sacked by Shane Ray for -7 yards. Penalty on Joe Thuney: Offensive Holding (Declined),-0.490,-2.140
3,12:27,4,16,NWE 19,10,3,"Ryan Allen punts 49 yards, returned by Jordan Norwood for 5 yards (tackle by Barkevious Mingo)",-2.140,-1.400
3,12:16,1,10,DEN 37,10,3,Justin Forsett left guard for 2 yards (tackle by Malcom Brown),1.400,1.130
3,11:54,2,8,DEN 39,10,3,"Justin Forsett left guard for 7 yards (tackle by Dont'a Hightower). Penalty on Russell Okung: Offensive Holding, 10 yards (no play)",1.130,-0.220
3,11:29,2,18,DEN 29,10,3,Trevor Siemian pass incomplete short right intended for Demaryius Thomas,-0.220,-0.890
3,11:25,3,18,DEN 29,10,3,Trevor Siemian pass complete short right to Demaryius Thomas for 12 yards (tackle by Dont'a Hightower and Jabaal Sheard),-0.890,-0.650
3,10:49,4,6,DEN 41,10,3,"Riley Dixon punts 42 yards, fair catch by Julian Edelman",-0.650,0.060
3,10:40,1,10,NWE 17,10,3,Dion Lewis middle for 4 yards (tackle by Shaquil Barrett),-0.060,0.000
3,10:02,,,,10,3,Timeout #1 by Denver Broncos,0.000,-0.080
3,10:02,2,6,NWE 21,10,3,Tom Brady pass complete short middle to Dion Lewis for 4 yards (tackle by Corey Nelson),0.080,-0.240
3,9:19,3,2,NWE 25,10,3,Tom Brady pass complete short middle to Julian Edelman for 8 yards (tackle by Corey Nelson),-0.240,1.140
3,8:42,1,10,NWE 33,10,3,Tom Brady pass complete deep right to Chris Hogan for 18 yards (tackle by Chris Harris). Penalty on Aqib Talib: Defensive Holding (Declined),1.140,2.320
3,8:16,1,10,DEN 49,10,3,Tom Brady pass incomplete short right intended for Julian Edelman (defended by Corey Nelson),2.320,1.780
3,8:10,2,10,DEN 49,10,3,Dion Lewis left tackle for 4 yards (tackle by Todd Davis),1.780,0.000
3,7:29,,,,10,3,Timeout #1 by New England Patriots,0.000,-1.620
3,7:29,3,6,DEN 45,10,3,Tom Brady pass complete short left to Julian Edelman for 17 yards (tackle by Will Parks),1.620,3.710
3,6:52,1,10,DEN 28,10,3,LeGarrette Blount middle for 2 yards (tackle by Adam Gotsis and T.J. Ward),3.710,3.440
3,6:16,2,8,DEN 26,10,3,LeGarrette Blount middle for 4 yards (tackle by Adam Gotsis),3.440,3.270
3,5:36,3,4,DEN 22,10,3,"Tom Brady pass incomplete short middle intended for Julian Edelman. Tom Brady fumbles, recovered by Tom Brady at DEN-30",3.270,2.070
3,5:32,4,4,DEN 22,13,3,Stephen Gostkowski 40 yard field goal good,2.070,3.000
3,5:28,,,NWE 35,13,3,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
3,5:27,1,10,DEN 25,13,3,Trevor Siemian pass incomplete deep right intended for Emmanuel Sanders,0.610,0.060
3,5:16,2,10,DEN 25,13,3,Devontae Booker middle for 3 yards,0.060,-0.230
3,4:44,3,7,DEN 28,13,3,Trevor Siemian pass incomplete deep left intended for Demaryius Thomas (defended by Eric Rowe),-0.230,-1.500
3,4:38,4,7,DEN 28,13,3,"Riley Dixon punts 52 yards, returned by Julian Edelman for no gain. Penalty on Brandon Bolden: Offensive Holding, 10 yards",-1.500,0.380
3,4:25,1,10,NWE 10,13,3,--,-0.380,-0.570
3,4:25,1,15,NWE 5,13,3,Dion Lewis middle for 6 yards (tackle by Aqib Talib and Corey Nelson),-0.570,-0.710
3,3:44,2,9,NWE 11,13,3,James White middle for 8 yards (tackle by Von Miller and Darian Stewart),-0.710,-0.370
3,2:58,3,1,NWE 19,13,3,Tom Brady pass complete short left to James White for 16 yards (tackle by Darian Stewart),-0.370,1.270
3,2:14,1,10,NWE 35,13,3,Dion Lewis middle for 5 yards (tackle by Jared Crick),1.270,1.400
3,1:39,2,5,NWE 40,13,3,Dion Lewis right tackle for 5 yards (tackle by Corey Nelson),1.400,1.930
3,1:17,1,10,NWE 45,13,3,Dion Lewis middle for 4 yards (tackle by Jared Crick),1.930,1.920
3,0:48,2,6,NWE 49,13,3,James White middle for 1 yard (tackle by Jared Crick),1.920,1.360
3,0:11,3,5,,13,3,Tom Brady pass incomplete short middle intended for Chris Hogan,1.360,-0.060
3,0:07,4,5,,13,3,Ryan Allen punts 43 yards,-0.060,0.380
Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DEN 7,13,3,Trevor Siemian for 4 yards,-0.380,-0.490
4,14:36,2,6,DEN 11,13,3,Justin Forsett middle for 1 yard (tackle by Rob Ninkovich),-0.490,-0.840
4,14:00,3,5,DEN 12,13,3,Trevor Siemian pass incomplete short left intended for Justin Forsett. Penalty on Donald Stephenson: Offensive Holding (Declined),-0.840,-2.490
4,13:52,4,5,DEN 12,13,3,"Riley Dixon punts 58 yards, returned by Julian Edelman for 5 yards (tackle by Quentin Gause)",-2.490,-1.270
4,13:39,1,10,NWE 35,13,3,Tom Brady pass incomplete,1.270,0.720
4,13:31,2,10,NWE 35,13,3,Tom Brady pass incomplete short middle intended for James White,0.720,0.040
4,13:27,3,10,NWE 35,13,3,Tom Brady pass complete short right to James White for 4 yards (tackle by Todd Davis),0.040,-0.780
4,12:46,4,6,NWE 39,13,3,Ryan Allen punts 49 yards,-0.780,0.350
4,12:33,1,10,DEN 12,13,3,Trevor Siemian pass complete short middle to Emmanuel Sanders for 7 yards,-0.350,0.100
4,12:09,2,3,DEN 19,13,3,Devontae Booker middle for 2 yards (tackle by Malcom Brown),0.100,-0.370
4,11:34,3,1,DEN 21,13,3,Trevor Siemian sacked by Malcom Brown for -14 yards,-0.370,-2.490
4,11:02,4,15,DEN 7,13,3,"Riley Dixon punts 46 yards, fair catch by Julian Edelman",-2.490,-2.060
4,10:56,1,10,NWE 47,13,3,Tom Brady pass complete short middle to Martellus Bennett for 34 yards (tackle by Todd Davis),2.060,4.310
4,10:21,1,10,DEN 19,13,3,Tom Brady pass complete short middle to Malcolm Mitchell for 14 yards (tackle by Darian Stewart),4.310,6.060
4,9:49,1,5,DEN 5,13,3,LeGarrette Blount middle for no gain (tackle by T.J. Ward and Sylvester Williams),6.060,5.150
4,9:07,2,5,DEN 5,13,3,James White right tackle for 2 yards (tackle by Von Miller and Justin Simmons),5.150,4.720
4,8:24,3,3,DEN 3,13,3,Tom Brady pass incomplete short middle intended for Julian Edelman,4.720,3.040
4,8:19,4,3,DEN 3,16,3,Stephen Gostkowski 21 yard field goal good,3.040,3.000
4,8:16,,,NWE 35,16,3,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
4,8:16,1,10,DEN 25,16,3,Trevor Siemian pass complete short right to A.J. Derby for 16 yards (tackle by Logan Ryan),0.610,1.660
4,7:52,1,10,DEN 41,16,3,Trevor Siemian pass complete short middle to Emmanuel Sanders for 21 yards (tackle by Malcolm Butler),1.660,3.050
4,7:24,1,10,NWE 38,16,3,Trevor Siemian pass incomplete short middle intended for A.J. Derby (defended by Alan Branch),3.050,2.510
4,7:19,2,10,NWE 38,16,3,Trevor Siemian sacked by Trey Flowers for -5 yards,2.510,1.160
4,6:35,3,15,NWE 43,16,3,Trevor Siemian pass complete short left to Demaryius Thomas for 13 yards (tackle by Logan Ryan),1.160,1.500
4,6:04,4,2,NWE 30,16,3,Trevor Siemian pass incomplete short right intended for Demaryius Thomas (defended by Devin McCourty),1.500,-0.940
4,5:58,1,10,NWE 30,16,3,"LeGarrette Blount left end for no gain (tackle by Jared Crick and Shaquil Barrett). Penalty on Chris Hogan: Unsportsmanlike Conduct (Offsetting), Penalty on Aqib Talib: Unsportsmanlike Conduct (Offsetting)",0.940,0.390
4,5:30,2,10,NWE 30,16,3,"Tom Brady pass incomplete deep left intended for Malcolm Mitchell. Penalty on Von Miller: Defensive Holding, 5 yards (no play)",0.390,1.270
4,5:26,1,10,NWE 35,16,3,LeGarrette Blount left tackle for 2 yards (tackle by Todd Davis and Shaquil Barrett),1.270,0.000
4,4:40,,,,16,3,Timeout #2 by New England Patriots,0.000,-0.990
4,4:40,2,8,NWE 37,16,3,Dion Lewis middle for 8 yards (tackle by Jared Crick),0.990,1.930
4,3:58,1,10,NWE 45,16,3,LeGarrette Blount middle for 5 yards (tackle by Todd Davis),1.930,0.000
4,3:51,,,,16,3,Timeout #2 by Denver Broncos,0.000,-2.060
4,3:51,2,5,,16,3,LeGarrette Blount left tackle for 2 yards (tackle by Darian Stewart and Corey Nelson),2.060,0.000
4,3:46,,,,16,3,Timeout #3 by Denver Broncos,0.000,-1.620
4,3:46,3,3,DEN 48,16,3,"Tom Brady pass incomplete short right intended for Julian Edelman. Penalty on T.J. Ward: Unnecessary Roughness, 15 yards",1.620,3.380
4,3:42,1,10,DEN 33,16,3,LeGarrette Blount right tackle for 2 yards (tackle by Todd Davis and Darian Stewart),3.380,3.110
4,2:59,2,8,DEN 31,16,3,LeGarrette Blount left tackle for 4 yards (tackle by Billy Winn and Todd Davis),3.110,2.940
4,2:16,3,4,DEN 27,16,3,LeGarrette Blount right tackle for 1 yard (tackle by Corey Nelson and Zaire Anderson),2.940,1.840
4,2:00,4,3,DEN 26,16,3,LeGarrette Blount middle for no gain (tackle by Von Miller and Todd Davis),1.840,-0.670
4,1:54,1,10,DEN 26,16,3,Trevor Siemian pass complete deep middle to Emmanuel Sanders for 20 yards (tackle by Patrick Chung),0.670,1.990
4,1:28,1,10,DEN 46,16,3,Trevor Siemian pass incomplete short left intended for Demaryius Thomas,1.990,1.450
4,1:23,2,10,DEN 46,16,3,Trevor Siemian pass complete short right to A.J. Derby for 12 yards (tackle by Devin McCourty),1.450,2.790
4,1:03,1,10,NWE 42,16,3,Trevor Siemian pass complete short middle to Devontae Booker for 14 yards,2.790,3.710
4,0:43,1,10,NWE 28,16,3,"Trevor Siemian pass incomplete short right intended for Devontae Booker. Penalty on Trevor Siemian: Intentional Grounding, 14 yards",3.710,1.280
4,0:23,2,24,NWE 42,16,3,"Trevor Siemian pass complete short left to Jordan Norwood for 12 yards. Jordan Norwood fumbles, recovered by Devin McCourty at NWE-21 and returned for 3 yards (tackle by Jordan Norwood)",1.280,-0.540
4,0:14,1,10,NWE 24,16,3,Tom Brady kneels for -1 yards,0.540,-0.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
