Quarter,Time,Down,ToGo,Location,ATL,SEA,Detail,EPB,EPA
2,7:07,3,13,SEA 42,16,7,"Matt Hasselbeck pass incomplete intended for Jerry Rice is intercepted by DeAngelo Hall at SEA-48 and returned for 48 yards, touchdown",0.300,-7.000
2,,,,SEA 2,17,7,Jay Feely kicks extra point good,0.000,0.000
2,,,,ATL 30,17,7,"Jay Feely kicks off 55 yards, returned by Maurice Morris for 19 yards (tackle by Eric Johnson)",0.000,1.200
2,6:52,1,10,SEA 34,17,7,Matt Hasselbeck pass complete to Bobby Engram for 16 yards (tackle by Bryan Scott),1.200,2.260
2,6:19,1,10,SEA 50,17,7,Shaun Alexander left tackle for 29 yards (tackle by Cory Hall),2.260,4.170
2,5:55,1,10,ATL 21,17,7,Matt Hasselbeck pass complete to Shaun Alexander for 9 yards (tackle by Keith Brooking),4.170,5.160
2,5:19,2,1,ATL 12,17,7,Mack Strong up the middle for 2 yards (tackle by Chris Draft and Brady Smith),5.160,4.910
2,4:45,1,10,ATL 10,17,7,Matt Hasselbeck pass complete to Mack Strong for 3 yards (tackle by Allen Rossum),4.910,4.760
2,4:08,2,7,ATL 7,17,7,Shaun Alexander right tackle for 4 yards (tackle by Patrick Kerney and Roderick Coleman),4.760,4.720
2,3:31,3,3,ATL 3,17,13,"Matt Hasselbeck pass complete to Darrell Jackson for 3 yards, touchdown",4.720,7.000
2,,,,ATL 2,17,14,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,17,14,"Josh Brown kicks off 73 yards, touchback",0.000,0.280
2,3:25,1,10,ATL 20,17,14,T.J. Duckett right tackle for 5 yards (tackle by Antonio Cochran),0.280,0.410
2,2:52,2,5,ATL 25,17,14,T.J. Duckett right tackle for 4 yards (tackle by Isaiah Kacyvenski),0.410,0.230
2,2:10,3,1,ATL 29,17,14,Matt Schaub pass complete to Brian Finneran for 26 yards (tackle by Ken Lucas),0.230,2.590
2,2:00,1,10,SEA 45,17,14,T.J. Duckett right end for 1 yard (tackle by Brandon Mitchell and Rocky Bernard),2.590,2.180
2,1:24,2,9,SEA 44,17,14,Matt Schaub pass incomplete intended for Peerless Price (defended by Ken Lucas),2.180,1.490
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:16,3,9,SEA 44,17,14,"Penalty on Michael Jenkins: False Start, 6 yards (no play)",1.490,0.700
2,1:16,3,15,SEA 50,17,14,Matt Schaub pass incomplete intended for Peerless Price,0.700,-0.060
2,1:12,4,15,SEA 50,17,14,Chris Mohr punts 25 yards,-0.060,-0.610
2,1:03,1,10,SEA 25,17,14,Matt Hasselbeck pass complete to Itula Mili for 5 yards (tackle by Bryan Scott),0.610,0.740
2,0:59,2,5,SEA 30,17,14,Matt Hasselbeck pass complete to Bobby Engram for 13 yards (tackle by Demorrio Williams),0.740,1.800
2,0:51,,,,17,14,Timeout #1 by Seattle Seahawks,0.000,1.800
2,0:51,1,10,SEA 43,17,14,Matt Hasselbeck pass incomplete intended for Jerramy Stevens,1.800,1.250
2,0:48,2,10,SEA 43,17,14,Matt Hasselbeck sacked by Allen Rossum for -6 yards,1.250,-0.230
2,0:28,3,16,SEA 37,17,14,Matt Hasselbeck pass complete to Maurice Morris for 6 yards (tackle by Allen Rossum),-0.230,-0.520
2,0:20,4,10,SEA 43,17,14,"Ken Walter punts 46 yards, returned by Allen Rossum for no gain",-0.520,0.370
2,0:11,1,10,ATL 11,17,14,Matt Schaub kneels for -1 yards,-0.370,-0.850
Quarter,Time,Down,ToGo,Location,ATL,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,17,14,"Josh Brown kicks off 49 yards, returned by Allen Rossum for 17 yards (tackle by Jordan Babineaux)",0.000,1.470
3,14:56,1,10,ATL 38,17,14,Warrick Dunn left tackle for 12 yards (tackle by Ken Hamlin),1.470,2.260
3,14:23,1,10,SEA 50,17,14,"Penalty on Eric Beverly: False Start, 5 yards (no play)",2.260,1.930
3,14:01,1,15,ATL 45,17,14,Matt Schaub pass complete to Fred McCrary for 14 yards (tackle by Isaiah Kacyvenski),1.930,2.930
3,13:38,2,1,SEA 41,17,14,Warrick Dunn up the middle for 2 yards (tackle by Ken Lucas),2.930,2.980
3,12:55,1,10,SEA 39,17,14,Warrick Dunn up the middle for 4 yards (tackle by Ken Hamlin and Chad Brown),2.980,2.980
3,12:12,2,6,SEA 35,17,14,Matt Schaub pass incomplete intended for Michael Jenkins,2.980,2.280
3,12:09,3,6,SEA 35,17,14,"Penalty on Kynan Forney: False Start, 5 yards (no play)",2.280,1.620
3,12:09,3,11,SEA 40,17,14,Matt Schaub pass incomplete intended for Peerless Price is intercepted by Marcus Trufant at SEA-28 and returned for 31 yards (tackle by Warrick Dunn),1.620,-2.850
3,12:01,1,10,ATL 41,17,14,Matt Hasselbeck pass complete to Darrell Jackson for 7 yards (tackle by DeAngelo Hall),2.850,3.250
3,11:27,2,3,ATL 34,17,14,Matt Hasselbeck pass incomplete intended for Itula Mili,3.250,2.540
3,11:23,3,3,ATL 34,17,14,Matt Hasselbeck pass complete to Darrell Jackson for 8 yards (tackle by Keith Brooking),2.540,3.840
3,10:47,1,10,ATL 26,17,14,Shaun Alexander right tackle for 1 yard (tackle by Roderick Coleman),3.840,3.430
3,10:10,2,9,ATL 25,17,14,Matt Hasselbeck pass complete to Shaun Alexander for 6 yards (tackle by Kevin McCadam),3.430,3.570
3,9:30,3,3,ATL 19,17,14,Matt Hasselbeck pass complete to Bobby Engram for 5 yards (tackle by Keith Brooking),3.570,4.650
3,8:52,1,10,ATL 14,17,14,Shaun Alexander right tackle for 5 yards (tackle by Matt Stewart),4.650,4.900
3,8:18,2,5,ATL 9,17,14,Matt Hasselbeck pass incomplete intended for Darrell Jackson,4.900,4.050
3,8:13,3,5,ATL 9,17,14,Matt Hasselbeck pass complete to Ryan Hannam for 6 yards (tackle by Aaron Beasley),4.050,6.510
3,7:38,1,3,ATL 3,17,20,"Matt Hasselbeck pass complete to Jerramy Stevens for 3 yards, touchdown",6.510,7.000
3,,,,ATL 2,17,21,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,17,21,"Josh Brown kicks off 59 yards, returned by Allen Rossum for 24 yards (tackle by Solomon Bates)",0.000,1.270
3,7:30,1,10,ATL 35,17,21,T.J. Duckett up the middle for 35 yards (tackle by Ken Hamlin),1.270,3.580
3,7:01,1,10,SEA 30,17,21,Warrick Dunn right tackle for 1 yard (tackle by Michael Boulware and Rocky Bernard),3.580,3.170
3,6:20,2,9,SEA 29,17,21,Matt Schaub pass complete to Michael Jenkins for 7 yards (tackle by Ken Hamlin),3.170,3.400
3,5:43,3,2,SEA 22,17,21,T.J. Duckett left tackle for 1 yard (tackle by Orlando Huff and Chad Brown),3.400,2.210
3,5:03,4,1,SEA 21,17,21,Jay Feely 39 yard field goal no good,2.210,-0.870
3,4:59,1,10,SEA 29,17,21,Shaun Alexander right tackle for 1 yard (tackle by Brady Smith and Patrick Kerney),0.870,0.460
3,4:20,2,9,SEA 30,17,21,Matt Hasselbeck sacked by Patrick Kerney for -7 yards,0.460,-1.150
3,3:50,3,16,SEA 23,17,21,Matt Hasselbeck pass complete to Bobby Engram for 14 yards (tackle by Keith Brooking),-1.150,-0.910
3,3:15,4,2,SEA 37,17,21,"Ken Walter punts 41 yards, returned by Allen Rossum for 2 yards (tackle by Jordan Babineaux). Penalty on Christian Morton: Illegal Block Above the Waist, 10 yards",-0.910,0.350
3,3:02,1,10,ATL 12,17,21,T.J. Duckett up the middle for 5 yards (tackle by Niko Koutouvides and Michael Boulware),-0.350,-0.230
3,2:25,2,5,ATL 17,17,21,Matt Schaub pass incomplete intended for Peerless Price,-0.230,-0.840
3,2:17,3,5,ATL 17,17,21,Matt Schaub pass complete to Peerless Price for 6 yards (tackle by Marcus Trufant),-0.840,0.480
3,1:41,1,10,ATL 23,17,21,Matt Schaub pass complete to Peerless Price for 8 yards (tackle by Ken Lucas),0.480,1.010
3,1:17,2,2,ATL 31,17,21,Warrick Dunn up the middle for 3 yards (tackle by Cedric Woodard and Isaiah Kacyvenski),1.010,1.200
3,0:37,1,10,ATL 34,17,21,Matt Schaub pass complete to George Layne for 6 yards (tackle by Chad Brown),1.200,1.470
Quarter,Time,Down,ToGo,Location,ATL,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,ATL 40,17,21,Warrick Dunn right tackle for 8 yards (tackle by Ken Hamlin and Craig Terrill),1.470,2.130
4,14:24,1,10,ATL 48,17,21,Matt Schaub pass complete to Peerless Price for 17 yards (tackle by Michael Boulware),2.130,3.250
4,13:45,1,10,SEA 35,17,21,Warrick Dunn right tackle for 2 yards (tackle by Niko Koutouvides),3.250,2.970
4,13:10,2,8,SEA 33,17,21,Warrick Dunn left tackle for 7 yards (tackle by Rocky Bernard),2.970,3.200
4,12:28,3,1,SEA 26,17,21,Warrick Dunn right tackle for 1 yard (tackle by Rashad Moore and Marcus Trufant),3.200,3.910
4,11:55,1,10,SEA 25,17,21,Matt Schaub pass incomplete intended for Brian Finneran (defended by Marcus Trufant),3.910,3.360
4,11:49,2,10,SEA 25,17,21,Warrick Dunn right tackle for 2 yards (tackle by Isaiah Kacyvenski),3.360,2.940
4,10:54,3,8,SEA 23,17,21,Matt Schaub pass complete to Michael Jenkins for 1 yard (tackle by Kris Richard),2.940,1.990
4,10:18,4,7,SEA 22,20,21,Jay Feely 40 yard field goal good,1.990,3.000
4,,,,ATL 30,20,21,"Jay Feely kicks off 51 yards, returned by Heath Evans for 21 yards (tackle by Aaron Beasley)",0.000,1.600
4,10:07,1,10,SEA 40,20,21,Matt Hasselbeck pass complete to Ryan Hannam for 8 yards (tackle by DeAngelo Hall),1.600,2.130
4,9:38,2,2,SEA 48,20,21,Shaun Alexander up the middle for 3 yards (tackle by Kevin McCadam),2.130,2.320
4,9:05,1,10,ATL 49,20,21,Shaun Alexander left tackle for -1 yards (tackle by Travis Hall),2.320,1.650
4,8:20,2,11,SEA 50,20,21,Matt Hasselbeck pass complete to Bobby Engram for 23 yards (tackle by Allen Rossum),1.650,3.780
4,7:36,1,10,ATL 27,20,21,Shaun Alexander left tackle for no gain (tackle by Bryan Scott),3.780,3.230
4,6:57,2,10,ATL 27,20,21,Matt Hasselbeck pass complete to Jerramy Stevens for 11 yards (tackle by Bryan Scott),3.230,4.510
4,6:31,1,10,ATL 16,20,21,Shaun Alexander right tackle for 2 yards (tackle by Matt Stewart),4.510,4.210
4,5:55,2,8,ATL 14,20,21,Shaun Alexander right tackle for 11 yards (tackle by Chris Draft),4.210,6.510
4,5:13,1,3,ATL 3,20,21,Shaun Alexander up the middle for 2 yards (tackle by Chris Draft and Bryan Scott),6.510,5.910
4,4:32,2,1,ATL 1,20,27,"Matt Hasselbeck up the middle for 1 yard, touchdown",5.910,7.000
4,,,,ATL 2,20,28,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,20,28,"Josh Brown kicks off 62 yards, returned by Allen Rossum for 23 yards (tackle by Jason Willis)",0.000,1.000
4,4:23,1,10,ATL 31,20,28,Matt Schaub pass complete to Warrick Dunn for 4 yards (tackle by Chad Brown),1.000,1.000
4,4:17,2,6,ATL 35,20,28,Warrick Dunn right tackle for 5 yards (tackle by Orlando Huff and Solomon Bates),1.000,0.960
4,3:37,3,1,ATL 40,20,28,Matt Schaub left end for 8 yards (tackle by Michael Boulware),0.960,2.130
4,3:31,1,10,ATL 48,20,28,Matt Schaub pass incomplete intended for Dez White,2.130,1.580
4,3:26,2,10,ATL 48,20,28,Warrick Dunn up the middle for 9 yards (tackle by Marquand Manuel),1.580,2.080
4,2:46,3,1,SEA 43,20,28,Warrick Dunn right tackle for 3 yards (tackle by Rashad Moore and Chad Brown),2.080,2.920
4,2:12,1,10,SEA 40,20,28,"Matt Schaub pass incomplete. Penalty on Marcus Trufant: Illegal Contact, 5 yards (no play)",2.920,3.250
4,2:08,1,10,SEA 35,20,28,Warrick Dunn right guard for 2 yards (tackle by Michael Boulware),3.250,2.970
4,2:00,2,8,SEA 33,20,28,Matt Schaub pass complete to Warrick Dunn for 12 yards (tackle by Orlando Huff),2.970,4.170
4,1:27,1,10,SEA 21,20,28,Warrick Dunn right tackle for no gain (tackle by Michael Boulware),4.170,3.630
4,1:18,,,,20,28,Timeout #1 by Atlanta Falcons,0.000,3.630
4,1:18,2,10,SEA 21,20,28,"Penalty on Kynan Forney: False Start, 6 yards (no play)",3.630,2.890
4,1:18,2,15,SEA 27,20,28,Matt Schaub pass complete to Warrick Dunn for 4 yards (tackle by Jordan Babineaux),2.890,2.680
4,0:43,3,12,SEA 23,20,28,"Penalty on Todd Weiner: False Start, 5 yards (no play)",2.680,2.020
4,0:25,3,17,SEA 28,20,28,Matt Schaub pass complete to Brian Finneran for 16 yards (tackle by Marquand Manuel),2.020,2.780
4,0:18,,,,20,28,Timeout #2 by Atlanta Falcons,0.000,2.780
4,0:18,4,1,SEA 12,20,28,Matt Schaub pass complete to Fred McCrary for 9 yards (tackle by Isaiah Kacyvenski),2.780,6.510
4,0:14,1,3,SEA 3,20,28,Matt Schaub sacked by Ken Hamlin for 0 yards,6.510,5.530
4,0:07,,,,20,28,Timeout #3 by Atlanta Falcons,0.000,5.530
4,0:07,2,3,SEA 3,20,28,Matt Schaub pass incomplete intended for Brian Finneran (defended by Ken Lucas),5.530,4.720
4,0:03,3,3,SEA 3,26,28,"Matt Schaub pass complete to Brian Finneran for 3 yards, touchdown",4.720,7.000
4,0:00,,,,26,28,Timeout #1 by Seattle Seahawks,0.000,0.000
4,,,,,26,28,Two Point Attempt: conversion fails,1.000,-1.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
