Quarter,Time,Down,ToGo,Location,HOU,CHI,Detail,EPB,EPA
2,4:34,2,9,CHI 31,0,0,Domanick Williams right tackle for 1 yard (tackle by Ian Scott),3.040,2.480
2,3:47,3,8,CHI 30,0,0,"Penalty on Todd Wade: False Start, 5 yards (no play)",2.480,1.820
2,3:30,3,13,CHI 35,0,0,David Carr pass incomplete intended for Billy Miller,1.820,0.970
2,3:25,4,13,CHI 35,0,0,"Chad Stanley punts 35 yards, touchback",0.970,-0.280
2,3:18,1,10,CHI 20,0,0,"Chad Hutchinson pass complete to Bobby Wade for 9 yards (tackle by DaShon Polk). Penalty on Aaron Gibson: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,2:58,1,20,CHI 10,0,0,Chad Hutchinson pass complete to David Terrell for 20 yards (tackle by Dunta Robinson),-0.760,0.940
2,2:34,1,10,CHI 30,0,0,Chad Hutchinson pass incomplete intended for Desmond Clark,0.940,0.390
2,2:29,2,10,CHI 30,0,0,Thomas Jones right guard for 5 yards (tackle by Antwan Peek),0.390,0.370
2,2:00,3,5,CHI 35,0,0,Chad Hutchinson pass incomplete intended for Bobby Wade,0.370,-1.040
2,1:55,4,5,CHI 35,0,0,"Brad Maynard punts 39 yards, returned by J.J. Moses for 7 yards (tackle by Jerry Azumah)",-1.040,-1.140
2,1:48,1,10,HOU 33,0,0,David Carr pass complete to Domanick Williams for 9 yards (tackle by Lance Briggs),1.140,1.810
2,1:24,2,1,HOU 42,0,0,Domanick Williams left guard for 5 yards (tackle by Hunter Hillenmeyer),1.810,2.060
2,1:01,1,10,HOU 47,0,0,David Carr pass incomplete intended for Billy Miller (defended by R.W. McQuarters),2.060,1.520
2,0:54,2,10,HOU 47,0,0,David Carr pass incomplete intended for Jabar Gaffney (defended by Alex Brown),1.520,0.830
2,0:51,3,10,HOU 47,0,0,David Carr pass complete to Andre Johnson for 26 yards (tackle by Nathan Vasher),0.830,3.780
2,0:42,1,10,CHI 27,0,0,"Domanick Williams right end for 11 yards (tackle by Lance Briggs). Penalty on Billy Miller: Offensive Holding, 10 yards (no play)",3.780,3.120
2,0:34,1,20,CHI 37,6,0,"David Carr pass complete to Corey Bradford for 37 yards, touchdown. Penalty on Corey Bradford: Unsportsmanlike Conduct, 15 yards",3.120,7.000
2,,,,CHI 2,7,0,Kris Brown kicks extra point good,0.000,0.000
2,,,,HOU 15,7,0,"Kris Brown kicks off 48 yards, returned by Adrian Peterson for 17 yards (tackle by Charlie Anderson)",0.000,2.520
2,0:22,1,10,HOU 46,7,0,Chad Hutchinson pass incomplete intended for Desmond Clark is intercepted by Dunta Robinson at HOU-25 and returned for 40 yards (tackle by Olin Kreutz),2.520,-3.250
2,0:09,1,10,CHI 35,7,0,David Carr pass incomplete intended for Jabar Gaffney,3.250,2.700
2,0:04,2,10,CHI 35,7,0,David Carr sacked by Alfonso Boone for -4 yards,2.700,1.490
Quarter,Time,Down,ToGo,Location,HOU,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,7,0,"Paul Edinger kicks off 64 yards, returned by J.J. Moses for 19 yards (tackle by Adrian Peterson)",0.000,0.610
3,14:53,1,10,HOU 25,7,0,Domanick Williams left end for -3 yards (tackle by Ian Scott),0.610,-0.340
3,14:13,2,13,HOU 22,7,0,David Carr pass complete to Corey Bradford for 13 yards (tackle by Hunter Hillenmeyer),-0.340,1.270
3,13:25,1,10,HOU 35,7,0,Domanick Williams right end for no gain (tackle by Alex Brown and Tommie Harris),1.270,0.720
3,12:39,2,10,HOU 35,7,0,Domanick Williams left tackle for 6 yards (tackle by Ian Scott),0.720,0.830
3,12:02,3,4,HOU 41,7,0,David Carr right end for 1 yard (tackle by R.W. McQuarters),0.830,-0.590
3,11:38,4,3,HOU 42,7,0,"Chad Stanley punts 43 yards, returned by R.W. McQuarters for 1 yard (tackle by Kendrick Starling)",-0.590,0.140
3,11:29,1,10,CHI 16,7,0,Thomas Jones right end for -4 yards (tackle by Glenn Earl),-0.140,-1.070
3,10:45,,,,7,0,Timeout #1 by Chicago Bears,0.000,-1.070
3,10:45,2,14,CHI 12,7,0,Chad Hutchinson pass incomplete intended for Thomas Jones,-1.070,-1.890
3,10:41,3,14,CHI 12,7,0,Chad Hutchinson pass complete to Thomas Jones for 5 yards (tackle by Dunta Robinson),-1.890,-2.320
3,10:05,4,9,CHI 17,7,0,"Brad Maynard punts 44 yards, returned by J.J. Moses for 7 yards (tackle by Todd Johnson)",-2.320,-1.990
3,9:55,1,10,HOU 46,7,0,Domanick Williams left end for 11 yards (tackle by Ian Scott and Michael Green),1.990,2.720
3,9:13,1,10,CHI 43,7,0,David Carr pass complete to Domanick Williams for 6 yards (tackle by Bobby Gray),2.720,2.990
3,8:50,2,4,CHI 37,7,0,Domanick Williams left end for -3 yards (tackle by Ian Scott),2.990,1.880
3,8:05,3,7,CHI 40,7,0,David Carr pass incomplete intended for Corey Bradford,1.880,0.590
3,8:02,4,7,CHI 40,7,0,"Chad Stanley punts 22 yards, returned by R.W. McQuarters for 2 yards (tackle by Shantee Orr)",0.590,-0.280
3,7:54,1,10,CHI 20,7,0,Chad Hutchinson pass incomplete intended for Thomas Jones (defended by Kailee Wong),0.280,-0.270
3,7:48,2,10,CHI 20,7,0,Thomas Jones right tackle for 9 yards (tackle by Kailee Wong),-0.270,0.230
3,7:09,3,1,CHI 29,7,0,Thomas Jones right guard for no gain (tackle by Jamie Sharper),0.230,-1.440
3,6:23,4,1,CHI 29,7,0,Brad Maynard punts 52 yards,-1.440,-0.150
3,6:17,1,10,HOU 19,7,0,Domanick Williams right guard for -2 yards (tackle by Michael Green),0.150,-0.720
3,5:33,2,12,HOU 17,7,0,David Carr pass incomplete intended for Domanick Williams,-0.720,-1.420
3,5:28,3,12,HOU 17,7,0,David Carr pass incomplete,-1.420,-2.320
3,5:22,4,12,HOU 17,7,0,"Chad Stanley punts 31 yards, fair catch by R.W. McQuarters",-2.320,-2.390
3,5:15,1,10,HOU 48,7,0,Chad Hutchinson pass incomplete intended for Jason McKie (defended by Jamie Sharper),2.390,1.850
3,5:08,2,10,HOU 48,7,0,Chad Hutchinson pass incomplete intended for Bobby Wade (defended by Aaron Glenn),1.850,1.160
3,5:02,3,10,HOU 48,7,0,Chad Hutchinson pass incomplete intended for Anthony Thomas,1.160,0.070
3,4:57,4,10,HOU 48,7,0,"Brad Maynard punts 34 yards, returned by J.J. Moses for no gain",0.070,0.280
3,4:47,1,10,HOU 14,7,0,"David Carr pass complete to Jabar Gaffney for 12 yards (tackle by Charles Tillman). Penalty on Jabar Gaffney: Illegal Touch Pass, 5 yards (no play)",-0.280,-0.570
3,4:20,1,15,HOU 9,7,0,David Carr pass incomplete intended for Mark Bruener (defended by Jerry Azumah),-0.570,-1.150
3,4:11,2,15,HOU 9,7,0,"Penalty on David Carr: Delay of Game, 4 yards (no play)",-1.150,-1.440
3,4:11,,,,7,0,Timeout #1 by Houston Texans,0.000,-1.440
3,4:11,2,19,HOU 5,7,2,"David Carr pass incomplete, safety. Penalty on David Carr: Intentional Grounding, 5 yards",-1.440,-2.000
3,,,,HOU 20,7,2,"Chad Stanley kicks off 40 yards, returned by R.W. McQuarters for 9 yards (tackle by Kenny Wright)",0.000,2.190
3,4:01,1,10,CHI 49,7,2,"Chad Hutchinson for no gain. Chad Hutchinson fumbles, recovered by Chad Hutchinson at CHI-49",2.190,1.650
3,3:26,2,10,CHI 49,7,2,Anthony Thomas left guard for 1 yard (tackle by Jamie Sharper and Gary Walker),1.650,1.090
3,2:47,3,9,CHI 50,7,2,Chad Hutchinson pass incomplete intended for David Terrell,1.090,-0.060
3,2:41,4,9,CHI 50,7,2,"Brad Maynard punts 38 yards, fair catch by J.J. Moses",-0.060,0.350
3,2:33,1,10,HOU 12,7,2,Jonathan Wells right tackle for 4 yards (tackle by Ian Scott),-0.350,-0.370
3,1:52,2,6,HOU 16,7,2,Jonathan Wells right guard for -4 yards (tackle by Alex Brown),-0.370,-1.420
3,1:06,3,10,HOU 12,7,2,David Carr sacked by Hunter Hillenmeyer for -8 yards,-1.420,-2.490
3,0:42,4,18,HOU 4,7,2,"Chad Stanley punts 29 yards, fair catch by R.W. McQuarters",-2.490,-3.380
3,0:35,1,10,HOU 33,7,2,Thomas Jones right tackle for 3 yards (tackle by DaShon Polk),3.380,3.240
3,0:02,2,7,HOU 30,7,2,Thomas Jones left end for -4 yards (tackle by Antwan Peek),3.240,2.010
Quarter,Time,Down,ToGo,Location,HOU,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,HOU 34,7,2,Chad Hutchinson pass complete to David Terrell for 9 yards (tackle by Marlon McCree),2.010,1.930
4,14:14,4,2,HOU 25,7,5,Paul Edinger 43 yard field goal good,1.930,3.000
4,,,,CHI 30,7,5,"Paul Edinger kicks off 53 yards, returned by Jabar Gaffney for 4 yards (tackle by John Owens)",0.000,0.340
4,14:02,1,10,HOU 21,7,5,David Carr pass incomplete intended for Andre Johnson (defended by Michael Green),0.340,-0.200
4,13:57,2,10,HOU 21,7,5,Domanick Williams left guard for 3 yards (tackle by Marcus Reese),-0.200,-0.490
4,13:15,3,7,HOU 24,7,5,David Carr pass complete to Jabar Gaffney for 69 yards (tackle by Jerry Azumah),-0.490,5.600
4,12:45,1,7,CHI 7,7,5,Domanick Williams left guard for -1 yards (tackle by Alfonso Boone),5.600,4.570
4,12:08,2,8,CHI 8,7,5,David Carr pass complete to Domanick Williams for 5 yards (tackle by Michael Green),4.570,4.720
4,11:45,,,,7,5,Timeout #2 by Houston Texans,0.000,4.720
4,11:45,3,3,CHI 3,7,5,David Carr pass incomplete intended for Jabar Gaffney,4.720,3.040
4,11:41,4,3,CHI 3,10,5,Kris Brown 20 yard field goal good,3.040,3.000
4,,,,HOU 30,10,5,"Chad Stanley kicks off 64 yards, returned by Jerry Azumah for 29 yards (tackle by Demarcus Faggins)",0.000,1.270
4,11:28,1,10,CHI 35,10,5,Chad Hutchinson pass complete to Thomas Jones for -2 yards (tackle by Jamie Sharper),1.270,0.450
4,10:49,2,12,CHI 33,10,5,Chad Hutchinson pass incomplete intended for Bernard Berrian (defended by Aaron Glenn),0.450,-0.230
4,10:42,3,12,CHI 33,10,5,"Chad Hutchinson sacked by Robaire Smith for -13 yards. Penalty on Gary Walker: Face Mask (5 Yards), 10 yards",-0.230,-0.230
4,10:19,3,12,CHI 33,10,5,Chad Hutchinson pass incomplete intended for Bobby Wade,-0.230,-1.180
4,10:14,4,12,CHI 33,10,5,"Brad Maynard punts 41 yards, returned by Aaron Glenn for 18 yards (tackle by Michael Green). Penalty on Dustin Lyman: Ineligible Downfield Kick (Declined)",-1.180,-1.860
4,10:01,1,10,HOU 44,10,5,Domanick Williams left tackle for 4 yards (tackle by Hunter Hillenmeyer),1.860,1.860
4,9:21,2,6,HOU 48,10,5,David Carr pass incomplete intended for Jabar Gaffney (defended by Jerry Azumah),1.860,1.160
4,9:17,3,6,HOU 48,10,5,David Carr pass complete to Jabar Gaffney for 7 yards (tackle by Jerry Azumah),1.160,2.590
4,8:36,1,10,CHI 45,10,5,Domanick Williams left guard for 9 yards (tackle by Lance Briggs). Penalty on Alex Brown: Defensive Offside (Declined),2.590,3.260
4,8:20,2,1,CHI 36,10,5,Domanick Williams right guard for 2 yards (tackle by Alex Brown and Lance Briggs),3.260,3.310
4,7:33,1,10,CHI 34,10,5,David Carr pass incomplete intended for Andre Johnson (defended by Alex Brown),3.310,2.770
4,7:30,2,10,CHI 34,10,5,Domanick Williams left tackle for 3 yards (tackle by Michael Green),2.770,2.480
4,6:49,3,7,CHI 31,10,5,David Carr pass incomplete intended for Corey Bradford,2.480,1.320
4,6:49,4,7,CHI 31,10,5,Penalty on Chad Stanley: Delay of Game (Declined),1.320,1.320
4,6:43,,,,10,5,Timeout #3 by Houston Texans,0.000,1.320
4,6:43,4,7,CHI 31,10,5,David Carr pass complete to Corey Bradford for 8 yards (tackle by Charles Tillman),1.320,4.040
4,6:04,1,10,CHI 23,10,5,Domanick Williams right end for 5 yards (tackle by R.W. McQuarters),4.040,4.210
4,5:21,2,5,CHI 18,10,5,Domanick Williams left end for 3 yards (tackle by Michael Haynes),4.210,4.050
4,4:34,3,2,CHI 15,10,5,David Carr left end for 4 yards (tackle by Hunter Hillenmeyer),4.050,4.840
4,4:28,1,10,CHI 11,16,5,"Domanick Williams right tackle for 11 yards, touchdown",4.840,7.000
4,,,,CHI 2,17,5,Kris Brown kicks extra point good,0.000,0.000
4,,,,HOU 30,17,5,"Kris Brown kicks off 57 yards, returned by Jerry Azumah for 23 yards (tackle by Jonathan Wells)",0.000,1.330
4,4:17,1,10,CHI 36,17,5,"Chad Hutchinson pass complete to Bobby Wade for 19 yards (tackle by Marlon McCree). Penalty on David Terrell: Illegal Block Above the Waist, 10 yards",1.330,2.650
4,4:06,1,1,CHI 45,17,5,Chad Hutchinson pass complete to Bernard Berrian for 9 yards (tackle by Aaron Glenn),2.650,2.520
4,3:47,1,10,HOU 46,17,5,"Chad Hutchinson pass complete to Bernard Berrian for 9 yards (tackle by Jason Simmons). Penalty on Aaron Gibson: Offensive Holding, 10 yards (no play)",2.520,1.860
4,3:47,1,20,CHI 44,17,5,Chad Hutchinson pass complete to Thomas Jones for 5 yards (tackle by Kailee Wong),1.860,1.300
4,3:47,2,15,CHI 49,17,5,Chad Hutchinson pass complete to Thomas Jones for 5 yards (tackle by Demarcus Faggins),1.300,1.290
4,3:25,3,10,HOU 46,17,5,"Chad Hutchinson pass incomplete intended for David Terrell. Penalty on Marlon McCree: Personal Foul, 15 yards (no play)",1.290,3.510
4,3:00,1,10,HOU 31,23,5,"Chad Hutchinson sacked by Dunta Robinson for -7 yards. Chad Hutchinson fumbles (forced by Dunta Robinson), recovered by Charlie Anderson at HOU-40 and returned for 60 yards, touchdown",3.510,-7.000
4,,,,CHI 2,24,5,Kris Brown kicks extra point good,0.000,0.000
4,,,,HOU 30,24,5,"Kris Brown kicks off 54 yards, returned by Adrian Peterson for 22 yards (tackle by Charlie Anderson)",0.000,1.470
4,2:29,1,10,CHI 38,24,5,Chad Hutchinson pass complete to Justin Gage for 18 yards (tackle by Demarcus Faggins),1.470,2.650
4,2:07,1,10,HOU 44,24,5,Chad Hutchinson pass complete to David Terrell for 12 yards (tackle by Jamie Sharper). Penalty on Kenny Wright: Illegal Contact (Declined),2.650,3.450
4,2:00,1,10,HOU 32,24,5,"Chad Hutchinson for no gain. Chad Hutchinson fumbles, recovered by Chad Hutchinson at HOU-35",3.450,2.500
4,1:36,2,13,HOU 35,24,5,"Chad Hutchinson pass incomplete intended for Justin Gage. Penalty on Antwan Peek: Roughing the Passer, 15 yards (no play)",2.500,4.240
4,1:31,1,10,HOU 20,24,5,Chad Hutchinson pass incomplete intended for Bernard Berrian,4.240,3.690
4,1:23,2,10,HOU 20,24,5,Chad Hutchinson pass incomplete intended for Justin Gage (defended by Aaron Glenn),3.690,3.010
4,1:18,3,10,HOU 20,24,5,Chad Hutchinson pass incomplete intended for Bobby Wade,3.010,2.120
4,1:11,4,10,HOU 20,24,5,Chad Hutchinson pass complete to Thomas Jones for 6 yards (tackle by Dunta Robinson),2.120,0.280
4,1:02,1,10,HOU 14,24,5,David Carr kneels for no gain,-0.280,-0.750
4,0:32,2,10,HOU 14,24,5,"Penalty on Bobby Wade: Unsportsmanlike Conduct, 15 yards (no play)",-0.750,0.870
4,0:32,1,10,HOU 29,24,5,David Carr kneels for -1 yards,0.870,0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
