Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Will Blackmon,GNB,3,65,21.7,0,31,2,75,37.5,1,65
Jordy Nelson,GNB,2,28,14.0,0,14,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Aundrae Allison,MIN,1,22,22.0,0,22,2,17,8.5,0,10
Charles Gordon,MIN,1,19,19.0,0,19,2,19,9.5,0,20
Maurice Hicks,MIN,2,35,17.5,0,18,0,0,,0,0
Naufahu Tahi,MIN,1,20,20.0,0,20,0,0,,0,0
