Quarter,Time,Down,ToGo,Location,WAS,DAL,Detail,EPB,EPA
2,6:03,1,10,WAS 23,3,7,"Robert Griffin pass complete deep middle to Leonard Hankerson for 21 yards (tackle by Sean Lee). Penalty on Chris Chester: Offensive Holding, 10 yards (no play)",0.480,-0.590
2,5:28,1,20,WAS 13,3,7,Robert Griffin pass incomplete short right intended for Pierre Garcon,-0.590,-1.500
2,5:22,2,20,WAS 13,3,7,Robert Griffin pass complete short middle to Pierre Garcon for 15 yards (tackle by Barry Church and Sean Lee),-1.500,-0.100
2,4:38,3,5,WAS 28,3,7,Robert Griffin pass complete short middle to Pierre Garcon for 9 yards (tackle by Sean Lee),-0.100,1.400
2,3:56,1,10,WAS 37,3,7,Alfred Morris left tackle for 3 yards (tackle by Bruce Carter),1.400,1.260
2,3:11,2,7,WAS 40,3,7,Robert Griffin pass incomplete short middle intended for Pierre Garcon (defended by Brandon Carr),1.260,0.560
2,3:03,3,7,WAS 40,3,7,Robert Griffin pass incomplete deep middle intended for Pierre Garcon (defended by Barry Church),0.560,-0.720
2,2:56,4,7,WAS 40,3,7,"Saverio Rocca punts 44 yards. Penalty on Jerome Murphy: Illegal Motion, 5 yards (no play)",-0.720,-1.040
2,2:45,4,12,WAS 35,3,13,"Saverio Rocca punts 51 yards, returned by Dwayne Harris for 86 yards, touchdown. Penalty on WAS: Unsportsmanlike Conduct, 15 yards",-1.040,-7.000
2,2:26,,,WAS 2,3,14,Dan Bailey kicks extra point good,0.000,0.000
2,2:26,,,DAL 50,3,14,"Dan Bailey kicks off 41 yards, returned by Niles Paul for 9 yards (tackle by J.J. Wilcox)",0.000,-0.040
2,2:23,1,10,WAS 18,3,14,Robert Griffin pass complete short right to Santana Moss for 16 yards (tackle by Bruce Carter),0.040,1.200
2,2:01,1,10,WAS 34,3,14,Robert Griffin pass complete short right to Roy Helu for 8 yards (tackle by Drake Nevis),1.200,1.740
2,1:54,2,2,WAS 42,3,14,Robert Griffin for 4 yards (tackle by Morris Claiborne),1.740,1.990
2,1:48,1,10,WAS 46,3,14,"Robert Griffin sacked by Jason Hatcher for -10 yards. Penalty on DAL: Unsportsmanlike Conduct, 15 yards",1.990,2.320
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned.",,
2,1:36,1,10,DAL 49,3,14,Robert Griffin pass incomplete short left intended for Santana Moss (defended by Orlando Scandrick),2.320,1.780
2,1:29,2,10,DAL 49,3,14,Robert Griffin pass complete short middle to Jordan Reed for 3 yards (tackle by Bruce Carter),1.780,1.780
2,0:44,2,10,DAL 49,3,14,Timeout #1 by Washington Redskins,1.780,1.490
2,0:44,3,7,DAL 46,3,14,Robert Griffin pass complete short middle to Jordan Reed for 29 yards (tackle by Barry Church and J.J. Wilcox),1.490,4.440
2,0:20,1,10,DAL 17,3,14,Robert Griffin pass incomplete deep left intended for Pierre Garcon,4.440,3.850
2,0:15,2,10,DAL 17,3,14,Robert Griffin pass incomplete short middle intended for Leonard Hankerson (defended by Morris Claiborne),3.850,3.850
2,0:09,2,10,DAL 17,3,14,Timeout #2 by Washington Redskins,3.850,3.070
2,0:09,3,10,DAL 17,3,14,Robert Griffin up the middle for 3 yards (tackle by Nick Hayden),3.070,2.510
2,0:01,4,7,DAL 14,6,14,Kai Forbath 32 yard field goal good,2.510,3.000
Quarter,Time,Down,ToGo,Location,WAS,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,6,14,"Dan Bailey kicks off no gain, touchback",0.000,0.280
3,14:59,1,10,WAS 20,6,14,Robert Griffin pass incomplete short right intended for Pierre Garcon,0.280,-0.270
3,14:51,2,10,WAS 20,6,14,Robert Griffin left end for 7 yards (tackle by Bruce Carter),-0.270,-0.030
3,14:12,3,3,WAS 27,6,14,Robert Griffin pass complete short right to Pierre Garcon for 4 yards (tackle by Orlando Scandrick),-0.030,1.000
3,13:36,1,10,WAS 31,6,14,Alfred Morris right tackle for 5 yards (tackle by George Selvie),1.000,1.140
3,12:53,2,5,WAS 36,6,14,Robert Griffin pass incomplete deep left intended for Pierre Garcon,1.140,0.430
3,12:46,3,5,WAS 36,6,14,"Robert Griffin up the middle for 26 yards (tackle by Barry Church). Penalty on Barry Church: Unnecessary Roughness, 15 yards",0.430,4.040
3,12:17,1,10,DAL 23,6,14,Roy Helu left tackle for 3 yards (tackle by Sean Lee),4.040,3.900
3,11:36,2,7,DAL 20,6,14,Alfred Morris up the middle for -2 yards (tackle by Sean Lee and David Carter),3.900,2.940
3,10:50,3,9,DAL 22,6,14,Robert Griffin pass complete short left to Pierre Garcon for 7 yards (tackle by Sean Lee),2.940,2.570
3,10:08,4,2,DAL 15,9,14,Kai Forbath 33 yard field goal good,2.570,3.000
3,10:08,,,WAS 35,9,14,"Kai Forbath kicks off 70 yards, returned by Dwayne Harris for 90 yards (tackle by E.J. Biggers)",0.000,-4.580
3,9:50,1,10,WAS 15,9,14,Joseph Randle left tackle for no gain (tackle by Josh Wilson),4.580,3.950
3,9:12,2,10,WAS 15,9,20,"Tony Romo pass complete short right to Terrance Williams for 15 yards, touchdown",3.950,7.000
3,9:12,,,WAS 2,9,21,Dan Bailey kicks extra point good,0.000,0.000
3,9:12,,,DAL 35,9,21,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
3,9:03,1,10,WAS 20,9,21,Alfred Morris left tackle for 6 yards (tackle by Orlando Scandrick and J.J. Wilcox),0.280,0.540
3,8:26,2,4,WAS 26,9,21,Alfred Morris right tackle for 2 yards (tackle by Kyle Wilber),0.540,0.100
3,7:40,3,2,WAS 28,9,21,Roy Helu up the middle for 2 yards (tackle by Bruce Carter),0.100,0.940
3,6:56,1,10,WAS 30,9,21,"Robert Griffin sacked by Jason Hatcher for -10 yards. Robert Griffin fumbles (forced by Jason Hatcher), recovered by Kory Lichtensteiger at WAS-18",0.940,-1.330
3,6:07,2,22,WAS 18,9,21,Robert Griffin pass incomplete short middle intended for Roy Helu,-1.330,-2.120
3,6:01,3,22,WAS 18,9,21,Robert Griffin pass complete short right to Roy Helu for 18 yards (tackle by Barry Church and Caesar Rayford),-2.120,-0.980
3,5:29,4,4,WAS 36,9,21,"Saverio Rocca punts 59 yards, returned by Dwayne Harris for 23 yards (tackle by Nick Sundberg). Penalty on Morris Claiborne: Offensive Holding, 10 yards",-0.980,-0.040
3,5:16,1,10,DAL 18,9,21,Joseph Randle left tackle for no gain (tackle by Chris Baker),0.040,-0.490
3,4:41,2,10,DAL 18,9,21,Tony Romo pass incomplete short right intended for Dez Bryant,-0.490,-1.170
3,4:37,3,10,DAL 18,9,21,Tony Romo pass incomplete deep middle intended for Dez Bryant,-1.170,-2.240
3,4:30,4,10,DAL 18,9,21,"Chris Jones punts 43 yards, returned by Jerome Murphy for no gain. Penalty on E.J. Biggers: Offensive Holding, 10 yards",-2.240,-0.870
3,4:20,1,10,WAS 29,9,21,Robert Griffin pass incomplete deep middle intended for Pierre Garcon (defended by Brandon Carr),0.870,0.330
3,4:14,2,10,WAS 29,9,21,"Robert Griffin for 11 yards (tackle by Barry Church). Penalty on Barry Church: Unnecessary Roughness, 15 yards",0.330,2.590
3,3:53,1,10,DAL 45,15,21,"Alfred Morris up the middle for 45 yards, touchdown. Penalty on Caesar Rayford: Defensive Offside (Declined)",2.590,7.000
3,3:53,,,DAL 2,15,21,"Kai Forbath kicks extra point good. Penalty on Tyler Polumbus: False Start, 5 yards (no play)",0.000,-1.000
3,3:53,,,DAL 2,16,21,Kai Forbath kicks extra point good,0.000,0.000
3,3:53,,,WAS 35,16,21,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
3,3:43,1,10,DAL 20,16,21,Tony Romo sacked by Perry Riley for -5 yards,0.280,-1.070
3,3:10,2,15,DAL 15,16,21,Tony Romo pass incomplete short middle intended for Dez Bryant,-1.070,-1.860
3,3:04,3,15,DAL 15,16,21,Tony Romo pass incomplete short left intended for Miles Austin,-1.860,-2.440
3,2:58,4,15,DAL 15,16,21,"Chris Jones punts 52 yards, returned by Josh Morgan for 6 yards (tackle by Jeff Heath)",-2.440,-1.530
3,2:47,1,10,WAS 39,16,21,Alfred Morris up the middle for 3 yards (tackle by Jason Hatcher),1.530,1.390
3,2:11,2,7,WAS 42,16,21,Robert Griffin pass incomplete short middle intended for Pierre Garcon (defended by Brandon Carr),1.390,0.700
3,2:04,3,7,WAS 42,16,21,Robert Griffin pass complete short right to Leonard Hankerson for 17 yards (tackle by Morris Claiborne),0.700,2.850
3,1:22,1,10,DAL 41,16,21,Alfred Morris up the middle for 6 yards (tackle by Barry Church),2.850,3.120
3,0:41,2,4,DAL 35,16,21,Robert Griffin for 5 yards (tackle by Brandon Carr),3.120,3.580
3,0:06,1,10,DAL 30,16,21,Robert Griffin left end for -1 yards (tackle by Brandon Carr),3.580,2.900
Quarter,Time,Down,ToGo,Location,WAS,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,DAL 31,16,21,Robert Griffin pass incomplete short middle intended for Leonard Hankerson (defended by Morris Claiborne),2.900,2.210
4,14:54,3,11,DAL 31,16,21,Robert Griffin pass incomplete deep left intended for Pierre Garcon,2.210,1.320
4,14:48,4,11,DAL 31,16,21,Kai Forbath 49 yard field goal no good,1.320,-1.530
4,14:42,1,10,DAL 39,16,21,Tony Romo pass complete short right to Cole Beasley for 14 yards (tackle by Jose Gumbs),1.530,2.460
4,13:53,1,10,WAS 47,16,21,Tony Romo pass complete short left to Dez Bryant for 17 yards (tackle by Josh Wilson),2.460,3.580
4,13:08,1,10,WAS 30,16,21,Tony Romo pass complete short left to Jason Witten for 5 yards (tackle by London Fletcher),3.580,3.710
4,12:24,2,5,WAS 25,16,21,Tony Romo pass incomplete short left intended for Cole Beasley,3.710,3.010
4,12:19,3,5,WAS 25,16,21,Tony Romo pass complete short left to Cole Beasley for 9 yards (tackle by Brandon Meriweather),3.010,4.510
4,11:41,1,10,WAS 16,16,21,Tony Romo pass incomplete short right intended for James Hanna,4.510,3.900
4,11:36,2,10,WAS 16,16,21,"Tony Romo pass incomplete short right intended for Jason Witten. Penalty on Terrance Williams: Offensive Pass Interference, 10 yards (no play)",3.900,2.610
4,11:31,2,20,WAS 26,16,21,Tony Romo pass incomplete deep left intended for Miles Austin (defended by DeAngelo Hall),2.610,1.950
4,11:24,3,20,WAS 26,16,21,Tony Romo pass complete short left to Cole Beasley for 14 yards (tackle by Perry Riley),1.950,2.660
4,10:40,4,6,WAS 12,16,24,Dan Bailey 30 yard field goal good,2.660,3.000
4,10:40,,,DAL 35,16,24,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
4,10:36,1,10,WAS 20,16,24,Robert Griffin pass complete short right to Josh Morgan for 6 yards (tackle by Barry Church),0.280,0.540
4,10:17,2,4,WAS 26,16,24,"Penalty on Alfred Morris: False Start, 5 yards (no play)",0.540,-0.130
4,9:56,2,9,WAS 21,16,24,"Robert Griffin pass incomplete deep right intended for Josh Morgan. Penalty on Kory Lichtensteiger: Offensive Holding, 10 yards (no play)",-0.130,-1.440
4,9:47,2,19,WAS 11,16,24,"Robert Griffin sacked by Kyle Wilber for -7 yards. Robert Griffin fumbles (forced by Kyle Wilber), recovered by Kyle Wilber at WAS-4 and returned for 1 yards (tackle by Robert Griffin)",-1.440,-6.510
4,9:36,1,3,WAS 3,16,24,Joseph Randle right tackle for 2 yards (tackle by Stephen Bowen),6.510,5.910
4,8:56,2,1,WAS 1,16,30,"Joseph Randle left tackle for 1 yard, touchdown",5.910,7.000
4,8:56,,,WAS 2,16,31,Dan Bailey kicks extra point good,0.000,0.000
4,8:56,,,DAL 35,16,31,"Dan Bailey kicks off 71 yards, returned by Josh Morgan for 20 yards (tackle by Phillip Tanner)",0.000,0.280
4,8:44,1,10,WAS 14,16,31,Roy Helu left end for 2 yards (tackle by Nick Hayden),-0.280,-0.510
4,7:59,2,8,WAS 16,16,31,"Robert Griffin pass incomplete deep middle intended for Pierre Garcon. Penalty on Nick Hayden: Illegal Use of Hands, 5 yards (no play)",-0.510,0.340
4,7:53,1,10,WAS 21,16,31,Robert Griffin pass complete deep right to Santana Moss for 26 yards (tackle by Orlando Scandrick),0.340,2.060
4,7:15,1,10,WAS 47,16,31,Robert Griffin pass incomplete short right intended for Roy Helu,2.060,1.520
4,7:11,2,10,WAS 47,16,31,Robert Griffin pass complete short left to Roy Helu for 8 yards (tackle by Brandon Carr),1.520,1.880
4,6:34,3,2,DAL 45,16,31,Darrel Young up the middle for 19 yards (tackle by J.J. Wilcox and Ernie Sims),1.880,3.840
4,6:00,1,10,DAL 26,16,31,Roy Helu left end for 3 yards (tackle by Brandon Carr),3.840,3.700
4,5:16,2,7,DAL 23,16,31,Robert Griffin pass incomplete is intercepted by Orlando Scandrick at DAL--9,3.700,-0.280
4,5:08,1,10,DAL 20,16,31,Joseph Randle left tackle for 14 yards (tackle by Reed Doughty),0.280,1.200
4,4:22,1,10,DAL 34,16,31,Joseph Randle left tackle for 3 yards (tackle by Ryan Kerrigan),1.200,1.060
4,3:30,2,7,DAL 37,16,31,Joseph Randle right tackle for 3 yards (tackle by Ryan Kerrigan),1.060,1.060
4,3:25,2,7,DAL 37,16,31,Timeout #1 by Washington Redskins,1.060,0.760
4,3:25,3,4,DAL 40,16,31,Joseph Randle left end for -3 yards (tackle by Perry Riley),0.760,0.760
4,3:20,3,4,DAL 40,16,31,Timeout #2 by Washington Redskins,0.760,-0.910
4,3:20,4,7,DAL 37,16,31,"Chris Jones punts 45 yards, returned by Josh Morgan for -2 yards (tackle by Dwayne Harris)",-0.910,0.140
4,3:06,1,10,WAS 16,16,31,Robert Griffin pass complete deep middle to Pierre Garcon for 25 yards (tackle by Brandon Carr),-0.140,1.660
4,2:43,1,10,WAS 41,16,31,Robert Griffin pass incomplete short middle intended for Jordan Reed (defended by Sean Lee),1.660,1.120
4,2:36,2,10,WAS 41,16,31,Robert Griffin pass incomplete deep right intended for Leonard Hankerson,1.120,0.430
4,2:31,3,10,WAS 41,16,31,Robert Griffin pass complete short left to Roy Helu for 1 yard (tackle by Sean Lee and Nick Hayden),0.430,0.430
4,2:16,3,10,WAS 41,16,31,Timeout #3 by Washington Redskins,0.430,-0.590
4,2:16,4,9,WAS 42,16,31,Robert Griffin pass incomplete deep middle intended for Leonard Hankerson (defended by Morris Claiborne),-0.590,-2.790
4,2:10,1,10,WAS 42,16,31,Joseph Randle right tackle for 2 yards (tackle by Josh Wilson),2.790,2.510
4,2:00,2,8,WAS 40,16,31,Joseph Randle up the middle for no gain (tackle by Kedric Golston and Reed Doughty),2.510,1.820
4,1:15,3,8,WAS 40,16,31,Joseph Randle right end for -5 yards (tackle by Kedric Golston),1.820,1.820
4,0:28,3,8,WAS 40,16,31,Timeout #1 by Dallas Cowboys,1.820,0.270
4,0:23,4,13,WAS 45,16,31,"Chris Jones punts 36 yards, returned by Josh Morgan for 4 yards (tackle by L.P. Ladouceur). Penalty on Jose Gumbs: Offensive Holding, 10 yards",0.270,0.380
4,0:14,1,10,WAS 3,16,31,"Roy Helu left end for 15 yards (tackle by B.W. Webb). Penalty on Tyler Polumbus: Offensive Holding, 10 yards",-0.380,-0.190
4,0:00,1,5,WAS 8,16,31,Roy Helu right end for 17 yards (tackle by Morris Claiborne),-0.190,0.610
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
