Quarter,Time,Tm,Detail,WAS,DAL
1.0,8:52,Cowboys,DeMarco Murray 4 yard rush (Dan Bailey kick),0,7
,1:38,Redskins,Kai Forbath 20 yard field goal,3,7
2.0,2:26,Cowboys,Dwayne Harris 86 yard punt return (Dan Bailey kick),3,14
,0:00,Redskins,Kai Forbath 32 yard field goal,6,14
3.0,10:03,Redskins,Kai Forbath 33 yard field goal,9,14
,9:03,Cowboys,Terrance Williams 15 yard pass from Tony Romo (Dan Bailey kick),9,21
,3:43,Redskins,Alfred Morris 45 yard rush (Kai Forbath kick),16,21
4.0,10:36,Cowboys,Dan Bailey 30 yard field goal,16,24
,8:49,Cowboys,Joseph Randle 1 yard rush (Dan Bailey kick),16,31
