Quarter,Time,Down,ToGo,Location,WAS,MIN,Detail,EPB,EPA
2,15:00,1,10,WAS 41,10,7,Christian Ponder pass complete deep right to Cordarrelle Patterson for 20 yards (tackle by Josh Wilson),2.850,4.170
2,14:21,1,10,WAS 21,10,7,Christian Ponder pass complete short left to Greg Jennings for 10 yards (tackle by DeAngelo Hall),4.170,4.840
2,13:55,1,10,WAS 11,10,7,Christian Ponder pass complete short right to Greg Jennings for 3 yards (tackle by Reed Doughty and DeAngelo Hall),4.840,4.700
2,13:20,2,7,WAS 8,10,7,"Adrian Peterson right tackle for 3 yards (tackle by Brandon Meriweather and Reed Doughty). Penalty on Perry Riley: Unnecessary Roughness, 3 yards",4.700,6.740
2,13:04,1,2,WAS 2,10,13,"Christian Ponder pass complete short right to Cordarrelle Patterson for 2 yards, touchdown",6.740,7.000
2,13:04,,,WAS 2,10,14,Blair Walsh kicks extra point good,0.000,0.000
2,13:04,,,MIN 35,10,14,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
2,12:59,1,10,WAS 20,10,14,Alfred Morris up the middle for 2 yards (tackle by Erin Henderson),0.280,0.000
2,12:26,2,8,WAS 22,10,14,Robert Griffin pass complete short right to Jordan Reed for no gain,0.000,-0.690
2,11:42,3,8,WAS 22,10,14,Robert Griffin pass complete short middle to Jordan Reed for 15 yards (tackle by Erin Henderson and Robert Blanton),-0.690,1.400
2,11:00,1,10,WAS 37,10,14,Alfred Morris up the middle for 8 yards (tackle by Marcus Sherels),1.400,1.940
2,10:19,2,2,WAS 45,10,14,Alfred Morris up the middle for 1 yard (tackle by Andrew Sendejo and Chad Greenway),1.940,1.360
2,9:37,3,1,WAS 46,10,14,Alfred Morris left guard for 2 yards (tackle by Chad Greenway),1.360,2.130
2,8:59,1,10,WAS 48,10,14,Robert Griffin pass incomplete short right intended for Santana Moss,2.130,1.580
2,8:53,2,10,WAS 48,10,14,Robert Griffin pass complete short right to Pierre Garcon for 32 yards,1.580,4.240
2,8:17,1,10,MIN 20,10,14,Robert Griffin pass complete short left to Leonard Hankerson for 3 yards (tackle by Erin Henderson and Josh Robinson),4.240,4.120
2,7:36,2,7,MIN 17,10,14,Alfred Morris up the middle for 9 yards (tackle by Erin Henderson and Robert Blanton),4.120,5.370
2,6:58,1,8,MIN 8,10,14,Alfred Morris left guard for 3 yards (tackle by Robert Blanton and Marvin Mitchell),5.370,5.150
2,6:14,2,5,MIN 5,10,14,Alfred Morris right tackle for -1 yards (tackle by Erin Henderson and Kevin Williams),5.150,4.040
2,5:33,3,6,MIN 6,10,14,"Penalty on Trent Williams: False Start, 5 yards (no play)",4.040,3.120
2,5:08,3,11,MIN 11,16,14,"Robert Griffin pass complete short middle to Jordan Reed for 11 yards, touchdown",3.120,7.000
2,5:08,,,MIN 2,17,14,Kai Forbath kicks extra point good,0.000,0.000
2,5:08,,,WAS 35,17,14,"Kai Forbath kicks off 64 yards, returned by Cordarrelle Patterson for 23 yards (tackle by Josh Hull)",0.000,-0.540
2,4:56,1,10,MIN 24,17,14,Adrian Peterson up the middle for 3 yards (tackle by Reed Doughty and DeAngelo Hall),0.540,0.400
2,4:25,2,7,MIN 27,17,14,Christian Ponder pass incomplete short left intended for Cordarrelle Patterson,0.400,-0.300
2,4:21,3,7,MIN 27,17,14,Christian Ponder pass incomplete short right intended for Jerome Simpson,-0.300,-1.570
2,4:17,4,7,MIN 27,17,14,"Jeff Locke punts 49 yards, muffed catch by Josh Morgan, recovered by Josh Morgan and returned for no gain",-1.570,-0.480
2,4:07,1,10,WAS 23,17,14,Alfred Morris right guard for 7 yards (tackle by Andrew Sendejo and Chase Baker),0.480,0.880
2,3:30,2,3,WAS 30,17,14,Robert Griffin for 3 yards,0.880,1.140
2,2:59,1,10,WAS 33,17,14,Robert Griffin pass complete deep middle to Pierre Garcon for 17 yards (tackle by Xavier Rhodes),1.140,2.260
2,2:16,1,10,MIN 50,17,14,Alfred Morris right end for 2 yards (tackle by Xavier Rhodes and Sharrif Floyd),2.260,1.980
2,2:00,2,8,MIN 48,17,14,Alfred Morris left end for 3 yards (tackle by Robert Blanton and Josh Robinson),1.980,1.690
2,1:16,3,5,MIN 45,17,14,Robert Griffin pass complete short middle to Pierre Garcon for 12 yards (tackle by Josh Robinson and Robert Blanton),1.690,1.690
2,1:09,3,5,MIN 45,17,14,Timeout #2 by Washington Redskins,1.690,3.380
2,1:09,1,10,MIN 33,17,14,Robert Griffin pass complete short left to Jordan Reed for 12 yards (tackle by Erin Henderson),3.380,4.170
2,0:43,1,10,MIN 21,17,14,Robert Griffin pass complete short right to Santana Moss for 13 yards (tackle by Robert Blanton and Erin Henderson),4.170,5.370
2,0:25,1,8,MIN 8,17,14,Robert Griffin spiked the ball,5.370,4.570
2,0:24,2,8,MIN 8,17,14,"Penalty on Robert Griffin: Delay of Game, 5 yards (no play)",4.570,3.720
2,0:24,2,13,MIN 13,17,14,Robert Griffin left tackle for 12 yards (tackle by Erin Henderson and Chad Greenway),3.720,3.720
2,0:15,2,13,MIN 13,17,14,Timeout #3 by Washington Redskins,3.720,5.170
2,0:15,3,1,MIN 1,23,14,"Robert Griffin pass complete short left to Logan Paulsen for 1 yard, touchdown",5.170,7.000
2,0:15,,,MIN 2,24,14,Kai Forbath kicks extra point good,0.000,0.000
2,0:15,,,WAS 35,24,14,"Kai Forbath kicks off 54 yards, returned by Cordarrelle Patterson for 14 yards (tackle by Bacarri Rambo)",0.000,-0.610
2,0:04,1,10,MIN 25,24,14,Christian Ponder kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,WAS,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,24,14,"Blair Walsh kicks off 73 yards, touchback",0.000,-0.280
3,15:00,1,10,WAS 20,24,14,Alfred Morris left end for 2 yards (tackle by Kevin Williams and Josh Robinson),0.280,0.000
3,14:23,2,8,WAS 22,24,14,Alfred Morris up the middle for 14 yards (tackle by Andrew Sendejo and Mistral Raymond),0.000,1.330
3,13:43,1,10,WAS 36,24,14,Robert Griffin pass incomplete short right intended for Josh Morgan,1.330,0.790
3,13:38,2,10,WAS 36,24,14,Robert Griffin left end for 5 yards (tackle by Andrew Sendejo),0.790,0.760
3,12:52,3,5,WAS 41,24,14,Robert Griffin pass complete short left to Leonard Hankerson for 12 yards,0.760,2.460
3,12:23,1,10,MIN 47,24,14,Alfred Morris up the middle for 3 yards (tackle by Erin Henderson and Chad Greenway),2.460,2.320
3,11:43,2,7,MIN 44,24,14,Robert Griffin sacked by Kevin Williams for -8 yards,2.320,0.560
3,11:05,3,15,WAS 48,24,14,Robert Griffin pass complete short middle to Pierre Garcon for 30 yards (tackle by Chad Greenway),0.560,4.110
3,10:19,1,10,MIN 22,24,14,Robert Griffin left end for 1 yard (tackle by Andrew Sendejo),4.110,3.700
3,9:39,2,9,MIN 21,24,14,Robert Griffin pass incomplete short left intended for Roy Helu,3.700,3.010
3,9:35,3,9,MIN 21,24,14,Robert Griffin pass incomplete short left intended for Jordan Reed,3.010,2.060
3,9:27,4,9,MIN 21,27,14,Kai Forbath 40 yard field goal good,2.060,3.000
3,9:27,,,WAS 35,27,14,"Kai Forbath kicks off 55 yards, returned by Toby Gerhart for 16 yards (tackle by Trent Robinson)",0.000,-0.670
3,9:17,1,10,MIN 26,27,14,Adrian Peterson left guard for no gain (tackle by Reed Doughty),0.670,0.130
3,8:44,2,10,MIN 26,27,14,Christian Ponder pass complete short left to John Carlson for 4 yards (tackle by DeAngelo Hall),0.130,-0.030
3,8:04,3,6,MIN 30,27,14,Christian Ponder pass complete short left to Jarius Wright for 6 yards (tackle by Brandon Meriweather),-0.030,1.330
3,7:29,1,10,MIN 36,27,14,Adrian Peterson right end for 9 yards (tackle by Reed Doughty),1.330,2.010
3,6:55,2,1,MIN 45,27,14,Christian Ponder pass complete short right to John Carlson for 16 yards (tackle by Josh Wilson),2.010,2.980
3,6:19,1,10,WAS 39,27,14,Christian Ponder pass complete short right to Chase Ford for 2 yards (tackle by DeAngelo Hall),2.980,2.710
3,5:51,2,8,WAS 37,27,14,Adrian Peterson right guard for 4 yards (tackle by DeAngelo Hall),2.710,2.540
3,5:16,3,4,WAS 33,27,14,Christian Ponder pass complete short middle to Greg Jennings for 5 yards (tackle by Brandon Meriweather and London Fletcher),2.540,3.710
3,4:43,1,10,WAS 28,27,20,"Christian Ponder pass complete short middle to John Carlson for 28 yards, touchdown",3.710,7.000
3,4:43,,,WAS 2,27,21,Blair Walsh kicks extra point good,0.000,0.000
3,4:43,,,MIN 35,27,21,"Blair Walsh kicks off 61 yards, returned by Niles Paul for 24 yards (tackle by Larry Dean)",0.000,-0.810
3,4:26,1,10,WAS 28,27,21,Alfred Morris right tackle for 5 yards (tackle by Jared Allen),0.810,0.940
3,3:54,2,5,WAS 33,27,21,Robert Griffin pass complete short left to Pierre Garcon for 2 yards (tackle by Josh Robinson),0.940,0.500
3,3:12,3,3,WAS 35,27,21,Robert Griffin pass incomplete short left intended for Pierre Garcon,0.500,-1.040
3,3:08,4,3,WAS 35,27,21,"Penalty on Jerome Murphy: False Start, 5 yards (no play)",-1.040,-1.370
3,3:08,4,8,WAS 30,27,21,"Saverio Rocca punts 46 yards, returned by Marcus Sherels for 20 yards (tackle by Reed Doughty). Penalty on Darrel Young: Unnecessary Roughness, 15 yards",-1.370,-2.850
3,2:57,1,10,WAS 41,27,21,Adrian Peterson left guard for -2 yards (tackle by Stephen Bowen),2.850,2.040
3,2:14,2,12,WAS 43,27,21,Christian Ponder pass incomplete short right intended for Cordarrelle Patterson (defended by Ryan Kerrigan),2.040,1.350
3,2:11,3,12,WAS 43,27,21,Christian Ponder pass complete deep right to Jarius Wright for 28 yards (tackle by E.J. Biggers),1.350,4.580
3,1:22,1,10,WAS 15,27,21,"Christian Ponder left end for 14 yards (tackle by DeAngelo Hall). Christian Ponder fumbles (forced by DeAngelo Hall), ball out of bounds at WAS-1",4.580,6.970
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
3,1:12,1,1,WAS 1,27,27,"Adrian Peterson right end for 1 yard, touchdown",6.970,7.000
3,1:12,,,WAS 2,27,28,Blair Walsh kicks extra point good,0.000,0.000
3,1:12,,,MIN 35,27,28,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
3,0:50,1,10,WAS 20,27,28,"Robert Griffin for 9 yards. Penalty on Logan Paulsen: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,0:28,1,20,WAS 10,27,28,Robert Griffin pass complete deep middle to Pierre Garcon for 18 yards (tackle by Xavier Rhodes),-0.760,0.810
Quarter,Time,Down,ToGo,Location,WAS,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,WAS 28,27,28,Alfred Morris up the middle for 5 yards (tackle by Chad Greenway),0.810,1.140
4,14:26,1,10,WAS 33,27,28,Alfred Morris left guard for 4 yards (tackle by Andrew Sendejo and Everson Griffen),1.140,1.130
4,13:45,2,6,WAS 37,27,28,Robert Griffin sacked by Kevin Williams for -10 yards,1.130,-0.890
4,13:05,3,16,WAS 27,27,28,Robert Griffin sacked by Everson Griffen for -10 yards,-0.890,-2.320
4,12:41,4,26,WAS 17,27,28,"Saverio Rocca punts 33 yards, out of bounds",-2.320,-2.260
4,12:32,1,10,WAS 50,27,28,Adrian Peterson up the middle for 1 yard (tackle by Perry Riley),2.260,1.850
4,11:57,2,9,WAS 49,27,28,Matt Cassel pass incomplete short left intended for Jerome Simpson (defended by Josh Wilson),1.850,1.160
4,11:54,3,9,WAS 49,27,28,Matt Cassel pass complete deep left to Jerome Simpson for 25 yards (tackle by Bacarri Rambo),1.160,3.970
4,11:16,1,10,WAS 24,27,28,Adrian Peterson right end for 2 yards (tackle by Reed Doughty),3.970,3.700
4,10:46,2,8,WAS 22,27,28,Matt Cassel pass complete short middle to John Carlson for 2 yards (tackle by Ryan Kerrigan),3.700,3.270
4,10:03,3,6,WAS 20,27,28,Matt Cassel pass incomplete deep right intended for Jarius Wright. Penalty on Matt Kalil: Illegal Use of Hands (Declined),3.270,2.150
4,9:57,4,6,WAS 20,27,31,Blair Walsh 39 yard field goal good,2.150,3.000
4,9:57,,,MIN 35,27,31,"Blair Walsh kicks off 66 yards, returned by Niles Paul for 25 yards (tackle by Robert Blanton)",0.000,-0.540
4,9:49,1,10,WAS 24,27,31,Robert Griffin pass incomplete short middle intended for Jordan Reed,0.540,0.000
4,9:45,2,10,WAS 24,27,31,Alfred Morris right tackle for 7 yards (tackle by Erin Henderson and Chad Greenway),0.000,0.230
4,9:02,3,3,WAS 31,27,31,Robert Griffin sacked by Jared Allen and Kevin Williams for -11 yards,0.230,-2.030
4,8:34,4,14,WAS 20,27,31,"Saverio Rocca punts 56 yards, returned by Marcus Sherels for 14 yards (tackle by Darrel Young)",-2.030,-1.470
4,8:23,1,10,MIN 38,27,31,Adrian Peterson up the middle for -3 yards (tackle by Ryan Kerrigan and Reed Doughty),1.470,0.520
4,7:44,2,13,MIN 35,27,31,Adrian Peterson up the middle for 14 yards (tackle by Ryan Kerrigan),0.520,2.190
4,6:56,1,10,MIN 49,27,31,Toby Gerhart left tackle for 4 yards (tackle by Perry Riley and Josh Wilson),2.190,2.190
4,6:18,2,6,WAS 47,27,31,Adrian Peterson right tackle for 5 yards (tackle by Reed Doughty),2.190,2.150
4,5:33,3,1,WAS 42,27,31,Adrian Peterson left tackle for 1 yard (tackle by Brian Orakpo and Josh Wilson),2.150,2.850
4,4:52,1,10,WAS 41,27,31,Matt Cassel pass complete short middle to John Carlson for 17 yards (tackle by Brandon Meriweather),2.850,3.970
4,4:06,1,10,WAS 24,27,31,Adrian Peterson right guard for 2 yards (tackle by Chris Baker and DeAngelo Hall),3.970,3.970
4,3:54,1,10,WAS 24,27,31,Timeout #1 by Washington Redskins,3.970,3.700
4,3:54,2,8,WAS 22,27,31,Adrian Peterson left end for -3 yards (tackle by Reed Doughty),3.700,3.700
4,3:47,2,8,WAS 22,27,31,Timeout #2 by Washington Redskins,3.700,2.610
4,3:47,3,11,WAS 25,27,31,Matt Cassel pass complete short middle to Jerome Simpson for 3 yards (tackle by DeAngelo Hall and Nick Barnett),2.610,2.610
4,3:40,3,11,WAS 25,27,31,Timeout #3 by Washington Redskins,2.610,1.990
4,3:40,4,8,WAS 22,27,34,Blair Walsh 40 yard field goal good,1.990,3.000
4,3:40,,,MIN 35,27,34,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
4,3:36,1,10,WAS 20,27,34,Alfred Morris left end for 1 yard (tackle by Kevin Williams and Marvin Mitchell),0.280,-0.130
4,3:13,2,9,WAS 21,27,34,Robert Griffin pass complete short right to Leonard Hankerson for 9 yards (tackle by Xavier Rhodes),-0.130,0.940
4,2:49,1,10,WAS 30,27,34,Alfred Morris left end for 10 yards (tackle by Mistral Raymond),0.940,1.600
4,2:42,1,10,WAS 40,27,34,Robert Griffin right end for 5 yards (tackle by Andrew Sendejo and Chad Greenway),1.600,1.730
4,2:17,2,5,WAS 45,27,34,Roy Helu left end for 4 yards (tackle by Josh Robinson),1.730,1.550
4,2:11,3,1,WAS 49,27,34,Darrel Young up the middle for no gain (tackle by Erin Henderson and Chad Greenway),1.550,-0.130
4,2:00,4,1,WAS 49,27,34,Robert Griffin for 12 yards (tackle by Andrew Sendejo),-0.130,2.980
4,1:55,1,10,MIN 39,27,34,Robert Griffin pass complete short right to Roy Helu for 8 yards (tackle by Chad Greenway),2.980,3.520
4,1:28,2,2,MIN 31,27,34,Robert Griffin pass complete short middle to Roy Helu for 6 yards (tackle by Chad Greenway),3.520,3.520
4,1:20,2,2,MIN 31,27,34,Timeout #1 by Minnesota Vikings,3.520,3.910
4,1:20,1,10,MIN 25,27,34,Robert Griffin pass complete short middle to Jordan Reed for 17 yards (tackle by Andrew Sendejo),3.910,5.370
4,0:46,1,8,MIN 8,27,34,Roy Helu up the middle for 4 yards (tackle by Jared Allen and Andrew Sendejo),5.370,5.370
4,0:38,1,8,MIN 8,27,34,Timeout #2 by Minnesota Vikings,5.370,5.340
4,0:38,2,4,MIN 4,27,34,Robert Griffin pass incomplete short right intended for Jordan Reed (defended by Erin Henderson),5.340,4.490
4,0:35,3,4,MIN 4,27,34,Robert Griffin pass incomplete short right intended for Pierre Garcon,4.490,3.030
4,0:32,4,4,MIN 4,27,34,Robert Griffin pass incomplete short left intended for Santana Moss,3.030,0.380
4,0:24,1,10,MIN 4,27,34,Matt Cassel kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
