Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
1,5:45,1,10,GNB 42,3,3,Aaron Rodgers pass complete short middle to Ryan Grant for 6 yards (tackle by Patrick Willis),1.730,2.000
1,5:08,2,4,GNB 48,3,3,Ryan Grant right end for 1 yard (tackle by Patrick Willis),2.000,1.420
1,4:23,3,3,GNB 49,3,3,Aaron Rodgers pass complete deep left to Greg Jennings for 37 yards (tackle by Shawntae Spencer),1.420,4.650
1,3:50,1,10,SFO 14,3,3,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (no play)",4.650,4.260
1,3:25,1,15,SFO 19,3,3,Aaron Rodgers pass incomplete short left intended for Ryan Grant,4.260,3.370
1,3:22,2,15,SFO 19,3,3,Aaron Rodgers pass complete short middle to Ryan Grant for 10 yards (tackle by Matt Wilhelm),3.370,4.050
1,2:35,3,5,SFO 9,3,3,Aaron Rodgers pass incomplete short left intended for Brandon Jackson,4.050,2.880
1,2:30,4,5,SFO 9,3,6,Mason Crosby 27 yard field goal good,2.880,3.000
1,,,,GNB 30,3,6,"Mason Crosby kicks off 72 yards, returned by Arnaz Battle for 18 yards (tackle by Derrick Martin)",0.000,-0.140
1,2:22,1,10,SFO 16,3,6,Frank Gore middle for 3 yards (tackle by Aaron Kampman and A.J. Hawk),-0.140,-0.180
1,1:50,2,7,SFO 19,3,6,Alex Smith pass incomplete short right intended for Josh Morgan (defended by Charles Woodson),-0.180,-0.950
1,1:43,3,7,SFO 19,3,6,Alex Smith sacked by Aaron Kampman for -2 yards,-0.950,-2.320
1,1:31,4,9,SFO 17,3,6,"Andy Lee punts 51 yards, returned by Tramon Williams for 6 yards (tackle by Mark Roman). Penalty on Brandon Underwood: Running Into the Kicker (Declined)",-2.320,-1.470
1,1:21,1,10,GNB 38,3,6,Ryan Grant left guard for 9 yards (tackle by Patrick Willis and Tarell Brown),1.470,2.140
1,0:39,2,1,GNB 47,3,6,Ryan Grant right end for 2 yards (tackle by Michael Lewis),2.140,2.190
Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 49,3,6,Ryan Grant right tackle for 1 yard (tackle by Justin Smith),2.190,1.780
2,14:27,2,9,,3,6,Aaron Rodgers pass complete short right to Jermichael Finley for 4 yards (tackle by Manny Lawson),1.780,1.620
2,13:44,3,5,SFO 46,3,6,"Aaron Rodgers pass incomplete short right intended for Greg Jennings. Penalty on Tarell Brown: Defensive Holding, 5 yards (no play)",1.620,2.850
2,13:40,1,10,SFO 41,3,6,Aaron Rodgers pass complete short left to James Jones for 8 yards (tackle by Shawntae Spencer),2.850,3.390
2,12:59,2,2,SFO 33,3,6,"Aaron Rodgers pass incomplete. Penalty on Aaron Rodgers: Intentional Grounding, 15 yards",3.390,0.700
2,12:54,3,17,SFO 48,3,6,Aaron Rodgers pass incomplete deep left intended for Greg Jennings,0.700,0.070
2,12:47,4,17,SFO 48,3,6,"Jeremy Kapinos punts 48 yards, touchback",0.070,-0.280
2,12:40,1,10,SFO 20,3,6,Alex Smith sacked by B.J. Raji for -1 yards,0.280,-0.460
2,12:07,2,11,SFO 19,3,6,Frank Gore middle for 4 yards (tackle by Clay Matthews),-0.460,-0.560
2,11:25,3,7,SFO 23,3,6,Alex Smith pass incomplete short right intended for Isaac Bruce,-0.560,-1.830
2,11:19,4,7,SFO 23,3,6,Andy Lee punts 55 yards,-1.830,-0.410
2,11:06,1,10,GNB 22,3,6,Aaron Rodgers pass complete short right to Donald Driver for 5 yards (tackle by Michael Lewis),0.410,0.540
2,10:23,2,5,GNB 27,3,6,Aaron Rodgers pass complete short right to Jermichael Finley for no gain,0.540,-0.160
2,9:41,3,5,GNB 27,3,6,Aaron Rodgers pass complete short right to Greg Jennings for 9 yards (tackle by Tarell Brown and Mark Roman),-0.160,1.330
2,8:59,1,10,GNB 36,3,12,"Aaron Rodgers pass complete short middle to Greg Jennings for 64 yards, touchdown",1.330,7.000
2,,,,SFO 2,3,13,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,3,13,"Mason Crosby kicks off 76 yards, touchback",0.000,0.280
2,8:47,1,10,SFO 20,3,13,Alex Smith sacked by Cullen Jenkins for -9 yards,0.280,-1.440
2,8:12,2,19,SFO 11,3,13,Alex Smith pass incomplete short left intended for Michael Crabtree (defended by Al Harris),-1.440,-2.470
2,8:08,3,19,SFO 11,3,13,Alex Smith pass complete short right to Michael Crabtree for 6 yards (tackle by Aaron Kampman),-2.470,-2.320
2,7:29,4,13,SFO 17,3,13,"Andy Lee punts 54 yards. Penalty on Jarius Wynn: Illegal Block Above the , 10 yards",-2.320,-0.150
2,7:17,1,10,GNB 19,3,13,Aaron Rodgers pass incomplete deep right intended for Donald Driver,0.150,-0.390
2,7:11,2,10,GNB 19,3,13,"Aaron Rodgers for no gain. Aaron Rodgers fumbles, recovered by Ryan Grant at GNB-18",-0.390,-1.250
2,6:33,3,11,GNB 18,3,13,Aaron Rodgers pass complete short left to Brandon Jackson for 16 yards (tackle by Shawntae Spencer),-1.250,1.200
2,5:48,1,10,GNB 34,3,13,Aaron Rodgers pass complete short middle to Donald Driver for 15 yards (tackle by Dashon Goldson),1.200,2.190
2,5:05,1,10,GNB 49,3,13,Aaron Rodgers pass complete short right to Jordy Nelson for 6 yards (tackle by Tarell Brown),2.190,2.460
2,4:32,2,4,SFO 45,3,13,Aaron Rodgers pass complete short right to Donald Driver for 12 yards (tackle by Dashon Goldson),2.460,3.380
2,3:52,1,10,SFO 33,3,13,Ryan Grant right end for 15 yards (tackle by Patrick Willis),3.380,4.370
2,3:10,1,10,SFO 18,3,13,Aaron Rodgers pass incomplete short left intended for Jermichael Finley,4.370,3.800
2,3:07,2,10,SFO 18,3,13,Aaron Rodgers for 11 yards (tackle by Tarell Brown),3.800,5.600
2,2:33,1,7,SFO 7,3,19,"Aaron Rodgers pass complete short right to Jordy Nelson for 7 yards, touchdown",5.600,7.000
2,,,,SFO 2,3,20,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,3,20,"Mason Crosby kicks off 64 yards, returned by Glen Coffee for 13 yards (tackle by Derrick Martin)",0.000,0.150
2,2:23,1,10,SFO 19,3,20,Alex Smith pass complete short left to Frank Gore for -5 yards (tackle by Cullen Jenkins),0.150,-1.110
2,2:17,,,,3,20,Timeout #1 by Green Bay Packers,0.000,-1.110
2,2:17,2,15,SFO 14,3,20,Frank Gore right tackle for 6 yards (tackle by Nick Barnett),-1.110,-0.940
2,2:00,3,9,SFO 20,3,20,Alex Smith pass complete short left to Vernon Davis for 4 yards (tackle by Al Harris),-0.940,-1.770
2,1:53,,,,3,20,Timeout #2 by Green Bay Packers,0.000,-1.770
2,1:52,4,5,SFO 24,3,20,"Andy Lee punts 48 yards, returned by Tramon Williams for 27 yards (tackle by Curtis Taylor)",-1.770,-2.590
2,1:40,1,10,SFO 45,3,20,Aaron Rodgers pass complete short middle to Brandon Jackson for 4 yards (tackle by Michael Lewis),2.590,2.580
2,1:14,2,6,SFO 41,3,20,Aaron Rodgers pass complete short middle to Brandon Jackson for 16 yards (tackle by Shawntae Spencer and Mark Roman),2.580,3.910
2,0:42,1,10,SFO 25,3,20,Aaron Rodgers pass complete short middle to Jermichael Finley for 7 yards (tackle by Dashon Goldson),3.910,4.370
2,0:21,2,3,SFO 18,3,20,Aaron Rodgers pass incomplete short right intended for Greg Jennings,4.370,3.660
2,0:18,3,3,SFO 18,3,20,Aaron Rodgers pass complete short right to James Jones for 5 yards (tackle by Tarell Brown),3.660,4.710
2,0:13,1,10,SFO 13,3,20,Aaron Rodgers pass incomplete short right intended for Jermichael Finley (defended by Tarell Brown),4.710,4.050
2,0:09,2,10,SFO 13,3,20,Aaron Rodgers for 4 yards (tackle by Tarell Brown),4.050,3.880
2,0:01,3,6,SFO 9,3,23,Mason Crosby 27 yard field goal good,3.880,3.000
Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,3,23,"Mason Crosby kicks off 73 yards, returned by Josh Morgan for 25 yards (tackle by Derrick Martin)",0.000,0.410
3,14:56,1,10,SFO 22,3,23,Alex Smith pass complete short right to Vernon Davis for 8 yards (tackle by A.J. Hawk and Tramon Williams),0.410,0.950
3,14:19,2,2,SFO 30,3,23,Alex Smith pass incomplete short right intended for Josh Morgan,0.950,0.230
3,14:16,3,2,SFO 30,3,23,Alex Smith right end for 2 yards (tackle by Charles Woodson),0.230,1.070
3,13:49,1,10,SFO 32,3,23,Frank Gore middle for no gain (tackle by Nick Barnett),1.070,0.530
3,13:08,2,10,SFO 32,3,23,Alex Smith pass complete deep middle to Vernon Davis for 32 yards (tackle by Atari Bigby),0.530,3.180
3,12:21,1,10,GNB 36,3,23,Alex Smith pass incomplete short middle intended for Vernon Davis (defended by Clay Matthews),3.180,2.640
3,12:18,2,10,GNB 36,3,23,Alex Smith pass incomplete deep middle intended for Michael Crabtree (defended by Al Harris),2.640,1.950
3,12:12,3,10,GNB 36,3,23,Alex Smith pass complete short left to Jason Hill for 8 yards (tackle by Charles Woodson),1.950,1.700
3,11:28,,,,3,23,Timeout #1 by San Francisco 49ers,0.000,1.700
3,11:28,4,2,GNB 28,3,23,Alex Smith pass incomplete short right intended for Frank Gore,1.700,-0.810
3,11:23,1,10,GNB 28,3,23,Aaron Rodgers pass incomplete short middle intended for Donald Lee,0.810,0.260
3,11:17,2,10,GNB 28,3,23,"Ryan Grant right end for 11 yards (tackle by Dashon Goldson). Penalty on Scott Wells: Offensive Holding, 10 yards (no play)",0.260,-1.190
3,10:53,2,20,GNB 18,3,23,Aaron Rodgers pass complete short left to Jordy Nelson for 8 yards (tackle by Shawntae Spencer),-1.190,-0.690
3,10:23,3,12,GNB 26,3,23,Aaron Rodgers pass complete short left to Brandon Jackson for 10 yards (tackle by Tarell Brown),-0.690,-0.980
3,9:49,4,2,GNB 36,3,23,"Jeremy Kapinos punts 34 yards, muffed catch by Reggie Smith, recovered by Reggie Smith and returned for no gain",-0.980,-1.070
3,9:40,1,10,SFO 32,3,23,Alex Smith pass incomplete short middle intended for Vernon Davis (defended by Johnny Jolly),1.070,0.530
3,9:37,2,10,SFO 32,3,23,Alex Smith pass complete short right to Vernon Davis for 11 yards (tackle by A.J. Hawk and Clay Matthews),0.530,1.800
3,8:53,1,10,SFO 43,3,23,Alex Smith pass complete deep middle to Vernon Davis for 29 yards (tackle by Jarrett Bush),1.800,3.710
3,8:10,1,10,GNB 28,3,23,Alex Smith pass incomplete deep middle intended for Vernon Davis,3.710,3.170
3,8:06,2,10,GNB 28,3,23,"Alex Smith pass complete short left to Isaac Bruce for 3 yards (tackle by Tramon Williams). Penalty on Vernon Davis: Offensive Pass Interfere, 10 yards (no play)",3.170,1.820
3,7:42,2,20,GNB 38,3,23,Alex Smith pass incomplete deep right intended for Isaac Bruce,1.820,1.160
3,7:35,3,20,GNB 38,9,23,"Alex Smith pass complete deep left to Michael Crabtree for 38 yards, touchdown",1.160,7.000
3,,,,GNB 2,10,23,Joe Nedney kicks extra point good,0.000,0.000
3,,,,SFO 30,10,23,"Joe Nedney kicks off 76 yards, touchback",0.000,0.280
3,7:28,1,10,GNB 20,10,23,Aaron Rodgers pass complete short right to Greg Jennings for 5 yards (tackle by Michael Lewis),0.280,0.410
3,6:51,2,5,GNB 25,10,23,Ryan Grant right end for 5 yards (tackle by Michael Lewis),0.410,0.940
3,6:26,1,10,GNB 30,10,23,Ryan Grant right end for 9 yards (tackle by Patrick Willis),0.940,1.610
3,5:59,2,1,GNB 39,10,23,Ryan Grant left tackle for 3 yards (tackle by Aubrayo Franklin and Isaac Sopoaga),1.610,1.730
3,5:16,1,10,GNB 42,10,23,Brandon Jackson left end for 4 yards (tackle by Patrick Willis),1.730,1.730
3,4:34,2,6,GNB 46,10,23,Aaron Rodgers pass incomplete deep middle intended for Donald Driver,1.730,1.030
3,4:28,3,6,GNB 46,10,23,Aaron Rodgers pass incomplete short left intended for James Jones (defended by Shawntae Spencer),1.030,-0.320
3,4:25,4,6,GNB 46,10,23,"Jeremy Kapinos punts 40 yards, returned by Reggie Smith for -2 yards (tackle by Desmond Bishop)",-0.320,0.350
3,4:14,1,10,SFO 12,10,23,Alex Smith pass complete short right to Frank Gore for 4 yards (tackle by Brad Jones),-0.350,-0.370
3,3:34,2,6,SFO 16,10,23,"Penalty on Jason Hill: False Start, 5 yards (no play)",-0.370,-0.850
3,3:12,2,11,SFO 11,10,23,Frank Gore right tackle for 3 yards (tackle by Charles Woodson),-0.850,-1.190
3,2:29,3,8,SFO 14,10,23,Alex Smith pass incomplete short right intended for Vernon Davis,-1.190,-2.470
3,2:24,4,8,SFO 14,10,23,Andy Lee punts 51 yards,-2.470,-1.270
3,2:16,1,10,GNB 35,10,23,Ryan Grant right tackle for 11 yards (tackle by Michael Lewis),1.270,1.990
3,1:32,1,10,GNB 46,10,23,Ryan Grant left end for -1 yards (tackle by Michael Lewis),1.990,1.320
3,0:50,2,11,GNB 45,10,23,Aaron Rodgers pass complete short right to James Jones for 9 yards (tackle by Tarell Brown and Parys Haralson),1.320,1.820
3,0:03,,,,10,23,Timeout #1 by Green Bay Packers,0.000,1.820
3,0:03,3,2,SFO 46,10,23,Aaron Rodgers pass complete short left to Brandon Jackson for 9 yards (tackle by Patrick Willis),1.820,3.120
Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 37,10,23,Aaron Rodgers sacked by Parys Haralson for -12 yards,3.120,0.950
4,14:30,2,22,SFO 49,10,23,Aaron Rodgers pass incomplete deep middle intended for Donald Lee,0.950,0.300
4,14:24,3,22,SFO 49,10,23,Aaron Rodgers pass complete short middle to Brandon Jackson for 10 yards (tackle by Manny Lawson),0.300,0.660
4,13:40,4,12,SFO 39,10,23,Jeremy Kapinos punts 38 yards,0.660,0.380
4,13:31,1,10,SFO 2,10,23,Alex Smith pass incomplete deep left intended for Vernon Davis is intercepted by Nick Collins at SFO-21 and returned for 10 yards,-0.380,-4.840
4,13:23,1,10,SFO 11,10,23,Ryan Grant right tackle for 1 yard (tackle by Dashon Goldson),4.840,4.320
4,12:41,2,9,SFO 10,10,23,Aaron Rodgers pass complete short left to James Jones for no gain,4.320,3.300
4,11:59,3,9,SFO 10,10,23,Aaron Rodgers pass complete short right to Jermichael Finley for 9 yards (tackle by Michael Lewis),3.300,6.970
4,11:15,1,1,SFO 1,10,29,"Ryan Grant right guard for 1 yard, touchdown",6.970,7.000
4,,,,SFO 2,10,30,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,10,30,"Mason Crosby kicks off 70 yards, returned by Josh Morgan for 76 yards (tackle by Brandon Underwood)",0.000,3.970
4,10:52,1,10,GNB 24,10,30,Alex Smith pass incomplete short left intended for Frank Gore (defended by Nick Collins),3.970,3.430
4,10:49,2,10,GNB 24,10,30,Alex Smith pass incomplete,3.430,2.740
4,10:42,3,10,GNB 24,16,30,"Alex Smith pass complete deep middle to Vernon Davis for 24 yards, touchdown",2.740,7.000
4,,,,GNB 2,17,30,Joe Nedney kicks extra point good,0.000,0.000
4,,,,SFO 30,17,30,"Joe Nedney kicks off 69 yards, returned by Jordy Nelson for 22 yards (tackle by Moran Norris)",0.000,0.480
4,10:33,1,10,GNB 23,17,30,Ryan Grant left tackle for 3 yards (tackle by Parys Haralson),0.480,0.340
4,9:52,2,7,GNB 26,17,30,Aaron Rodgers pass complete short left to Donald Driver for 5 yards (tackle by Shawntae Spencer),0.340,0.300
4,9:11,3,2,GNB 31,17,30,Aaron Rodgers sacked by Manny Lawson for -6 yards,0.300,-1.700
4,8:38,4,8,GNB 25,17,30,"Jeremy Kapinos punts 57 yards, returned by Reggie Smith for 9 yards (tackle by Brady Poppinga). Penalty on Diyral Briggs: Illegal Block Above the , 10 yards",-1.700,0.060
4,8:26,1,10,SFO 17,17,30,"Alex Smith pass complete short left to Michael Crabtree for -2 yards (tackle by Brandon Underwood). Penalty on Brandon Underwood: Face Mask (15 Yards), 15 yards",-0.060,0.940
4,8:02,1,10,SFO 30,17,30,Alex Smith pass complete deep middle to Isaac Bruce for 20 yards (tackle by Tramon Williams),0.940,2.260
4,7:20,1,10,,17,30,Alex Smith pass complete deep right to Michael Crabtree for 35 yards (tackle by Tramon Williams),2.260,4.580
,,,,,,,"GNB challenged the pass completion ruling, and the play was upheld.",,
4,6:51,1,10,GNB 15,17,30,Alex Smith pass incomplete short right intended for Vernon Davis,4.580,3.950
4,6:48,2,10,GNB 15,17,30,Alex Smith pass complete short left to Josh Morgan for 5 yards (tackle by Jarrett Bush),3.950,4.000
4,6:06,3,5,GNB 10,17,30,Alex Smith pass incomplete short right intended for Isaac Bruce (defended by Johnny Jolly),4.000,2.810
4,6:02,4,5,GNB 10,23,30,"Alex Smith pass complete short right to Frank Gore for 10 yards, touchdown",2.810,7.000
4,,,,GNB 2,24,30,Joe Nedney kicks extra point good,0.000,0.000
4,,,,SFO 30,24,30,"Joe Nedney kicks off 69 yards, returned by Jordy Nelson for 17 yards (tackle by Glen Coffee). Penalty on Derrick Martin: Offensive Holding, 9 yards",0.000,-0.380
4,5:50,1,10,GNB 9,24,30,Ryan Grant right tackle for 4 yards (tackle by Michael Lewis),-0.380,-0.480
4,5:07,2,6,GNB 13,24,30,Ryan Grant right end for 2 yards (tackle by Manny Lawson and Matt Wilhelm),-0.480,-0.720
4,4:22,3,4,GNB 15,24,30,Aaron Rodgers pass complete short right to Jermichael Finley for 5 yards (tackle by Michael Lewis),-0.720,0.280
4,3:40,1,10,GNB 20,24,30,Ryan Grant left end for 21 yards (tackle by Dashon Goldson),0.280,1.660
4,2:51,1,10,GNB 41,24,30,Brandon Jackson right tackle for 1 yard (tackle by Manny Lawson and Matt Wilhelm),1.660,1.260
4,2:46,,,,24,30,Timeout #2 by San Francisco 49ers,0.000,1.260
4,2:46,2,9,GNB 42,24,30,Brandon Jackson right end for 8 yards (tackle by Matt Wilhelm),1.260,1.620
,,,,,,,"SFO challenged the runner was down by contact ruling, and the play was upheld.",,
4,2:32,3,1,,24,30,Aaron Rodgers right guard for 2 yards (tackle by Scott McKillop),1.620,2.390
4,2:00,1,10,SFO 48,24,30,Aaron Rodgers kneels for -2 yards,2.390,1.580
4,1:18,2,12,,24,30,Aaron Rodgers kneels for -1 yards,1.580,0.760
4,0:38,3,13,GNB 49,24,30,Aaron Rodgers kneels for -1 yards,0.760,-0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
