Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Cesar Ruiz,G,47,100%,0,0%,2,8%
Ryan Ramczyk,T,47,100%,0,0%,2,8%
Josh Andrews,G,47,100%,0,0%,0,0%
Andy Dalton,QB,43,91%,0,0%,0,0%
Jarvis Landry,WR,37,79%,0,0%,0,0%
Alvin Kamara,RB,37,79%,0,0%,0,0%
Chris Olave,WR,36,77%,0,0%,0,0%
Kevin White,WR,31,66%,0,0%,10,42%
Juwan Johnson,TE,31,66%,0,0%,7,29%
James Hurst,T,27,57%,0,0%,2,8%
Lewis Kidd,G,26,55%,0,0%,2,8%
Calvin Throckmorton,T,21,45%,0,0%,2,8%
Landon Young,T,20,43%,0,0%,2,8%
Taysom Hill,TE,19,40%,0,0%,8,33%
Adam Trautman,TE,19,40%,0,0%,7,29%
Adam Prentice,FB,9,19%,0,0%,10,42%
Tre'Quan Smith,WR,7,15%,0,0%,5,21%
Rashid Shaheed,WR,6,13%,0,0%,8,33%
Dwayne Washington,RB,4,9%,0,0%,22,92%
Jordan Howard,RB,3,6%,0,0%,0,0%
Paulson Adebo,CB,0,0%,84,100%,0,0%
P.J. Williams,CB,0,0%,84,100%,0,0%
Demario Davis,LB,0,0%,84,100%,0,0%
Tyrann Mathieu,FS,0,0%,84,100%,0,0%
Kaden Elliss,LB,0,0%,81,96%,11,46%
Alontae Taylor,CB,0,0%,80,95%,0,0%
Chris Harris Jr.,CB,0,0%,55,65%,0,0%
Cameron Jordan,DE,0,0%,49,58%,0,0%
Kentavius Street,DT,0,0%,45,54%,0,0%
Malcolm Roach,DT,0,0%,44,52%,0,0%
David Onyemata,DT,0,0%,42,50%,6,25%
Carl Granderson,DE,0,0%,41,49%,17,71%
Payton Turner,DE,0,0%,39,46%,6,25%
Tanoh Kpassagnon,DE,0,0%,39,46%,6,25%
Shy Tuttle,DT,0,0%,34,40%,6,25%
Zack Baun,LB,0,0%,28,33%,22,92%
Justin Evans,SS,0,0%,10,12%,6,25%
Daniel Sorensen,FS,0,0%,1,1%,17,71%
Andrew Dowell,LB,0,0%,0,0%,22,92%
J.T. Gray,SS,0,0%,0,0%,17,71%
Nephi Sewell,LB,0,0%,0,0%,11,46%
Bryce Thompson,DB,0,0%,0,0%,9,38%
Blake Gillikin,P,0,0%,0,0%,7,29%
Zach Wood,LS,0,0%,0,0%,7,29%
Wil Lutz,K,0,0%,0,0%,5,21%
