Quarter,Time,Down,ToGo,Location,HOU,ATL,Detail,EPB,EPA
1,5:31,2,12,ATL 27,0,7,"Matt Ryan pass incomplete short right intended for Julio Jones (defended by J.J. Watt). Penalty on Jadeveon Clowney: Illegal Use of Hands, 5 yards (no play)",0.060,1.070
1,5:26,1,10,ATL 32,0,7,"Devonta Freeman right end for -5 yards (tackle by Vince Wilfork). Devonta Freeman fumbles (forced by Vince Wilfork), recovered by Devonta Freeman at ATL-27. Penalty on Andy Levitre: Offensive Holding, 10 yards (no play)",1.070,0.410
1,4:55,1,20,ATL 22,0,7,Matt Ryan pass complete short right to Julio Jones for 10 yards (tackle by Kareem Jackson),0.410,0.530
1,4:19,2,10,ATL 32,0,7,Matt Ryan sacked by Jared Crick for -5 yards,0.530,-0.820
1,3:34,3,15,ATL 27,0,7,"Matt Ryan pass incomplete deep left intended for Leonard Hankerson. Penalty on Kevin Johnson: Illegal Contact, 6 yards (no play)",-0.820,1.140
1,3:28,1,10,ATL 33,0,7,"Matt Ryan pass complete short middle to Roddy White for 9 yards (tackle by A.J. Bouye). Penalty on Roddy White: Offensive Pass Interference, 10 yards (no play)",1.140,0.480
1,2:56,1,20,ATL 23,0,7,Matt Ryan pass complete short right to Devonta Freeman for 9 yards (tackle by Justin Tuggle),0.480,0.460
1,2:10,2,11,ATL 32,0,7,Matt Ryan pass incomplete short right intended for Julio Jones,0.460,-0.230
1,2:06,3,11,ATL 32,0,7,Matt Ryan pass complete short left to Leonard Hankerson for 16 yards (tackle by Kareem Jackson),-0.230,2.130
1,1:34,1,10,ATL 48,0,7,Matt Ryan pass complete deep right to Julio Jones for 19 yards (tackle by A.J. Bouye),2.130,3.380
1,0:58,1,10,HOU 33,0,7,Matt Ryan pass complete short left to Devonta Freeman for 2 yards (tackle by Brian Cushing),3.380,3.110
1,0:09,2,8,HOU 31,0,7,Matt Ryan pass complete short middle to Nick Williams for 8 yards (tackle by Kareem Jackson),3.110,4.040
Quarter,Time,Down,ToGo,Location,HOU,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,HOU 23,0,7,"Penalty on Jake Matthews: False Start, 5 yards (no play)",4.040,3.710
2,15:00,1,15,HOU 28,0,7,"Matt Ryan sacked by Brian Cushing for -4 yards. Penalty on Eddie Pleasant: Illegal Use of Hands, 5 yards (no play)",3.710,4.040
2,14:45,1,10,HOU 23,0,13,"Devonta Freeman left guard for 23 yards, touchdown",4.040,7.000
2,14:45,,,HOU 23,0,14,Matt Bryant kicks extra point good,0.000,0.000
2,14:45,,,ATL 35,0,14,"Matthew Bosher kicks off 69 yards, returned by Keith Mumphery for 25 yards (tackle by Nathan Stupar)",0.000,-0.340
2,14:32,1,10,HOU 21,0,14,Ryan Mallett pass incomplete short middle intended for DeAndre Hopkins (defended by Desmond Trufant),0.340,-0.200
2,14:29,2,10,HOU 21,0,14,Arian Foster left end for no gain (tackle by Jonathan Babineaux),-0.200,-0.890
2,13:49,3,10,HOU 21,0,14,Ryan Mallett pass incomplete deep middle intended for Garrett Graham,-0.890,-1.960
2,13:46,4,10,HOU 21,0,14,"Shane Lechler punts 56 yards, returned by Eric Weems for 11 yards (tackle by John Simon)",-1.960,-1.200
2,13:34,1,10,ATL 34,0,14,Matt Ryan pass incomplete short right intended for Roddy White,1.200,0.660
2,13:32,2,10,ATL 34,0,14,Matt Ryan pass incomplete short right intended for Roddy White (defended by J.J. Watt),0.660,-0.030
2,13:28,3,10,ATL 34,0,14,Matt Ryan sacked by J.J. Watt and John Simon for -8 yards,-0.030,-1.630
2,12:49,4,18,ATL 26,0,14,"Matthew Bosher punts 48 yards, fair catch by Cecil Shorts. Penalty on Nathan Stupar: Illegal Formation, 5 yards",-1.630,-1.000
2,12:40,1,10,HOU 31,0,14,Ryan Mallett pass incomplete deep right intended for DeAndre Hopkins (defended by Desmond Trufant),1.000,0.460
2,12:34,2,10,HOU 31,0,20,"Arian Foster right end for -7 yards. Arian Foster fumbles, recovered by Desmond Trufant at HOU-24 and returned for 24 yards, touchdown",0.460,-7.000
2,12:24,,,HOU 31,0,21,Matt Bryant kicks extra point good,0.000,0.000
2,12:24,,,ATL 35,0,21,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
2,12:24,1,10,HOU 20,0,21,Ryan Mallett pass incomplete deep right intended for Garrett Graham (defended by Robert Alford),0.280,-0.270
2,12:15,2,10,HOU 20,0,21,Arian Foster right end for 4 yards (tackle by William Moore),-0.270,-0.430
2,11:48,3,6,HOU 24,0,21,Ryan Mallett pass complete short middle to Keith Mumphery for 9 yards (tackle by Vic Beasley),-0.430,1.140
2,11:23,1,10,HOU 33,0,21,"Penalty on Garrett Graham: False Start, 5 yards (no play)",1.140,1.140
2,10:56,1,10,HOU 33,0,21,Timeout #1 by Houston Texans,1.140,0.810
2,10:56,1,15,HOU 28,0,21,Arian Foster right guard for 1 yard (tackle by Joplo Bartu),0.810,0.050
2,10:25,2,14,HOU 29,0,21,Ryan Mallett pass complete short right to DeAndre Hopkins for 11 yards (tackle by Desmond Trufant),0.050,0.830
2,9:46,3,3,HOU 40,0,21,Ryan Mallett pass incomplete short left intended for DeAndre Hopkins (defended by Robert Alford),0.830,-0.720
2,9:42,4,3,HOU 40,0,21,"Shane Lechler punts 42 yards, out of bounds",-0.720,-0.040
2,9:31,1,10,ATL 18,0,21,Devonta Freeman left tackle for no gain (tackle by Brian Cushing),0.040,-0.490
2,8:46,2,10,ATL 18,0,21,Devonta Freeman right end for 8 yards (tackle by Quintin Demps and Brian Cushing),-0.490,-0.140
2,7:59,3,2,ATL 26,0,21,Matt Ryan pass complete short left to Julio Jones for 6 yards (tackle by Johnathan Joseph),-0.140,1.070
2,7:19,1,10,ATL 32,0,21,Devonta Freeman left guard for 1 yard (tackle by Whitney Mercilus),1.070,0.660
2,6:40,2,9,ATL 33,0,21,Matt Ryan pass complete short right to Roddy White for 4 yards (tackle by Kevin Johnson),0.660,0.500
2,5:56,3,5,ATL 37,0,21,Matt Ryan pass complete short middle to Leonard Hankerson for 7 yards (tackle by Kareem Jackson),0.500,1.860
2,5:16,1,10,ATL 44,0,21,Matt Ryan pass incomplete short right intended for Devonta Freeman,1.860,1.320
2,5:12,2,10,ATL 44,0,21,Matt Ryan pass complete short left to Devonta Freeman for 44 yards (tackle by Quintin Demps),1.320,4.780
2,4:25,1,10,HOU 12,0,21,Terron Ward left guard for 7 yards (tackle by Rahim Moore),4.780,5.410
2,4:00,2,3,HOU 5,0,21,Terron Ward right end for 2 yards (tackle by John Simon),5.410,5.060
2,3:15,3,1,HOU 3,0,27,"Matt Ryan pass complete short left to Leonard Hankerson for 3 yards, touchdown",5.060,7.000
2,3:15,,,HOU 3,0,28,Matt Bryant kicks extra point good,0.000,0.000
2,3:15,,,ATL 35,0,28,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
2,3:11,1,10,HOU 20,0,28,"Ryan Mallett pass complete short right to C.J. Fiedorowicz for 19 yards (tackle by William Moore). C.J. Fiedorowicz fumbles (forced by William Moore), recovered by Desmond Trufant at HOU-44 (tackle by Garrett Graham)",0.280,-2.460
2,3:02,1,10,HOU 47,0,28,Devonta Freeman left guard for no gain (tackle by Jared Crick and Justin Tuggle),2.460,1.910
2,2:19,2,10,HOU 47,0,28,Matt Ryan pass incomplete short right intended for Julio Jones (defended by J.J. Watt),1.910,1.220
2,2:17,3,10,HOU 47,0,28,Matt Ryan pass complete short right to Leonard Hankerson for 7 yards (tackle by Brian Cushing and Kareem Jackson),1.220,0.590
2,2:00,4,3,HOU 40,0,28,Matthew Bosher punts 38 yards,0.590,0.380
2,1:51,1,10,HOU 2,0,28,Ryan Mallett pass incomplete short left intended for Keith Mumphery,-0.380,-0.780
2,1:47,2,10,HOU 2,0,28,Ryan Mallett pass complete short left to Keith Mumphery for 13 yards (tackle by Robert Alford),-0.780,-0.220
2,1:19,1,10,HOU 15,0,28,Ryan Mallett pass complete short left to Arian Foster for 8 yards (tackle by Robenson Therezie),-0.220,-0.220
2,1:15,1,10,HOU 15,0,28,Timeout #2 by Houston Texans,-0.220,0.480
2,1:15,2,2,HOU 23,0,28,"Ryan Mallett pass incomplete deep left intended for Keith Mumphery. Penalty on Vic Beasley: Defensive Offside, 5 yards (no play)",0.480,0.810
2,1:10,1,10,HOU 28,0,28,Ryan Mallett pass complete deep left to DeAndre Hopkins for 25 yards (tackle by Jalen Collins),0.810,2.460
2,1:02,1,10,ATL 47,0,28,Ryan Mallett pass incomplete short right intended for Cecil Shorts (defended by Desmond Trufant),2.460,1.910
2,0:55,2,10,ATL 47,0,28,Ryan Mallett pass complete short right to DeAndre Hopkins for 10 yards (tackle by Desmond Trufant),1.910,3.120
2,0:34,1,10,ATL 37,0,28,Ryan Mallett pass incomplete short right intended for Garrett Graham (defended by William Moore),3.120,2.570
2,0:29,2,10,ATL 37,0,28,Ryan Mallett pass incomplete deep left intended for Keith Mumphery,2.570,1.880
2,0:24,3,10,ATL 37,0,28,Ryan Mallett pass complete short left to Arian Foster for 2 yards (tackle by Paul Worrilow),1.880,0.970
2,0:17,4,8,ATL 35,0,28,Nick Novak 53 yard field goal no good,0.970,-1.800
2,0:12,1,10,ATL 43,0,28,Matt Ryan kneels for -1 yards,1.800,1.120
Quarter,Time,Down,ToGo,Location,HOU,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,0,28,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,HOU 20,0,28,"Arian Foster left end for no gain (tackle by Ra'Shede Hageman). Penalty on Ra'Shede Hageman: Face Mask (15 Yards), 15 yards (no play)",0.280,1.270
3,14:43,1,10,HOU 35,0,28,Ryan Mallett pass incomplete short left intended for Arian Foster,1.270,0.720
3,14:39,2,10,HOU 35,0,28,Ryan Mallett pass complete deep right to Keith Mumphery for 26 yards (tackle by Robenson Therezie),0.720,2.980
3,14:07,1,10,ATL 39,0,28,Arian Foster right guard for 2 yards (tackle by Kroy Biermann),2.980,2.710
3,13:26,2,8,ATL 37,0,28,Ryan Mallett pass incomplete short left intended for DeAndre Hopkins (defended by Robert Alford),2.710,2.020
3,13:22,3,8,ATL 37,0,28,Arian Foster right tackle for 5 yards (tackle by Paul Worrilow),2.020,1.290
3,12:49,4,3,ATL 32,0,28,Ryan Mallett pass incomplete short right intended for Arian Foster,1.290,-1.070
3,12:46,1,10,ATL 32,0,28,Devonta Freeman left end for 5 yards (tackle by Jadeveon Clowney),1.070,1.200
3,12:11,2,5,ATL 37,0,28,Devonta Freeman left end for 2 yards (tackle by Eddie Pleasant),1.200,0.760
3,11:41,3,3,ATL 39,0,28,Matt Ryan pass complete short middle to Leonard Hankerson for 55 yards (tackle by Darryl Morris),0.760,5.830
3,10:55,1,6,HOU 6,0,34,"Devonta Freeman right guard for 6 yards, touchdown",5.830,7.000
3,10:55,,,HOU 6,0,35,Matt Bryant kicks extra point good,0.000,0.000
3,10:55,,,ATL 35,0,35,"Matthew Bosher kicks off 69 yards, returned by Keith Mumphery for 24 yards (tackle by Jalen Collins)",0.000,-0.280
3,10:43,1,10,HOU 20,0,35,Alfred Blue left end for 1 yard (tackle by Grady Jarrett),0.280,-0.130
3,10:06,2,9,HOU 21,0,35,Ryan Mallett pass incomplete deep right intended for DeAndre Hopkins,-0.130,-0.820
3,9:58,3,9,HOU 21,0,35,Ryan Mallett pass complete short left to Chris Polk for 7 yards (tackle by Joplo Bartu),-0.820,-1.500
3,9:25,4,2,HOU 28,0,35,"Shane Lechler punts 60 yards, returned by Eric Weems for 18 yards (tackle by Whitney Mercilus)",-1.500,-0.940
3,9:13,1,10,ATL 30,0,35,Devonta Freeman right tackle for 2 yards (tackle by Jadeveon Clowney and Benardrick McKinney),0.940,0.660
3,8:32,2,8,ATL 32,0,35,Terron Ward left end for 9 yards (tackle by Kevin Johnson),0.660,1.660
3,7:48,1,10,ATL 41,0,35,"Terron Ward right end for -2 yards (tackle by A.J. Bouye). Penalty on Levine Toilolo: Offensive Holding, 10 yards (no play)",1.660,1.000
3,7:22,1,20,ATL 31,0,35,Terron Ward right guard for 1 yard (tackle by Vince Wilfork and Brian Cushing),1.000,-0.100
3,6:38,2,19,ATL 32,0,35,Matt Ryan pass complete short middle to Terron Ward for 18 yards (tackle by Brian Cushing and Rahim Moore),-0.100,1.620
3,5:50,3,1,,0,35,"Penalty on Levine Toilolo: False Start, 5 yards (no play)",1.620,0.960
3,5:24,3,6,ATL 45,0,35,Matt Ryan pass complete short right to Leonard Hankerson for 15 yards (tackle by Darryl Morris). Penalty on Eddie Pleasant: Defensive Holding (Declined),0.960,2.920
3,4:47,1,10,HOU 40,0,35,"Terron Ward right guard for 13 yards (tackle by Kevin Johnson). Penalty on Eddie Pleasant: Unnecessary Roughness, 14 yards",2.920,4.710
3,4:20,1,10,HOU 13,0,35,Terron Ward right guard for -1 yards (tackle by J.J. Watt),4.710,3.900
3,3:37,2,11,HOU 14,0,35,Terron Ward for 6 yards (tackle by Kevin Johnson),3.900,4.100
3,3:02,3,5,HOU 8,0,41,"Terron Ward left guard for 8 yards, touchdown",4.100,7.000
3,3:02,,,HOU 8,0,42,Matt Bryant kicks extra point good,0.000,0.000
3,3:02,,,ATL 35,0,42,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
3,2:56,1,10,HOU 20,0,42,Brian Hoyer pass incomplete short middle intended for Cecil Shorts,0.280,-0.270
3,2:53,2,10,HOU 20,0,42,Brian Hoyer pass complete short right to DeAndre Hopkins for 16 yards (tackle by Phillip Adams),-0.270,1.330
3,2:25,1,10,HOU 36,0,42,Brian Hoyer pass complete short left to C.J. Fiedorowicz for 4 yards (tackle by Paul Worrilow),1.330,1.330
3,1:55,2,6,HOU 40,0,42,Brian Hoyer pass complete short right to Cecil Shorts for 10 yards (tackle by Phillip Adams),1.330,2.260
3,1:35,1,10,,0,42,Brian Hoyer pass complete short right to Chris Polk for 11 yards (tackle by Nathan Stupar),2.260,2.980
3,1:10,1,10,ATL 39,0,42,Brian Hoyer pass complete short left to Keith Mumphery for 8 yards (tackle by Joplo Bartu and Allen Bradford),2.980,3.520
3,0:41,2,2,ATL 31,0,42,Chris Polk left tackle for 17 yards (tackle by Nathan Stupar),3.520,4.650
Quarter,Time,Down,ToGo,Location,HOU,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 14,0,42,Brian Hoyer pass incomplete short right intended for DeAndre Hopkins,4.650,4.000
4,14:54,2,10,ATL 14,0,42,Chris Polk right tackle for 9 yards (tackle by Kemal Ishmael and Robenson Therezie),4.000,4.960
4,14:28,3,1,ATL 5,6,42,"Brian Hoyer pass complete short right to C.J. Fiedorowicz for 5 yards, touchdown",4.960,7.000
4,14:28,,,ATL 5,7,42,Nick Novak kicks extra point good,0.000,0.000
4,14:28,,,HOU 35,7,42,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
4,14:22,1,10,ATL 20,7,42,Terron Ward right end for -3 yards (tackle by J.J. Watt),0.280,-0.790
4,13:36,2,13,ATL 17,7,42,Terron Ward right tackle for 2 yards (tackle by Jared Crick),-0.790,-1.140
4,12:52,3,11,ATL 19,7,42,Terron Ward left guard for 1 yard (tackle by Whitney Mercilus),-1.140,-2.030
4,12:09,4,10,ATL 20,7,42,"Matthew Bosher punts 55 yards, returned by Cecil Shorts for no gain",-2.030,-0.610
4,11:56,1,10,HOU 25,7,42,Brian Hoyer pass incomplete deep left intended for Garrett Graham,0.610,0.060
4,11:51,2,10,HOU 25,7,42,Brian Hoyer pass incomplete short middle intended for Chris Polk,0.060,-0.620
4,11:48,3,10,HOU 25,7,42,Brian Hoyer pass complete short middle to Cecil Shorts for 13 yards (tackle by Robenson Therezie and Kemal Ishmael),-0.620,1.470
4,11:22,1,10,HOU 38,7,42,Brian Hoyer pass incomplete deep left intended for Cecil Shorts,1.470,0.920
4,11:18,2,10,HOU 38,7,42,Brian Hoyer pass incomplete deep right intended for DeAndre Hopkins,0.920,0.230
4,11:11,3,10,HOU 38,7,42,Brian Hoyer pass complete short left to Cecil Shorts for 13 yards (tackle by Allen Bradford),0.230,2.320
4,10:44,1,10,ATL 49,7,42,Alfred Blue left tackle for 6 yards (tackle by Allen Bradford),2.320,2.590
4,10:21,2,4,ATL 43,7,42,Brian Hoyer pass complete deep left to Cecil Shorts for 42 yards (tackle by Phillip Adams). Penalty on Phillip Adams: Defensive Pass Interference (Declined),2.590,6.970
4,9:57,1,1,ATL 1,7,42,Alfred Blue right end for no gain (tackle by Allen Bradford),6.970,5.910
4,9:14,2,1,ATL 1,13,42,"Chris Polk right end for 1 yard, touchdown",5.910,7.000
4,9:14,,,ATL 1,14,42,Nick Novak kicks extra point good,0.000,0.000
4,9:14,,,HOU 35,14,42,"Nick Novak kicks off 41 yards, fair catch by Roddy White",0.000,-0.540
4,9:09,1,10,ATL 24,14,42,Terron Ward right end for -1 yards (tackle by John Simon and Christian Covington),0.540,-0.140
4,8:24,2,11,ATL 23,14,42,Terron Ward left guard for 2 yards (tackle by J.J. Watt),-0.140,-0.560
4,7:40,3,9,ATL 25,14,42,Terron Ward right end for 12 yards (tackle by Darryl Morris and Justin Tuggle),-0.560,1.400
4,6:51,1,10,ATL 37,14,42,Terron Ward left tackle for 3 yards (tackle by Brian Cushing),1.400,1.260
4,6:07,2,7,ATL 40,14,42,Terron Ward right guard for 3 yards (tackle by John Simon),1.260,0.960
4,5:23,3,4,ATL 43,14,42,Terron Ward right tackle for 1 yard (tackle by Andre Hal and J.J. Watt),0.960,-0.460
4,4:43,4,3,ATL 44,14,42,"Matthew Bosher punts 46 yards, returned by Cecil Shorts for 16 yards (tackle by Patrick DiMarco). Penalty on Josh Harris: Offensive Holding, 10 yards, Penalty on Nathan Stupar: Illegal Formation (Declined)",-0.460,-1.330
4,4:32,1,10,HOU 36,14,42,Brian Hoyer pass complete short left to DeAndre Hopkins for 18 yards (tackle by Kemal Ishmael),1.330,2.520
4,3:58,1,10,ATL 46,14,42,Brian Hoyer pass complete deep left to DeAndre Hopkins for 26 yards (tackle by Nathan Stupar),2.520,4.240
4,3:50,1,10,ATL 20,14,42,Brian Hoyer pass incomplete deep left intended for DeAndre Hopkins,4.240,3.690
4,3:43,2,10,ATL 20,14,42,Brian Hoyer pass incomplete deep middle intended for DeAndre Hopkins,3.690,3.010
4,3:38,3,10,ATL 20,14,42,Brian Hoyer pass complete short left to DeAndre Hopkins for 12 yards (tackle by Robenson Therezie),3.010,5.370
4,3:08,1,8,ATL 8,20,42,"Brian Hoyer pass complete short middle to Cecil Shorts for 8 yards, touchdown",5.370,7.000
4,3:08,,,ATL 8,21,42,Nick Novak kicks extra point good,0.000,0.000
4,3:01,1,8,ATL 8,21,42,Timeout #1 by Houston Texans,5.370,0.000
4,3:08,,,HOU 35,21,42,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
4,3:01,1,10,ATL 20,21,42,"Penalty on Bryce Harris: False Start, 5 yards (no play)",0.280,-0.310
4,3:01,1,15,ATL 15,21,42,Terron Ward left end for 5 yards (tackle by Brian Cushing),-0.310,-0.310
4,2:51,1,15,ATL 15,21,42,Timeout #2 by Houston Texans,-0.310,-0.270
4,2:50,2,10,ATL 20,21,42,Sean Renfree right end for -4 yards,-0.270,-0.270
4,2:43,2,10,ATL 20,21,42,Timeout #3 by Houston Texans,-0.270,-1.690
4,2:43,3,14,ATL 16,21,42,Terron Ward right end for 2 yards (tackle by Benardrick McKinney),-1.690,-2.240
4,2:00,4,12,ATL 18,21,42,"Matthew Bosher punts 53 yards, returned by Cecil Shorts for 17 yards (tackle by Josh Harris)",-2.240,-1.990
4,1:50,1,10,HOU 46,21,42,Brian Hoyer pass incomplete deep middle intended for DeAndre Hopkins (defended by Robenson Therezie),1.990,1.450
4,1:42,2,10,HOU 46,21,42,Brian Hoyer pass complete short left to Garrett Graham for 6 yards (tackle by Kemal Ishmael),1.450,1.550
4,1:14,3,4,ATL 48,21,42,Brian Hoyer pass complete deep right to DeAndre Hopkins for 28 yards (tackle by Phillip Adams),1.550,4.240
4,0:49,1,10,ATL 20,21,42,Brian Hoyer pass incomplete deep left intended for Keith Mumphery,4.240,3.690
4,0:43,2,10,ATL 20,21,42,Brian Hoyer pass incomplete deep left intended for DeAndre Hopkins,3.690,3.010
4,0:39,3,10,ATL 20,21,42,Brian Hoyer pass complete short right to DeAndre Hopkins for 11 yards (tackle by Dezmen Southward),3.010,5.140
4,0:34,1,9,ATL 9,21,42,Brian Hoyer pass incomplete short left intended for Garrett Graham (defended by Kemal Ishmael),5.140,4.380
4,0:30,2,9,ATL 9,21,42,Brian Hoyer sacked by Ra'Shede Hageman for -8 yards,4.380,2.740
4,0:06,3,17,ATL 17,21,42,Brian Hoyer pass incomplete deep right intended for DeAndre Hopkins,2.740,2.310
4,0:01,4,17,ATL 17,21,48,"Brian Hoyer pass complete short left to Cecil Shorts for 1 yard (tackle by Allen Bradford). Cecil Shorts fumbles (forced by Allen Bradford), recovered by Nathan Stupar at ATL-16 and returned for 84 yards, touchdown",2.310,-7.000
4,0:00,4,,ATL 17,21,48,"Two Point Attempt: Sean Renfree kneels, conversion fails",-2.320,-1.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
