Quarter,Time,Down,ToGo,Location,IND,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,IND 25,0,3,Kurt Warner pass incomplete short left intended for Dan Kreider,3.910,3.360
2,14:57,2,10,IND 25,0,3,Kurt Warner pass complete short right to Anquan Boldin for 15 yards (tackle by Jordan Senn),3.360,4.910
2,14:20,,,,0,3,Timeout #1 by Arizona Cardinals,0.000,4.910
2,14:20,1,10,IND 10,0,3,"Tim Hightower middle for 3 yards (tackle by Melvin Bullitt). Tim Hightower fumbles (forced by Melvin Bullitt), recovered by Antoine Bethea at IND-5 (tackle by Larry Fitzgerald)",4.910,0.380
2,14:13,1,10,IND 5,0,3,Joseph Addai left end for 7 yards (tackle by Gerald Hayes and Calais Campbell),-0.380,-0.270
2,13:31,2,3,IND 12,0,3,Joseph Addai left end for 13 yards (tackle by Calais Campbell and Karlos Dansby),-0.270,0.610
2,13:05,1,10,IND 25,0,3,Peyton Manning pass incomplete deep left intended for Reggie Wayne,0.610,0.060
2,12:59,2,10,IND 25,0,3,Peyton Manning pass complete short left to Dallas Clark for 6 yards (tackle by Karlos Dansby),0.060,0.170
2,12:18,3,4,IND 31,0,3,Peyton Manning pass complete short middle to Dallas Clark for 15 yards (tackle by Adrian Wilson),0.170,1.990
2,11:44,1,10,IND 46,0,3,Joseph Addai middle for 3 yards (tackle by Karlos Dansby),1.990,1.860
2,11:04,2,7,IND 49,0,3,Peyton Manning pass complete short left to Reggie Wayne for 15 yards (tackle by Bryant McFadden),1.860,3.180
2,10:43,1,10,ARI 36,0,3,Peyton Manning pass incomplete short middle intended for Joseph Addai (defended by Alan Branch),3.180,2.640
2,10:38,2,10,ARI 36,0,3,Peyton Manning pass complete short middle to Austin Collie for 9 yards (tackle by Bryant McFadden),2.640,3.140
2,9:52,3,1,ARI 27,0,3,Dallas Clark left end for 7 yards (tackle by Dominique Rodgers-Cromartie),3.140,4.240
2,9:11,1,10,ARI 20,6,3,"Peyton Manning pass complete deep right to Reggie Wayne for 20 yards, touchdown",4.240,7.000
2,,,,ARI 2,7,3,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,7,3,"Pat McAfee kicks off 70 yards, touchback",0.000,0.280
2,9:04,1,10,ARI 20,7,3,Kurt Warner sacked by Dwight Freeney for -7 yards,0.280,-1.280
2,8:33,2,17,ARI 13,7,3,Kurt Warner pass incomplete short left intended for Anquan Boldin,-1.280,-2.190
2,8:29,3,17,ARI 13,7,3,Kurt Warner pass incomplete short left intended for Stephen Spach,-2.190,-2.490
2,8:24,4,17,ARI 13,7,3,"Ben Graham punts 46 yards, returned by T.J. Rushing for 20 yards (tackle by LaRod Stephens-Howling). Penalty on Philip Wheeler: Illegal Block Above the , 10 yards",-2.490,-1.800
2,8:13,1,10,IND 43,7,3,Pierre Garcon right end for 17 yards (tackle by Karlos Dansby),1.800,2.920
2,7:44,1,10,ARI 40,7,3,Donald Brown left tackle for 3 yards (tackle by Darnell Dockett),2.920,2.780
2,7:05,2,7,ARI 37,7,3,Peyton Manning pass complete short left to Reggie Wayne for 12 yards (tackle by Bryant McFadden),2.780,3.910
2,6:36,1,10,ARI 25,7,3,Peyton Manning pass complete short left to Dallas Clark for 15 yards (tackle by Antrel Rolle),3.910,4.910
2,5:58,1,10,ARI 10,7,3,Peyton Manning pass incomplete short middle intended for Donald Brown,4.910,4.190
2,5:54,2,10,ARI 10,13,3,"Peyton Manning pass complete short middle to Dallas Clark for 10 yards, touchdown",4.190,7.000
2,,,,ARI 2,14,3,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,14,3,"Pat McAfee kicks off 70 yards, returned by LaRod Stephens-Howling for 21 yards (tackle by Jacob Lacey)",0.000,0.340
2,5:44,1,10,ARI 21,14,3,Tim Hightower right tackle for 7 yards (tackle by Freddy Keiaho),0.340,0.750
2,5:10,2,3,ARI 28,14,3,Tim Hightower right tackle for 2 yards (tackle by Raheem Brock and Antoine Bethea),0.750,0.300
2,4:29,3,1,ARI 30,14,3,Tim Hightower left tackle for -2 yards (tackle by Edward Johnson),0.300,-1.500
2,3:52,4,3,ARI 28,14,3,"Ben Graham punts 42 yards, returned by T.J. Rushing for 2 yards (tackle by Sean Morey)",-1.500,-1.070
2,3:46,1,10,IND 32,14,3,Peyton Manning pass complete short left to Dallas Clark for 3 yards (tackle by Karlos Dansby),1.070,0.930
2,3:06,2,7,IND 35,14,3,Joseph Addai right tackle for 6 yards (tackle by Clark Haggans),0.930,1.030
2,2:25,3,1,IND 41,14,3,Peyton Manning pass complete short right to Pierre Garcon for 6 yards (tackle by Dominique Rodgers-Cromartie),1.030,2.060
2,2:00,1,10,IND 47,20,3,"Peyton Manning pass complete deep right to Pierre Garcon for 53 yards, touchdown",2.060,7.000
2,,,,ARI 2,21,3,"Adam Vinatieri kicks extra point good. Penalty on Dominique Rodgers-Cromartie: Defensive Offside, 5 yards",0.000,0.000
2,,,,IND 35,21,3,"Pat McAfee kicks off 65 yards, touchback",0.000,0.280
2,1:52,1,10,ARI 20,21,3,Kurt Warner pass complete short middle to Anquan Boldin for 14 yards (tackle by Jerraud Powers),0.280,1.200
2,1:28,1,10,ARI 34,21,3,Kurt Warner pass complete short right to Steve Breaston for 11 yards (tackle by Tim Jennings),1.200,1.930
2,1:24,1,10,ARI 45,21,3,"Kurt Warner pass complete short middle to Jerheme Urban for 5 yards (tackle by Antoine Bethea). Penalty on Eric Foster: Roughing the Passer, 15 yards",1.930,3.250
2,1:13,1,10,IND 35,21,3,Kurt Warner pass complete short left to Anquan Boldin for 18 yards (tackle by Antoine Bethea and Marlin Jackson),3.250,4.440
2,0:47,1,10,IND 17,21,3,Kurt Warner pass incomplete short left intended for Larry Fitzgerald,4.440,3.850
2,0:41,2,10,IND 17,21,3,Kurt Warner pass incomplete short right intended for Steve Breaston (defended by Tim Jennings),3.850,3.070
2,0:36,3,10,IND 17,21,3,Kurt Warner pass complete deep left to Steve Breaston for 16 yards (tackle by Jacob Lacey and Melvin Bullitt),3.070,6.970
2,0:29,,,,21,3,Timeout #2 by Arizona Cardinals,0.000,6.970
2,0:29,1,1,IND 1,21,3,Kurt Warner pass incomplete short right intended for Larry Fitzgerald is intercepted by Antoine Bethea at IND-0,6.970,-0.280
2,0:20,1,10,IND 20,21,3,Peyton Manning kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,IND,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,21,3,"Pat McAfee kicks off 67 yards, returned by LaRod Stephens-Howling for 24 yards (tackle by Ramon Humber)",0.000,0.740
3,14:55,1,10,ARI 27,21,3,Kurt Warner pass complete short right to Stephen Spach for 9 yards (tackle by Jordan Senn and Freddy Keiaho),0.740,1.410
3,14:21,2,1,ARI 36,21,3,Kurt Warner pass complete short right to Tim Hightower for 23 yards (tackle by Tim Jennings and Antoine Bethea),1.410,2.850
3,13:54,1,10,IND 41,21,3,Tim Hightower middle for 5 yards (tackle by Jordan Senn),2.850,2.980
3,13:30,2,5,IND 36,21,3,Kurt Warner pass complete short right to Steve Breaston for 6 yards (tackle by Tim Jennings),2.980,3.580
3,12:53,1,10,IND 30,21,3,Kurt Warner pass complete short right to Tim Hightower for 11 yards (tackle by Edward Johnson),3.580,4.310
3,12:18,1,10,IND 19,21,3,Kurt Warner pass complete short left to Anquan Boldin for 9 yards (tackle by Melvin Bullitt),4.310,5.360
3,11:39,2,1,IND 10,21,3,Kurt Warner pass complete short left to Stephen Spach for no gain,5.360,4.690
3,10:54,3,1,IND 10,21,9,"Kurt Warner pass complete short left to Anquan Boldin for 10 yards, touchdown",4.690,7.000
3,,,,IND 2,21,10,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,21,10,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
3,10:50,1,10,IND 20,21,10,Peyton Manning pass complete deep left to Reggie Wayne for 33 yards,0.280,2.460
3,10:21,1,10,ARI 47,21,10,Joseph Addai left tackle for 8 yards (tackle by Antrel Rolle),2.460,2.990
3,9:46,2,2,ARI 39,21,10,Joseph Addai left tackle for 9 yards (tackle by Antrel Rolle),2.990,3.580
3,9:07,1,10,ARI 30,21,10,Peyton Manning pass incomplete short right intended for Dallas Clark,3.580,3.030
3,9:01,2,10,ARI 30,21,10,"Peyton Manning pass complete short right to Joseph Addai for 3 yards (tackle by Karlos Dansby). Penalty on Pierre Garcon: Offensive Holding, 10 yards",3.030,2.090
3,8:40,2,17,ARI 37,21,10,Donald Brown right tackle for 23 yards (tackle by Dominique Rodgers-Cromartie),2.090,4.650
3,8:14,1,10,ARI 14,21,10,Donald Brown left tackle for no gain (tackle by Clark Haggans and Gerald Hayes),4.650,4.000
3,7:36,2,10,ARI 14,21,10,Peyton Manning pass incomplete short right intended for Pierre Garcon (defended by Dominique Rodgers-Cromartie),4.000,3.110
3,7:31,3,10,ARI 14,21,10,Peyton Manning pass incomplete short left intended for Dallas Clark,3.110,2.510
3,7:27,4,10,ARI 14,21,10,Adam Vinatieri 32 yard field goal no good,2.510,-0.410
3,7:22,1,10,ARI 22,21,10,Kurt Warner pass incomplete short left intended for Anquan Boldin,0.410,-0.130
3,7:18,2,10,ARI 22,21,10,Kurt Warner pass incomplete deep middle intended for Anquan Boldin,-0.130,-0.820
3,7:13,3,10,ARI 22,21,10,Kurt Warner pass complete short left to Larry Fitzgerald for 15 yards (tackle by Jerraud Powers and Jordan Senn),-0.820,1.400
3,6:35,1,10,ARI 37,21,10,Kurt Warner pass incomplete deep left intended for Larry Fitzgerald,1.400,0.860
3,6:28,2,10,ARI 37,21,10,Tim Hightower left tackle for 4 yards (tackle by Daniel Muir),0.860,0.700
3,5:50,3,6,ARI 41,21,10,"Kurt Warner pass complete short middle to Larry Fitzgerald for 9 yards (tackle by Jacob Lacey). Penalty on Mike Gandy: Offensive Holding, 10 yards (no play)",0.700,-0.620
3,5:19,3,16,ARI 31,21,10,Kurt Warner pass complete short middle to Steve Breaston for 10 yards (tackle by Marlin Jackson),-0.620,-0.650
3,4:41,4,6,ARI 41,21,10,"Ben Graham punts 59 yards, touchback",-0.650,-0.280
3,4:33,1,10,IND 20,21,10,Donald Brown right tackle for -2 yards (tackle by Darnell Dockett),0.280,-0.630
3,3:52,2,12,IND 18,21,10,"Peyton Manning pass complete short right to Donald Brown for 72 yards (tackle by Antrel Rolle). Penalty on Antrel Rolle: Face Mask (15 Yards), 5 yards",-0.630,6.060
3,3:14,1,5,ARI 5,21,10,Donald Brown left tackle for 2 yards (tackle by Clark Haggans),6.060,5.530
3,2:32,2,3,ARI 3,27,10,"Peyton Manning pass complete short right to Joseph Addai for 3 yards, touchdown",5.530,7.000
3,,,,ARI 2,28,10,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,IND 30,28,10,"Pat McAfee kicks off 73 yards, returned by LaRod Stephens-Howling for 20 yards (tackle by Jamie Silva)",0.000,-0.060
3,2:21,1,10,ARI 17,28,10,Kurt Warner pass incomplete short right intended for Tim Hightower,-0.060,-0.580
3,2:16,2,10,ARI 17,28,10,Kurt Warner pass complete short left to Tim Hightower for -2 yards (tackle by Raheem Brock and Robert Mathis),-0.580,-1.570
3,1:34,3,12,ARI 15,28,10,Kurt Warner pass complete deep right to Steve Breaston for 25 yards (tackle by Antoine Bethea),-1.570,1.600
3,0:59,1,10,ARI 40,28,10,Kurt Warner pass complete short left to Larry Fitzgerald for 5 yards (tackle by Jacob Lacey),1.600,1.730
3,0:22,2,5,ARI 45,28,10,Kurt Warner pass incomplete,1.730,1.030
3,0:16,,,,28,10,Timeout #1 by Arizona Cardinals,0.000,1.030
3,0:16,3,5,ARI 45,28,10,"Kurt Warner pass complete short right to Steve Breaston for 8 yards (tackle by Tim Jennings). Penalty on Levi Brown: Offensive Holding, 10 yards (no play)",1.030,-0.300
Quarter,Time,Down,ToGo,Location,IND,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,15,ARI 35,28,10,Kurt Warner pass incomplete short middle intended for Stephen Spach is intercepted by Marlin Jackson at ARI-44 and returned for 3 yards,-0.300,-2.850
4,14:53,1,10,ARI 41,28,10,Joseph Addai middle for 1 yard (tackle by Gerald Hayes and Bertrand Berry),2.850,2.440
4,14:23,2,9,ARI 40,28,10,Peyton Manning pass complete short middle to Reggie Wayne for 22 yards (tackle by Antrel Rolle),2.440,4.370
4,13:54,1,10,ARI 18,28,10,"Peyton Manning pass complete short right to Pierre Garcon for 10 yards (tackle by Dominique Rodgers-Cromartie). Penalty on Pierre Garcon: Face Mask (15 Yards) (Offsetting), Penalty on Dominique Rodgers-Cromartie: Unsportsmanlike Conduct (Offsetting) (no play)",4.370,4.370
4,13:29,1,10,ARI 18,28,10,Joseph Addai left tackle for 2 yards (tackle by Gerald Hayes),4.370,4.090
4,12:48,2,8,ARI 16,28,10,Joseph Addai left tackle for 5 yards (tackle by Karlos Dansby),4.090,4.260
4,12:04,3,3,ARI 11,28,10,Peyton Manning pass complete short left to Joseph Addai for 2 yards (tackle by Gerald Hayes),4.260,2.980
4,11:35,4,1,ARI 9,31,10,Adam Vinatieri 26 yard field goal good,2.980,3.000
4,,,,IND 30,31,10,"Pat McAfee kicks off 69 yards, returned by LaRod Stephens-Howling for 13 yards (tackle by Jordan Senn)",0.000,-0.280
4,11:26,1,10,ARI 14,31,10,Kurt Warner pass complete short left to Larry Fitzgerald for 17 yards (tackle by Jerraud Powers and Melvin Bullitt),-0.280,1.000
4,10:57,1,10,ARI 31,31,10,Kurt Warner sacked by Robert Mathis for -3 yards,1.000,0.060
4,10:33,2,13,ARI 28,31,10,Kurt Warner pass incomplete short right intended for Steve Breaston (defended by Tim Jennings),0.060,-0.630
4,10:29,3,13,ARI 28,31,10,Kurt Warner pass incomplete short left intended for Tim Hightower,-0.630,-1.500
4,10:24,4,13,ARI 28,31,10,"Ben Graham punts 55 yards, returned by T.J. Rushing for 9 yards (tackle by Sean Morey). Penalty on Jacob Lacey: Offensive Holding, 8 yards",-1.500,0.380
4,10:14,1,10,IND 9,31,10,Donald Brown left tackle for -1 yards (tackle by Adrian Wilson),-0.380,-0.850
4,9:39,2,11,IND 8,31,10,Peyton Manning pass complete short middle to Reggie Wayne for 7 yards (tackle by Bryant McFadden),-0.850,-0.720
4,8:57,3,4,IND 15,31,10,Peyton Manning pass incomplete short left intended for Austin Collie (defended by Bryant McFadden),-0.720,-2.440
4,8:52,4,4,IND 15,31,10,"Pat McAfee punts 46 yards, returned by Steve Breaston for 8 yards (tackle by Philip Wheeler)",-2.440,-2.060
4,8:41,1,10,ARI 47,31,10,Kurt Warner pass complete short right to Jerheme Urban for 9 yards (tackle by Antoine Bethea),2.060,2.730
4,8:17,2,1,IND 44,31,10,Kurt Warner pass complete short left to Larry Fitzgerald for 8 yards (tackle by Jerraud Powers),2.730,3.180
4,7:47,1,10,IND 36,31,10,Kurt Warner pass incomplete short right intended for Steve Breaston,3.180,2.640
4,7:43,2,10,IND 36,31,10,Kurt Warner pass complete short right to Steve Breaston for 9 yards (tackle by Tim Jennings),2.640,3.140
4,7:10,3,1,IND 27,31,10,Kurt Warner pass incomplete short right intended for Jerheme Urban,3.140,1.820
4,7:08,4,1,IND 27,31,10,Kurt Warner pass complete short left to Larry Fitzgerald for 10 yards (tackle by Jacob Lacey),1.820,4.440
4,6:44,1,10,IND 17,31,10,Kurt Warner pass incomplete deep left intended for Larry Fitzgerald (defended by Jacob Lacey),4.440,3.850
4,6:39,2,10,IND 17,31,10,Kurt Warner pass incomplete short left intended for Anquan Boldin,3.850,3.070
4,6:39,3,10,IND 17,31,10,"Penalty on Kurt Warner: Delay of Game, 5 yards (no play)",3.070,2.540
4,6:35,3,15,IND 22,31,10,Kurt Warner pass incomplete short right intended for Anquan Boldin,2.540,1.990
4,6:30,4,15,IND 22,31,10,Kurt Warner sacked by Raheem Brock for -28 yards,1.990,-2.260
4,6:22,1,10,,31,10,Donald Brown right tackle for 3 yards (tackle by Karlos Dansby),2.260,2.120
4,5:39,2,7,ARI 47,31,10,Donald Brown left tackle for 13 yards (tackle by Antrel Rolle),2.120,3.310
4,4:54,1,10,ARI 34,31,10,Donald Brown left tackle for no gain (tackle by Gerald Hayes),3.310,2.770
4,4:10,2,10,ARI 34,31,10,Donald Brown right tackle for 6 yards (tackle by Clark Haggans),2.770,2.870
4,3:25,3,4,ARI 28,31,10,Donald Brown left end for -4 yards (tackle by Ali Highsmith). Penalty on Gijon Robinson: Offensive Holding (Declined),2.870,1.240
4,3:19,4,8,ARI 32,31,10,Peyton Manning pass complete deep left to Reggie Wayne for 17 yards (tackle by Bryant McFadden),1.240,4.580
4,2:33,1,10,ARI 15,31,10,Donald Brown middle for no gain (tackle by Gabe Watson),4.580,3.950
4,2:00,2,10,ARI 15,31,10,Donald Brown right tackle for 1 yard (tackle by Calais Campbell),3.950,3.240
4,1:17,3,9,ARI 14,31,10,"Peyton Manning for no gain. Peyton Manning fumbles, recovered by Donald Brown at ARI-18",3.240,2.250
4,0:31,4,13,ARI 18,31,10,Donald Brown right tackle for -4 yards (tackle by Clark Haggans),2.250,-0.410
4,0:28,1,10,ARI 22,31,10,Matt Leinart pass complete short left to Larry Fitzgerald for 5 yards (tackle by Jerraud Powers),0.410,0.540
4,0:03,2,5,ARI 27,31,10,Matt Leinart pass complete short right to Tim Hightower for 2 yards (tackle by Jerraud Powers),0.540,0.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
