0,1
Game Info,Game Info
Won Toss,Bills (deferred)
Roof,outdoors
Surface,astroturf
Duration,3:19
Attendance,70317
Weather,"58 degrees, relative humidity 71%, wind 10 mph"
Vegas Line,New England Patriots -7.0
Over/Under,41.5 (under)
