#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:17,BUF 24,5,2:45,6,Interception
2,1,7:35,BUF 37,3,1:13,-4,Blocked Punt
3,1,6:22,BUF 25,6,3:27,33,Punt
4,1,1:32,BUF 41,3,1:30,11,Interception
5,2,14:37,BUF 40,4,2:10,18,Punt
6,2,4:08,BUF 20,6,2:13,52,Field Goal
7,2,1:32,BUF 32,8,1:32,37,Missed FG
8,3,15:00,BUF 25,9,4:23,75,Touchdown
9,3,9:00,BUF 39,3,2:06,-14,Punt
10,3,5:27,BUF 12,3,1:30,11,Interception
11,3,0:58,BUF 35,9,5:14,62,Downs
12,4,9:13,BUF 47,4,0:38,11,Punt
13,4,7:36,BUF 27,4,2:17,14,Punt
14,4,3:09,BUF 14,6,1:42,47,Interception
