Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bears won the coin toss, Bears to receive the opening kickoff.",,
1,15:00,,,DET 30,0,0,"Jason Hanson kicks off 74 yards, returned by Daryl Jones for 23 yards (tackle by Alex Lewis)",0.000,0.150
1,14:56,1,10,CHI 19,0,0,"Rex Grossman pass incomplete intended for David Terrell. Penalty on David Terrell: Offensive Pass Interference, 9 yards (no play)",0.150,-0.720
1,14:53,1,19,CHI 10,0,0,Thomas Jones left tackle for 5 yards (tackle by James Davis),-0.720,-1.000
1,14:14,2,14,CHI 15,0,0,Rex Grossman pass complete to Thomas Jones for 6 yards (tackle by Dre' Bly),-1.000,-0.810
1,13:38,3,8,CHI 21,0,0,Rex Grossman pass complete to Bobby Wade for 12 yards (tackle by Alex Lewis),-0.810,1.140
1,12:58,1,10,CHI 33,0,0,Thomas Jones left guard for 1 yard (tackle by James Hall and Earl Holmes),1.140,0.730
1,12:22,2,9,CHI 34,0,0,Rex Grossman pass incomplete intended for Bryan Johnson,0.730,0.040
1,12:17,3,9,CHI 34,0,0,Rex Grossman pass incomplete intended for Justin Gage,0.040,-1.110
1,12:12,4,9,CHI 34,0,0,Brad Maynard punts 48 yards,-1.110,-0.040
1,12:00,1,10,DET 18,0,0,Joey Harrington pass incomplete intended for Kevin Jones,0.040,-0.490
1,11:54,2,10,DET 18,0,0,Kevin Jones right guard for 6 yards (tackle by Joe Odom),-0.490,-0.400
1,11:16,3,4,DET 24,0,0,Joey Harrington pass incomplete intended for Charles Rogers,-0.400,-1.770
1,11:09,4,4,DET 24,0,0,"Nick Harris punts 34 yards, out of bounds",-1.770,-1.730
1,11:03,1,10,CHI 42,0,0,"Penalty on Shaun Rogers: Neutral Zone Infraction, 5 yards (no play)",1.730,2.460
1,11:03,1,5,CHI 47,0,0,Thomas Jones left guard for -4 yards (tackle by Kalimba Edwards),2.460,1.320
1,10:27,2,9,CHI 43,0,0,"Penalty on Desmond Clark: False Start, 5 yards (no play)",1.320,0.650
1,10:13,2,14,CHI 38,0,0,Thomas Jones left tackle for 3 yards (tackle by Kalimba Edwards),0.650,0.370
1,9:38,3,11,CHI 41,0,0,Rex Grossman pass complete to David Terrell for 30 yards (tackle by Fernando Bryant),0.370,3.640
1,9:06,1,10,DET 29,0,0,Rex Grossman pass complete to David Terrell for 27 yards (tackle by Earl Holmes),3.640,6.740
1,8:21,1,2,DET 2,0,0,Thomas Jones right tackle for no gain (tackle by Teddy Lehman and James Hall),6.740,5.720
1,7:44,2,2,DET 2,0,6,"Thomas Jones right end for 2 yards, touchdown",5.720,7.000
1,7:44,,,DET 2,0,7,Paul Edinger kicks extra point good,0.000,0.000
1,7:44,,,CHI 30,0,7,"Paul Edinger kicks off 58 yards, returned by Eddie Drummond for 17 yards (tackle by Nathan Vasher)",0.000,0.870
1,7:33,1,10,DET 29,0,7,Kevin Jones right guard for 15 yards (tackle by Brian Urlacher and Charles Tillman),0.870,1.860
1,6:56,1,10,DET 44,0,7,Kevin Jones right end for -3 yards (tackle by Lance Briggs),1.860,0.910
1,6:18,2,13,DET 41,0,7,Joey Harrington pass incomplete intended for Stephen Alexander (defended by Brian Urlacher),0.910,0.230
1,6:13,3,13,DET 41,0,7,Joey Harrington pass complete to Stephen Alexander for 11 yards (tackle by Brian Urlacher),0.230,0.070
1,5:40,4,2,CHI 48,0,7,"Nick Harris punts 36 yards, fair catch by R.W. McQuarters",0.070,0.350
1,5:33,1,10,CHI 12,0,7,Thomas Jones left guard for 1 yard (tackle by Brock Marion),-0.350,-0.700
1,4:57,2,9,CHI 13,0,7,Rex Grossman pass incomplete intended for Bryan Johnson (defended by Dre' Bly),-0.700,-1.300
1,4:53,3,9,CHI 13,0,7,Rex Grossman pass incomplete intended for Bernard Berrian,-1.300,-2.490
1,4:48,4,9,CHI 13,0,7,Brad Maynard punts 30 yards,-2.490,-2.720
1,4:39,1,10,CHI 43,0,7,Joey Harrington pass complete to Casey Fitzsimmons for 4 yards (tackle by Lance Briggs and Charles Tillman),2.720,2.720
1,4:01,2,6,CHI 39,0,7,Kevin Jones left end for -3 yards (tackle by Brian Urlacher),2.720,1.620
1,3:19,3,9,CHI 42,0,7,Joey Harrington right guard for 1 yard (tackle by Adewale Ogunleye),1.620,0.530
1,2:45,4,8,CHI 41,0,7,"Nick Harris punts 26 yards, fair catch by Bernard Berrian",0.530,0.220
1,2:39,1,10,CHI 15,0,7,Thomas Jones left tackle for 5 yards (tackle by James Hall),-0.220,0.080
1,2:09,2,5,CHI 20,0,7,Thomas Jones left guard for 7 yards (tackle by Earl Holmes),0.080,0.740
1,1:32,1,10,CHI 27,0,7,Rex Grossman pass incomplete intended for Justin Gage,0.740,0.200
1,1:27,2,10,CHI 27,0,7,Thomas Jones left tackle for 1 yard (tackle by Dan Wilkinson),0.200,-0.360
1,0:50,3,9,CHI 28,0,7,Rex Grossman pass complete to David Terrell for 15 yards (tackle by Bracy Walker),-0.360,1.800
1,0:11,1,10,CHI 43,0,7,Rex Grossman pass complete to Thomas Jones for 8 yards (tackle by James Davis),1.800,2.330
Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,DET 49,0,7,Rex Grossman pass incomplete intended for Daryl Jones is intercepted by Andre' Goodman at DET-9,2.330,0.380
2,14:52,1,10,DET 9,0,7,Kevin Jones right guard for no gain (tackle by Michael Haynes),-0.380,-0.780
2,14:13,2,10,DET 9,0,7,Joey Harrington pass complete to Roy E. Williams for 27 yards (tackle by Brian Urlacher),-0.780,1.330
2,13:31,1,10,DET 36,0,7,Shawn Bryson right tackle for 2 yards (tackle by Lance Briggs),1.330,1.060
2,12:53,2,8,DET 38,0,7,Kevin Jones right end for 2 yards (tackle by Lance Briggs),1.060,0.630
2,12:13,3,6,DET 40,0,7,Joey Harrington sacked by Michael Haynes for -2 yards,0.630,-0.850
2,11:42,4,8,DET 38,0,7,Nick Harris punts 34 yards,-0.850,-0.810
2,11:30,1,10,CHI 28,0,7,"Thomas Jones right end for no gain (tackle by Bracy Walker). Penalty on Mike Gandy: Offensive Holding, 10 yards (no play)",0.810,-0.040
2,11:08,1,20,CHI 18,0,7,Rex Grossman pass incomplete intended for Thomas Jones,-0.040,-1.190
2,10:59,2,20,CHI 18,0,7,Rex Grossman right guard for 6 yards (tackle by Alex Lewis),-1.190,-0.960
2,10:16,3,14,CHI 24,0,7,Rex Grossman pass incomplete intended for David Terrell,-0.960,-1.770
2,10:11,4,14,CHI 24,0,7,"Brad Maynard punts 44 yards, out of bounds",-1.770,-1.070
