Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Eddie Drummond,DET,3,74,24.7,0,0,1,2,2.0,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
R.W. McQuarters,CHI,1,37,37.0,0,0,3,12,4.0,0,0
Bernard Berrian,CHI,0,0,,0,0,1,12,12.0,0,0
Daryl Jones,CHI,4,70,17.5,0,0,0,0,,0,0
Jason McKie,CHI,1,25,25.0,0,0,0,0,,0,0
Justin Gage,CHI,0,,,0,0,0,56,,0,0
