Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
L'Jarius Sneed,KAN,0,9,5,55.6%,56,11.2,6.2,0,74.3,11.7,34,22,1,0,1,0.0,1,7,0,0.0%
Drue Tranquill,KAN,0,6,5,83.3%,53,10.6,8.8,0,103.5,6.3,21,32,14,0,0,0.0,0,9,0,0.0%
Trent McDuffie,KAN,0,6,4,66.7%,41,10.3,6.8,0,86.1,10.8,30,11,4,0,3,0.0,3,6,0,0.0%
Justin Reid,KAN,0,8,4,50.0%,33,8.3,4.1,0,60.9,8.0,23,10,5,0,0,0.0,0,8,0,0.0%
Jaylen Watson,KAN,0,5,3,60.0%,38,12.7,7.6,1,123.3,9.0,26,12,0,0,0,0.0,0,4,0,0.0%
Joshua Williams,KAN,0,3,3,100.0%,33,11.0,11.0,0,112.5,4.0,12,21,0,0,0,0.0,0,4,1,20.0%
Willie Gay Jr.,KAN,0,3,2,66.7%,11,5.5,3.7,0,72.9,-1.0,2,9,5,0,1,0.0,1,6,1,14.3%
Bryan Cook,KAN,0,4,2,50.0%,4,2.0,1.0,1,95.8,5.0,1,3,0,0,0,0.0,0,3,0,0.0%
Leo Chenal,KAN,0,1,1,100.0%,15,15.0,15.0,0,118.7,-2.0,-2,17,3,0,0,1.0,1,1,1,50.0%
Chris Jones,KAN,0,0,0,,,,,,,,,,0,1,2,1.0,4,2,0,0.0%
Michael Danna,KAN,0,0,0,,,,,,,,,,0,0,1,1.0,2,3,0,0.0%
Felix Anudike-Uzomah,KAN,0,0,0,,,,,,,,,,1,0,1,0.0,1,1,0,0.0%
Mike Edwards,KAN,0,1,0,0.0%,,,0.0,,39.6,11.0,,,0,0,0,0.0,0,1,0,0.0%
Chamarri Conner,KAN,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,
George Karlaftis III,KAN,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Josh Metellus,MIN,0,6,6,100.0%,47,7.8,7.8,0,99.3,3.8,23,24,7,0,1,0.0,1,6,1,14.3%
Camryn Bynum,MIN,0,8,6,75.0%,79,13.2,9.9,0,105.7,11.0,59,20,0,0,0,0.0,0,8,0,0.0%
Byron Murphy,MIN,0,6,5,83.3%,36,7.2,6.0,2,131.2,3.3,15,21,2,0,0,0.0,0,3,1,25.0%
Jordan Hicks,MIN,0,5,4,80.0%,42,10.5,8.4,0,101.7,3.4,8,34,9,1,0,0.0,1,10,0,0.0%
Harrison Smith,MIN,0,3,3,100.0%,18,6.0,6.0,0,91.7,-0.3,-1,19,4,0,1,0.0,1,10,0,0.0%
Ivan Pace,MIN,0,4,2,50.0%,15,7.5,3.8,0,59.4,2.3,-2,17,6,0,1,0.0,1,4,0,0.0%
Mekhi Blackmon,MIN,0,3,2,66.7%,28,14.0,9.3,0,96.5,17.3,21,7,0,0,0,0.0,0,4,0,0.0%
Akayleb Evans,MIN,0,3,2,66.7%,7,3.5,2.3,0,70.1,7.3,2,5,0,0,0,0.0,0,2,2,50.0%
Troy Dye,MIN,0,1,1,100.0%,9,9.0,9.0,0,104.2,9.0,9,0,0,0,0,0.0,0,1,0,0.0%
Patrick Jones II,MIN,0,0,0,,,,,,,,,,4,3,2,0.0,5,0,0,
Marcus Davenport,MIN,0,0,0,,,,,,,,,,7,1,2,1.0,4,3,0,0.0%
Danielle Hunter,MIN,0,0,0,,,,,,,,,,5,2,0,1.0,3,2,0,0.0%
Harrison Phillips,MIN,0,0,0,,,,,,,,,,0,0,0,0.0,0,6,1,14.3%
D.J. Wonnum,MIN,0,0,0,,,,,,,,,,7,0,0,0.0,0,4,0,0.0%
