Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
1,5:53,1,10,BUF 42,0,0,LeSean McCoy middle for 10 yards (tackle by Steven Nelson),1.730,2.390
1,5:25,1,10,KAN 48,0,0,LeSean McCoy middle for 7 yards (tackle by Kevin Pierre-Louis),2.390,2.790
1,4:55,2,3,KAN 41,0,0,LeSean McCoy middle for -1 yards (tackle by Reggie Ragland),2.790,1.950
1,4:14,3,4,KAN 42,0,0,Tyrod Taylor pass complete short left to LeSean McCoy for 5 yards,1.950,3.120
1,3:41,1,10,KAN 37,0,0,Tyrod Taylor pass complete short left to Travaris Cadet for 4 yards (tackle by Kevin Pierre-Louis),3.120,3.110
1,3:08,2,6,KAN 33,0,0,Travaris Cadet middle for 1 yard (tackle by Bennie Logan and Jarvis Jenkins),3.110,2.540
1,2:31,3,5,KAN 32,0,0,"Tyrod Taylor pass complete short middle to Jordan Matthews for 8 yards (tackle by Steven Nelson). Penalty on Daniel Sorensen: Roughing the Passer, 12 yards",2.540,4.780
1,2:14,1,10,KAN 12,0,0,LeSean McCoy right guard for 1 yard (tackle by Bennie Logan),4.780,4.270
1,1:36,2,9,KAN 11,6,0,"Tyrod Taylor pass complete short left to Zay Jones for 11 yards, touchdown",4.270,7.000
1,1:29,,,KAN 15,7,0,Steven Hauschka kicks extra point good,0.000,0.000
1,1:29,,,BUF 35,7,0,"Steven Hauschka kicks off 68 yards, returned by Charcandrick West for 24 yards (tackle by Trae Elston). Penalty on Ross Travis: Illegal Block Above the Waist, 8 yards",0.000,0.380
1,1:23,1,10,KAN 8,7,0,Kareem Hunt right guard for 3 yards (tackle by Preston Brown),-0.380,-0.560
1,0:48,2,7,KAN 11,7,0,Kareem Hunt left guard for -5 yards (tackle by Jerry Hughes and Matt Milano),-0.560,-1.650
1,0:05,3,12,KAN 6,7,0,Alex Smith left end for 11 yards (tackle by Matt Milano),-1.650,-2.320
,,,,,,,"KAN challenged the short of the line to gain ruling, and the play was upheld.",,
Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,KAN 17,7,0,"Dustin Colquitt punts 40 yards, returned by Brandon Tate for 13 yards (tackle by Jehu Chesson)",-2.320,-2.650
2,14:51,1,10,KAN 44,7,0,LeSean McCoy middle for 3 yards (tackle by Reggie Ragland),2.650,2.520
2,14:15,2,7,KAN 41,7,0,Tyrod Taylor pass complete short left to Zay Jones for 17 yards (tackle by Steven Nelson),2.520,3.970
2,13:46,1,10,KAN 24,7,0,LeSean McCoy middle for 1 yard (tackle by Chris Jones),3.970,3.570
2,13:01,2,9,KAN 23,7,0,Tyrod Taylor pass incomplete deep left intended for Zay Jones,3.570,2.870
2,12:54,3,9,KAN 23,7,0,Tyrod Taylor pass complete short left to Jordan Matthews for 7 yards (tackle by Steven Nelson),2.870,2.500
2,12:05,4,2,KAN 16,10,0,Steven Hauschka 34 yard field goal good,2.500,3.000
2,12:01,,,BUF 35,10,0,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
2,12:01,1,10,KAN 25,10,0,Alex Smith pass complete short left to Anthony Sherman for 4 yards (tackle by Ramon Humber),0.610,0.600
2,11:19,2,6,KAN 29,10,0,Alex Smith pass incomplete short right intended for Travis Kelce,0.600,-0.100
2,11:14,3,6,KAN 29,10,0,Alex Smith middle for 4 yards (tackle by Lorenzo Alexander),-0.100,-1.180
2,10:30,4,2,KAN 33,10,0,"Dustin Colquitt punts 54 yards, returned by Brandon Tate for 10 yards (tackle by Jehu Chesson)",-1.180,-0.480
2,10:17,1,10,BUF 23,10,0,Tyrod Taylor middle for 4 yards (tackle by Bennie Logan),0.480,0.470
2,9:42,2,6,BUF 27,10,0,LeSean McCoy right guard for 1 yard (tackle by Justin Houston),0.470,-0.100
2,9:02,3,5,BUF 28,10,0,Tyrod Taylor pass complete short middle to Charles Clay for 5 yards (tackle by Steven Nelson),-0.100,1.140
2,8:13,1,10,BUF 33,10,0,Tyrod Taylor right end for 5 yards (tackle by Derrick Johnson),1.140,1.270
2,7:40,2,5,BUF 38,10,0,LeSean McCoy middle for 2 yards (tackle by Reggie Ragland and Derrick Johnson),1.270,0.830
2,7:04,3,3,BUF 40,10,0,LeSean McCoy left tackle for 14 yards (tackle by Rakeem Nunez-Roches),0.830,2.520
2,6:24,1,10,KAN 46,10,0,Tyrod Taylor pass incomplete short left intended for Zay Jones,2.520,1.980
2,6:16,2,10,KAN 46,10,0,Travaris Cadet middle for 8 yards (tackle by Terrance Mitchell),1.980,2.350
2,5:41,3,2,KAN 38,10,0,Travaris Cadet right end for 6 yards (tackle by Marcus Peters),2.350,3.450
2,5:13,1,10,KAN 32,10,0,Tyrod Taylor pass incomplete deep left intended for Zay Jones,3.450,2.900
2,5:06,2,10,KAN 32,10,0,LeSean McCoy right tackle for -3 yards (tackle by Justin Houston),2.900,1.820
2,4:23,3,13,KAN 35,10,0,LeSean McCoy left end for 2 yards (tackle by Frank Zombo),1.820,1.150
2,3:36,4,11,KAN 33,10,0,Steven Hauschka 52 yard field goal no good,1.150,-1.730
2,3:30,1,10,KAN 42,10,0,Alex Smith pass complete short right to Demetrius Harris for 28 yards (tackle by Jordan Poyer),1.730,3.580
2,2:47,1,10,BUF 30,10,0,Alex Smith sacked by Cedric Thornton for -2 yards,3.580,2.760
2,2:00,2,12,BUF 32,10,0,Alex Smith pass complete short left to Akeem Hunt for 6 yards (tackle by Leonard Johnson),2.760,0.000
2,1:52,,,,,,Timeout #1 by Buffalo Bills,0.000,-2.870
2,1:52,3,6,BUF 26,10,0,Alex Smith pass incomplete short left intended for Albert Wilson (defended by Micah Hyde),2.870,1.760
2,1:48,4,6,BUF 26,10,3,Harrison Butker 45 yard field goal good,1.760,3.000
2,1:44,,,KAN 35,10,3,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
2,1:44,1,10,BUF 25,10,3,Tyrod Taylor left end for 9 yards (tackle by Daniel Sorensen),0.610,1.280
2,1:37,2,1,BUF 34,10,3,Tyrod Taylor pass complete short right to Deonte Thompson for 6 yards (tackle by Marcus Peters),1.280,1.600
2,1:13,1,10,BUF 40,10,3,Tyrod Taylor pass complete short middle to Travaris Cadet for 9 yards (tackle by Ron Parker),1.600,2.270
2,0:45,2,1,BUF 49,10,3,Travaris Cadet middle for 5 yards (tackle by Daniel Sorensen),2.270,0.000
2,0:40,,,,,,Timeout #2 by Buffalo Bills,0.000,-2.520
2,0:39,1,10,KAN 46,10,3,Tyrod Taylor pass complete short right to Charles Clay for 6 yards (tackle by Eric Murray),2.520,2.790
2,0:19,2,4,KAN 40,10,3,Tyrod Taylor pass incomplete short right intended for Zay Jones,2.790,2.080
2,0:17,3,4,KAN 40,10,3,Tyrod Taylor pass complete short right to Nick O'Leary for 3 yards (tackle by Marcus Peters),2.080,0.000
2,0:09,,,,,,Timeout #3 by Buffalo Bills,0.000,-0.790
2,0:09,4,1,KAN 37,13,3,Steven Hauschka 56 yard field goal good,0.790,3.000
2,0:04,,,BUF 35,13,3,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
2,0:03,1,10,KAN 25,13,3,Alex Smith kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,13,3,"Steven Hauschka kicks off 68 yards, returned by Charcandrick West for 18 yards (tackle by Shamarko Thomas)",0.000,0.220
3,14:55,1,10,KAN 15,13,3,Alex Smith pass complete short left to Travis Kelce for 10 yards (tackle by Jordan Poyer),-0.220,0.610
3,14:55,1,10,KAN 25,13,3,"Penalty on Travis Kelce: False Start, 5 yards (no play)",0.610,0.280
3,14:05,1,15,KAN 20,13,3,Akeem Hunt left end for -10 yards (tackle by Jerry Hughes),0.280,-1.880
3,13:19,2,25,KAN 10,13,3,Alex Smith pass complete short left to Demarcus Robinson for 9 yards (tackle by E.J. Gaines),-1.880,-1.510
3,12:34,3,16,KAN 19,13,3,"Alex Smith pass incomplete deep middle intended for Demarcus Robinson. Penalty on Eddie Yarbrough: Defensive Offside, 5 yards (no play)",-1.510,-0.760
3,12:26,3,11,KAN 24,13,3,Alex Smith pass complete deep middle to Travis Kelce for 25 yards (tackle by Preston Brown),-0.760,2.190
3,11:46,1,10,KAN 49,13,3,Alex Smith pass complete short left to Demetrius Harris for 5 yards (tackle by Ryan Davis),2.190,2.320
3,11:08,2,5,BUF 46,13,3,Tyreek Hill right end for 16 yards (tackle by Jordan Poyer),2.320,3.580
3,10:37,1,10,BUF 30,13,3,Kareem Hunt right tackle for 9 yards (tackle by Eddie Yarbrough),3.580,4.250
3,10:02,2,1,BUF 21,13,3,Kareem Hunt right end for 2 yards (tackle by Eddie Yarbrough),4.250,4.310
3,9:26,1,10,BUF 19,13,9,"Alex Smith pass complete short left to Albert Wilson for 19 yards, touchdown",4.310,7.000
3,9:19,,,BUF 15,13,10,Harrison Butker kicks extra point good,0.000,0.000
3,9:19,,,KAN 35,13,10,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
3,9:19,1,10,BUF 25,13,10,"Tyrod Taylor pass complete short right to Charles Clay for 33 yards (tackle by Daniel Sorensen). Penalty on Daniel Sorensen: Face Mask (15 Yards), 15 yards",0.610,3.780
3,9:01,1,10,KAN 27,13,10,LeSean McCoy middle for -4 yards (tackle by Reggie Ragland),3.780,2.690
3,8:25,2,14,KAN 31,13,10,Tyrod Taylor sacked by Justin Houston for -8 yards,2.690,0.960
3,7:44,3,22,KAN 39,13,10,Tyrod Taylor pass complete short left to Travaris Cadet for 8 yards (tackle by Bennie Logan),0.960,1.320
3,6:56,4,14,KAN 31,16,10,Steven Hauschka 49 yard field goal good,1.320,3.000
3,6:52,,,BUF 35,16,10,"Steven Hauschka kicks off 70 yards, returned by Akeem Hunt for 32 yards (tackle by Travaris Cadet)",0.000,-0.740
3,6:46,1,10,KAN 27,16,10,Alex Smith right end for 13 yards (tackle by Shaq Lawson),0.740,1.600
3,6:19,1,10,KAN 40,16,10,Kareem Hunt middle for 1 yard (tackle by Preston Brown and Shaq Lawson),1.600,1.190
3,5:41,2,9,KAN 41,16,10,Alex Smith pass incomplete short left intended for Tyreek Hill,1.190,0.500
3,5:35,3,9,KAN 41,16,10,"Penalty on Mitch Morse: False Start, 5 yards (no play)",0.500,-0.160
3,5:35,3,14,KAN 36,16,10,"Penalty on Kyle Williams: Neutral Zone Infraction, 5 yards (no play)",-0.160,0.500
3,5:35,3,9,KAN 41,16,10,Alex Smith sacked by Lorenzo Alexander for -16 yards,0.500,-1.700
3,4:49,4,25,KAN 25,16,10,"Dustin Colquitt punts 56 yards, returned by Brandon Tate for 7 yards (tackle by Demetrius Harris)",-1.700,-0.670
3,4:38,1,10,BUF 26,16,10,Tyrod Taylor right end for 9 yards (tackle by Marcus Peters),0.670,1.350
3,4:16,2,1,BUF 35,16,10,LeSean McCoy middle for no gain (tackle by Rakeem Nunez-Roches),1.350,0.630
3,3:33,3,1,BUF 35,16,10,Tyrod Taylor sacked by Daniel Sorensen for -11 yards,0.630,-1.770
3,2:58,4,12,BUF 24,16,10,"Colton Schmidt punts 43 yards, returned by Tyreek Hill for -5 yards (tackle by Lorenzo Alexander)",-1.770,-0.810
3,2:47,1,10,KAN 28,16,10,Alex Smith pass complete short middle to Demarcus Robinson for 15 yards (tackle by Jordan Poyer),0.810,1.800
3,2:11,1,10,KAN 43,16,10,Kareem Hunt right end for -3 yards (tackle by Ramon Humber),1.800,0.850
3,1:28,2,13,KAN 40,16,10,Kareem Hunt middle for 2 yards (tackle by Preston Brown),0.850,0.430
3,0:49,3,11,KAN 42,16,10,Alex Smith pass incomplete short left intended for Charcandrick West,0.430,-0.590
3,0:45,4,11,KAN 42,16,10,"Dustin Colquitt punts 47 yards, muffed catch by Brandon Tate, recovered by Brandon Tate and returned for no gain",-0.590,0.220
3,0:30,1,10,BUF 15,16,10,LeSean McCoy middle for 7 yards (tackle by Reggie Ragland),-0.220,0.350
Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,BUF 22,16,10,LeSean McCoy middle for no gain (tackle by Rakeem Nunez-Roches),0.350,-0.510
4,14:25,3,3,BUF 22,16,10,Tyrod Taylor pass incomplete short left intended for Zay Jones (defended by Terrance Mitchell),-0.510,-1.900
4,14:21,4,3,BUF 22,16,10,"Colton Schmidt punts 40 yards, fair catch by Tyreek Hill",-1.900,-1.470
4,14:13,1,10,KAN 38,16,10,Kareem Hunt middle for 2 yards (tackle by Jerry Hughes and Deandre Coleman),1.470,1.190
4,13:35,2,8,KAN 40,16,10,Alex Smith pass complete short right to Tyreek Hill for 6 yards (tackle by Leonard Johnson),1.190,1.290
4,13:35,3,2,KAN 46,16,10,Tyreek Hill right end for -3 yards (tackle by Shaq Lawson),1.290,-0.520
4,12:11,4,5,KAN 43,16,10,"Dustin Colquitt punts 38 yards, fair catch by Brandon Tate",-0.520,-0.150
4,12:04,1,10,BUF 19,16,10,Tyrod Taylor pass complete short right to LeSean McCoy for 6 yards (tackle by Reggie Ragland),0.150,0.480
4,11:39,2,4,BUF 25,16,10,LeSean McCoy right tackle for 5 yards (tackle by Daniel Sorensen),0.480,0.940
4,10:59,1,10,BUF 30,16,10,Tyrod Taylor left end for 3 yards (tackle by Ron Parker),0.940,0.800
4,10:59,2,7,BUF 33,16,10,"Penalty on Kenneth Acker: Defensive 12 On-field, 5 yards (no play)",0.800,1.470
4,10:11,2,2,BUF 38,16,10,LeSean McCoy left tackle for 11 yards (tackle by Ron Parker),1.470,2.190
4,9:35,1,10,BUF 49,16,10,Travaris Cadet left end for 4 yards (tackle by Rakeem Nunez-Roches),2.190,2.190
4,8:56,2,6,KAN 47,16,10,"Travaris Cadet left end for 19 yards (tackle by Daniel Sorensen). Penalty on Dion Dawkins: Offensive Holding, 10 yards (no play)",2.190,0.840
4,8:33,2,16,BUF 43,16,10,Tyrod Taylor pass complete short middle to Nick O'Leary for 15 yards (tackle by Reggie Ragland),0.840,2.150
4,7:53,3,1,KAN 42,16,10,LeSean McCoy left end for -5 yards (tackle by Frank Zombo),2.150,0.130
4,7:17,4,6,KAN 47,16,10,Colton Schmidt punts 36 yards,0.130,0.350
4,7:09,1,10,KAN 12,16,10,Alex Smith pass complete short left to Kareem Hunt for 9 yards (tackle by Preston Brown),-0.350,0.420
4,6:44,2,1,KAN 21,16,10,Alex Smith pass complete short right to Albert Wilson for 4 yards (tackle by TreDavious White),0.420,0.610
4,6:05,1,10,KAN 25,16,10,Alex Smith pass complete short left to Tyreek Hill for 10 yards (tackle by E.J. Gaines and Preston Brown),0.610,1.270
4,5:36,1,10,KAN 35,16,10,Alex Smith pass complete short middle to Albert Wilson for 13 yards (tackle by E.J. Gaines),1.270,2.130
4,5:05,1,10,KAN 48,16,10,Alex Smith pass complete short left to Tyreek Hill for no gain,2.130,1.580
4,4:24,2,10,KAN 48,16,10,Alex Smith pass complete short middle to Travis Kelce for 4 yards (tackle by Preston Brown),1.580,1.420
4,3:39,3,6,BUF 48,16,10,Alex Smith pass complete short left to Tyreek Hill for 2 yards (tackle by E.J. Gaines),1.420,0.200
4,2:54,4,4,BUF 46,16,10,Alex Smith pass incomplete deep left intended for Tyreek Hill,0.200,-1.990
4,2:49,1,10,BUF 46,16,10,LeSean McCoy left tackle for no gain (tackle by Bennie Logan and Allen Bailey),1.990,0.000
4,2:45,,,,,,Timeout #1 by Kansas City Chiefs,0.000,-1.450
4,2:45,2,10,BUF 46,16,10,LeSean McCoy left end for -1 yards (tackle by Frank Zombo and Kevin Pierre-Louis),1.450,0.000
4,2:41,,,,,,Timeout #2 by Kansas City Chiefs,0.000,-0.630
4,2:41,3,11,BUF 45,16,10,Tyrod Taylor left tackle for -1 yards (tackle by Frank Zombo),0.630,0.000
4,2:35,,,,,,Timeout #3 by Kansas City Chiefs,0.000,0.460
4,2:35,4,12,BUF 44,16,10,"Colton Schmidt punts 42 yards, out of bounds",-0.460,0.280
4,2:28,1,10,KAN 14,16,10,Alex Smith middle for 8 yards (tackle by Preston Brown),-0.280,0.420
4,2:07,2,2,KAN 22,16,10,Alex Smith pass complete short left to Tyreek Hill for 9 yards (tackle by E.J. Gaines),0.420,1.000
4,2:00,1,10,KAN 31,16,10,Alex Smith pass complete short left to Charcandrick West for 4 yards (tackle by E.J. Gaines),1.000,1.000
4,1:54,2,6,KAN 35,16,10,Alex Smith pass incomplete short left intended for Demarcus Robinson,1.000,0.300
4,1:50,3,6,KAN 35,16,10,Alex Smith pass complete short left to Tyreek Hill for 11 yards,0.300,1.990
4,1:46,1,10,KAN 46,16,10,"Alex Smith pass complete short left to Charcandrick West for 1 yard (tackle by E.J. Gaines). Penalty on E.J. Gaines: Unnecessary Roughness, 15 yards",1.990,3.050
4,1:39,1,10,BUF 38,16,10,Alex Smith pass complete short right to Charcandrick West for 2 yards (tackle by Leonard Johnson),3.050,2.780
4,1:33,2,8,BUF 36,16,10,Alex Smith pass incomplete,2.780,2.080
4,1:25,3,8,BUF 36,16,10,Alex Smith pass incomplete short right intended for Tyreek Hill is intercepted by TreDavious White at BUF-27 and returned for 63 yards,2.080,-4.910
4,1:10,1,10,KAN 10,16,10,Tyrod Taylor kneels for -1 yards,4.910,4.020
4,0:36,2,11,KAN 11,16,10,Tyrod Taylor kneels for -1 yards,4.020,3.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
