Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Taylor Moton,T,52,100%,0,0%,1,5%
Nash Jensen,G,52,100%,0,0%,1,5%
Gabe Jackson,G,52,100%,0,0%,1,5%
Ikem Ekwonu,T,52,100%,0,0%,1,5%
Bryce Young,QB,52,100%,0,0%,0,0%
Bradley Bozeman,C,52,100%,0,0%,0,0%
Terrace Marshall Jr.,WR,48,92%,0,0%,0,0%
Adam Thielen,WR,48,92%,0,0%,0,0%
Tommy Tremble,TE,44,85%,0,0%,3,15%
Chuba Hubbard,RB,42,81%,0,0%,0,0%
DJ Chark,WR,34,65%,0,0%,0,0%
Ian Thomas,TE,19,37%,0,0%,7,35%
Ihmir Smith-Marsette,WR,9,17%,0,0%,7,35%
Miles Sanders,RB,7,13%,0,0%,0,0%
Stephen Sullivan,TE,5,10%,0,0%,16,80%
Raheem Blackshear,RB,3,6%,0,0%,10,50%
J.D. DiRenzo,G,1,2%,0,0%,1,5%
Frankie Luvu,LB,0,0%,65,100%,3,15%
Vonn Bell,SS,0,0%,65,100%,0,0%
Derrick Brown,DT,0,0%,64,98%,3,15%
Brian Burns,LB,0,0%,62,95%,3,15%
Xavier Woods,FS,0,0%,62,95%,0,0%
Donte Jackson,CB,0,0%,60,92%,0,0%
Yetur Gross-Matos,LB,0,0%,57,88%,3,15%
Jaycee Horn,CB,0,0%,56,86%,0,0%
Shy Tuttle,DT,0,0%,29,45%,3,15%
Troy Hill,CB,0,0%,29,45%,0,0%
DeShawn Williams,DE,0,0%,27,42%,0,0%
Deion Jones,LB,0,0%,24,37%,0,0%
Nick Thurman,DT,0,0%,23,35%,0,0%
Jeremy Chinn,FS,0,0%,22,34%,19,95%
LaBryan Ray,DE,0,0%,21,32%,0,0%
Kamu Grugier-Hill,LB,0,0%,20,31%,19,95%
C.J. Henderson,CB,0,0%,8,12%,2,10%
Chris Wormley,DE,0,0%,6,9%,3,15%
DJ Johnson,LB,0,0%,5,8%,4,20%
Alex Cook,SS,0,0%,3,5%,16,80%
D'Shawn Jamison,CB,0,0%,3,5%,13,65%
Eku Leota,LB,0,0%,3,5%,10,50%
Sam Franklin,SS,0,0%,1,2%,19,95%
Jammie Robinson,SS,0,0%,0,0%,18,90%
Tae Davis,LB,0,0%,0,0%,16,80%
J.J. Jansen,LS,0,0%,0,0%,7,35%
Johnny Hekker,P,0,0%,0,0%,7,35%
Matthew Wright,K,0,0%,0,0%,2,10%
David Sharpe,T,0,0%,0,0%,1,5%
