Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Ace Eley,,,1,1,100.0%,1,1.0,1.0,0,79.2,-5.0,-5,6,0,0,0,,0,,0,
Chris Pierce,,,0,0,,,,,,,,,,1,0,0,,0,,0,
Quandre Mosely,,,0,0,,,,,,,,,,1,0,0,,0,,0,
Cephus Johnson III,,,0,0,,,,,,,,,,0,0,0,,0,,1,
Zyon McCollum,TAM,0,3,3,100.0%,18,6.0,6.0,0,91.7,-1.0,-3,21,0,0,0,0.0,0,3,0,0.0%
Shaquil Barrett,TAM,0,2,2,100.0%,9,4.5,4.5,0,85.4,-4.5,-9,18,2,0,0,0.0,0,2,0,0.0%
Jamel Dean,TAM,0,2,2,100.0%,47,23.5,23.5,0,118.7,14.0,28,19,0,0,0,0.0,0,3,0,0.0%
Lavonte David,TAM,0,3,1,33.3%,4,4.0,1.3,0,42.4,13.0,4,0,6,3,0,0.0,3,10,0,0.0%
Anthony Nelson,TAM,0,1,1,100.0%,4,4.0,4.0,0,83.3,3.0,3,1,0,1,0,0.0,1,2,0,0.0%
Carlton Davis,TAM,0,5,1,20.0%,4,4.0,0.8,0,39.6,8.8,4,0,0,0,0,0.0,0,4,0,0.0%
Christian Izien,TAM,0,2,1,50.0%,8,8.0,4.0,0,60.4,1.5,7,1,3,0,0,0.0,0,2,0,0.0%
YaYa Diaby,TAM,0,0,0,,,,,,,,,,0,1,0,1.0,2,5,0,0.0%
Joe Tryon-Shoyinka,TAM,0,0,0,,,,,,,,,,1,0,1,1.0,2,3,0,0.0%
Vita Vea,TAM,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,1,50.0%
Devin White,TAM,0,0,0,,,,,,,,,,6,0,1,0.0,1,3,0,0.0%
Antoine Winfield Jr.,TAM,0,0,0,,,,,,,,,,1,0,0,1.0,1,5,1,16.7%
William Gholston,TAM,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
Ryan Neal,TAM,0,0,0,,,,,,,,,,1,0,0,0.0,0,4,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Jaycee Horn,CAR,0,11,6,54.5%,53,8.8,4.8,0,67.6,8.8,23,30,0,0,0,0.0,0,5,0,0.0%
Donte Jackson,CAR,0,6,5,83.3%,50,10.0,8.3,0,101.4,7.5,23,27,1,0,0,0.0,0,7,0,0.0%
Deion Jones,CAR,0,6,3,50.0%,21,7.0,3.5,0,58.3,4.5,9,12,0,0,0,0.0,0,4,0,0.0%
Frankie Luvu,CAR,0,3,2,66.7%,11,5.5,3.7,0,72.9,5.0,1,10,3,0,1,0.0,1,6,0,0.0%
Brian Burns,CAR,0,1,1,100.0%,4,4.0,4.0,0,83.3,4.0,4,0,3,0,0,1.0,1,2,0,0.0%
Xavier Woods,CAR,0,3,1,33.3%,-3,-3.0,-1.0,0,42.4,19.7,-3,0,1,0,0,0.0,0,3,1,25.0%
Derrick Brown,CAR,0,0,0,,,,,,,,,,0,1,1,1.0,3,7,1,12.5%
Nick Thurman,CAR,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Yetur Gross-Matos,CAR,0,0,0,,,,,,,,,,0,0,0,1.0,1,5,0,0.0%
Jeremy Chinn,CAR,0,0,0,,,,,,,,,,1,1,0,0.0,1,0,0,
Troy Hill,CAR,0,1,0,0.0%,,,0.0,,39.6,38.0,,,0,0,0,0.0,0,2,1,33.3%
Shy Tuttle,CAR,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,2,40.0%
Vonn Bell,CAR,0,1,0,0.0%,,,0.0,,39.6,13.0,,,1,0,0,0.0,0,2,0,0.0%
