Quarter,Time,Down,ToGo,Location,TAM,CAR,Detail,EPB,EPA
3,14:55,1,10,CAR 15,6,0,Chuba Hubbard left guard for -1 yards (tackle by Ryan Neal),-0.220,-0.820
3,14:21,2,11,CAR 14,6,0,Chuba Hubbard right tackle for 3 yards (tackle by Lavonte David),-0.820,-1.120
3,13:39,3,8,CAR 17,6,0,"Penalty on Shaquil Barrett: Neutral Zone Infraction, 5 yards (accepted) (no play)",-1.120,-0.510
3,13:19,3,3,CAR 22,6,0,Chuba Hubbard up the middle for 6 yards (tackle by Devin White),-0.510,0.810
3,12:39,1,10,CAR 28,6,0,Chuba Hubbard left guard for 1 yard (tackle by Lavonte David and YaYa Diaby),0.810,0.400
3,11:58,2,9,CAR 29,6,0,Chuba Hubbard up the middle for 17 yards (tackle by Antoine Winfield),0.400,1.990
3,11:15,1,10,CAR 46,6,0,Miles Sanders right tackle for 3 yards (tackle by Ryan Neal),1.990,1.860
3,10:34,2,7,CAR 49,6,0,"Penalty on Tommy Tremble: False Start, 5 yards (accepted) (no play)",1.860,1.180
3,10:18,2,12,CAR 44,6,0,Bryce Young pass incomplete deep right intended for Ian Thomas,1.180,0.500
3,10:09,3,12,CAR 44,6,0,Chuba Hubbard right tackle for 5 yards (tackle by YaYa Diaby),0.500,-0.130
3,9:29,4,7,CAR 49,6,0,Johnny Hekker punts 43 yards downed by D'Shawn Jamison,-0.130,0.380
3,9:20,1,10,TAM 8,6,0,Rachaad White up the middle for 3 yards (tackle by Yetur Gross-Matos),-0.380,-0.560
3,8:43,2,7,TAM 11,6,0,Baker Mayfield pass complete short right to Chris Godwin for 10 yards (tackle by Jaycee Horn),-0.560,0.340
3,8:04,1,10,TAM 21,6,0,Rachaad White up the middle for 2 yards (tackle by Derrick Brown and DeShawn Williams),0.340,0.070
3,7:30,2,8,TAM 23,6,0,Baker Mayfield sacked by Derrick Brown for -9 yards,0.070,-2.130
3,6:48,3,17,TAM 14,6,0,Baker Mayfield pass complete short left to Chris Godwin for 10 yards (tackle by Troy Hill and Frankie Luvu),-2.130,-1.770
3,6:10,4,7,TAM 24,6,0,"Jake Camarda punts 59 yards, returned by Ihmir Smith-Marsette for 29 yards (tackle by SirVocea Dennis)",-1.770,-1.990
3,5:55,1,10,CAR 46,6,0,Chuba Hubbard up the middle for 1 yard (tackle by Greg Gaines and Anthony Nelson),1.990,1.590
3,5:16,2,9,CAR 47,6,0,Bryce Young pass complete short middle to Adam Thielen for 4 yards (tackle by Anthony Nelson),1.590,1.420
3,4:30,3,5,TAM 49,6,0,Bryce Young pass complete short right to Ihmir Smith-Marsette for 6 yards (tackle by Zyon McCollum),1.420,2.720
3,3:51,1,10,TAM 43,6,0,Bryce Young scrambles up the middle for 4 yards (tackle by Logan Hall),2.720,2.720
3,3:11,2,6,TAM 39,6,0,Bryce Young pass incomplete deep right intended for DJ Chark,2.720,2.010
3,3:04,3,6,TAM 39,6,0,Chuba Hubbard up the middle for 1 yard (tackle by Shaquil Barrett and YaYa Diaby),2.010,0.720
3,2:24,4,5,TAM 38,6,0,Bryce Young pass complete short middle to Adam Thielen for 8 yards (tackle by Christian Izien),0.720,3.580
3,1:59,1,10,TAM 30,6,0,Chuba Hubbard left end for 2 yards (tackle by Joe Tryon-Shoyinka and Greg Gaines),3.580,3.300
3,1:32,2,8,TAM 28,6,0,Chuba Hubbard left guard for 3 yards (tackle by Christian Izien),3.300,3.010
3,0:49,3,5,TAM 25,6,0,Bryce Young sacked by Antoine Winfield for -9 yards,3.010,1.060
3,0:04,4,14,TAM 34,6,0,Matthew Wright 52 yard field goal no good,1.060,-1.730
Quarter,Time,Down,ToGo,Location,TAM,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 42,6,0,Rachaad White left tackle for 1 yard (tackle by Yetur Gross-Matos and Nick Thurman),1.730,1.320
4,14:23,2,9,TAM 43,6,0,Baker Mayfield pass complete short right to Chris Godwin for 4 yards,1.320,1.160
4,13:48,3,5,TAM 47,6,0,Baker Mayfield scrambles right end for 7 yards (tackle by Frankie Luvu),1.160,2.520
4,13:19,1,10,CAR 46,6,0,Chase Edmonds left guard for 4 yards (tackle by Shy Tuttle),2.520,2.520
4,12:37,2,6,CAR 42,6,0,Chase Edmonds up the middle for 21 yards (tackle by Donte Jackson),2.520,4.170
4,11:53,1,10,CAR 21,6,0,Baker Mayfield pass complete short right to Mike Evans for 6 yards (tackle by Jaycee Horn and Kamu Grugier-Hill),4.170,4.550
4,11:12,2,4,CAR 15,6,0,Baker Mayfield pass incomplete short right intended for Trey Palmer,4.550,3.810
4,11:01,3,4,CAR 15,6,0,Baker Mayfield sacked by Brian Burns for -6 yards,3.810,2.060
4,10:22,4,10,CAR 21,9,0,Chase McLaughlin 39 yard field goal good,2.060,3.000
4,10:18,,,TAM 35,9,0,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
4,10:18,1,10,CAR 25,9,0,Chuba Hubbard up the middle for 12 yards (tackle by Devin White),0.610,1.400
4,9:49,1,10,CAR 37,9,0,Chuba Hubbard up the middle for 4 yards (tackle by Lavonte David and Kaevon Merriweather),1.400,1.400
4,9:19,2,6,CAR 41,9,0,Bryce Young pass complete short left to Terrace Marshall for 5 yards (tackle by Jamel Dean),1.400,1.360
4,8:53,3,1,CAR 46,9,0,Chuba Hubbard up the middle for no gain (tackle by Lavonte David and Antoine Winfield),1.360,-0.320
4,8:21,4,1,CAR 46,9,0,Chuba Hubbard right tackle for 2 yards (tackle by Carlton Davis and Lavonte David),-0.320,2.130
4,7:50,1,10,CAR 48,9,0,Bryce Young pass complete short right to DJ Chark for 4 yards (tackle by Carlton Davis),2.130,2.120
4,7:18,2,6,TAM 48,9,0,Bryce Young scrambles left end for 20 yards (tackle by Antoine Winfield),2.120,3.710
4,6:35,1,10,TAM 28,9,0,"Raheem Blackshear left end for no gain, touchdown (no play)",3.710,3.380
4,6:25,1,15,TAM 33,9,0,"Bryce Young sacked by Joe Tryon-Shoyinka for -9 yards. Bryce Young fumbles (forced by Joe Tryon-Shoyinka), recovered by Greg Gaines at TB-43 (tackle by Joe Tryon-Shoyinka) Replay Assistant challenged the fumble ruling, and the play was upheld.",3.380,-1.800
4,6:19,1,10,TAM 43,9,0,Rachaad White right tackle for 3 yards (tackle by Derrick Brown),1.800,1.660
4,5:44,2,7,TAM 46,9,0,Rachaad White left guard for 6 yards (tackle by Kamu Grugier-Hill and Yetur Gross-Matos),1.660,1.750
4,5:35,,,,,,Timeout #1 by Carolina Panthers,,
4,5:35,3,1,CAR 48,9,0,Rachaad White left tackle for 7 yards (tackle by Vonn Bell),1.750,2.850
4,5:31,,,,,,Timeout #2 by Carolina Panthers,,
4,5:31,1,10,CAR 41,9,0,Rachaad White left end for 1 yard (tackle by Brian Burns),2.850,2.440
4,5:26,,,,,,Timeout #3 by Carolina Panthers,,
4,5:26,2,9,CAR 40,9,0,Rachaad White right tackle for 4 yards (tackle by Frankie Luvu and C.J. Henderson),2.440,2.280
4,4:42,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,4:42,3,5,CAR 36,9,0,Baker Mayfield pass complete short right to Chris Godwin for 14 yards (tackle by Donte Jackson),2.280,4.110
4,4:00,1,10,CAR 22,9,0,Rachaad White up the middle for 6 yards (tackle by LaBryan Ray),4.110,4.460
4,3:18,2,4,CAR 16,9,0,Rachaad White left guard for 2 yards (tackle by LaBryan Ray),4.460,4.150
4,2:35,3,2,CAR 14,9,0,Rachaad White right tackle for 3 yards (tackle by C.J. Henderson and Shy Tuttle),4.150,4.840
4,2:00,1,10,CAR 11,9,0,Baker Mayfield kneels for no gain,4.840,4.140
4,1:20,2,10,CAR 11,9,0,Baker Mayfield kneels for -1 yards,4.140,3.110
4,0:40,3,11,CAR 12,9,0,Baker Mayfield kneels for -1 yards,3.110,2.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
