#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:01,NOR 30,14,7:24,65,Field Goal
2,1,5:38,NOR 28,6,4:06,19,Punt
3,2,15:00,NOR 40,3,1:49,-18,Punt
4,2,10:01,NOR 25,3,2:02,9,Punt
5,2,6:55,NOR 46,6,3:13,54,Touchdown
6,3,15:00,NOR 25,3,1:54,6,Punt
7,3,9:59,NOR 7,15,9:01,80,Field Goal
8,4,15:00,,7,2:38,31,Field Goal
9,4,10:14,NOR 49,8,4:46,51,Touchdown
10,4,3:29,NOR 25,3,0:27,-2,Punt
11,4,2:39,NYJ 42,3,1:32,42,Touchdown
