Player,Pos
Zach Wilson,QB
Ty Johnson,RB
Jamison Crowder,WR
Keelan Cole,WR
Ryan Griffin,TE
Laurent Duvernay-Tardif,OL
Alijah Vera-Tucker,OL
Morgan Moses,OL
Connor McGovern,OL
Dan Feeney,OL
George Fant,OT
Shaq Lawson,DE
John Franklin-Myers,DT
Folorunso Fatukasi,DT
Quinnen Williams,DT
C.J. Mosley,LB
Quincy Williams,LB
Jarrad Davis,LB
Bryce Hall,CB
Brandin Echols,CB
Ashtyn Davis,S
Elijah Riley,S
