0,1
Game Info,Game Info
Won Toss,Jaguars
Roof,outdoors
Surface,grass
Duration,3:15
Attendance,77500
Weather,"40 degrees, relative humidity 89%, wind 10 mph"
Vegas Line,Kansas City Chiefs -2.5
Over/Under,37.0 (over)
