Quarter,Time,Down,ToGo,Location,JAX,KAN,Detail,EPB,EPA
1,9:22,4,3,JAX 33,0,6,"Chris Hanson punts, blocked by Bernard Pollard, recovered by Bernard Pollard, touchdown",-1.180,-7.000
1,,,,JAX 2,0,7,Lawrence Tynes kicks extra point good,0.000,0.000
1,9:10,,,KAN 30,0,7,"Lawrence Tynes kicks off 70 yards, touchback",0.000,0.280
1,9:10,1,10,JAX 20,0,7,David Garrard pass incomplete intended for Kyle Brady (defended by Ty Law),0.280,-0.270
1,9:05,2,10,JAX 20,0,7,David Garrard pass incomplete intended for George Wrighster (defended by Sammy Knight),-0.270,-0.960
1,8:56,3,10,JAX 20,0,7,David Garrard pass incomplete intended for Matt Jones,-0.960,-2.030
1,8:51,4,10,JAX 20,0,7,Chris Hanson punts 45 yards,-2.030,-1.270
1,8:42,1,10,KAN 35,0,7,Larry Johnson middle for no gain (tackle by Marcus Stroud),1.270,0.720
1,8:07,2,10,KAN 35,0,7,Larry Johnson right end for 1 yard (tackle by Paul Spicer),0.720,0.170
1,7:35,3,9,KAN 36,0,7,Trent Green pass complete to Tony Gonzalez for 16 yards (tackle by Deon Grant),0.170,2.390
1,6:59,1,10,JAX 48,0,7,Larry Johnson middle for 1 yard (tackle by Paul Spicer),2.390,1.980
1,6:25,2,9,JAX 47,0,7,Larry Johnson middle for -1 yards (tackle by Paul Spicer),1.980,1.160
1,5:47,3,10,JAX 48,0,7,Trent Green sacked by Kenneth Pettway for 0 yards,1.160,0.070
1,5:47,4,10,JAX 48,0,7,"Penalty on Kendall Gammon: False Start, 5 yards (no play)",0.070,-0.260
1,5:07,4,15,KAN 47,0,7,"Dustin Colquitt punts 31 yards, fair catch by Alvin Pearman",-0.260,-0.410
1,5:00,1,10,JAX 22,0,7,David Garrard pass complete to Maurice Jones-Drew for 8 yards (tackle by Greg Wesley),0.410,0.950
1,4:23,2,2,JAX 30,0,7,Maurice Jones-Drew middle for 4 yards (tackle by Sammy Knight),0.950,1.200
1,3:47,1,10,JAX 34,0,7,Maurice Jones-Drew right end for 7 yards (tackle by Ty Law),1.200,1.600
1,3:06,2,3,JAX 41,0,7,Maurice Jones-Drew right end for 2 yards (tackle by Jared Allen),1.600,1.160
1,3:06,3,1,JAX 43,0,7,"Penalty on JAX: Illegal Substitution, 5 yards (no play)",1.160,0.500
1,2:04,3,6,JAX 38,0,7,David Garrard pass complete to Matt Jones for 18 yards (tackle by Greg Wesley),0.500,2.650
1,1:18,1,10,KAN 44,0,7,Fred Taylor right end for 9 yards (tackle by Sammy Knight),2.650,3.330
1,0:47,2,1,KAN 35,0,7,Fred Taylor middle for 3 yards (tackle by Tamba Hali),3.330,3.450
Quarter,Time,Down,ToGo,Location,JAX,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 32,0,7,David Garrard pass complete to Reggie Williams for 6 yards (tackle by Ty Law),3.450,3.710
2,14:16,2,4,KAN 26,6,7,"David Garrard pass complete to Fred Taylor for 26 yards, touchdown",3.710,7.000
2,14:16,,,KAN 2,7,7,Josh Scobee kicks extra point good,0.000,0.000
2,14:06,,,JAX 30,7,7,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
2,14:06,1,10,KAN 20,7,7,Larry Johnson left end for -1 yards (tackle by Bobby McCray),0.280,-0.460
2,13:41,2,11,KAN 19,7,7,Trent Green pass complete to Larry Johnson for 3 yards (tackle by Terry Cousin),-0.460,-0.690
2,13:16,3,8,KAN 22,7,7,Trent Green pass incomplete intended for Samie Parker,-0.690,-1.900
2,13:11,4,8,KAN 22,7,7,"Dustin Colquitt punts 38 yards, returned by Alvin Pearman for 17 yards (tackle by Kendall Gammon)",-1.900,-2.720
2,13:01,1,10,KAN 43,7,7,David Garrard for 15 yards (tackle by Derrick Johnson),2.720,3.710
2,12:28,1,10,KAN 28,7,7,Maurice Jones-Drew middle for 10 yards (tackle by Jarrad Page),3.710,4.370
2,11:44,1,10,KAN 18,7,7,Maurice Jones-Drew left end for no gain (tackle by Patrick Surtain and Jared Allen),4.370,3.800
2,10:57,2,10,KAN 18,7,7,David Garrard pass complete to Maurice Jones-Drew for 3 yards (tackle by Jarrad Page),3.800,3.460
2,10:11,3,7,KAN 15,7,7,David Garrard pass incomplete intended for George Wrighster,3.460,2.440
2,10:11,4,7,KAN 15,10,7,Josh Scobee 33 yard field goal good,2.440,3.000
2,9:59,,,JAX 30,10,7,"Josh Scobee kicks off 59 yards, returned by Dante Hall for 26 yards (tackle by Brian Iwuh)",0.000,1.400
2,9:53,1,10,KAN 37,10,7,"Trent Green pass incomplete intended for Eddie Kennison. Penalty on Paul Spicer: Roughing the Passer, 15 yards (no play)",1.400,2.390
2,9:49,1,10,JAX 48,10,7,Larry Johnson middle for 40 yards (tackle by Rashean Mathis),2.390,5.370
2,9:06,1,8,JAX 8,10,7,Larry Johnson middle for 2 yards (tackle by Paul Spicer),5.370,4.950
2,8:32,2,6,JAX 6,10,7,Trent Green pass complete to Tony Gonzalez for 5 yards (tackle by Terry Cousin),4.950,5.170
,,,,,,,"KAN challenged the ruling, and the play was upheld.",,
2,7:52,3,1,JAX 1,10,7,Larry Johnson middle for no gain (tackle by Paul Spicer),5.170,3.550
2,7:12,4,1,JAX 1,10,13,"Larry Johnson middle for 1 yard, touchdown",3.550,7.000
2,7:12,,,JAX 2,10,14,Lawrence Tynes kicks extra point good,0.000,0.000
2,7:09,,,KAN 30,10,14,"Lawrence Tynes kicks off 64 yards, returned by Maurice Jones-Drew for 25 yards (tackle by Jeff Webb)",0.000,1.000
2,7:01,1,10,JAX 31,10,14,David Garrard pass complete to Marcedes Lewis for 12 yards (tackle by Ty Law),1.000,1.800
2,6:24,1,10,JAX 43,10,14,Fred Taylor middle for -2 yards (tackle by Sammy Knight and Ron Edwards),1.800,0.980
2,5:44,2,12,JAX 41,10,14,David Garrard sacked by Tamba Hali for -8 yards. Penalty on Khalif Barnes: Offensive Holding (Declined),0.980,-0.760
2,5:15,,,,10,14,Timeout #1 by Jacksonville Jaguars,0.000,-0.760
2,5:15,3,20,JAX 33,10,14,Maurice Jones-Drew middle for 12 yards (tackle by Greg Wesley),-0.760,-0.390
2,4:35,4,8,JAX 45,10,14,"Chris Hanson punts 27 yards, out of bounds",-0.390,-0.810
2,4:30,1,10,KAN 28,10,14,Trent Green pass complete to Larry Johnson for 3 yards (tackle by Nick Greisen),0.810,0.670
2,3:48,2,7,KAN 31,10,14,Larry Johnson middle for 1 yard (tackle by Daryl Smith),0.670,0.100
2,3:12,3,6,KAN 32,10,14,Trent Green pass complete to Eddie Kennison for 23 yards (tackle by Rashean Mathis). Penalty on Rashean Mathis: Illegal Contact (Declined),0.100,2.590
2,2:49,1,10,JAX 45,10,14,Trent Green sacked by Daryl Smith for 0 yards,2.590,2.040
2,2:07,2,10,JAX 45,10,14,Trent Green pass complete to Larry Johnson for 10 yards (tackle by Deon Grant),2.040,3.250
2,1:59,1,10,JAX 35,10,20,"Trent Green pass complete to Eddie Kennison for 35 yards, touchdown",3.250,7.000
2,1:59,,,JAX 2,10,21,Lawrence Tynes kicks extra point good,0.000,0.000
2,1:52,,,KAN 30,10,21,"Lawrence Tynes kicks off 60 yards, returned by Maurice Jones-Drew for 16 yards (tackle by Bernard Pollard)",0.000,0.670
2,1:46,1,10,JAX 26,10,21,Maurice Jones-Drew middle for -3 yards (tackle by Jared Allen),0.670,-0.280
2,1:19,2,13,JAX 23,10,21,David Garrard pass complete to Ernest Wilford for 15 yards (tackle by Sammy Knight),-0.280,1.470
2,0:54,1,10,JAX 38,10,21,David Garrard pass complete to Matt Jones for 13 yards (tackle by Patrick Surtain),1.470,2.320
2,0:47,,,,10,21,Timeout #2 by Jacksonville Jaguars,0.000,2.320
2,0:47,1,10,KAN 49,10,21,David Garrard sacked by Patrick Surtain for -3 yards,2.320,1.380
2,0:42,2,13,JAX 48,10,21,David Garrard pass complete to Maurice Jones-Drew for no gain,1.380,0.700
2,0:12,3,13,JAX 48,10,21,David Garrard pass incomplete intended for Cortez Hankton,0.700,-0.190
2,0:03,,,,10,21,Timeout #2 by Kansas City Chiefs,0.000,-0.190
2,0:03,4,13,JAX 48,10,21,"David Garrard pass incomplete intended for Ernest Wilford. Penalty on Ty Law: Illegal Contact, 5 yards (no play)",-0.190,2.460
2,0:00,1,10,KAN 47,10,21,David Garrard pass complete to Matt Jones for 39 yards (tackle by Lenny Walls),2.460,-0.280
Quarter,Time,Down,ToGo,Location,JAX,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,10,21,"Josh Scobee kicks off 63 yards, returned by Dante Hall for 15 yards (tackle by Tony Gilbert)",0.000,0.410
3,14:56,1,10,KAN 22,10,21,Trent Green pass complete to Samie Parker for 15 yards (tackle by Brian Williams),0.410,1.400
3,14:21,1,10,KAN 37,10,21,Larry Johnson middle for 3 yards (tackle by Nick Greisen),1.400,1.260
3,13:47,2,7,KAN 40,10,21,Trent Green pass incomplete intended for Eddie Kennison,1.260,0.560
,,,,,,,"JAX challenged the ruling, and the original play was overturned.",,
3,13:43,3,7,KAN 40,10,21,Trent Green pass complete to Larry Johnson for no gain,0.560,-0.720
3,13:06,4,7,KAN 40,10,21,"Dustin Colquitt punts 60 yards, touchback",-0.720,-0.280
3,12:57,1,10,JAX 20,10,21,Fred Taylor right tackle for 4 yards (tackle by Kawika Mitchell),0.280,0.270
3,12:19,2,6,JAX 24,10,21,David Garrard pass incomplete intended for Reggie Williams is intercepted by Ty Law at JAX-18 and returned for 16 yards,0.270,-6.740
3,12:12,1,2,JAX 2,10,27,"Larry Johnson left end for 2 yards, touchdown",6.740,7.000
3,12:12,,,JAX 2,10,28,Lawrence Tynes kicks extra point good,0.000,0.000
3,12:08,,,KAN 30,10,28,"Lawrence Tynes kicks off 70 yards, returned by Maurice Jones-Drew for 41 yards (tackle by Jeff Webb)",0.000,1.660
3,12:00,1,10,JAX 41,10,28,Quinn Gray pass complete to Matt Jones for 19 yards,1.660,2.920
3,11:38,1,10,KAN 40,10,28,Quinn Gray pass incomplete intended for Matt Jones (defended by Jared Allen),2.920,2.370
3,11:33,2,10,KAN 40,10,28,Quinn Gray pass complete to Derrick Wimbush for 4 yards (tackle by Derrick Johnson),2.370,2.210
3,10:49,3,6,KAN 36,10,28,"Penalty on Reggie Williams: False Start, 5 yards (no play)",2.210,1.550
3,10:22,3,11,KAN 41,10,28,Quinn Gray pass complete to Reggie Williams for 32 yards (tackle by Lenny Walls),1.550,5.140
3,9:39,1,9,KAN 9,16,28,"Quinn Gray left tackle for 9 yards, touchdown",5.140,7.000
3,9:39,,,KAN 2,17,28,Josh Scobee kicks extra point good,0.000,0.000
3,9:31,,,JAX 30,17,28,"Josh Scobee kicks off 45 yards, returned by Dee Brown for no gain",0.000,0.610
3,9:31,1,10,KAN 25,17,28,Trent Green right end for 7 yards (tackle by Clint Ingram),0.610,1.010
3,9:03,2,3,KAN 32,17,28,Larry Johnson middle for 2 yards (tackle by Paul Spicer),1.010,0.560
3,8:24,3,1,KAN 34,17,28,Damon Huard pass complete to Samie Parker for 14 yards (tackle by Deon Grant),0.560,2.130
3,7:43,1,10,KAN 48,17,28,Damon Huard pass complete to Eddie Kennison for 40 yards,2.130,4.780
3,7:19,,,,17,28,Timeout #1 by Kansas City Chiefs,0.000,4.780
3,7:19,1,10,JAX 12,17,28,Larry Johnson pass incomplete intended for Eddie Kennison,4.780,4.100
3,7:13,2,10,JAX 12,17,28,Damon Huard pass incomplete intended for Samie Parker,4.100,3.120
3,7:09,3,10,JAX 12,17,34,"Larry Johnson left end for 12 yards, touchdown",3.120,7.000
3,7:09,,,JAX 2,17,35,Lawrence Tynes kicks extra point good,0.000,0.000
3,7:04,,,KAN 30,17,35,"Lawrence Tynes kicks off 70 yards, returned by Maurice Jones-Drew for 31 yards (tackle by Sammy Knight)",0.000,1.000
3,6:56,1,10,JAX 31,17,35,Quinn Gray pass complete to Marcedes Lewis for 1 yard (tackle by Jared Allen),1.000,0.600
3,6:13,2,9,JAX 32,17,35,Quinn Gray pass complete to George Wrighster for 20 yards (tackle by Sammy Knight),0.600,2.390
3,5:33,1,10,KAN 48,17,35,Fred Taylor middle for 4 yards (tackle by James Reed),2.390,2.390
3,4:54,2,6,KAN 44,17,35,Quinn Gray pass incomplete intended for Maurice Jones-Drew,2.390,1.690
3,4:49,3,6,KAN 44,17,35,Quinn Gray pass complete to Reggie Williams for 19 yards (tackle by Jarrad Page),1.690,3.910
3,4:20,1,10,KAN 25,17,35,Quinn Gray pass complete to Maurice Jones-Drew for 5 yards (tackle by Derrick Johnson),3.910,4.040
3,3:55,2,5,KAN 20,17,35,Maurice Jones-Drew middle for 3 yards (tackle by Patrick Surtain and Derrick Johnson),4.040,3.850
3,3:09,3,2,KAN 17,23,35,"Quinn Gray right end for 17 yards, touchdown",3.850,7.000
3,3:09,,,KAN 2,24,35,Josh Scobee kicks extra point good,0.000,0.000
3,3:00,,,JAX 30,24,35,"Josh Scobee kicks off 70 yards, returned by Dante Hall for 25 yards (tackle by Dee Webb)",0.000,0.610
3,2:54,1,10,KAN 25,24,35,Trent Green pass complete to Eddie Kennison for 16 yards (tackle by Brian Williams and Gerald Sensabaugh),0.610,1.660
3,2:29,1,10,KAN 41,24,35,Larry Johnson middle for 1 yard (tackle by Paul Spicer),1.660,1.260
3,1:54,2,9,KAN 42,24,35,Trent Green pass incomplete intended for Larry Johnson (defended by Daryl Smith),1.260,0.560
3,1:48,3,9,KAN 42,24,35,Trent Green pass incomplete is intercepted by Daryl Smith at 50 and returned for 4 yards,0.560,-2.520
3,1:40,1,10,KAN 46,24,35,Quinn Gray sacked by Sammy Knight for -11 yards,2.520,0.490
3,1:01,2,21,JAX 43,24,35,Quinn Gray pass incomplete intended for Maurice Jones-Drew (defended by Lenny Walls),0.490,-0.160
3,0:55,3,21,JAX 43,24,35,Quinn Gray pass complete to Reggie Williams for 9 yards (tackle by Kawika Mitchell),-0.160,0.070
3,0:26,4,12,KAN 48,24,35,"Chris Hanson punts 35 yards, fair catch by Dante Hall",0.070,0.320
3,0:18,1,10,KAN 13,24,35,Larry Johnson middle for no gain (tackle by Nick Greisen),-0.320,-0.770
Quarter,Time,Down,ToGo,Location,JAX,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,KAN 13,24,35,Dante Hall left end for 9 yards (tackle by Deon Grant),-0.770,-0.350
4,14:22,3,1,KAN 22,24,35,Trent Green pass complete to Kris Wilson for 19 yards (tackle by Gerald Sensabaugh and Nick Greisen),-0.350,1.660
4,13:37,1,10,KAN 41,24,35,Larry Johnson for 14 yards (tackle by Terry Cousin),1.660,2.590
4,13:11,1,10,JAX 45,24,35,Michael Bennett middle for 4 yards (tackle by Terry Cousin),2.590,2.580
4,12:33,2,6,JAX 41,24,35,Larry Johnson right end for 3 yards (tackle by Daryl Smith),2.580,2.280
4,11:54,3,3,JAX 38,24,35,Trent Green pass incomplete intended for Dante Hall,2.280,0.720
4,11:49,4,3,JAX 38,24,35,"Dustin Colquitt punts 29 yards, fair catch by Alvin Pearman",0.720,0.380
4,11:43,1,10,JAX 9,24,35,Quinn Gray pass complete to Ernest Wilford for 13 yards,-0.380,0.410
4,11:17,1,10,JAX 22,24,35,Quinn Gray pass incomplete intended for Reggie Williams,0.410,-0.130
4,11:11,2,10,JAX 22,24,35,Quinn Gray pass complete to Matt Jones for 15 yards (tackle by Patrick Surtain),-0.130,1.400
4,10:56,1,10,JAX 37,24,35,Quinn Gray pass incomplete intended for Reggie Williams (defended by Jared Allen),1.400,0.860
4,10:56,2,10,JAX 37,24,35,"Penalty on Quinn Gray: Delay of Game, 5 yards (no play)",0.860,0.180
4,10:50,2,15,JAX 32,24,35,Quinn Gray pass incomplete intended for Matt Jones (defended by Greg Wesley),0.180,-0.490
4,10:43,3,15,JAX 32,24,35,Quinn Gray pass incomplete intended for Ernest Wilford,-0.490,-1.240
4,10:35,4,15,JAX 32,24,35,"Chris Hanson punts 43 yards, returned by Dante Hall for 3 yards (tackle by Kenneth Pettway)",-1.240,-0.810
4,10:25,1,10,KAN 28,24,35,Larry Johnson middle for 10 yards (tackle by Deon Grant),0.810,1.470
4,9:48,1,10,KAN 38,24,35,Larry Johnson right tackle for 2 yards (tackle by Clint Ingram),1.470,1.190
4,9:10,2,8,KAN 40,24,35,"Penalty on Jordan Black: False Start, 5 yards (no play)",1.190,0.520
4,8:54,2,13,KAN 35,24,35,Trent Green pass complete to Eddie Kennison for 22 yards (tackle by Rashean Mathis),0.520,2.720
4,8:30,1,10,JAX 43,24,35,Larry Johnson middle for 7 yards (tackle by Terry Cousin),2.720,3.120
4,7:54,2,3,JAX 36,24,35,Larry Johnson middle for -3 yards (tackle by Rashean Mathis),3.120,2.010
4,7:15,3,6,JAX 39,24,35,"Trent Green sacked by Bobby McCray for -10 yards. Trent Green fumbles (forced by Bobby McCray), recovered by Rob Meier at JAX-49 (tackle by Trent Green)",2.010,-2.190
4,7:07,1,10,JAX 49,24,35,Quinn Gray pass complete to Reggie Williams for 11 yards (tackle by Lenny Walls),2.190,2.920
4,6:45,1,10,KAN 40,24,35,Quinn Gray pass incomplete intended for Ernest Wilford,2.920,2.370
4,6:40,2,10,KAN 40,24,35,Quinn Gray pass incomplete intended for Matt Jones,2.370,1.680
4,6:35,3,10,KAN 40,24,35,Quinn Gray pass complete to Reggie Williams for 13 yards (tackle by Kawika Mitchell),1.680,3.780
4,6:11,1,10,KAN 27,24,35,"Quinn Gray pass incomplete intended for Ernest Wilford. Penalty on Ty Law: Defensive Pass Interfere, 7 yards (no play)",3.780,4.240
4,6:08,1,10,KAN 20,24,35,"Quinn Gray pass incomplete is intercepted by Greg Wesley at KAN--9. Penalty on Jared Allen: Roughing the Passer, 10 yards (no play)",4.240,4.910
4,6:02,1,10,KAN 10,24,35,Maurice Jones-Drew middle for no gain (tackle by Patrick Surtain),4.910,4.190
4,5:33,2,10,KAN 10,24,35,Quinn Gray pass complete to George Wrighster for 5 yards (tackle by Jarrad Page),4.190,4.260
4,5:04,3,5,KAN 5,30,35,"Maurice Jones-Drew middle for 5 yards, touchdown",4.260,7.000
4,5:04,,,,30,35,"Two Point Attempt: Quinn Gray, conversion fails",1.000,-1.000
4,5:00,,,JAX 30,30,35,"Josh Scobee kicks off 62 yards, returned by Dante Hall for 20 yards (tackle by Derrick Wimbush)",0.000,0.810
4,4:54,1,10,KAN 28,30,35,Larry Johnson middle for 4 yards (tackle by Paul Spicer),0.810,0.800
4,4:18,2,6,KAN 32,30,35,Larry Johnson middle for no gain (tackle by Clint Ingram),0.800,0.100
4,3:37,3,6,KAN 32,30,35,Trent Green right tackle for 7 yards (tackle by Deon Grant). Penalty on Paul Spicer: Defensive Offside (Declined),0.100,1.530
4,3:25,1,10,KAN 39,30,35,Larry Johnson middle for 8 yards (tackle by Daryl Smith),1.530,2.070
4,2:47,2,2,KAN 47,30,35,Larry Johnson left tackle for 3 yards (tackle by Brian Williams),2.070,2.260
4,2:21,,,,30,35,Timeout #1 by Jacksonville Jaguars,0.000,2.260
4,2:33,1,10,,30,35,Larry Johnson right end for 2 yards (tackle by Tony Gilbert). Penalty on Kris Wilson: Offensive Holding (Declined),2.260,1.980
4,2:28,2,8,JAX 48,30,35,"Michael Bennett middle for 7 yards (tackle by Gerald Sensabaugh and John Henderson). Michael Bennett fumbles (forced by Gerald Sensabaugh), recovered by Michael Bennett at JAX-41",1.980,2.210
4,2:15,3,1,JAX 41,30,35,"Larry Johnson middle for 3 yards (tackle by Nick Greisen). Penalty on John Henderson: Unnecessary Roughness (Offsetting), Penalty on Brian Waters: Unnecessary Roughness (Offsetting)",2.210,3.050
4,2:15,1,10,JAX 38,30,35,Larry Johnson middle for 2 yards (tackle by Tony Gilbert),3.050,2.780
4,2:02,,,,30,35,Timeout #2 by Jacksonville Jaguars,0.000,2.780
4,2:00,2,8,JAX 36,30,35,Larry Johnson middle for 1 yard (tackle by Paul Spicer),2.780,2.210
4,1:59,3,7,JAX 35,30,35,Larry Johnson middle for 4 yards (tackle by Tony Gilbert),2.210,1.380
4,1:16,,,,30,35,Timeout #2 by Kansas City Chiefs,0.000,1.380
4,1:16,4,3,JAX 31,30,35,"Penalty on Bobby McCray: Defensive Offside, 5 yards (no play)",1.380,3.840
4,1:16,1,10,JAX 26,30,35,Trent Green kneels for -1 yards,3.840,3.160
4,0:41,2,11,JAX 27,30,35,Trent Green kneels for -1 yards,3.160,2.350
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
