Quarter,Time,Down,ToGo,Location,OAK,TAM,Detail,EPB,EPA
2,7:11,1,10,TAM 30,3,10,"Jameis Winston right tackle for 9 yards. Penalty on Malcolm Smith: Unnecessary Roughness, 15 yards",0.940,2.520
2,6:52,1,10,OAK 46,3,10,Jameis Winston pass complete short right to Adam Humphries for -1 yards (tackle by D.J. Hayden),2.520,1.840
2,6:19,2,11,OAK 47,3,10,Jacquizz Rodgers right tackle for 5 yards (tackle by Karl Joseph),1.840,1.820
2,5:53,3,6,OAK 42,3,10,Jameis Winston pass incomplete short right intended for Cecil Shorts (defended by T.J. Carrie),1.820,0.460
2,5:47,4,6,OAK 42,3,10,Bryan Anger punts 41 yards. Penalty on Darius Latham: Illegal Use of Hands,0.460,0.380
2,5:37,1,10,OAK 1,3,10,Derek Carr pass complete short left to Michael Crabtree for 17 yards (tackle by Lavonte David),-0.380,0.040
2,4:52,1,10,OAK 18,3,10,Latavius Murray right guard for 6 yards (tackle by Vernon Hargreaves),0.040,0.410
2,4:13,2,4,OAK 24,3,10,DeAndre Washington right guard for 28 yards (tackle by Brent Grimes),0.410,2.390
2,3:27,1,10,TAM 48,3,10,"Latavius Murray right guard for 4 yards (tackle by Chris Conte). Penalty on Vadal Alexander: Illegal Formation, 5 yards (no play)",2.390,2.060
2,2:51,1,15,OAK 47,3,10,Latavius Murray left guard for 4 yards (tackle by Kwon Alexander),2.060,1.710
2,2:07,2,11,TAM 49,3,10,Derek Carr pass complete short middle to Latavius Murray for 5 yards (tackle by Kwon Alexander),1.710,1.690
2,2:00,3,6,TAM 44,3,10,Jalen Richard middle for no gain (tackle by Robert Ayers),1.690,0.330
2,1:15,4,6,TAM 44,3,10,Marquette King punts 32 yards,0.330,0.350
2,1:06,1,10,TAM 12,3,10,Jacquizz Rodgers right tackle for 4 yards (tackle by Denico Autry),-0.350,-0.370
2,0:29,2,6,TAM 16,3,10,Jacquizz Rodgers middle for 5 yards (tackle by Karl Joseph),-0.370,-0.370
Quarter,Time,Down,ToGo,Location,OAK,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,3,10,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,OAK 25,3,10,Derek Carr pass complete short right to Clive Walford for 1 yard (tackle by Bradley McDougald),0.610,0.200
3,14:21,2,9,OAK 26,3,10,Jamize Olawale left tackle for -1 yards (tackle by William Gholston),0.200,-0.620
3,13:44,3,10,OAK 25,3,10,Derek Carr pass complete deep middle to Amari Cooper for 28 yards (tackle by Chris Conte),-0.620,2.460
3,13:00,1,10,TAM 47,3,10,Derek Carr pass complete short right to Latavius Murray for 1 yard (tackle by Noah Spence),2.460,2.050
3,12:19,2,9,TAM 46,3,10,Derek Carr pass complete short left to Amari Cooper for 3 yards (tackle by Kwon Alexander),2.050,1.750
3,11:41,3,6,TAM 43,3,10,Derek Carr pass complete short left to Seth Roberts for 13 yards (tackle by Jude Adjei-Barimah),1.750,3.580
3,11:18,1,10,TAM 30,3,10,Latavius Murray left guard for -2 yards (tackle by Daryl Smith),3.580,2.760
3,10:38,2,12,TAM 32,3,10,"Derek Carr pass incomplete deep right intended for Amari Cooper. Penalty on Brent Grimes: Defensive Pass Interference, 31 yards (no play)",2.760,6.970
3,10:30,1,1,TAM 1,9,10,"Derek Carr pass complete short right to Donald Penn for 1 yard, touchdown",6.970,7.000
3,10:30,,,TAM 1,10,10,Sebastian Janikowski kicks extra point good,0.000,0.000
3,10:30,,,OAK 35,10,10,"Sebastian Janikowski kicks off 65 yards, returned by Ryan Smith for 24 yards (tackle by Jamize Olawale)",0.000,-0.540
3,10:18,1,10,TAM 24,10,10,Jameis Winston sacked by Khalil Mack for -5 yards,0.540,-0.740
3,9:35,2,15,TAM 19,10,10,Jameis Winston pass incomplete deep right intended for Cecil Shorts,-0.740,-1.430
3,9:29,3,15,TAM 19,10,10,Jameis Winston pass incomplete deep left intended for Russell Shepard,-1.430,-2.140
3,9:22,4,15,TAM 19,10,10,"Bryan Anger punts 48 yards, out of bounds",-2.140,-1.140
3,9:13,1,10,OAK 33,10,10,Latavius Murray middle for 7 yards (tackle by Bradley McDougald),1.140,1.540
3,8:32,2,3,OAK 40,10,10,Latavius Murray right guard for 6 yards (tackle by Kwon Alexander),1.540,1.990
3,7:47,1,10,OAK 46,10,10,Derek Carr pass incomplete short left intended for Michael Crabtree,1.990,1.450
3,7:43,2,10,OAK 46,10,10,Derek Carr pass complete short middle to Amari Cooper for 16 yards (tackle by Jude Adjei-Barimah),1.450,3.050
3,6:58,1,10,TAM 38,10,10,Derek Carr pass complete short left to Jamize Olawale for 1 yard (tackle by Lavonte David),3.050,2.640
3,6:15,2,9,TAM 37,10,10,DeAndre Washington right tackle for 3 yards (tackle by Kwon Alexander),2.640,2.340
3,5:38,3,6,TAM 34,16,10,"Derek Carr pass complete deep right to Amari Cooper for 34 yards, touchdown",2.340,7.000
3,5:38,,,TAM 34,17,10,Sebastian Janikowski kicks extra point good,0.000,0.000
3,5:38,,,OAK 35,17,10,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.610
3,5:30,1,10,TAM 25,17,10,Jacquizz Rodgers right guard for 3 yards (tackle by Justin Ellis),0.610,0.470
3,4:49,2,7,TAM 28,17,10,Jacquizz Rodgers right guard for 9 yards (tackle by Malcolm Smith),0.470,1.400
3,4:13,1,10,TAM 37,17,10,Jacquizz Rodgers right end for -2 yards (tackle by Shilique Calhoun),1.400,0.590
3,3:33,2,12,TAM 35,17,10,Jameis Winston pass incomplete short right intended for Cameron Brate (defended by Karl Joseph),0.590,-0.100
3,3:27,3,12,TAM 35,17,10,Jameis Winston pass incomplete short left intended for Cameron Brate,-0.100,-1.040
3,3:21,4,12,TAM 35,17,10,"Bryan Anger punts 55 yards, returned by Jalen Richard for 4 yards (tackle by Russell Shepard)",-1.040,0.280
3,3:09,1,10,OAK 14,17,10,"Derek Carr pass complete short left to Michael Crabtree for 6 yards (tackle by Bradley McDougald). Penalty on Donald Penn: Unnecessary Roughness, 7 yards (no play)",-0.280,-0.650
3,2:47,1,17,OAK 7,17,10,Derek Carr pass complete short left to Amari Cooper for 9 yards (tackle by Chris Conte),-0.650,-0.650
3,2:12,1,17,OAK 7,17,10,Timeout #1 by Oakland Raiders,-0.650,-0.510
3,2:12,2,8,OAK 16,17,10,"Derek Carr pass incomplete short left intended for Michael Crabtree. Penalty on Vadal Alexander: Illegal Use of Hands, 8 yards (no play)",-0.510,-1.220
3,2:08,2,16,OAK 8,17,10,Derek Carr pass incomplete short right intended for Seth Roberts (defended by Kwon Alexander),-1.220,-2.120
3,2:02,3,16,OAK 8,17,10,Derek Carr pass complete short left to Mychal Rivera for 2 yards (tackle by Lavonte David),-2.120,-2.490
3,1:20,4,14,OAK 10,17,10,"Marquette King punts 42 yards. Penalty on Cory James: Ineligible Downfield Kick, 5 yards",-2.490,-2.460
3,1:07,1,10,OAK 47,17,10,Jacquizz Rodgers right tackle for no gain (tackle by Malcolm Smith),2.460,1.910
3,0:30,2,10,OAK 47,17,10,Jameis Winston pass complete deep middle to Adam Humphries for 42 yards (tackle by D.J. Hayden),1.910,6.060
Quarter,Time,Down,ToGo,Location,OAK,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,5,OAK 5,17,16,"Jameis Winston pass complete short middle to Cameron Brate for 5 yards, touchdown",6.060,7.000
4,15:00,,,OAK 5,17,16,Roberto Aguayo kicks extra point no good,0.000,-1.000
4,15:00,,,TAM 35,17,16,"Roberto Aguayo kicks off 65 yards, returned by Jalen Richard for 25 yards (tackle by Alterraun Verner)",0.000,-0.610
4,14:48,1,10,OAK 25,17,16,Johnny Holton left end for 2 yards (tackle by Vernon Hargreaves),0.610,0.330
4,14:01,2,8,OAK 27,17,16,Derek Carr pass complete short left to Amari Cooper for 10 yards (tackle by Bradley McDougald),0.330,1.400
4,13:17,1,10,OAK 37,17,16,Jalen Richard middle for 6 yards (tackle by Bradley McDougald),1.400,1.670
4,12:32,2,4,OAK 43,17,16,Jalen Richard middle for 3 yards (tackle by Kwon Alexander),1.670,1.360
4,11:48,3,1,OAK 46,17,16,Latavius Murray right end for 2 yards (tackle by Kwon Alexander),1.360,2.130
4,11:01,1,10,OAK 48,17,16,Derek Carr pass incomplete short left intended for Clive Walford (defended by Bradley McDougald),2.130,1.580
4,10:54,2,10,OAK 48,17,16,Derek Carr pass complete short right to Michael Crabtree for 13 yards (tackle by Brent Grimes),1.580,2.980
4,10:12,1,10,TAM 39,17,16,DeAndre Washington left end for no gain (tackle by Vernon Hargreaves),2.980,2.440
4,9:32,2,10,TAM 39,17,16,Derek Carr pass complete short right to Jalen Richard for -3 yards (tackle by Kwon Alexander),2.440,1.360
4,8:47,3,13,TAM 42,17,16,Derek Carr pass incomplete short left intended for Michael Crabtree,1.360,0.460
4,8:41,4,13,TAM 42,17,16,"Marquette King punts 24 yards, out of bounds",0.460,-0.040
4,8:33,1,10,TAM 18,17,16,Antone Smith right end for 3 yards (tackle by Malcolm Smith),0.040,0.010
4,8:03,2,7,TAM 21,17,16,Jameis Winston pass incomplete short left intended for Adam Humphries (defended by D.J. Hayden),0.010,-0.790
4,7:58,3,7,TAM 21,17,16,"Jameis Winston pass incomplete deep middle intended for Russell Shepard (defended by T.J. Carrie). Penalty on Karl Joseph: Unnecessary Roughness, 15 yards (no play)",-0.790,1.330
4,7:52,1,10,TAM 36,17,16,Jameis Winston pass incomplete deep right intended for Mike Evans,1.330,0.790
4,7:44,2,10,TAM 36,17,16,Jameis Winston pass complete short middle to Jacquizz Rodgers for 9 yards (tackle by Karl Joseph),0.790,1.290
4,7:44,3,1,TAM 45,17,16,--,1.290,2.260
4,6:52,1,10,,17,16,Jameis Winston pass complete short right to Luke Stocker for 10 yards (tackle by Darius Latham),2.260,2.920
4,6:11,1,10,OAK 40,17,16,"Jameis Winston pass incomplete deep left intended for Russell Shepard. Penalty on D.J. Hayden: Defensive Pass Interference, 19 yards (no play)",2.920,4.170
4,6:04,1,10,OAK 21,17,16,Jameis Winston pass complete short left to Russell Shepard for 5 yards (tackle by Jihad Ward),4.170,4.370
4,5:26,2,5,OAK 16,17,16,Jacquizz Rodgers middle for 4 yards (tackle by Bruce Irvin),4.370,4.490
4,5:26,3,1,OAK 12,17,16,--,4.490,5.600
4,4:39,1,7,OAK 7,17,16,Jameis Winston left end for 6 yards (tackle by Perry Riley),5.600,5.910
4,3:53,2,1,OAK 1,17,22,"Jacquizz Rodgers left guard for 1 yard, touchdown",5.910,7.000
4,3:53,2,,OAK 1,17,24,"Two Point Attempt: Jameis Winston pass complete to Mike Evans, conversion succeeds",5.910,1.000
4,3:53,,,TAM 35,17,24,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
4,3:48,1,10,OAK 25,17,24,Derek Carr pass incomplete short right intended for Michael Crabtree,0.610,0.060
4,3:40,2,10,OAK 25,17,24,Derek Carr pass complete short middle to Seth Roberts for 15 yards (tackle by Kwon Alexander),0.060,1.600
4,3:16,1,10,OAK 40,17,24,Derek Carr pass incomplete deep right intended for Michael Crabtree (defended by Brent Grimes),1.600,1.050
4,3:11,2,10,OAK 40,17,24,Derek Carr pass complete deep middle to Clive Walford for 17 yards (tackle by Bradley McDougald),1.050,2.720
4,2:44,1,10,TAM 43,17,24,Derek Carr pass complete deep left to Amari Cooper for 31 yards (tackle by Vernon Hargreaves),2.720,4.780
4,2:06,1,10,TAM 12,17,24,Derek Carr pass incomplete short left intended for Seth Roberts,4.780,4.100
4,2:00,2,10,TAM 12,17,24,Derek Carr pass incomplete short right intended for Michael Crabtree (defended by Brent Grimes),4.100,3.120
4,1:55,3,10,TAM 12,17,24,Derek Carr pass complete short left to Amari Cooper for 7 yards (tackle by Vernon Hargreaves),3.120,3.020
4,1:49,4,3,TAM 5,17,24,"Derek Carr pass incomplete short right intended for Michael Crabtree. Penalty on Jude Adjei-Barimah: Defensive Holding, 3 yards (no play)",3.020,6.740
4,1:43,1,2,TAM 2,17,24,"Penalty on Rodney Hudson: False Start, 5 yards (no play)",6.740,5.600
4,1:43,1,7,TAM 7,23,24,"Derek Carr pass complete short middle to Mychal Rivera for 7 yards, touchdown",5.600,7.000
4,1:43,,,TAM 7,24,24,Sebastian Janikowski kicks extra point good,0.000,0.000
4,1:43,,,OAK 35,24,24,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.610
4,1:38,1,10,TAM 25,24,24,Jacquizz Rodgers middle for 4 yards (tackle by Khalil Mack),0.610,0.600
4,1:10,2,6,TAM 29,24,24,Jameis Winston pass incomplete short right intended for Mike Evans,0.600,-0.100
4,1:06,3,6,TAM 29,24,24,Jameis Winston pass incomplete short middle intended for Mike Evans (defended by Karl Joseph),-0.100,-1.440
4,0:58,4,6,TAM 29,24,24,"Bryan Anger punts 46 yards, returned by Jalen Richard for 20 yards (tackle by Bryan Anger)",-1.440,-1.930
4,0:44,1,10,OAK 45,24,24,Derek Carr pass complete short left to Michael Crabtree for 10 yards (tackle by Kwon Alexander),1.930,2.590
4,0:20,1,10,TAM 45,24,24,Derek Carr pass incomplete short middle intended for Latavius Murray,2.590,2.590
4,0:17,1,10,TAM 45,24,24,Timeout #1 by Tampa Bay Buccaneers,2.590,2.040
4,0:17,2,10,TAM 45,24,24,Derek Carr pass incomplete deep left intended for Amari Cooper,2.040,1.360
4,0:11,3,10,TAM 45,24,24,Derek Carr left end for 13 yards (tackle by Kwon Alexander),1.360,1.360
4,0:04,3,10,TAM 45,24,24,Timeout #2 by Tampa Bay Buccaneers,1.360,3.450
4,0:04,1,10,TAM 32,24,24,Sebastian Janikowski 50 yard field goal no good,3.450,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,OAK,TAM,Detail,EPB,EPA
,,,,,,,"Raiders won the coin toss, Raiders to receive the overtime kickoff.",,
OT,15:00,,,TAM 35,24,24,"Roberto Aguayo kicks off 65 yards, touchback",0.000,0.610
OT,15:00,1,10,OAK 25,24,24,Derek Carr pass complete short right to Latavius Murray for 6 yards (tackle by Kwon Alexander),0.610,0.870
OT,14:30,2,4,OAK 31,24,24,Latavius Murray middle for 1 yard (tackle by William Gholston),0.870,0.300
OT,13:50,3,3,OAK 32,24,24,Derek Carr pass complete short left to Michael Crabtree for 45 yards (tackle by Vernon Hargreaves),0.300,4.040
OT,13:00,1,10,TAM 23,24,24,"Derek Carr pass complete short left to Amari Cooper for 4 yards (tackle by Vernon Hargreaves). Penalty on Amari Cooper: Unnecessary Roughness, 15 yards",4.040,3.310
OT,12:35,1,21,TAM 34,24,24,Jalen Richard middle for 5 yards (tackle by Keith Tandy),3.310,2.690
OT,11:53,2,16,TAM 29,24,24,Derek Carr pass incomplete deep right intended for Michael Crabtree,2.690,2.010
OT,11:46,3,16,TAM 29,24,24,"Penalty on Donald Penn: False Start, 5 yards (no play)",2.010,1.350
OT,11:46,3,21,TAM 34,24,24,Derek Carr pass complete short right to Andre Holmes for no gain,1.350,1.060
OT,11:03,4,21,TAM 34,24,24,Sebastian Janikowski 52 yard field goal no good,1.060,-1.730
OT,10:59,1,10,TAM 42,24,24,Jameis Winston pass incomplete deep left intended for Mike Evans (defended by D.J. Hayden),1.730,1.190
OT,10:51,2,10,TAM 42,24,24,Jameis Winston pass complete short middle to Mike Evans for 5 yards (tackle by David Amerson),1.190,1.160
OT,10:14,3,5,TAM 47,24,24,Jameis Winston pass incomplete short left intended for Mike Evans (defended by David Amerson),1.160,-0.260
OT,10:10,4,5,TAM 47,24,24,"Bryan Anger punts 53 yards, touchback. Penalty on D.J. Hayden: Offensive Holding, 10 yards",-0.260,0.380
OT,10:01,1,10,OAK 10,24,24,Derek Carr pass complete short left to Michael Crabtree for 5 yards (tackle by Vernon Hargreaves),-0.380,-0.350
OT,9:20,2,5,OAK 15,24,24,Latavius Murray middle for 19 yards (tackle by Chris Conte),-0.350,1.200
OT,8:38,1,10,OAK 34,24,24,"Derek Carr pass complete deep right to Michael Crabtree for 41 yards (tackle by Brent Grimes). Penalty on Donald Penn: Offensive Holding (Offsetting), Penalty on Brent Grimes: Defensive Pass Interference (Offsetting) (no play)",1.200,1.200
OT,8:16,1,10,OAK 34,24,24,Derek Carr pass incomplete deep left intended for Seth Roberts (defended by Chris Conte),1.200,0.660
OT,8:12,2,10,OAK 34,24,24,Derek Carr pass complete short left to Amari Cooper for 20 yards (tackle by Jude Adjei-Barimah),0.660,2.520
OT,7:31,1,10,TAM 46,24,24,DeAndre Washington middle for -1 yards (tackle by William Gholston),2.520,1.840
OT,6:48,2,11,TAM 47,24,24,"Derek Carr pass complete short middle to Seth Roberts for 15 yards (tackle by Jude Adjei-Barimah). Penalty on Vadal Alexander: Illegal Formation, 5 yards (no play)",1.840,1.170
OT,6:28,2,16,OAK 48,24,24,Derek Carr sacked by Jude Adjei-Barimah for -4 yards. Penalty on Gabe Jackson: Offensive Holding (Declined),1.170,-0.030
OT,5:58,3,20,OAK 44,24,24,"Derek Carr pass complete short middle to Clive Walford for 13 yards (tackle by Jude Adjei-Barimah). Penalty on Seth Roberts: Illegal Block Above the Waist, 10 yards",-0.030,0.370
OT,5:37,3,17,OAK 47,24,24,Derek Carr pass complete short right to Michael Crabtree for 10 yards (tackle by Kwon Alexander),0.370,0.400
OT,4:44,4,7,TAM 43,24,24,Marquette King punts 32 yards,0.400,0.370
OT,4:43,1,10,TAM 11,24,24,Antone Smith middle for 2 yards (tackle by Khalil Mack),-0.370,-0.630
OT,4:11,2,8,TAM 13,24,24,"Antone Smith middle for 5 yards (tackle by Khalil Mack). Antone Smith fumbles (forced by Khalil Mack), recovered by Antone Smith at TAM-18",-0.630,-0.630
OT,3:35,2,8,TAM 13,24,24,Timeout #1 by Tampa Bay Buccaneers,-0.630,-0.600
OT,3:35,3,3,TAM 18,24,24,Jameis Winston pass incomplete short middle intended for Antone Smith,-0.600,-2.240
OT,3:29,4,3,TAM 18,24,24,"Bryan Anger punts 42 yards, returned by Jalen Richard for no gain",-2.240,-1.600
OT,3:21,1,10,OAK 40,24,24,Derek Carr pass complete short right to Latavius Murray for 12 yards (tackle by Brent Grimes),1.600,2.390
OT,2:35,1,10,TAM 48,24,24,Derek Carr pass incomplete short left intended for Amari Cooper,2.390,1.850
OT,2:31,2,10,TAM 48,24,24,Derek Carr pass complete short middle to Michael Crabtree for 7 yards (tackle by Kwon Alexander),1.850,2.080
