Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
2,1:12,4,12,MIA 22,7,0,"Matt Turk punts 41 yards, fair catch by Derrick Mason",-1.900,-1.400
2,1:03,1,10,TEN 37,7,0,Robert Holcombe right guard for 6 yards (tackle by Zach Thomas),1.400,1.670
2,0:42,2,4,TEN 43,7,0,"Steve McNair sacked by Junior Seau for -7 yards. Penalty on Zach Piller: Unnecessary Roughness, 15 yards",1.670,-1.950
2,0:29,3,26,TEN 21,7,0,Robert Holcombe up the middle for 3 yards (tackle by Will Poole),-1.950,-1.770
2,0:24,,,,7,0,Timeout #2 by Miami Dolphins,0.000,-1.770
2,0:24,4,23,TEN 24,7,0,"Aaron Elling punts 40 yards, fair catch by Lamont Brightful",-1.770,-1.400
2,0:16,1,10,MIA 37,7,0,Jay Fiedler pass complete to Randy McMichael for 7 yards,1.400,1.800
2,0:09,2,3,MIA 44,7,0,Jay Fiedler pass incomplete intended for Derrius Thompson,1.800,1.090
2,0:03,3,3,MIA 44,7,0,Jay Fiedler pass incomplete intended for Chris Chambers,1.090,-0.460
Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,7,0,"Aaron Elling kicks off 60 yards, returned by Lamont Brightful for 28 yards (tackle by Darrell Hill)",0.000,1.470
3,14:53,1,10,MIA 38,7,0,"A.J. Feeley pass complete to Marty Booker for 6 yards (tackle by Samari Rolle). Penalty on Lamar Gordon: Illegal Motion, 5 yards (no play)",1.470,1.140
3,14:36,1,15,MIA 33,7,0,Lamar Gordon up the middle for 11 yards (tackle by Keith Bulluck),1.140,1.730
3,14:04,2,4,MIA 44,7,0,Lamar Gordon right guard for -2 yards (tackle by Rocky Calmus),1.730,0.760
3,13:27,3,6,MIA 42,7,0,A.J. Feeley pass complete to Marty Booker for 5 yards (tackle by Keith Bulluck),0.760,-0.260
3,12:38,,,,7,0,Timeout #1 by Miami Dolphins,0.000,-0.260
3,12:38,4,1,MIA 47,7,0,Lamar Gordon up the middle for 2 yards (tackle by Albert Haynesworth),-0.260,2.190
3,12:05,1,10,MIA 49,7,0,Lamar Gordon left end for no gain (tackle by Tank Williams and Keith Bulluck),2.190,1.650
3,11:30,2,10,MIA 49,7,0,Lamar Gordon up the middle for 5 yards (tackle by Rocky Calmus),1.650,1.620
3,10:51,3,5,TEN 46,7,0,A.J. Feeley pass complete to Randy McMichael for 10 yards (tackle by Andre Woolfolk),1.620,3.180
3,10:15,1,10,TEN 36,7,0,"Chris Chambers right end for 6 yards (tackle by Andre Dyson). Penalty on Marty Booker: Offensive Holding, 10 yards",3.180,2.920
3,9:49,1,14,TEN 40,7,0,A.J. Feeley pass complete to Randy McMichael for 6 yards (tackle by Andre Woolfolk),2.920,2.910
3,9:12,2,8,TEN 34,7,0,A.J. Feeley pass complete to Randy McMichael for 8 yards (tackle by Tank Williams),2.910,3.840
3,8:36,1,10,TEN 26,7,0,Lamar Gordon right guard for -1 yards (tackle by Keith Bulluck),3.840,3.160
3,7:59,2,11,TEN 27,7,0,Lamar Gordon left guard for -1 yards (tackle by Albert Haynesworth),3.160,2.350
3,7:12,3,12,TEN 28,7,0,A.J. Feeley pass incomplete intended for Marty Booker,2.350,1.590
3,7:02,4,12,TEN 28,7,0,Olindo Mare 46 yard field goal no good,1.590,-1.330
3,6:57,1,10,TEN 36,7,0,"Antowain Smith up the middle for 3 yards (tackle by Larry Chester). Antowain Smith fumbles (forced by Larry Chester), recovered by Junior Seau at TEN-40 (tackle by Benji Olson)",1.330,-2.920
3,6:49,1,10,TEN 40,7,0,A.J. Feeley sacked by Rien Long for -4 yards,2.920,1.830
3,6:16,2,14,TEN 44,7,0,A.J. Feeley pass complete to Lamar Gordon for -5 yards (tackle by Rien Long),1.830,0.500
3,5:34,3,19,TEN 49,7,0,A.J. Feeley pass incomplete intended for Randy McMichael (defended by Keith Bulluck),0.500,0.000
,,,,,,,"TEN challenged the ruling, and the original play was overturned.",,
3,5:30,4,19,TEN 49,7,0,"Matt Turk punts 38 yards, returned by Derrick Mason for 6 yards (tackle by Brendon Ayanbadejo)",0.000,0.060
3,5:18,1,10,TEN 17,7,0,Antowain Smith right tackle for 1 yard (tackle by Larry Chester),-0.060,-0.420
3,4:38,2,9,TEN 18,7,0,Steve McNair left tackle for 2 yards,-0.420,-0.870
3,3:56,3,7,TEN 20,7,0,Steve McNair sacked by Jay Williams for -5 yards,-0.870,-2.440
3,3:30,4,12,TEN 15,7,0,Aaron Elling punts 58 yards,-2.440,-0.740
3,3:18,1,10,MIA 27,7,0,"Penalty on Seth McKinney: False Start, 5 yards (no play)",0.740,0.410
3,3:18,1,15,MIA 22,7,0,A.J. Feeley pass complete to Marty Booker for 7 yards (tackle by Andre Woolfolk),0.410,0.470
3,2:44,2,8,MIA 29,7,0,A.J. Feeley pass incomplete intended for Marty Booker (defended by Andre Woolfolk),0.470,-0.230
3,2:37,3,8,MIA 29,13,0,"A.J. Feeley pass incomplete intended for Lamar Gordon is intercepted by Lamont Thompson at MIA-37 and returned for 37 yards, touchdown",-0.230,-7.000
3,,,,MIA 2,14,0,Aaron Elling kicks extra point good,0.000,0.000
3,,,,TEN 30,14,0,"Aaron Elling kicks off 60 yards, returned by Lamont Brightful for 32 yards (tackle by Michael Waddell)",0.000,1.730
3,2:16,1,10,MIA 42,14,0,A.J. Feeley pass complete to Doug Easlick for 4 yards (tackle by Lance Schulters),1.730,1.730
3,1:38,2,6,MIA 46,14,0,"Penalty on Randy McMichael: False Start, 5 yards (no play)",1.730,1.050
3,1:20,2,11,MIA 41,14,0,Lamar Gordon left tackle for 5 yards (tackle by Juqua Parker),1.050,1.030
3,0:38,3,6,MIA 46,14,0,A.J. Feeley pass complete to Lamar Gordon for 5 yards (tackle by Rich Gardner),1.030,0.000
Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,TEN 49,14,0,Matt Turk punts 28 yards,0.000,-0.340
4,14:52,1,10,TEN 21,14,0,Antowain Smith left tackle for 1 yard (tackle by Zach Thomas),0.340,-0.070
4,14:10,2,9,TEN 22,14,0,Steve McNair pass complete to Derrick Mason for 19 yards (tackle by Antuan Edwards),-0.070,1.660
4,13:22,1,10,TEN 41,14,0,Robert Holcombe up the middle for 10 yards (tackle by Sammy Knight),1.660,2.320
4,12:42,1,10,MIA 49,14,0,Robert Holcombe up the middle for 5 yards (tackle by Larry Chester),2.320,2.460
4,11:55,2,5,MIA 44,14,0,Robert Holcombe right guard for 4 yards (tackle by Larry Chester),2.460,2.280
4,11:15,3,1,MIA 40,14,0,Steve McNair pass complete to Antowain Smith for 1 yard (tackle by Zach Thomas),2.280,2.980
,,,,,,,"MIA challenged the ruling, and the play was upheld.",,
4,10:41,1,10,MIA 39,14,0,Antowain Smith up the middle for 26 yards (tackle by Sammy Knight),2.980,4.710
4,9:57,1,10,MIA 13,14,0,"Antowain Smith right end for 8 yards (tackle by Antuan Edwards). Penalty on Larry Chester: Defensive Holding, 3 yards",4.710,6.740
4,9:27,1,2,MIA 2,14,0,Antowain Smith right tackle for no gain (tackle by Zach Thomas),6.740,5.720
4,8:46,2,2,MIA 2,14,0,Antowain Smith right end for -2 yards (tackle by Zach Thomas and Jeff Zgonina),5.720,4.490
4,7:58,3,4,MIA 4,14,0,"Penalty on Steve McNair: Delay of Game, 5 yards (no play)",4.490,3.360
4,6:55,3,9,MIA 9,14,0,Robert Holcombe up the middle for 5 yards (tackle by Jay Williams),3.360,3.030
4,6:55,4,4,MIA 4,17,0,Aaron Elling 22 yard field goal good,3.030,3.000
4,,,,TEN 30,17,0,"Aaron Elling kicks off 65 yards, returned by Will Poole for 22 yards (tackle by Ken Amato). Penalty on Morlon Greenwood: Offensive Holding, 10 yards",0.000,-0.060
4,6:40,1,10,MIA 17,17,0,A.J. Feeley pass incomplete intended for Lamar Gordon,-0.060,-0.580
4,6:35,2,10,MIA 17,17,0,A.J. Feeley pass complete to Chris Chambers for 7 yards (tackle by Lamont Thompson),-0.580,-0.370
4,6:12,3,3,MIA 24,17,0,A.J. Feeley pass complete to Randy McMichael for 8 yards,-0.370,1.070
4,5:46,1,10,MIA 32,17,0,A.J. Feeley pass complete to Lamar Gordon for 7 yards (tackle by Rich Gardner),1.070,1.470
4,5:25,2,3,MIA 39,17,0,A.J. Feeley pass incomplete intended for Randy McMichael,1.470,0.760
4,5:18,3,3,MIA 39,17,0,A.J. Feeley pass complete to Randy McMichael for 16 yards (tackle by Lance Schulters),0.760,2.590
4,4:53,1,10,TEN 45,17,0,A.J. Feeley pass complete to Lamar Gordon for 11 yards (tackle by Lamont Thompson),2.590,3.310
4,4:30,1,10,TEN 34,17,0,A.J. Feeley pass incomplete intended for Marty Booker,3.310,2.770
4,4:26,2,10,TEN 34,17,0,A.J. Feeley pass complete to Chris Chambers for 5 yards (tackle by Rich Gardner),2.770,2.740
4,4:00,3,5,TEN 29,17,0,A.J. Feeley pass complete to Chris Chambers for 8 yards (tackle by Andre Woolfolk),2.740,4.170
4,3:55,1,10,TEN 21,17,0,A.J. Feeley pass complete to Chris Chambers for 10 yards (tackle by Rich Gardner),4.170,4.840
4,3:31,1,10,TEN 11,17,0,A.J. Feeley pass incomplete intended for Chris Chambers,4.840,4.140
4,3:27,2,10,TEN 11,17,0,"Penalty on Taylor Whitley: False Start, 4 yards (no play)",4.140,3.560
4,3:27,2,14,TEN 15,17,6,"A.J. Feeley pass complete to Randy McMichael for 15 yards, touchdown",3.560,7.000
4,,,,TEN 2,17,7,"Olindo Mare kicks extra point good. Penalty on MIA: Illegal Formation, 5 yards (no play)",0.000,0.000
4,,,,TEN 2,17,7,Olindo Mare kicks extra point good,0.000,0.000
4,,,,,17,7,"Olindo Mare kicks onside 13 yards. Penalty on Will Poole: Offside on Free Kick, 5 yards (no play)",0.000,0.000
4,,,,MIA 25,17,7,"Olindo Mare kicks off 24 yards. Penalty on Will Poole: Offside on Free Kick, 5 yards",0.000,2.850
4,3:21,1,10,MIA 41,17,7,"Penalty on Shad Meier: False Start, 5 yards (no play)",2.850,2.520
4,3:21,1,15,MIA 46,17,7,Antowain Smith up the middle for 3 yards (tackle by Zach Thomas),2.520,2.040
4,3:15,,,,17,7,Timeout #3 by Miami Dolphins,0.000,2.040
4,3:15,2,12,MIA 43,17,7,Antowain Smith right guard for 3 yards (tackle by Zach Thomas),2.040,1.750
4,2:34,3,9,MIA 40,17,7,Robert Holcombe right end for -2 yards (tackle by Sammy Knight),1.750,0.460
4,2:00,4,11,MIA 42,17,7,Aaron Elling punts 40 yards,0.460,0.380
4,1:51,1,10,MIA 2,17,7,Lamar Gordon left tackle for 5 yards (tackle by Scott McGarrahan),-0.380,-0.420
4,1:28,2,5,MIA 7,17,7,A.J. Feeley pass incomplete intended for Lamar Gordon,-0.420,-0.840
4,1:23,3,5,MIA 7,17,7,A.J. Feeley pass complete to Randy McMichael for 9 yards (tackle by Andre Woolfolk),-0.840,-0.140
4,1:04,1,10,MIA 16,17,7,A.J. Feeley pass complete to Chris Chambers for 1 yard,-0.140,-0.510
4,0:56,2,9,MIA 17,17,7,A.J. Feeley pass complete to Marty Booker for 19 yards (tackle by Lance Schulters),-0.510,1.330
4,0:41,1,10,MIA 36,17,7,A.J. Feeley pass incomplete intended for Chidi Ahanotu,1.330,0.790
4,0:40,2,10,MIA 36,17,7,A.J. Feeley sacked by Randy Starks for -7 yards,0.790,-0.820
4,0:15,3,17,MIA 29,17,7,A.J. Feeley pass complete to Lamar Gordon for 12 yards (tackle by Keith Bulluck),-0.820,-0.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
