Quarter,Time,Down,ToGo,Location,STL,NYG,Detail,EPB,EPA
1,2:24,2,10,STL 6,3,0,Kurt Warner pass incomplete intended for Isaac Bruce,-0.780,-1.420
1,2:21,3,10,STL 6,3,6,"Kurt Warner sacked by William Joseph for -6 yards. Kurt Warner fumbles (forced by William Joseph), recovered by Kenny Holmes at STL-0, touchdown",-1.420,-7.000
1,,,,STL 2,3,7,Matt Bryant kicks extra point good,0.000,0.000
1,,,,NYG 30,3,7,"Matt Bryant kicks off 65 yards, returned by Arlen Harris for 18 yards (tackle by Jim Finn)",0.000,0.480
1,2:05,1,10,STL 23,3,7,Kurt Warner pass complete to Isaac Bruce for 17 yards (tackle by Will Allen),0.480,1.600
1,1:18,1,10,STL 40,3,7,Kurt Warner pass complete to Torry Holt for 16 yards (tackle by Omar Stoutmire),1.600,2.650
1,0:44,1,10,NYG 44,3,7,Kurt Warner pass complete to Arlen Harris for 11 yards (tackle by Omar Stoutmire),2.650,3.380
1,0:14,1,10,NYG 33,3,7,Kurt Warner pass incomplete intended for Cam Cleeland (defended by Omar Stoutmire),3.380,2.840
1,0:05,2,10,NYG 33,3,7,Marshall Faulk left tackle for 2 yards (tackle by Micheal Barrow),2.840,2.410
Quarter,Time,Down,ToGo,Location,STL,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,NYG 31,3,7,Kurt Warner pass complete to Marshall Faulk for 4 yards (tackle by Kenny Holmes),2.410,1.750
2,14:13,,,,3,7,Timeout #3 by St. Louis Rams,0.000,1.750
2,14:13,4,4,NYG 27,3,7,Dane Looker pass complete to Brandon Manumaleuna for 11 yards (tackle by Will Allen),1.750,4.510
2,13:32,1,10,NYG 16,3,7,Arlen Harris left end for 5 yards (tackle by Brandon Short),4.510,4.760
2,12:54,2,5,NYG 11,3,7,Marshall Faulk up the middle for 1 yard (tackle by Cornelius Griffin),4.760,4.170
2,12:11,3,4,NYG 10,3,7,Kurt Warner pass complete to Marshall Faulk for 5 yards (tackle by Omar Stoutmire),4.170,6.060
2,11:39,1,5,NYG 5,3,7,Kurt Warner pass incomplete,6.060,5.150
2,11:33,2,5,NYG 5,3,7,"Kurt Warner sacked by Micheal Barrow for -6 yards. Kurt Warner fumbles (forced by Micheal Barrow), recovered by Kenny Holmes at NYG-11 (tackle by Andy McCollum)",5.150,0.370
2,11:26,1,10,NYG 11,3,7,Kerry Collins pass complete to Amani Toomer for 77 yards (tackle by Aeneas Williams),-0.370,4.780
2,11:01,1,10,STL 12,3,7,Kerry Collins pass incomplete intended for Jeremy Shockey,4.780,4.100
2,10:49,2,10,STL 12,3,7,Tiki Barber left guard for 6 yards (tackle by Aeneas Williams and Travis Fisher),4.100,4.380
2,10:11,3,4,STL 6,3,7,Kerry Collins pass incomplete intended for Ike Hilliard (defended by Travis Fisher),4.380,3.000
2,10:11,4,4,STL 6,3,10,Matt Bryant 24 yard field goal good,3.000,3.000
2,,,,NYG 30,3,10,"Matt Bryant kicks off 65 yards, returned by Arlen Harris for 16 yards (tackle by David Tyree)",0.000,0.340
2,9:52,1,10,STL 21,3,10,Kurt Warner pass incomplete intended for Isaac Bruce (defended by Ralph Brown),0.340,-0.200
2,9:46,2,10,STL 21,3,10,Marshall Faulk left end for no gain (tackle by Omar Stoutmire),-0.200,-0.890
2,9:15,3,10,STL 21,3,10,Kurt Warner pass complete to Shaun McDonald for 12 yards (tackle by Will Allen),-0.890,1.140
2,8:38,1,10,STL 33,3,10,Kurt Warner pass complete to Torry Holt for 18 yards (tackle by Will Allen),1.140,2.320
2,7:59,1,10,NYG 49,3,10,Kurt Warner pass complete to Isaac Bruce for 9 yards (tackle by Ralph Brown),2.320,3.000
2,7:25,2,1,NYG 40,3,10,Shaun McDonald left end for 2 yards (tackle by Will Allen),3.000,3.050
2,6:49,1,10,NYG 38,3,10,"Kurt Warner sacked by Lance LeGree for -7 yards. Kurt Warner fumbles (forced by Lance LeGree), recovered by Keith Washington at NYG-40 (tackle by Andy McCollum)",3.050,-1.600
2,6:40,1,10,NYG 40,3,10,"Kerry Collins pass complete to Jeremy Shockey for 2 yards (tackle by Jerametrius Butler). Penalty on Grant Wistrom: Defensive Offside, 5 yards (no play)",1.600,2.330
2,6:18,1,5,NYG 45,3,10,"Kerry Collins sacked by Leonard Little for -7 yards. Kerry Collins fumbles (forced by Leonard Little), recovered by Grant Wistrom at NYG-38 (tackle by Ian Allen)",2.330,-3.050
,,,,,,,"NYG challenged the ruling, and the play was upheld.",,
2,6:10,1,10,NYG 38,3,10,Marshall Faulk right tackle for 5 yards (tackle by Keith Hamilton),3.050,3.180
2,5:33,2,5,NYG 33,3,10,Kurt Warner pass complete to Isaac Bruce for 17 yards (tackle by Omar Stoutmire),3.180,4.510
2,4:56,1,10,NYG 16,3,10,"Kurt Warner sacked by Shaun Williams for -6 yards. Kurt Warner fumbles (forced by Shaun Williams), recovered by Marshall Faulk at NYG-22",4.510,3.150
2,4:10,2,16,NYG 22,3,10,Kurt Warner pass complete to Isaac Bruce for 12 yards (tackle by Will Allen),3.150,4.170
2,3:28,3,4,NYG 10,3,10,Kurt Warner pass incomplete intended for Shaun McDonald (defended by Cornelius Griffin),4.170,2.840
2,3:28,4,4,NYG 10,6,10,Jeff Wilkins 28 yard field goal good,2.840,3.000
2,,,,STL 30,6,10,"Jeff Wilkins kicks off 70 yards, touchback",0.000,0.280
2,3:18,1,10,NYG 20,6,10,Tiki Barber left end for -3 yards (tackle by Pisa Tinoisamoa),0.280,-0.790
2,2:44,2,13,NYG 17,6,10,Kerry Collins pass incomplete intended for Ike Hilliard (defended by Brian Young),-0.790,-1.510
2,2:32,3,13,NYG 17,6,10,Kerry Collins pass complete to Jeremy Shockey for 15 yards (tackle by Adam Archuleta). Penalty on Damione Lewis: Defensive Offside (Declined),-1.510,1.070
2,2:19,1,10,NYG 32,6,10,Kerry Collins pass incomplete intended for Tim Carter,1.070,0.530
2,2:15,2,10,NYG 32,6,10,Kerry Collins pass incomplete intended for Amani Toomer,0.530,-0.160
2,2:11,3,10,NYG 32,6,10,"Kerry Collins pass complete to Brian Mitchell for 12 yards (tackle by Adam Archuleta). Penalty on Jeremy Shockey: Offensive Pass Interference, 10 yards (no play)",-0.160,-1.480
2,2:00,3,20,NYG 22,6,10,Kerry Collins pass incomplete intended for Amani Toomer,-1.480,-1.900
2,1:55,4,20,NYG 22,6,10,"Jeff Feagles punts 49 yards, returned by Arlen Harris for 13 yards (tackle by Jim Finn). Penalty on Bryce Fisher: Unnecessary Roughness, 15 yards",-1.900,-0.740
2,1:43,1,10,STL 27,6,10,Kurt Warner pass complete to Shaun McDonald for 6 yards (tackle by Dhani Jones),0.740,1.010
2,1:18,2,4,STL 33,6,10,Kurt Warner pass complete to Shaun McDonald for 3 yards (tackle by Ralph Brown),1.010,0.700
2,0:41,3,1,STL 36,6,10,Kurt Warner pass complete to Shaun McDonald for 7 yards (tackle by Dhani Jones),0.700,1.800
2,0:36,1,10,STL 43,6,10,"Penalty on Dane Looker: False Start, 5 yards (no play)",1.800,1.470
2,0:36,1,15,STL 38,6,10,Kurt Warner pass complete to Isaac Bruce for 9 yards (tackle by Will Allen),1.470,1.790
2,0:15,2,6,STL 47,6,10,Kurt Warner pass incomplete intended for Isaac Bruce,1.790,1.090
2,0:10,3,6,STL 47,6,10,Kurt Warner pass incomplete intended for Shaun McDonald,1.090,-0.260
2,0:03,,,,6,10,Timeout #2 by New York Giants,0.000,-0.260
2,0:03,4,6,STL 47,6,10,Kurt Warner pass incomplete intended for Shaun McDonald,-0.260,2.060
Quarter,Time,Down,ToGo,Location,STL,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,6,10,"Matt Bryant kicks off 72 yards, returned by Arlen Harris for 20 yards (tackle by Shaun Williams)",0.000,0.040
3,14:55,1,10,STL 18,6,10,Marshall Faulk right guard for 1 yard (tackle by Dhani Jones and Micheal Barrow),0.040,-0.320
3,14:21,2,9,STL 19,6,10,Kurt Warner pass incomplete intended for Marshall Faulk,-0.320,-1.040
3,14:12,3,9,STL 19,6,10,Kurt Warner pass complete to Torry Holt for 6 yards (tackle by Will Allen),-1.040,-1.700
3,13:32,4,3,STL 25,6,10,Sean Landeta punts 29 yards,-1.700,-1.990
3,13:17,1,10,NYG 46,6,10,Kerry Collins pass complete to Tiki Barber for 11 yards (tackle by Leonard Little),1.990,2.720
3,12:43,1,10,STL 43,6,10,Tiki Barber left tackle for 6 yards (tackle by Robert W. Thomas),2.720,2.990
3,12:08,2,4,STL 37,6,10,"Tiki Barber left tackle for -3 yards (tackle by Travis Fisher). Penalty on Jeff Roehl: Offensive Holding, 10 yards (no play)",2.990,1.640
3,11:47,2,14,STL 47,6,10,Kerry Collins pass complete to Brian Mitchell for 11 yards (tackle by Robert W. Thomas),1.640,2.410
3,11:10,3,3,STL 36,6,10,Kerry Collins pass complete to Tiki Barber for 8 yards (tackle by Adam Archuleta),2.410,3.710
3,10:37,1,10,STL 28,6,10,"Penalty on NYG: Delay of Game, 5 yards (no play)",3.710,3.380
3,10:09,1,15,STL 33,6,10,Tiki Barber up the middle for 1 yard (tackle by Travis Fisher),3.380,2.630
3,9:28,2,14,STL 32,6,10,Kerry Collins pass incomplete intended for Amani Toomer,2.630,1.950
3,9:17,3,14,STL 32,6,10,Kerry Collins left end for 3 yards (tackle by Pisa Tinoisamoa),1.950,1.500
3,9:17,4,11,STL 29,6,13,Matt Bryant 47 yard field goal good,1.500,3.000
3,,,,NYG 30,6,13,"Matt Bryant kicks off 71 yards, returned by Arlen Harris for 17 yards (tackle by Quincy Monk)",0.000,-0.140
3,8:39,1,10,STL 16,6,13,Kurt Warner pass incomplete intended for Marshall Faulk,-0.140,-0.660
3,8:34,2,10,STL 16,6,13,Kurt Warner pass incomplete intended for Isaac Bruce,-0.660,-1.320
3,8:29,3,10,STL 16,6,13,Kurt Warner pass incomplete intended for Shaun McDonald,-1.320,-2.390
3,8:24,4,10,STL 16,6,13,"Sean Landeta punts 32 yards, muffed catch by Omar Stoutmire, recovered by Brian Mitchell and returned for no gain",-2.390,-2.060
3,8:14,1,10,NYG 47,6,13,Tiki Barber right end for 1 yard (tackle by Leonard Little and Damione Lewis),2.060,1.650
3,7:40,2,9,NYG 48,6,13,Kerry Collins pass complete to Ike Hilliard for 7 yards (tackle by Pisa Tinoisamoa),1.650,1.880
3,7:01,3,2,STL 45,6,13,Kerry Collins pass complete to Jeremy Shockey for 7 yards (tackle by Robert W. Thomas),1.880,3.050
3,6:28,1,10,STL 38,6,13,Tiki Barber left tackle for 15 yards (tackle by Ryan Pickett),3.050,4.040
3,5:50,1,10,STL 23,6,13,Tiki Barber right tackle for 22 yards (tackle by Adam Archuleta),4.040,6.970
3,5:20,1,1,STL 1,6,19,"Brian Mitchell right guard for 1 yard, touchdown",6.970,7.000
3,,,,STL 2,6,20,Matt Bryant kicks extra point good,0.000,0.000
3,,,,NYG 30,6,20,"Matt Bryant kicks off 72 yards, returned by Arlen Harris for 41 yards (tackle by Wesly Mallard)",0.000,1.530
3,4:54,1,10,STL 39,6,20,Kurt Warner pass complete to Shaun McDonald for 13 yards (tackle by Omar Stoutmire),1.530,2.390
3,4:17,1,10,NYG 48,6,20,Kurt Warner pass incomplete intended for Shaun McDonald is intercepted by Omar Stoutmire at NYG-33 and returned for 34 yards (tackle by Kurt Warner),2.390,-3.380
3,4:06,1,10,STL 33,6,20,"Kerry Collins pass incomplete (defended by Damione Lewis). Kerry Collins fumbles, recovered by Kerry Collins at STL-33",3.380,2.840
3,4:01,2,10,STL 33,6,20,Tiki Barber up the middle for no gain (tackle by Leonard Little),2.840,2.150
3,3:29,3,10,STL 33,6,20,Kerry Collins pass complete to Brian Mitchell for 6 yards (tackle by Robert W. Thomas),2.150,1.750
3,2:53,4,4,STL 27,6,23,Matt Bryant 44 yard field goal good,1.750,3.000
3,,,,NYG 30,6,23,"Matt Bryant kicks off 65 yards, returned by Arlen Harris for 21 yards (tackle by Johnnie Harris)",0.000,0.670
3,2:37,1,10,STL 26,6,23,Kurt Warner pass complete to Dane Looker for 4 yards (tackle by Johnnie Harris),0.670,0.670
3,2:06,2,6,STL 30,6,23,Marshall Faulk right end for 18 yards (tackle by Will Allen and Omar Stoutmire),0.670,2.130
3,1:27,1,10,STL 48,6,23,Kurt Warner pass complete to Brandon Manumaleuna for no gain,2.130,1.580
3,0:42,2,10,STL 48,6,23,Kurt Warner pass complete to Marshall Faulk for 4 yards (tackle by Ralph Brown),1.580,1.420
3,0:07,3,6,NYG 48,6,23,Kurt Warner pass complete to Isaac Bruce for 15 yards (tackle by Omar Stoutmire),1.420,3.380
Quarter,Time,Down,ToGo,Location,STL,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 33,6,23,Kurt Warner pass complete to Marshall Faulk for -4 yards (tackle by Micheal Barrow),3.380,2.300
4,14:16,2,14,NYG 37,6,23,Kurt Warner pass incomplete intended for Shaun McDonald (defended by Johnnie Harris),2.300,1.620
4,14:11,3,14,NYG 37,12,23,"Kurt Warner pass complete to Torry Holt for 37 yards, touchdown",1.620,7.000
4,,,,NYG 2,13,23,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,13,23,"Jeff Wilkins kicks off 61 yards, returned by Brian Mitchell for 16 yards (tackle by Fred Weary). Penalty on Visanthe Shiancoe: Offensive Holding, 9 yards",0.000,-0.380
4,13:56,1,10,NYG 9,13,23,Kerry Collins pass incomplete intended for Tiki Barber (defended by Pisa Tinoisamoa),-0.380,-0.780
4,13:49,2,10,NYG 9,13,23,Tiki Barber right guard for 11 yards (tackle by Rich Coady),-0.780,0.280
4,13:18,1,10,NYG 20,13,23,Tiki Barber left end for 19 yards (tackle by Adam Archuleta),0.280,1.530
4,12:49,1,10,NYG 39,13,23,Tiki Barber left end for 17 yards (tackle by Travis Fisher),1.530,2.650
4,12:20,1,10,STL 44,13,23,Tiki Barber left tackle for -1 yards (tackle by Tommy Polley),2.650,1.980
4,11:43,2,11,STL 45,13,23,Kerry Collins pass complete to Delvin Joyce for no gain,1.980,1.290
4,11:00,3,11,STL 45,13,23,"Penalty on Damione Lewis: Defensive Offside, 5 yards (no play)",1.290,1.950
4,10:38,3,6,STL 40,13,23,Kerry Collins pass incomplete intended for Delvin Joyce (defended by Pisa Tinoisamoa),1.950,0.590
4,10:31,4,6,STL 40,13,23,"Jeff Feagles punts 40 yards, touchback",0.590,-0.280
4,10:17,1,10,STL 20,13,23,Kurt Warner pass incomplete intended for Isaac Bruce,0.280,-0.270
,,,,,,,"STL challenged the ruling, and the play was upheld.",,
4,10:02,2,10,STL 20,13,23,Kurt Warner pass complete to Isaac Bruce for 21 yards (tackle by Ralph Brown),-0.270,1.660
4,9:27,1,10,STL 41,13,23,Kurt Warner pass complete to Cam Cleeland for 11 yards (tackle by Will Allen),1.660,2.390
4,8:54,1,10,NYG 48,13,23,Kurt Warner pass complete to Cam Cleeland for 3 yards (tackle by Dhani Jones),2.390,2.250
4,8:17,2,7,NYG 45,13,23,Kurt Warner pass complete to Torry Holt for 17 yards (tackle by Michael Strahan),2.250,3.710
4,7:30,1,10,NYG 28,13,23,Kurt Warner sacked by Micheal Barrow and Cornelius Griffin for -9 yards,3.710,1.950
4,7:04,2,19,NYG 37,13,23,Kurt Warner pass complete to Dane Looker for 9 yards (tackle by Micheal Barrow),1.950,2.480
4,6:28,3,10,NYG 28,13,23,Kurt Warner pass complete to Marshall Faulk for -2 yards (tackle by Dhani Jones),2.480,1.410
4,5:29,,,,13,23,Timeout #1 by New York Giants,0.000,1.410
4,5:29,4,12,NYG 30,13,23,Kurt Warner pass complete to Marshall Faulk for 11 yards (tackle by Will Allen),1.410,-0.150
4,5:20,1,10,NYG 19,13,23,Tiki Barber right end for -4 yards (tackle by Brian Young),0.150,-1.000
4,5:11,,,,13,23,Timeout #2 by St. Louis Rams,0.000,-1.000
4,5:11,2,14,NYG 15,13,23,Kerry Collins pass incomplete intended for Ike Hilliard,-1.000,-1.760
4,5:06,3,14,NYG 15,13,23,Tiki Barber right guard for 3 yards (tackle by Pisa Tinoisamoa),-1.760,-2.240
4,5:00,,,,13,23,Timeout #3 by St. Louis Rams,0.000,-2.240
4,5:00,4,11,NYG 18,13,23,"Jeff Feagles punts 43 yards, returned by Arlen Harris for 10 yards (tackle by Delvin Joyce)",-2.240,-2.190
4,4:51,1,10,STL 49,13,23,Kurt Warner pass complete to Shaun McDonald for 5 yards (tackle by Ralph Brown),2.190,2.320
4,4:25,2,5,NYG 46,13,23,Kurt Warner pass complete to Isaac Bruce for 20 yards (tackle by Johnnie Harris),2.320,3.840
4,4:02,1,10,NYG 26,13,23,"Kurt Warner for no gain. Kurt Warner fumbles, recovered by Kurt Warner at NYG-26",3.840,2.080
4,3:33,2,19,NYG 35,13,23,Kurt Warner pass complete to Marshall Faulk for 9 yards (tackle by Ralph Brown),2.080,2.610
4,3:05,3,10,NYG 26,13,23,"Penalty on Torry Holt: False Start, 5 yards (no play)",2.610,1.950
4,3:01,3,15,NYG 31,13,23,Kurt Warner pass complete to Torry Holt for 7 yards (tackle by Will Allen),1.950,1.870
4,2:26,4,8,NYG 24,13,23,Kurt Warner pass incomplete intended for Shaun McDonald (defended by Keith Hamilton),1.870,-0.610
4,2:18,1,10,NYG 25,13,23,Tiki Barber up the middle for 1 yard (tackle by Leonard Little),0.610,0.200
4,2:00,2,9,NYG 26,13,23,Tiki Barber left end for 1 yard (tackle by Damione Lewis),0.200,-0.360
4,1:19,3,8,NYG 27,13,23,Tiki Barber left end for 21 yards (tackle by Aeneas Williams),-0.360,2.130
4,0:43,1,10,NYG 48,13,23,"Penalty on NYG: Delay of Game, 5 yards (no play)",2.130,1.800
4,0:20,1,15,NYG 43,13,23,Kerry Collins kneels for -1 yards,1.800,0.770
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
