Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
1,8:10,4,3,WAS 17,0,3,Austin Seibert 35 yard field goal good,2.410,3.000
1,8:06,,,DET 35,0,3,"Austin Seibert kicks off 68 yards, returned by Dax Milne for 19 yards (tackle by Chris Board)",0.000,-0.140
1,8:01,1,10,WAS 16,0,3,"Carson Wentz pass incomplete short right. Penalty on Carson Wentz: Intentional Grounding, 12 yards (accepted)",-0.140,-1.660
1,7:55,2,22,WAS 4,0,3,Antonio Gibson right tackle for 5 yards (tackle by Aidan Hutchinson),-1.660,-2.240
1,7:10,3,17,WAS 9,0,3,Carson Wentz pass complete short left to Curtis Samuel for 8 yards (tackle by Jeff Okudah),-2.240,-2.320
1,6:32,4,9,WAS 17,0,3,"Tress Way punts 48 yards, returned by Kalif Raymond for 8 yards (tackle by Jeremy Reaves)",-2.320,-1.800
1,6:22,1,10,DET 43,0,3,D'Andre Swift right tackle for 50 yards (tackle by Bobby McCain),1.800,5.600
1,5:31,,,,,,Timeout #1 by Detroit Lions,,
1,5:31,1,7,WAS 7,0,3,Jamaal Williams up the middle for 4 yards (tackle by Jamin Davis and Cole Holcomb),5.600,5.530
1,4:50,2,3,WAS 3,0,3,Jamaal Williams left end for no gain (tackle by Jamin Davis),5.530,4.720
1,4:11,3,3,WAS 3,0,3,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown,4.720,3.040
1,4:07,4,3,WAS 3,0,3,Jared Goff pass incomplete short left intended for DJ Chark (defended by Kendall Fuller),3.040,0.380
1,4:02,1,10,WAS 3,0,3,Antonio Gibson up the middle for 2 yards (tackle by Aidan Hutchinson and Tracy Walker),-0.380,-0.630
1,3:22,2,8,WAS 5,0,5,Carson Wentz sacked by Charles Harris for -5 yards. Carson Wentz fumbles (forced by Charles Harris),-0.630,-2.000
1,3:17,,,WAS 20,0,5,"Tress Way kicks off 63 yards, returned by Kalif Raymond for 52 yards (tackle by Jeremy Reaves)",0.000,3.510
1,3:07,1,10,WAS 31,0,5,Jared Goff pass complete short middle to Craig Reynolds for 13 yards (tackle by Kendall Fuller),3.510,4.370
1,2:25,1,10,WAS 18,0,5,Jared Goff pass incomplete short left intended for T.J. Hockenson,4.370,3.800
1,2:22,2,10,WAS 18,0,5,Jamaal Williams up the middle for 5 yards (tackle by Darrick Forrest and Kendall Fuller),3.800,3.820
1,1:45,3,5,WAS 13,0,11,"Jared Goff pass complete short right to Amon-Ra St. Brown for 13 yards, touchdown",3.820,7.000
1,1:40,,,WAS 15,0,12,Austin Seibert kicks extra point good,0.000,0.000
1,1:40,,,DET 35,0,12,"Austin Seibert kicks off 62 yards, returned by Dax Milne for 13 yards (tackle by Juju Hughes)",0.000,-0.140
1,1:36,1,10,WAS 16,0,12,Antonio Gibson right tackle for 5 yards (tackle by Malcolm Rodriguez and Aidan Hutchinson),-0.140,0.150
1,0:53,2,5,WAS 21,0,12,Antonio Gibson right end for -1 yards (tackle by Will Harris),0.150,-0.820
1,0:15,3,6,WAS 20,0,12,Carson Wentz pass incomplete deep left intended for Terry McLaurin,-0.820,-2.030
1,0:10,4,6,WAS 20,0,12,Tress Way punts 38 yards out of bounds,-2.030,-1.730
1,0:01,1,10,DET 42,0,12,Jared Goff pass complete deep left to Josh Reynolds for 23 yards (tackle by Cole Holcomb),1.730,3.250
Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,WAS 35,0,12,Jared Goff pass incomplete deep left intended for DJ Chark (defended by Kendall Fuller),3.250,2.700
2,14:52,2,10,WAS 35,0,12,Craig Reynolds up the middle for 3 yards (tackle by Jonathan Allen and Cole Holcomb),2.700,2.410
2,14:08,3,7,WAS 32,0,12,"D'Andre Swift up the middle for 2 yards (tackle by Montez Sweat) Penalty on DET: Illegal Formation, 5 yards (declined)",2.410,1.450
2,13:51,4,5,WAS 30,0,15,Austin Seibert 48 yard field goal good,1.450,3.000
2,13:47,,,DET 35,0,15,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
2,13:47,1,10,WAS 25,0,15,Carson Wentz pass incomplete short right intended for Antonio Gibson (defended by Alex Anzalone),0.610,0.060
2,13:42,2,10,WAS 25,0,15,Carson Wentz sacked by Aidan Hutchinson for -6 yards,0.060,-1.510
2,12:53,3,16,WAS 19,0,15,Carson Wentz pass complete short right to Logan Thomas for 13 yards (tackle by Tracy Walker and Mike Hughes),-1.510,-1.240
2,12:18,4,3,WAS 32,0,15,"Tress Way punts 45 yards, fair catch by Kalif Raymond at DET-23",-1.240,-0.480
2,12:10,1,10,DET 23,0,15,Jared Goff pass complete short right to D'Andre Swift for 9 yards (tackle by Efe Obada),0.480,1.150
2,11:32,2,1,DET 32,0,15,Jamaal Williams up the middle for 12 yards (tackle by Darrick Forrest),1.150,1.860
2,10:57,1,10,DET 44,0,15,Jared Goff pass complete short left to Jamaal Williams for 7 yards (tackle by Bobby McCain),1.860,2.260
2,10:23,2,3,WAS 49,0,15,Craig Reynolds left tackle for 11 yards (tackle by Darrick Forrest),2.260,3.050
2,9:37,1,10,WAS 38,0,15,Jared Goff pass complete short middle to Amon-Ra St. Brown for 11 yards (tackle by Darrick Forrest and Bobby McCain),3.050,3.780
2,8:54,1,10,WAS 27,0,15,Jamaal Williams up the middle for 4 yards (tackle by Jonathan Allen and Cole Holcomb),3.780,3.770
2,8:08,2,6,WAS 23,0,15,Jamaal Williams up the middle for 8 yards (tackle by Bobby McCain),3.770,4.580
2,7:31,1,10,WAS 15,0,15,Jared Goff pass complete short middle to Josh Reynolds for 12 yards (tackle by Cole Holcomb),4.580,6.510
2,6:47,1,3,WAS 3,0,21,"Jared Goff pass complete short middle to Josh Reynolds for 3 yards, touchdown",6.510,7.000
2,6:43,,,WAS 15,0,22,Austin Seibert kicks extra point good,0.000,0.000
2,6:43,,,DET 35,0,22,"Austin Seibert kicks off 65 yards, returned by Dax Milne for 27 yards (tackle by Chris Board and Kerby Joseph)",0.000,0.740
2,6:37,1,10,WAS 27,0,22,Carson Wentz pass complete short right to Curtis Samuel for 4 yards (tackle by Mike Hughes and Will Harris),0.740,0.740
2,5:55,2,6,WAS 31,0,22,Carson Wentz pass incomplete deep right intended for Logan Thomas,0.740,0.040
2,5:51,3,6,WAS 31,0,22,Carson Wentz pass complete short right to Jahan Dotson for 9 yards (tackle by Julian Okwara),0.040,1.600
2,5:12,1,10,WAS 40,0,22,Carson Wentz pass complete short left to Antonio Gibson for 2 yards (tackle by Jeff Okudah),1.600,1.320
2,4:34,2,8,WAS 42,0,22,Carson Wentz pass incomplete deep left intended for Cam Sims,1.320,0.630
2,4:22,3,8,WAS 42,0,22,"Penalty on WAS: Delay of Game, 5 yards (accepted) (no play)",0.630,-0.030
2,4:22,3,13,WAS 37,0,22,Carson Wentz pass incomplete deep right intended for Terry McLaurin,-0.030,-0.910
2,4:20,4,13,WAS 37,0,22,"Tress Way punts 45 yards, fair catch by Kalif Raymond at DET-18",-0.910,-0.040
2,4:12,1,10,DET 18,0,22,Jared Goff pass complete short right to Amon-Ra St. Brown for 4 yards (tackle by Darrick Forrest),0.040,0.140
2,3:38,2,6,DET 22,0,22,Jamaal Williams left end for 2 yards (tackle by Montez Sweat and Cole Holcomb),0.140,-0.400
2,2:56,3,4,DET 24,0,22,Jared Goff pass incomplete short right intended for DJ Chark (defended by Benjamin St-Juste),-0.400,-1.770
2,2:51,4,4,DET 24,0,22,"Jack Fox punts 56 yards, fair catch by Dax Milne at WAS-20",-1.770,-0.280
2,2:43,1,10,WAS 20,0,22,Carson Wentz pass complete short middle to J.D. McKissic for 4 yards (tackle by Malcolm Rodriguez),0.280,0.270
2,2:19,2,6,WAS 24,0,22,J.D. McKissic left end for 4 yards (tackle by Isaiah Buggs),0.270,0.100
2,2:00,3,2,WAS 28,0,22,Carson Wentz pass complete short right to J.D. McKissic for 2 yards (tackle by Mike Hughes),0.100,0.940
2,1:33,1,10,WAS 30,0,22,Carson Wentz pass incomplete short left intended for Terry McLaurin,0.940,0.390
2,1:29,2,10,WAS 30,0,22,Carson Wentz sacked by Aidan Hutchinson for -9 yards,0.390,-1.480
2,0:46,3,19,WAS 21,0,22,Carson Wentz pass complete short middle to J.D. McKissic for 13 yards (tackle by Tracy Walker and DeShon Elliott),-1.480,-1.110
2,0:39,,,,,,Timeout #2 by Detroit Lions,,
2,0:39,4,6,WAS 34,0,22,"Tress Way punts 46 yards, fair catch by Kalif Raymond at DET-20. Penalty on Anthony Pittman: Running Into the Kicker, 5 yards (declined)",-1.110,-0.280
2,0:32,1,10,DET 20,0,22,Jared Goff pass incomplete short left intended for D'Andre Swift,0.280,-0.270
2,0:27,2,10,DET 20,0,22,Jared Goff pass incomplete short middle intended for T.J. Hockenson,-0.270,-0.960
2,0:22,3,10,DET 20,0,22,Jared Goff pass incomplete deep right intended for DJ Chark,-0.960,-2.030
2,0:15,4,10,DET 20,0,22,"Jack Fox punts 45 yards, returned by Dax Milne for 11 yards (tackle by Quintez Cephus)",-2.030,-1.990
2,0:05,1,10,WAS 46,0,22,Carson Wentz pass incomplete short middle intended for Curtis Samuel,1.990,1.450
Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,0,22,"Austin Seibert kicks off 62 yards, returned by Dax Milne for 33 yards (tackle by Juju Hughes)",0.000,1.330
3,14:54,1,10,WAS 36,0,22,Antonio Gibson left tackle for 4 yards (tackle by Alex Anzalone and Malcolm Rodriguez),1.330,1.330
3,14:28,2,6,WAS 40,0,22,Carson Wentz pass complete deep right to Jahan Dotson for 40 yards (tackle by Will Harris),1.330,4.240
3,13:51,1,10,DET 20,0,22,Carson Wentz pass incomplete short right,4.240,3.690
3,13:45,2,10,DET 20,0,22,Carson Wentz pass complete short left to Terry McLaurin for 5 yards (tackle by Jeff Okudah and Charles Harris),3.690,3.700
3,13:03,3,5,DET 15,6,22,"Carson Wentz pass complete short left to Curtis Samuel for 15 yards, touchdown",3.700,7.000
3,12:58,,,DET 15,7,22,Joey Slye kicks extra point good,0.000,0.000
3,12:58,,,WAS 35,7,22,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,12:58,1,10,DET 25,7,22,Jamaal Williams left tackle for 4 yards (tackle by William Jackson),0.610,0.600
3,12:28,2,6,DET 29,7,22,D'Andre Swift left tackle for no gain (tackle by Jamin Davis),0.600,-0.100
3,11:55,3,6,DET 29,7,22,Jared Goff pass incomplete deep right intended for Amon-Ra St. Brown,-0.100,-1.440
3,11:49,4,6,DET 29,7,22,"Jack Fox punts 63 yards, returned by Dax Milne for 19 yards (tackle by Quintez Cephus and Josh Woods)",-1.440,-0.740
3,11:36,1,10,WAS 27,7,22,Carson Wentz pass complete deep right to Terry McLaurin for 18 yards (tackle by Mike Hughes),0.740,1.930
3,11:01,1,10,WAS 45,7,22,Antonio Gibson right end for 8 yards (tackle by Alim McNeill and Will Harris),1.930,2.460
3,10:15,2,2,DET 47,7,22,Carson Wentz pass deep middle intended for Logan Thomas is intercepted by Will Harris at DET-20 and returned for no gain (tackle by Logan Thomas),2.460,-0.280
3,10:06,1,10,DET 20,7,22,Jared Goff pass complete short right to T.J. Hockenson for 1 yard (tackle by Darrick Forrest),0.280,-0.130
3,9:34,2,9,DET 21,7,22,Jared Goff pass complete short right to Amon-Ra St. Brown for 11 yards (tackle by Darrick Forrest),-0.130,1.070
3,9:04,1,10,DET 32,7,22,Craig Reynolds right tackle for 2 yards (tackle by Daron Payne and Jonathan Allen),1.070,0.800
3,8:23,2,8,DET 34,7,22,Jared Goff pass incomplete short left intended for D'Andre Swift,0.800,0.100
3,8:16,3,8,DET 34,7,22,Jared Goff pass complete short middle to T.J. Hockenson for 7 yards (tackle by Darrick Forrest and Benjamin St-Juste),0.100,-0.650
3,7:28,4,1,DET 41,7,22,"Jack Fox punts 53 yards, fair catch by Dax Milne at WAS-6",-0.650,0.380
3,7:18,1,10,WAS 6,7,22,Antonio Gibson up the middle for 1 yard (tackle by Michael Brockers),-0.380,-0.710
3,6:42,2,9,WAS 7,7,22,Carson Wentz pass complete short right to Jahan Dotson for 9 yards (tackle by Jeff Okudah),-0.710,-0.140
3,5:58,1,10,WAS 16,7,22,Carson Wentz pass complete deep right to Terry McLaurin for 35 yards (tackle by Mike Hughes),-0.140,2.320
3,5:13,1,10,DET 49,7,22,Antonio Gibson right end for 1 yard (tackle by Malcolm Rodriguez and Benito Jones),2.320,1.920
3,4:30,2,9,DET 48,7,22,Carson Wentz pass complete deep right to Curtis Samuel for 27 yards (tackle by DeShon Elliott),1.920,4.170
3,3:47,1,10,DET 21,7,22,J.D. McKissic left end for 1 yard (tackle by Julian Okwara and Malcolm Rodriguez),4.170,3.760
3,3:04,2,9,DET 20,13,22,"Carson Wentz pass complete deep middle to Logan Thomas for 20 yards, touchdown",3.760,7.000
3,2:58,,,DET 2,15,22,Two Point Attempt: Carson Wentz pass complete to to Jahan Dotson for no gain,1.000,1.000
3,2:58,,,WAS 35,15,22,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,2:58,1,10,DET 25,15,22,Amon-Ra St. Brown right end for 58 yards (tackle by Benjamin St-Juste),0.610,4.440
3,2:19,1,10,WAS 17,15,22,Jared Goff sacked by Daron Payne for -5 yards,4.440,3.220
3,1:43,2,15,WAS 22,15,22,Jared Goff pass incomplete short middle intended for T.J. Hockenson,3.220,2.540
3,1:38,3,15,WAS 22,15,28,"Jared Goff pass complete short right to D'Andre Swift for 22 yards, touchdown",2.540,7.000
3,1:28,,,WAS 15,15,29,Austin Seibert kicks extra point good,0.000,0.000
3,1:28,,,DET 35,15,29,"Austin Seibert kicks off 62 yards, returned by Dax Milne for 14 yards (tackle by Derrick Barnes and Anthony Pittman)",0.000,-0.060
3,1:23,1,10,WAS 17,15,29,Carson Wentz pass incomplete short middle intended for Terry McLaurin,-0.060,-0.580
3,1:15,2,10,WAS 17,15,29,Carson Wentz pass complete short right to Curtis Samuel for 8 yards (tackle by Will Harris and Alex Anzalone),-0.580,-0.240
3,0:34,3,2,WAS 25,15,29,Antonio Gibson up the middle for 1 yard (tackle by Malcolm Rodriguez and Isaiah Buggs),-0.240,-1.630
Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,WAS 26,15,29,Terry McLaurin left end for 7 yards (tackle by DeShon Elliott),-1.630,1.140
4,14:19,1,10,WAS 33,15,29,Carson Wentz pass complete short left to John Bates for 9 yards (tackle by DeShon Elliott),1.140,1.810
4,13:48,2,1,WAS 42,15,29,Antonio Gibson left end for -2 yards (tackle by Malcolm Rodriguez and Isaiah Buggs),1.810,0.830
4,13:06,3,3,WAS 40,15,29,Carson Wentz pass complete short left to Terry McLaurin for 17 yards (tackle by Jeff Okudah),0.830,2.720
4,12:33,1,10,DET 43,15,29,Curtis Samuel left end for 21 yards (tackle by DeShon Elliott),2.720,4.110
4,11:52,1,10,DET 22,15,29,Carson Wentz pass complete short left to J.D. McKissic for 10 yards (tackle by Will Harris),4.110,4.780
4,11:16,1,10,DET 12,15,29,Carson Wentz pass incomplete short left intended for Antonio Gibson,4.780,4.100
4,11:09,2,10,DET 12,15,29,Carson Wentz pass complete short left to Antonio Gibson for 11 yards (tackle by DeShon Elliott and Tracy Walker),4.100,6.970
4,10:44,1,1,DET 1,21,29,"Antonio Gibson left tackle for 1 yard, touchdown",6.970,7.000
4,10:39,,,DET 2,21,29,Two Point Attempt: Carson Wentz pass incomplete intended for,1.000,-1.000
4,10:39,,,WAS 35,21,29,"Joey Slye kicks off 68 yards, returned by Justin Jackson for 33 yards (tackle by Jeremy Reaves and Joey Slye)",0.000,0.940
4,10:33,1,10,DET 30,21,29,Jamaal Williams right tackle for 8 yards (tackle by Daron Payne and Bobby McCain),0.940,1.470
4,9:57,2,2,DET 38,21,29,Jared Goff pass complete deep middle to T.J. Hockenson for 18 yards (tackle by William Jackson),1.470,2.650
4,9:16,1,10,WAS 44,21,29,D'Andre Swift left end for no gain (tackle by Cole Holcomb),2.650,2.110
4,8:36,2,10,WAS 44,21,29,Jared Goff pass complete short left to Amon-Ra St. Brown for 8 yards (tackle by Kendall Fuller),2.110,2.480
4,7:52,3,2,WAS 36,21,29,Jared Goff pass complete short right to Brock Wright for 25 yards (tackle by Bobby McCain and Cole Holcomb),2.480,4.840
4,7:05,1,10,WAS 11,21,35,"Jared Goff pass complete short left to Amon-Ra St. Brown for 11 yards, touchdown",4.840,7.000
4,7:00,,,WAS 15,21,36,Austin Seibert kicks extra point good,0.000,0.000
4,7:00,,,DET 35,21,36,"Austin Seibert kicks off 63 yards, returned by Dax Milne for 22 yards (tackle by Josh Woods)",0.000,0.540
4,6:54,1,10,WAS 24,21,36,Carson Wentz pass incomplete short right intended for Curtis Samuel,0.540,0.000
4,6:49,2,10,WAS 24,21,36,Carson Wentz pass complete short middle to J.D. McKissic for 9 yards (tackle by Mike Hughes),0.000,0.500
4,6:24,3,1,WAS 33,21,36,J.D. McKissic up the middle for 4 yards (tackle by Alex Anzalone and Mike Hughes),0.500,1.400
4,6:04,1,10,WAS 37,21,36,Carson Wentz pass complete short right to Curtis Samuel for 9 yards (tackle by Malcolm Rodriguez),1.400,2.070
4,5:31,2,1,WAS 46,21,36,Carson Wentz pass complete short left to Curtis Samuel for 7 yards (tackle by Alex Anzalone),2.070,2.460
4,5:10,1,10,DET 47,21,36,Carson Wentz scrambles for 18 yards (tackle by Will Harris),2.460,3.640
4,4:39,1,10,DET 29,21,36,Carson Wentz pass complete short middle to J.D. McKissic for 4 yards (tackle by Chris Board),3.640,3.640
4,4:17,2,6,DET 25,21,36,Carson Wentz pass complete short left to J.D. McKissic for 12 yards (tackle by Chris Board),3.640,4.710
4,3:53,1,10,DET 13,21,36,Carson Wentz pass incomplete short left intended for Cam Sims,4.710,4.050
4,3:45,2,10,DET 13,21,36,Carson Wentz pass complete short right to Dax Milne for 6 yards (tackle by Alex Anzalone),4.050,4.330
4,3:08,3,4,DET 7,21,36,Carson Wentz scrambles up the middle for 5 yards (tackle by Tracy Walker),4.330,6.740
4,2:35,1,2,DET 2,21,36,Antonio Gibson up the middle for 1 yard (tackle by Isaiah Buggs),6.740,5.910
4,2:08,2,1,DET 1,21,36,Antonio Gibson left tackle for no gain (tackle by Alim McNeill and John Cominsky),5.910,5.170
4,2:00,3,1,DET 1,27,36,"Carson Wentz pass complete short middle to Jahan Dotson for 1 yard, touchdown",5.170,7.000
4,1:56,,,DET 15,27,36,Joey Slye kicks extra point no good,0.000,-1.000
4,1:56,,,WAS 35,27,36,"Joey Slye kicks onside 5 yards, returned by DeShon Elliott for no gain",0.000,2.920
4,1:52,1,10,WAS 40,27,36,Jamaal Williams up the middle for 2 yards (tackle by Donovan Jeter),2.920,2.640
4,1:50,,,,,,Timeout #1 by Washington Commanders,,
4,1:50,2,8,WAS 38,27,36,Jared Goff sacked by James Smith-Williams for -5 yards,2.640,1.290
4,1:44,,,,,,Timeout #2 by Washington Commanders,,
4,1:44,3,13,WAS 43,27,36,Amon-Ra St. Brown left end for 10 yards (tackle by Kendall Fuller),1.290,1.190
4,1:38,,,,,,Timeout #3 by Washington Commanders,,
4,1:38,4,3,WAS 33,27,36,Jared Goff pass incomplete short middle intended for Amon-Ra St. Brown (defended by Kendall Fuller),1.190,-1.140
4,1:35,1,10,WAS 33,27,36,Carson Wentz pass incomplete short middle intended for John Bates,1.140,0.590
4,1:30,2,10,WAS 33,27,36,Carson Wentz pass complete short left to John Bates for 6 yards (tackle by Mike Hughes),0.590,0.700
4,1:08,3,4,WAS 39,27,36,Carson Wentz pass incomplete deep right intended for Jahan Dotson,0.700,-0.780
4,1:00,4,4,WAS 39,27,36,Carson Wentz sacked by John Cominsky for -9 yards,-0.780,-3.580
4,0:52,1,10,WAS 30,27,36,Jared Goff kneels for -1 yards,3.580,2.900
4,0:31,2,11,WAS 31,27,36,Jared Goff kneels for -1 yards,2.900,2.080
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
