#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DET 25,3,1:25,-14,Punt
2,1,11:32,DET 20,7,3:26,63,Field Goal
3,1,6:22,DET 43,5,2:20,54,Downs
4,1,3:17,WAS 31,4,1:37,31,Touchdown
5,1,0:01,DET 42,5,1:14,28,Field Goal
6,2,12:10,DET 23,9,5:27,77,Touchdown
7,2,4:12,DET 18,3,1:29,6,Punt
8,2,0:32,DET 20,3,0:27,0,Punt
9,3,12:58,DET 25,3,1:22,4,Punt
10,3,10:06,DET 20,5,2:48,21,Punt
11,3,2:58,DET 25,4,1:30,75,Touchdown
12,4,10:39,DET 30,6,3:39,70,Touchdown
13,4,1:56,WAS 40,4,0:21,7,Downs
14,4,0:52,WAS 30,2,0:52,-2,End of Game
