Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Todd Gurley,ATL,16,57,2,6,25,1.6,32,2.0,8,2.0
Brian Hill,ATL,4,10,0,1,6,1.5,4,1.0,0,
Matt Ryan,ATL,2,10,0,1,10,5.0,0,0.0,0,
Ito Smith,ATL,2,3,0,0,3,1.5,0,0.0,0,
Russell Gage,ATL,1,-2,0,0,-2,-2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Aaron Jones,GNB,15,71,0,4,40,2.7,31,2.1,6,2.5
Jamaal Williams,GNB,8,10,0,0,2,0.3,8,1.0,0,
Tim Boyle,GNB,1,-1,0,,-1,-1.0,0,0.0,0,
AJ Dillon,GNB,1,3,0,,3,3.0,0,0.0,0,
Aaron Rodgers,GNB,1,5,0,0,5,5.0,0,0.0,0,
