Quarter,Time,Down,ToGo,Location,BUF,TAM,Detail,EPB,EPA
1,8:22,1,10,BUF 27,0,0,Willis McGahee left tackle for 3 yards (tackle by Shelton Quarles),0.740,0.600
1,7:44,2,7,BUF 30,0,0,J.P. Losman for 3 yards (tackle by Ryan Nece),0.600,0.300
1,6:57,3,4,BUF 33,0,0,J.P. Losman pass incomplete intended for Eric Moulds,0.300,-1.180
1,6:51,4,4,BUF 33,0,0,"Brian Moorman punts 60 yards, returned by Mark Jones for 15 yards (tackle by Angelo Crowell)",-1.180,-0.410
1,6:37,1,10,TAM 22,0,0,Cadillac Williams up the middle for 4 yards (tackle by Ron Edwards and Chris Kelsay),0.410,0.410
1,6:06,2,6,TAM 26,0,0,Brian Griese pass incomplete intended for Michael Clayton,0.410,-0.290
1,6:00,3,6,TAM 26,0,0,Brian Griese pass complete to Ike Hilliard for 10 yards (tackle by Nate Clements),-0.290,1.330
1,5:29,1,10,TAM 36,0,0,Brian Griese pass complete to Mike Alstott for 5 yards (tackle by Jeff Posey and Lawyer Milloy),1.330,1.470
1,4:46,2,5,TAM 41,0,0,Cadillac Williams right tackle for 7 yards (tackle by Terrence McGee and Ryan Denney),1.470,2.130
1,4:09,1,10,TAM 48,0,0,Cadillac Williams right guard for no gain (tackle by London Fletcher),2.130,1.580
1,3:35,2,10,TAM 48,0,0,Brian Griese pass incomplete intended for Joey Galloway,1.580,0.890
1,3:29,3,10,TAM 48,0,0,Brian Griese sacked by Lawyer Milloy for -9 yards,0.890,-0.780
1,3:00,4,19,TAM 39,0,0,"Josh Bidwell punts 61 yards, touchback",-0.780,-0.280
1,2:49,1,10,BUF 20,0,0,"Willis McGahee left tackle for 2 yards (tackle by Shelton Quarles). Penalty on Mike Gandy: Offensive Holding, 10 yards",0.280,-0.600
1,2:24,1,18,BUF 12,0,0,J.P. Losman pass incomplete intended for Lee Evans (defended by Ronde Barber),-0.600,-1.360
1,2:19,2,18,BUF 12,0,0,"J.P. Losman pass incomplete intended for Willis McGahee. Penalty on Greg Spires: Defensive Offside, 5 yards (no play)",-1.360,-0.790
1,2:13,2,13,BUF 17,0,0,Willis McGahee right end for 5 yards (tackle by Jermaine Phillips and Derrick Brooks),-0.790,-0.690
1,1:27,3,8,BUF 22,0,0,J.P. Losman pass incomplete intended for Lee Evans (defended by Brian Kelly),-0.690,-1.900
1,1:21,4,8,BUF 22,0,0,"Brian Moorman punts 38 yards. Penalty on Sam Aiken: Ineligible Downfield Kic, 5 yards",-1.900,-1.930
1,1:12,1,10,TAM 45,0,0,Brian Griese pass incomplete intended for Alex Smith,1.930,1.380
1,1:06,2,10,TAM 45,0,0,Cadillac Williams left tackle for 2 yards (tackle by Takeo Spikes and London Fletcher),1.380,0.960
1,0:25,3,8,TAM 47,0,0,Brian Griese pass complete to Anthony Becht for 4 yards (tackle by Lawyer Milloy),0.960,0.000
Quarter,Time,Down,ToGo,Location,BUF,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,4,BUF 49,0,0,"Josh Bidwell punts 49 yards, touchback",0.000,-0.280
2,14:50,1,10,BUF 20,0,0,J.P. Losman for 1 yard (tackle by Shelton Quarles),0.280,-0.130
2,14:01,2,9,BUF 21,0,0,Willis McGahee up the middle for 2 yards (tackle by Shelton Quarles and Chris Hovan),-0.130,-0.560
2,13:21,3,7,BUF 23,0,0,J.P. Losman pass incomplete intended for Lee Evans,-0.560,-1.830
2,13:14,4,7,BUF 23,0,0,Brian Moorman punts 44 yards (tackle by Ryan Denney),-1.830,-1.990
2,13:02,1,10,TAM 46,0,0,Brian Griese pass complete to Mike Alstott for 4 yards (tackle by Terrence McGee),1.990,1.990
2,12:42,2,6,TAM 50,0,0,Brian Griese pass complete to Michael Pittman for 5 yards (tackle by Terrence McGee and Takeo Spikes),1.990,1.950
2,12:04,3,1,BUF 45,0,0,Cadillac Williams left guard for 2 yards (tackle by Mario Haggan and Lawyer Milloy),1.950,2.720
2,11:23,1,10,BUF 43,0,0,Brian Griese pass incomplete intended for Michael Clayton (defended by Terrence McGee),2.720,2.180
2,11:18,2,10,BUF 43,0,0,Brian Griese pass incomplete intended for Joey Galloway (defended by Terrence McGee),2.180,1.490
2,11:13,3,10,BUF 43,0,0,Brian Griese pass complete to Michael Pittman for 5 yards (tackle by Lawyer Milloy and London Fletcher),1.490,0.720
2,10:33,4,5,BUF 38,0,0,Josh Bidwell punts 37 yards,0.720,0.380
2,10:24,1,10,BUF 1,0,0,J.P. Losman pass incomplete intended for Daimon Shelton (defended by Greg Spires),-0.380,-0.780
2,10:18,2,10,BUF 1,0,0,Willis McGahee up the middle for 3 yards (tackle by Dewayne White),-0.780,-1.070
2,9:35,3,7,BUF 4,0,2,"J.P. Losman sacked by Shelton Quarles for -4 yards, safety",-1.070,-2.000
2,,,,BUF 20,0,2,"Brian Moorman kicks off 58 yards, returned by Mark Jones for 11 yards (tackle by Rashad Baker)",0.000,1.140
2,9:23,1,10,TAM 33,0,2,Cadillac Williams up the middle for 23 yards (tackle by Nate Clements),1.140,2.650
2,8:42,1,10,BUF 44,0,2,Cadillac Williams left guard for 5 yards (tackle by Takeo Spikes and London Fletcher),2.650,2.780
2,8:06,2,5,BUF 39,0,2,Cadillac Williams right tackle for no gain (tackle by Aaron Schobel and London Fletcher),2.780,2.080
2,7:24,3,5,BUF 39,0,2,Brian Griese pass complete to Ike Hilliard for 5 yards (tackle by Jabari Greer),2.080,3.310
2,6:52,,,,0,2,Timeout #2 by Tampa Bay Buccaneers,0.000,3.310
2,6:51,1,10,BUF 34,0,2,Cadillac Williams left tackle for 8 yards (tackle by Ron Edwards and Lawyer Milloy),3.310,3.850
2,6:17,2,2,BUF 26,0,2,Cadillac Williams up the middle for 3 yards (tackle by Takeo Spikes),3.850,4.040
2,5:39,1,10,BUF 23,0,2,Cadillac Williams up the middle for 6 yards (tackle by Chris Kelsay and Ryan Denney),4.040,4.380
2,4:53,2,4,BUF 17,0,2,Cadillac Williams left tackle for 1 yard (tackle by Ryan Denney),4.380,3.850
2,4:13,3,3,BUF 16,0,2,Brian Griese pass complete to Michael Clayton for 15 yards (tackle by Troy Vincent),3.850,6.970
2,3:28,1,1,BUF 1,0,2,Brian Griese right end for no gain (tackle by Angelo Crowell),6.970,5.910
2,2:41,2,1,BUF 1,0,8,"Mike Alstott up the middle for 1 yard, touchdown",5.910,7.000
2,,,,BUF 2,0,9,Matt Bryant kicks extra point good,0.000,0.000
2,,,,TAM 30,0,9,"Matt Bryant kicks off 66 yards, returned by Terrence McGee for 43 yards (tackle by Will Allen)",,
2,2:26,1,10,BUF 47,0,9,J.P. Losman pass complete to Josh Reed for 9 yards (tackle by Chris Hovan),2.060,2.730
2,2:01,2,1,TAM 44,0,9,Willis McGahee left tackle for 14 yards (tackle by Dexter Jackson and Ronde Barber),2.730,3.580
2,1:54,1,10,TAM 30,0,9,J.P. Losman up the middle for 7 yards (tackle by Jermaine Phillips),3.580,3.980
2,1:20,2,3,TAM 23,0,9,Willis McGahee up the middle for 1 yard (tackle by Dexter Jackson),3.980,3.400
2,1:14,,,,0,9,Timeout #1 by Buffalo Bills,0.000,3.400
2,1:14,3,2,TAM 22,0,9,J.P. Losman pass incomplete intended for Josh Reed,3.400,2.120
2,1:06,4,2,TAM 22,3,9,Rian Lindell 40 yard field goal good,2.120,3.000
2,,,,BUF 30,3,9,"Rian Lindell kicks off 68 yards, returned by Mark Jones for 17 yards (tackle by Sam Aiken). Penalty on Anthony Becht: Offensive Holding, 9 yards",0.000,-0.380
2,0:53,1,10,TAM 10,3,9,Michael Pittman up the middle for 9 yards (tackle by Nate Clements),-0.380,0.240
2,0:02,2,1,TAM 19,3,9,Brian Griese kneels for -1 yards,0.240,-0.480
Quarter,Time,Down,ToGo,Location,BUF,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 30,3,9,"Rian Lindell kicks off 69 yards, returned by Mark Jones for 24 yards (tackle by Josh Stamer). Penalty on Marquis Cooper: Offensive Holding, 10 yards",0.000,-0.350
3,14:53,1,10,TAM 12,3,9,Brian Griese pass complete to Michael Clayton for 14 yards (tackle by Nate Clements),-0.350,0.670
3,14:14,1,10,TAM 26,3,9,Michael Pittman left tackle for 2 yards (tackle by Angelo Crowell and Jeff Posey),0.670,0.400
3,13:34,2,8,TAM 28,3,9,"Brian Griese pass complete to Anthony Becht for 12 yards (tackle by Terrence McGee). Penalty on Michael Clayton: Offensive Pass Interfere, 10 yards (no play)",0.400,-1.050
3,13:12,2,18,TAM 18,3,9,"Penalty on Dan Buenning: False Start, 5 yards (no play)",-1.050,-1.720
3,13:00,2,23,TAM 13,3,9,Michael Pittman for 5 yards (tackle by Takeo Spikes),-1.720,-1.800
3,12:34,3,18,TAM 18,3,9,Michael Pittman right tackle for 1 yard (tackle by Ryan Denney and Aaron Schobel),-1.800,-2.140
3,11:59,4,17,TAM 19,3,9,"Josh Bidwell punts 44 yards, returned by Nate Clements for 8 yards (tackle by Kalvin Pearson)",-2.140,-1.930
3,11:45,1,10,BUF 45,3,9,Willis McGahee right tackle for 3 yards (tackle by Derrick Brooks),1.930,1.790
3,11:19,2,7,BUF 48,3,9,Willis McGahee up the middle for no gain (tackle by Shelton Quarles),1.790,1.090
3,10:30,3,7,BUF 48,3,9,J.P. Losman pass incomplete intended for Eric Moulds,1.090,-0.190
3,10:24,4,7,BUF 48,3,9,"Brian Moorman punts 52 yards, touchback",-0.190,-0.280
3,10:12,1,10,TAM 20,3,9,Cadillac Williams up the middle for 19 yards (tackle by Terrence McGee),0.280,1.530
3,9:34,1,10,TAM 39,3,9,Cadillac Williams left tackle for 4 yards (tackle by Takeo Spikes and Nate Clements),1.530,1.530
3,8:47,2,6,TAM 43,3,9,Brian Griese pass complete to Michael Clayton for 12 yards (tackle by Angelo Crowell),1.530,2.590
3,8:08,1,10,BUF 45,3,9,Michael Pittman up the middle for 5 yards (tackle by Tim Anderson and Terrence McGee),2.590,2.720
3,7:30,2,5,BUF 40,3,9,Brian Griese pass incomplete intended for Earnest Graham (defended by Troy Vincent),2.720,2.010
3,7:24,3,5,BUF 40,3,9,Brian Griese pass complete to Michael Clayton for 34 yards (tackle by Terrence McGee and Troy Vincent),2.010,5.830
3,6:41,,,,3,9,Timeout #1 by Buffalo Bills,0.000,5.830
3,6:41,1,6,BUF 6,3,9,Cadillac Williams up the middle for 1 yard (tackle by Chris Kelsay and Angelo Crowell),5.830,5.150
3,6:02,2,5,BUF 5,3,9,Brian Griese pass complete to Anthony Becht for 2 yards (tackle by Lawyer Milloy),5.150,4.720
3,5:19,3,3,BUF 3,3,15,"Cadillac Williams up the middle for 3 yards, touchdown",4.720,7.000
,,,,,,,"BUF challenged the ruling, and the play was upheld.",,
3,,,,BUF 2,3,16,Matt Bryant kicks extra point good,0.000,0.000
3,,,,TAM 30,3,16,"Matt Bryant kicks off 70 yards, touchback",0.000,0.280
3,5:09,1,10,BUF 20,3,16,J.P. Losman pass incomplete intended for Eric Moulds,0.280,-0.270
3,5:02,2,10,BUF 20,3,16,Willis McGahee up the middle for -2 yards (tackle by Derrick Brooks),-0.270,-1.330
3,4:14,3,12,BUF 18,3,16,"J.P. Losman right end for 9 yards (tackle by Dexter Jackson). Penalty on Greg Spires: Defensive Offside, 5 yards (no play)",-1.330,-0.560
3,3:45,3,7,BUF 23,3,16,J.P. Losman pass complete to Josh Reed for 11 yards (tackle by Dexter Jackson),-0.560,1.200
3,3:03,1,10,BUF 34,3,16,J.P. Losman pass complete to Josh Reed for 7 yards (tackle by Ronde Barber),1.200,1.600
3,2:29,2,3,BUF 41,3,16,"Willis McGahee up the middle for no gain (tackle by Ronde Barber). Penalty on Ronde Barber: Defensive Offside, 5 yards (no play)",1.600,1.990
3,2:06,1,10,BUF 46,3,16,"J.P. Losman pass incomplete intended for Lee Evans. Penalty on Ellis Wyms: Defensive Offside, 5 yards (no play)",1.990,2.720
3,2:00,1,5,TAM 49,3,16,J.P. Losman pass incomplete intended for Eric Moulds,2.720,2.130
3,1:54,2,5,TAM 49,3,16,Willis McGahee up the middle for 1 yard (tackle by Ronde Barber and Anthony McFarland),2.130,1.550
3,1:10,3,4,TAM 48,3,16,J.P. Losman pass complete to Eric Moulds for 8 yards (tackle by Brian Kelly),1.550,2.920
3,0:41,1,10,TAM 40,3,16,J.P. Losman pass incomplete intended for Eric Moulds (defended by Dexter Jackson),2.920,2.370
3,0:32,2,10,TAM 40,3,16,Willis McGahee up the middle for 1 yard (tackle by Ronde Barber and Dexter Jackson),2.370,1.820
Quarter,Time,Down,ToGo,Location,BUF,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,TAM 39,3,16,J.P. Losman pass incomplete intended for Daimon Shelton,1.820,0.660
4,14:53,4,9,TAM 39,3,16,"Brian Moorman punts 15 yards, fair catch by Mark Jones",0.660,-0.540
4,14:45,1,10,TAM 24,3,16,Cadillac Williams right guard for -3 yards (tackle by Justin Bannan),0.540,-0.410
4,14:02,2,13,TAM 21,3,16,Cadillac Williams up the middle for 31 yards (tackle by Troy Vincent),-0.410,2.390
4,13:12,1,10,BUF 48,3,16,Michael Pittman right tackle for no gain (tackle by Angelo Crowell),2.390,1.850
4,12:30,2,10,BUF 48,3,16,Michael Pittman up the middle for 24 yards (tackle by Lawyer Milloy),1.850,3.970
4,11:43,1,10,BUF 24,3,16,Cadillac Williams left end for no gain (tackle by Takeo Spikes),3.970,3.430
4,10:59,2,10,BUF 24,3,16,Cadillac Williams right end for 1 yard (tackle by Chris Kelsay and Takeo Spikes),3.430,2.870
4,10:12,3,9,BUF 23,3,16,Cadillac Williams left end for 1 yard (tackle by Tim Anderson),2.870,1.990
4,9:28,4,8,BUF 22,3,19,Matt Bryant 40 yard field goal good,1.990,3.000
4,,,,TAM 30,3,19,"Matt Bryant kicks off 70 yards, returned by Terrence McGee for 36 yards (tackle by Barrett Ruud)",0.000,1.330
4,9:11,1,10,BUF 36,3,19,Kelly Holcomb pass incomplete intended for Shaud Williams (defended by Simeon Rice),1.330,0.790
4,9:06,2,10,BUF 36,3,19,Kelly Holcomb pass complete to Mark Campbell for no gain,0.790,0.100
4,8:27,3,10,BUF 36,3,19,Kelly Holcomb pass complete to Willis McGahee for -1 yards (tackle by Brian Kelly and Ryan Nece),0.100,-1.040
4,7:51,4,11,BUF 35,3,19,"Brian Moorman punts 55 yards (tackle by Joe Burns). Penalty on Jermaine Phillips: Face Mask (15 Yards), 15 yards",-1.040,0.060
4,7:36,1,10,TAM 17,3,19,Mike Alstott right end for 9 yards (tackle by Lawyer Milloy),-0.060,0.750
4,6:54,2,1,TAM 26,3,19,Mike Alstott up the middle for 4 yards (tackle by Takeo Spikes),0.750,0.940
4,6:10,1,10,TAM 30,3,19,Mike Alstott left tackle for 2 yards (tackle by Aaron Schobel and Angelo Crowell),0.940,0.660
4,5:22,2,8,TAM 32,3,19,Mike Alstott up the middle for 3 yards (tackle by Ron Edwards and Sam Adams),0.660,0.370
4,4:40,3,5,TAM 35,3,19,Mike Alstott up the middle for no gain (tackle by Chris Kelsay and Takeo Spikes),0.370,-1.040
4,4:01,4,5,TAM 35,3,19,Josh Bidwell punts 37 yards,-1.040,-0.810
4,3:51,1,10,BUF 28,3,19,J.P. Losman sacked by Simeon Rice for -8 yards,0.810,-0.820
4,3:31,2,18,BUF 20,3,19,J.P. Losman pass complete to Shaud Williams for 12 yards (tackle by Juran Bolden),-0.820,0.100
4,2:59,3,6,BUF 32,3,19,J.P. Losman pass complete to Shaud Williams for 7 yards (tackle by Simeon Rice),0.100,1.530
4,2:31,1,10,BUF 39,3,19,J.P. Losman pass complete to Lee Evans for 12 yards (tackle by Brian Kelly),1.530,2.320
4,2:05,1,10,TAM 49,3,19,J.P. Losman pass complete to Shaud Williams for 3 yards (tackle by Ronde Barber),2.320,2.190
4,1:57,2,7,TAM 46,3,19,J.P. Losman pass complete to Josh Reed for 10 yards (tackle by Juran Bolden),2.190,3.180
4,1:40,1,10,TAM 36,3,19,J.P. Losman spiked the ball,3.180,2.640
4,1:38,2,10,TAM 36,3,19,J.P. Losman pass incomplete intended for Sam Aiken,2.640,1.950
4,1:32,3,10,TAM 36,3,19,J.P. Losman pass complete to Josh Reed for 30 yards (tackle by Juran Bolden),1.950,5.830
4,1:07,1,6,TAM 6,3,19,"J.P. Losman pass incomplete. Penalty on J.P. Losman: Illegal Forward Pass, 5 yards",5.830,4.380
4,1:00,2,9,TAM 9,3,19,J.P. Losman pass incomplete intended for Lee Evans (defended by Brian Kelly),4.380,3.360
4,0:55,3,9,TAM 9,3,19,J.P. Losman pass incomplete intended for Willis McGahee,3.360,2.830
4,0:49,4,9,TAM 9,3,19,J.P. Losman pass incomplete intended for Eric Moulds (defended by Derrick Brooks),2.830,0.380
4,0:40,1,10,TAM 9,3,19,Brian Griese kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
