Quarter,Time,Tm,Detail,CIN,CLE
1.0,7:53,Bengals,Jeremy Hill 2 yard rush (Mike Nugent kick),7,0
,1:57,Bengals,Mike Nugent 44 yard field goal,10,0
2.0,13:11,Bengals,Jeremy Hill 16 yard rush (Mike Nugent kick),17,0
,10:20,Bengals,Mike Nugent 44 yard field goal,20,0
3.0,2:35,Bengals,Mike Nugent 34 yard field goal,23,0
4.0,0:23,Bengals,Rex Burkhead 10 yard rush (Mike Nugent kick),30,0
