Quarter,Time,Down,ToGo,Location,BUF,PHI,Detail,EPB,EPA
1,9:53,1,10,BUF 20,0,7,Tyrod Taylor pass complete deep middle to Robert Woods for 32 yards (tackle by Walter Thurmond),0.280,2.390
1,9:14,1,10,PHI 48,0,7,LeSean McCoy right tackle for 1 yard (tackle by Malcolm Jenkins),2.390,1.980
1,8:31,2,9,PHI 47,0,7,Tyrod Taylor pass incomplete deep left intended for Sammy Watkins,1.980,1.980
1,8:24,2,9,PHI 47,0,7,Timeout #1 by Buffalo Bills,1.980,1.290
1,8:24,3,9,PHI 47,6,7,"Tyrod Taylor pass complete deep right to Sammy Watkins for 47 yards, touchdown",1.290,7.000
1,8:24,,,PHI 47,7,7,Dan Carpenter kicks extra point good,0.000,0.000
1,8:24,,,BUF 35,7,7,"Jordan Gay kicks off 67 yards, returned by Josh Huff for 20 yards (tackle by Anthony Dixon)",0.000,-0.040
1,8:07,1,10,PHI 18,7,7,Ryan Mathews right end for no gain (tackle by Bacarri Rambo),0.040,-0.490
1,7:43,2,10,PHI 18,7,7,Sam Bradford pass complete short left to Brent Celek for 1 yard (tackle by Corey Graham),-0.490,-1.040
1,7:16,3,9,PHI 19,7,7,"Penalty on Jerry Hughes: Neutral Zone Infraction, 5 yards (no play)",-1.040,-0.400
1,7:07,3,4,PHI 24,7,7,Sam Bradford pass incomplete short right intended for Nelson Agholor,-0.400,-1.770
1,7:03,4,4,PHI 24,7,7,"Donnie Jones punts 63 yards, returned by Marcus Thigpen for 11 yards (tackle by Jaylen Watkins)",-1.770,-0.540
1,6:51,1,10,BUF 24,7,7,LeSean McCoy left end for 7 yards (tackle by Kiko Alonso),0.540,0.940
1,6:15,2,3,BUF 31,7,7,"Penalty on Jerome Felton: False Start, 5 yards (no play)",0.940,0.270
1,5:50,2,8,BUF 26,7,7,Tyrod Taylor pass complete short right to Charles Clay for 9 yards (tackle by Bennie Logan),0.270,1.270
1,5:19,1,10,BUF 35,7,7,LeSean McCoy for 7 yards (tackle by Walter Thurmond),1.270,1.670
1,4:48,2,3,BUF 42,7,7,Tyrod Taylor pass incomplete deep middle intended for Sammy Watkins,1.670,0.960
1,4:41,3,3,BUF 42,7,7,Tyrod Taylor pass incomplete deep right intended for Sammy Watkins (defended by Byron Maxwell),0.960,-0.590
1,4:36,4,3,BUF 42,7,7,"Colton Schmidt punts 45 yards, fair catch by Darren Sproles",-0.590,0.320
1,4:28,1,10,PHI 13,7,7,Sam Bradford pass complete short right to Ryan Mathews for 1 yard (tackle by Bacarri Rambo),-0.320,-0.680
1,4:13,2,9,PHI 14,7,7,Ryan Mathews right tackle for 8 yards (tackle by Corey Graham and Preston Brown),-0.680,-0.350
1,3:51,3,1,PHI 22,7,7,Ryan Mathews middle for no gain (tackle by Manny Lawson),-0.350,-1.900
1,3:22,4,1,PHI 22,7,7,"Donnie Jones punts 56 yards, returned by Marcus Thigpen for 12 yards (tackle by Bryan Braman)",-1.900,-1.200
1,3:12,1,10,BUF 34,7,7,"LeSean McCoy for no gain (tackle by Walter Thurmond). Penalty on John Miller: Offensive Holding, 10 yards (no play)",1.200,0.540
1,2:39,1,20,BUF 24,7,7,Tyrod Taylor pass complete short right to Mike Gillislee for 6 yards (tackle by Byron Maxwell),0.540,0.120
1,2:05,2,14,BUF 30,7,7,LeSean McCoy left end for 5 yards (tackle by Fletcher Cox),0.120,0.100
1,1:22,3,9,BUF 35,7,7,Tyrod Taylor pass complete short right to Chris Gragg for 11 yards (tackle by Connor Barwin),0.100,1.990
1,0:35,1,10,BUF 46,7,7,Mike Gillislee right end for 4 yards (tackle by Beau Allen),1.990,1.990
Quarter,Time,Down,ToGo,Location,BUF,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,,7,7,Tyrod Taylor left end for 9 yards (tackle by Mychal Kendricks),1.990,2.850
2,14:19,1,10,PHI 41,7,7,LeSean McCoy left end for 3 yards (tackle by Fletcher Cox),2.850,2.710
2,13:41,2,7,PHI 38,7,7,LeSean McCoy right end for 2 yards (tackle by Mychal Kendricks),2.710,2.280
2,12:54,3,5,PHI 36,7,7,Tyrod Taylor pass incomplete deep left intended for LeSean McCoy,2.280,0.880
2,12:48,4,5,PHI 36,7,7,"Colton Schmidt punts 32 yards, out of bounds",0.880,0.380
2,12:41,1,10,PHI 4,7,7,Sam Bradford pass complete short left to DeMarco Murray for -1 yards (tackle by Manny Lawson),-0.380,-0.850
2,12:16,2,11,PHI 3,7,7,DeMarco Murray middle for 7 yards (tackle by Stefan Charles),-0.850,-0.720
2,11:51,3,4,PHI 10,7,7,Sam Bradford pass incomplete short middle intended for Josh Huff (defended by Bacarri Rambo),-0.720,-2.490
2,11:46,4,4,PHI 10,7,7,"Donnie Jones punts 52 yards, muffed catch by Marcus Thigpen, recovered by Bryan Braman and returned for no gain",-2.490,3.120
2,11:36,1,10,BUF 37,7,7,"Sam Bradford middle for 5 yards (tackle by Manny Lawson). Penalty on Dennis Kelly: Offensive Holding, 10 yards (no play)",3.120,2.460
2,11:19,1,20,BUF 47,7,7,"Darren Sproles left end for -2 yards (tackle by Leodis McKelvin). Penalty on Dennis Kelly: Offensive Holding, 10 yards (no play)",2.460,1.800
2,11:09,1,30,PHI 43,7,7,Darren Sproles middle for 4 yards (tackle by Preston Brown),1.800,0.410
2,10:45,2,26,PHI 47,7,13,"Sam Bradford pass complete deep middle to Nelson Agholor for 53 yards, touchdown",0.410,7.000
2,10:45,,,BUF 47,7,14,Caleb Sturgis kicks extra point good,0.000,0.000
2,10:45,,,PHI 35,7,14,"Caleb Sturgis kicks off 65 yards, touchback",0.000,0.410
2,10:38,2,26,PHI 47,7,14,Timeout #2 by Buffalo Bills,0.410,-0.280
2,10:38,1,10,BUF 20,7,14,LeSean McCoy right tackle for 3 yards (tackle by Malcolm Jenkins and Fletcher Cox),0.280,0.140
2,9:53,2,7,BUF 23,7,14,Tyrod Taylor pass complete short right to Robert Woods for 18 yards (tackle by Connor Barwin),0.140,1.660
2,9:17,1,10,BUF 41,7,14,Tyrod Taylor pass complete short left to LeSean McCoy for 7 yards (tackle by Brandon Graham and Kiko Alonso),1.660,2.070
2,8:40,2,3,BUF 48,7,14,LeSean McCoy right tackle for 24 yards (tackle by Malcolm Jenkins),2.070,3.710
2,7:52,1,10,PHI 28,7,14,Tyrod Taylor for 13 yards (tackle by Eric Rowe),3.710,4.580
2,7:13,1,10,PHI 15,7,14,"Penalty on Jordan Mills: False Start, 5 yards (no play)",4.580,4.240
2,7:01,1,15,PHI 20,7,14,LeSean McCoy left end for no gain (tackle by DeMeco Ryans),4.240,3.350
2,6:32,2,15,PHI 20,7,14,Tyrod Taylor pass incomplete deep right intended for Chris Hogan,3.350,2.680
2,6:27,3,15,PHI 20,7,14,Tyrod Taylor pass incomplete short left intended for LeSean McCoy,2.680,2.120
2,6:24,4,15,PHI 20,10,14,Dan Carpenter 38 yard field goal good,2.120,3.000
2,6:24,,,BUF 35,10,14,"Jordan Gay kicks off 67 yards, returned by Josh Huff for 36 yards (tackle by Jordan Gay). Penalty on Brent Celek: Offensive Holding, 10 yards",0.000,0.380
2,6:12,1,10,PHI 10,10,14,Ryan Mathews right end for 9 yards (tackle by Bacarri Rambo),-0.380,0.240
2,5:45,2,1,PHI 19,10,14,Ryan Mathews middle for 4 yards (tackle by Stefan Charles),0.240,0.480
2,5:21,1,10,PHI 23,10,14,"Sam Bradford pass complete short right to Jordan Matthews for 11 yards (tackle by Bacarri Rambo). Penalty on Jason Peters: Illegal Use of Hands, 10 yards (no play)",0.480,-0.590
2,5:08,1,20,PHI 13,10,14,DeMarco Murray right end for 3 yards (tackle by Stefan Charles),-0.590,-1.150
2,4:44,2,17,PHI 16,10,14,Sam Bradford pass incomplete deep middle intended for Seyi Ajirotutu,-1.150,-1.960
2,4:38,3,17,PHI 16,10,14,Sam Bradford pass complete short left to DeMarco Murray for 4 yards (tackle by Manny Lawson),-1.960,-2.030
2,4:07,4,13,PHI 20,10,14,"Donnie Jones punts 42 yards, fair catch by Marcus Thigpen",-2.030,-1.470
2,3:59,1,10,BUF 38,10,14,LeSean McCoy for no gain (tackle by Eric Rowe),1.470,0.920
2,3:31,2,10,BUF 38,10,14,Tyrod Taylor pass complete short left to LeSean McCoy for 9 yards (tackle by Mychal Kendricks and Kiko Alonso),0.920,1.420
2,2:47,3,1,BUF 47,10,14,LeSean McCoy middle for 4 yards (tackle by Fletcher Cox),1.420,2.320
2,2:07,1,10,PHI 49,10,14,Tyrod Taylor pass complete short right to Robert Woods for 11 yards (tackle by Mychal Kendricks),2.320,3.050
2,2:00,1,10,PHI 38,10,14,Tyrod Taylor pass incomplete short middle intended for Sammy Watkins (defended by Connor Barwin),3.050,2.510
2,1:56,2,10,PHI 38,10,14,"Tyrod Taylor pass incomplete short left intended for Sammy Watkins. Penalty on John Miller: Illegal Use of Hands, 10 yards (no play)",2.510,1.160
2,1:50,2,20,PHI 48,10,14,Tyrod Taylor middle for 5 yards (tackle by Kiko Alonso),1.160,1.160
2,1:43,2,20,PHI 48,10,14,Timeout #1 by Philadelphia Eagles,1.160,1.160
2,1:43,3,15,PHI 43,10,14,Tyrod Taylor pass incomplete short right intended for Robert Woods,1.160,0.400
2,1:37,4,15,PHI 43,10,14,"Colton Schmidt punts 43 yards, touchback",0.400,-0.280
2,1:28,1,10,PHI 20,10,14,Sam Bradford pass complete short middle to Jordan Matthews for 6 yards (tackle by Nickell Robey-Coleman),0.280,0.540
2,1:06,2,4,PHI 26,10,14,Sam Bradford pass complete short left to Riley Cooper for 10 yards (tackle by Leodis McKelvin),0.540,1.330
2,1:00,1,10,PHI 36,10,14,Sam Bradford pass complete short left to Darren Sproles for 1 yard (tackle by Leodis McKelvin),1.330,0.930
2,0:55,2,9,PHI 37,10,14,Sam Bradford pass complete short left to Josh Huff for 10 yards (tackle by Leodis McKelvin),0.930,2.060
2,0:33,1,10,PHI 47,10,14,Sam Bradford pass complete short right to Nelson Agholor for 5 yards (tackle by Ronald Darby),2.060,2.060
2,0:29,1,10,PHI 47,10,14,Timeout #2 by Philadelphia Eagles,2.060,2.190
2,0:29,2,5,BUF 48,10,14,Sam Bradford pass incomplete,2.190,1.490
2,0:24,3,5,BUF 48,10,14,Sam Bradford pass complete short left to Riley Cooper for 7 yards (tackle by Leodis McKelvin),1.490,1.490
2,0:21,3,5,BUF 48,10,14,Timeout #3 by Philadelphia Eagles,1.490,2.850
2,0:21,1,10,BUF 41,10,14,Sam Bradford pass complete short left to Darren Sproles for 3 yards,2.850,2.710
2,0:17,2,7,BUF 38,10,14,Sam Bradford pass incomplete short left intended for Riley Cooper,2.710,2.020
2,0:12,3,7,BUF 38,10,14,Sam Bradford pass complete short left to Riley Cooper for 11 yards,2.020,3.780
2,0:09,1,10,BUF 27,10,17,Caleb Sturgis 45 yard field goal good,3.780,3.000
2,0:09,,,PHI 35,10,17,"Caleb Sturgis kicks off 38 yards, returned by Jerome Felton for 5 yards (tackle by Bryan Braman)",0.000,-1.070
2,0:02,1,10,BUF 32,10,17,Tyrod Taylor kneels for -1 yards,1.070,0.390
Quarter,Time,Down,ToGo,Location,BUF,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,10,17,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,PHI 20,10,17,Sam Bradford pass incomplete deep middle intended for Nelson Agholor,0.280,-0.270
3,14:54,2,10,PHI 20,10,17,Ryan Mathews middle for 6 yards (tackle by Jerry Hughes),-0.270,-0.160
3,14:18,3,4,PHI 26,10,17,Darren Sproles right end for 7 yards (tackle by Ronald Darby),-0.160,1.140
3,13:48,1,10,PHI 33,10,17,Sam Bradford pass complete deep right to Zach Ertz for 18 yards (tackle by Ronald Darby),1.140,2.320
3,13:23,1,10,BUF 49,10,17,Darren Sproles middle for 7 yards (tackle by Bacarri Rambo),2.320,2.730
3,13:00,2,3,BUF 42,10,17,Darren Sproles middle for 2 yards (tackle by Corey Graham),2.730,2.280
3,12:39,3,1,BUF 40,10,17,DeMarco Murray middle for 4 yards (tackle by Corey Graham),2.280,3.180
3,12:14,1,10,BUF 36,10,17,DeMarco Murray right tackle for 1 yard (tackle by Jerry Hughes),3.180,2.770
3,11:46,2,9,BUF 35,10,17,Sam Bradford right end for 5 yards (tackle by Corbin Bryant),2.770,2.740
3,11:16,3,4,BUF 30,10,17,DeMarco Murray right end for 4 yards (tackle by IK Enemkpali),2.740,3.840
3,10:47,1,10,BUF 26,10,17,DeMarco Murray left tackle for 4 yards (tackle by Stefan Charles),3.840,3.840
3,10:21,2,6,BUF 22,10,17,Ryan Mathews right end for -1 yards (tackle by Preston Brown and IK Enemkpali),3.840,3.010
3,9:50,3,7,BUF 23,10,17,Sam Bradford pass incomplete short middle intended for Zach Ertz,3.010,1.930
3,9:46,4,7,BUF 23,10,20,Caleb Sturgis 41 yard field goal good,1.930,3.000
3,9:46,,,PHI 35,10,20,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
3,9:42,1,10,BUF 20,10,20,LeSean McCoy right end for -1 yards (tackle by Mychal Kendricks),0.280,-0.460
3,9:05,2,11,BUF 19,10,20,Tyrod Taylor for 6 yards (tackle by Connor Barwin),-0.460,-0.300
3,8:29,3,5,BUF 25,10,20,Tyrod Taylor pass complete short middle to LeSean McCoy for 9 yards (tackle by E.J. Biggers),-0.300,1.200
3,7:50,1,10,BUF 34,10,20,"Tyrod Taylor pass complete deep right to Robert Woods for 37 yards (tackle by Byron Maxwell). Robert Woods fumbles (forced by Byron Maxwell), ball out of bounds at PHI-29",1.200,3.640
3,7:11,1,10,PHI 29,10,20,Tyrod Taylor pass complete short middle to Robert Woods for 8 yards (tackle by Mychal Kendricks),3.640,4.180
3,6:33,2,2,PHI 21,10,20,"LeSean McCoy right end for 4 yards (tackle by Taylor Hart). Penalty on Marcus Thigpen: Illegal Motion, 5 yards (no play)",4.180,3.510
3,6:08,2,7,PHI 26,10,20,Tyrod Taylor pass incomplete deep left intended for Chris Hogan,3.510,2.810
3,6:03,3,7,PHI 26,10,20,Tyrod Taylor pass complete short left to Sammy Watkins for 4 yards (tackle by Malcolm Jenkins),2.810,2.090
3,5:19,4,3,PHI 22,13,20,Dan Carpenter 40 yard field goal good,2.090,3.000
3,5:19,,,BUF 35,13,20,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
3,5:14,1,10,PHI 20,13,20,Ryan Mathews left end for 5 yards (tackle by Marcell Dareus),0.280,0.410
3,4:52,2,5,PHI 25,13,20,Ryan Mathews middle for -3 yards (tackle by Bacarri Rambo),0.410,-0.690
3,4:18,3,8,PHI 22,13,20,Sam Bradford pass incomplete short left intended for Riley Cooper (defended by Leodis McKelvin),-0.690,-1.900
3,4:11,4,8,PHI 22,13,20,"Donnie Jones punts 51 yards, returned by Marcus Thigpen for 14 yards (tackle by Jon Dorenbos). Penalty on Riley Cooper: Unnecessary Roughness, 15 yards",-1.900,-2.650
3,4:04,1,10,PHI 44,13,20,LeSean McCoy right end for 4 yards (tackle by DeMeco Ryans),2.650,2.650
3,3:26,2,6,PHI 40,13,20,Tyrod Taylor pass complete short left to Sammy Watkins for 10 yards (tackle by Eric Rowe),2.650,3.580
3,3:03,1,10,PHI 30,13,20,"Penalty on Jerome Felton: False Start, 5 yards (no play)",3.580,3.250
3,2:50,1,15,PHI 35,13,20,LeSean McCoy middle for no gain (tackle by Brandon Graham),3.250,2.360
3,2:09,2,15,PHI 35,13,20,LeSean McCoy right end for 2 yards (tackle by Kiko Alonso and Malcolm Jenkins),2.360,1.950
3,1:27,3,13,PHI 33,13,20,Tyrod Taylor right end for 14 yards (tackle by Fletcher Cox),1.950,4.310
3,0:52,1,10,PHI 19,19,20,"Mike Gillislee left end for 19 yards, touchdown",4.310,7.000
3,0:52,,,PHI 19,20,20,Dan Carpenter kicks extra point good,0.000,0.000
3,0:52,,,BUF 35,20,20,"Jordan Gay kicks off 68 yards, returned by Josh Huff for 14 yards (tackle by Duke Williams). Penalty on Ed Reynolds: Illegal Block Above the Waist (Offsetting), Penalty on Anthony Dixon: Taunting (Offsetting)",0.000,0.370
3,0:44,1,10,PHI 11,20,20,"Sam Bradford pass incomplete short middle intended for Zach Ertz. Penalty on Nickell Robey-Coleman: Defensive Pass Interference, 14 yards (no play)",-0.370,0.610
3,0:39,1,10,PHI 25,20,20,Darren Sproles left end for 5 yards (tackle by Corey Graham),0.610,0.740
3,0:14,2,5,PHI 30,20,20,Sam Bradford pass complete short left to Josh Huff for 18 yards (tackle by Bacarri Rambo),0.740,2.130
Quarter,Time,Down,ToGo,Location,BUF,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 48,20,20,DeMarco Murray middle for 4 yards (tackle by Mario Williams),2.130,2.120
4,14:34,2,6,BUF 48,20,20,Sam Bradford pass complete short left to Zach Ertz for 11 yards (tackle by Preston Brown),2.120,3.120
4,14:09,1,10,BUF 37,20,20,DeMarco Murray right tackle for no gain (tackle by Jerry Hughes),3.120,2.570
4,13:35,2,10,BUF 37,20,20,Sam Bradford pass incomplete deep left intended for Jordan Matthews,2.570,1.880
4,13:29,3,10,BUF 37,20,20,"Penalty on Jerry Hughes: Neutral Zone Infraction, 5 yards (no play)",1.880,2.540
4,13:29,3,5,BUF 32,20,20,Sam Bradford pass complete short left to Jordan Matthews for 8 yards (tackle by Nickell Robey-Coleman),2.540,3.970
4,12:57,1,10,BUF 24,20,20,Sam Bradford pass incomplete deep left intended for Brent Celek is intercepted by Leodis McKelvin at BUF-5,3.970,0.380
4,12:55,1,10,BUF 5,20,20,Tyrod Taylor pass incomplete short left intended for Sammy Watkins (defended by Eric Rowe),-0.380,-0.780
4,12:49,2,10,BUF 5,20,20,"LeSean McCoy for 5 yards (tackle by Malcolm Jenkins). Penalty on Eric Wood: Offensive Holding, 5 yards",-0.780,-0.780
4,12:26,2,10,BUF 5,20,20,Tyrod Taylor right end for 1 yard (tackle by Ed Reynolds),-0.780,-1.300
4,11:37,3,9,BUF 6,20,20,Tyrod Taylor pass complete short left to LeSean McCoy for 10 yards (tackle by Malcolm Jenkins),-1.300,-0.140
4,10:53,1,10,BUF 16,20,20,Mike Gillislee right tackle for 1 yard (tackle by Bennie Logan),-0.140,-0.510
4,10:14,2,9,BUF 17,20,20,Tyrod Taylor for 6 yards (tackle by Mychal Kendricks),-0.510,-0.450
4,9:37,3,3,BUF 23,20,20,Tyrod Taylor pass incomplete deep left intended for Chris Hogan. Penalty on John Miller: Offensive Holding (Declined),-0.450,-1.830
4,9:31,4,3,BUF 23,20,20,"Colton Schmidt punts 51 yards, returned by Darren Sproles for 28 yards (tackle by Colton Schmidt)",-1.830,-2.520
4,9:18,1,10,BUF 46,20,20,Sam Bradford pass incomplete short left intended for Zach Ertz,2.520,1.980
4,9:13,2,10,BUF 46,20,20,Sam Bradford pass complete short right to Jordan Matthews for 5 yards (tackle by Ronald Darby),1.980,1.950
4,8:49,3,5,BUF 41,20,20,Sam Bradford pass incomplete short right intended for Jordan Matthews (defended by Ronald Darby),1.950,0.530
4,8:47,4,5,BUF 41,20,20,"Donnie Jones punts 32 yards, fair catch by Marcus Thigpen",0.530,0.380
4,8:41,1,10,BUF 9,20,20,LeSean McCoy right end for 4 yards (tackle by DeMeco Ryans),-0.380,-0.480
4,8:02,2,6,BUF 13,20,20,"Tyrod Taylor pass complete short right to Jerome Felton for 8 yards (tackle by Mychal Kendricks and DeMeco Ryans). Penalty on Richie Incognito: Face Mask (15 Yards), 7 yards (no play)",-0.480,-1.000
4,7:17,2,13,BUF 6,20,20,Tyrod Taylor pass complete short middle to Chris Hogan for 14 yards (tackle by Mychal Kendricks),-1.000,0.280
4,6:50,1,10,BUF 20,20,20,LeSean McCoy middle for -10 yards (tackle by Fletcher Cox),0.280,-1.510
4,6:06,2,20,BUF 10,20,20,Tyrod Taylor pass complete short left to Sammy Watkins for 16 yards (tackle by Eric Rowe),-1.510,-0.160
,,,,,,,"PHI challenged the pass completion ruling, and the play was upheld.",,
4,5:41,3,4,BUF 26,20,20,Tyrod Taylor pass incomplete deep right intended for Sammy Watkins,-0.160,-1.630
4,5:36,4,4,BUF 26,20,20,"Colton Schmidt punts 54 yards, returned by Darren Sproles for 14 yards (tackle by Garrison Sanborn)",-1.630,-1.200
4,5:25,1,10,PHI 34,20,20,Sam Bradford pass complete short left to Zach Ertz for 7 yards (tackle by Duke Williams),1.200,1.600
4,5:01,2,3,PHI 41,20,20,Sam Bradford pass incomplete short left intended for Darren Sproles,1.600,0.890
4,4:56,3,3,PHI 41,20,20,Sam Bradford pass complete deep left to Zach Ertz for 41 yards (tackle by Duke Williams),0.890,4.370
4,4:45,1,10,BUF 18,20,20,Ryan Mathews left end for -1 yards (tackle by Manny Lawson),4.370,3.670
4,4:12,2,11,BUF 19,20,20,Ryan Mathews left end for 2 yards (tackle by Marcell Dareus),3.670,3.170
4,3:35,3,9,BUF 17,20,20,"Penalty on Marcell Dareus: Neutral Zone Infraction, 5 yards (no play)",3.170,4.030
4,3:34,3,4,BUF 12,20,20,Sam Bradford pass incomplete short right intended for Nelson Agholor (defended by Ronald Darby),4.030,2.710
4,3:30,4,4,BUF 12,20,23,Caleb Sturgis 30 yard field goal good,2.710,3.000
4,3:30,,,PHI 35,20,23,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
4,3:26,1,10,BUF 20,20,23,Tyrod Taylor pass incomplete short left intended for LeSean McCoy (defended by Brandon Graham),0.280,-0.270
4,3:23,2,10,BUF 20,20,23,"Tyrod Taylor middle for 10 yards (tackle by Mychal Kendricks). Penalty on Richie Incognito: Offensive Holding, 10 yards (no play)",-0.270,-1.510
4,3:18,2,20,BUF 10,20,23,Tyrod Taylor pass complete short right to Chris Hogan for 6 yards (tackle by Malcolm Jenkins),-1.510,-1.690
4,2:31,3,14,BUF 16,20,23,Tyrod Taylor pass incomplete short right intended for Sammy Watkins,-1.690,-2.390
4,2:26,4,14,BUF 16,20,23,"Colton Schmidt punts 48 yards, returned by Darren Sproles for no gain",-2.390,-1.330
4,2:17,1,10,PHI 36,20,23,DeMarco Murray left guard for 1 yard (tackle by Marcell Dareus and Corbin Bryant),1.330,1.330
4,2:13,1,10,PHI 36,20,23,Timeout #1 by Buffalo Bills,1.330,0.930
4,2:13,2,9,PHI 37,20,23,DeMarco Murray middle for 3 yards (tackle by Corey Graham),0.930,0.930
4,2:07,2,9,PHI 37,20,23,Timeout #2 by Buffalo Bills,0.930,0.630
4,2:07,3,6,PHI 40,20,23,Sam Bradford sacked by Mario Williams for -15 yards,0.630,-1.700
4,2:00,4,21,PHI 25,20,23,"Donnie Jones punts 57 yards, returned by Marcus Thigpen for 13 yards (tackle by Riley Cooper)",-1.700,-1.000
4,1:49,1,10,BUF 31,20,23,LeSean McCoy middle for 7 yards (tackle by Fletcher Cox),1.000,1.410
4,1:27,2,3,BUF 38,20,23,Tyrod Taylor pass incomplete short right intended for Chris Gragg (defended by Connor Barwin),1.410,0.700
4,1:23,3,3,BUF 38,20,23,"Penalty on Jordan Mills: False Start, 5 yards (no play)",0.700,0.040
4,1:23,3,8,BUF 33,20,23,Tyrod Taylor pass incomplete deep right intended for Robert Woods is intercepted by Ed Reynolds at PHI-33 and returned for 7 yards,0.040,-1.600
4,1:16,1,10,PHI 40,20,23,Sam Bradford kneels for -1 yards,1.600,0.920
4,0:35,2,11,PHI 39,20,23,Sam Bradford kneels for -1 yards,0.920,0.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
