Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Alvin Pearman,JAX,0,0,,0,0,5,39,7.8,0,0
Maurice Jones-Drew,JAX,3,101,33.7,0,0,0,0,,0,0
Kyle Brady,JAX,2,9,4.5,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Roscoe Parrish,BUF,0,0,,0,0,2,104,52.0,1,0
Jim Leonhard,BUF,0,0,,0,0,1,0,0.0,0,0
Terrence McGee,BUF,2,37,18.5,0,0,0,0,,0,0
