Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
2,13:44,3,5,STL 5,0,3,Drew Stanton pass incomplete short middle intended for Kerwynn Williams (defended by James Laurinaitis),4.260,3.010
2,13:39,4,5,STL 5,3,3,Chandler Catanzaro 23 yard field goal good,3.010,3.000
2,13:39,,,ARI 35,3,3,"Chandler Catanzaro kicks off 68 yards, returned by Benny Cunningham for 24 yards (tackle by Deone Bucannon)",0.000,-0.340
2,13:31,1,10,STL 21,3,3,Shaun Hill pass incomplete short right intended for Tre Mason,0.340,-0.200
2,13:28,2,10,STL 21,3,3,Shaun Hill pass complete deep left to Kenny Britt for 22 yards (tackle by Tony Jefferson),-0.200,1.800
2,12:48,1,10,STL 43,3,3,Tre Mason right guard for 6 yards (tackle by Larry Foote),1.800,2.060
2,12:06,2,4,STL 49,3,3,Tre Mason right tackle for 1 yard (tackle by Calais Campbell),2.060,1.490
2,11:26,3,3,,3,3,"Shaun Hill pass complete short right to Jared Cook for 10 yards (tackle by Patrick Peterson). Penalty on Kenny Britt: Offensive Pass Interference, 10 yards (no play)",1.490,0.170
2,10:59,3,13,STL 40,3,3,Shaun Hill pass incomplete deep right intended for Kenny Britt,0.170,-0.720
2,10:55,4,13,STL 40,3,3,"Johnny Hekker punts 45 yards, fair catch by Ted Ginn",-0.720,0.220
2,10:47,1,10,ARI 15,3,3,Drew Stanton pass complete deep left to Michael Floyd for 49 yards (tackle by Janoris Jenkins),-0.220,3.180
2,10:24,1,10,STL 36,3,3,Ted Ginn for 3 yards (tackle by E.J. Gaines),3.180,3.040
2,9:49,2,7,STL 33,3,3,Stepfan Taylor up the middle for 6 yards (tackle by T.J. McDonald),3.040,3.040
2,9:21,2,7,STL 33,3,3,Timeout #1 by Arizona Cardinals,3.040,3.140
2,9:21,3,1,STL 27,3,3,Rob Housler left end for 1 yard (tackle by William Hayes),3.140,3.840
2,8:42,1,10,STL 26,3,3,Drew Stanton pass incomplete short middle intended for Kerwynn Williams (defended by Alec Ogletree),3.840,3.300
2,8:38,2,10,STL 26,3,3,Drew Stanton pass incomplete deep right intended for Larry Fitzgerald,3.300,2.610
2,8:33,3,10,STL 26,3,3,Drew Stanton pass incomplete short middle intended for John Brown,2.610,1.740
2,8:29,4,10,STL 26,6,3,Chandler Catanzaro 44 yard field goal good,1.740,3.000
2,8:29,,,ARI 35,6,3,"Chandler Catanzaro kicks off 68 yards, returned by Benny Cunningham for 29 yards (tackle by Stepfan Taylor)",0.000,-0.670
2,8:18,1,10,STL 26,6,3,Tre Mason right tackle for 10 yards (tackle by Tony Jefferson),0.670,1.330
2,7:38,1,10,STL 36,6,3,Shaun Hill pass incomplete short middle intended for Lance Kendricks (defended by Dan Williams),1.330,1.330
2,7:32,1,10,STL 36,6,3,Timeout #1 by St. Louis Rams,1.330,0.790
2,7:32,2,10,STL 36,6,3,Shaun Hill pass incomplete short right intended for Tavon Austin,0.790,0.100
2,7:27,3,10,STL 36,6,3,Shaun Hill pass complete short middle to Stedman Bailey for 9 yards (tackle by Jerraud Powers),0.100,-0.390
2,6:52,4,1,STL 45,6,3,"Johnny Hekker punts 43 yards, out of bounds",-0.390,0.350
2,6:45,1,10,ARI 12,6,3,Kerwynn Williams right guard for 8 yards (tackle by Jo-Lonn Dunbar),-0.350,0.290
2,6:12,2,2,ARI 20,6,3,Kerwynn Williams left guard for 6 yards (tackle by T.J. McDonald),0.290,0.670
2,5:39,1,10,ARI 26,6,3,Kerwynn Williams up the middle for no gain (tackle by Aaron Donald),0.670,0.130
2,4:58,2,10,ARI 26,6,3,Drew Stanton pass incomplete short left intended for Michael Floyd (defended by Janoris Jenkins),0.130,-0.560
2,4:51,3,10,ARI 26,6,3,Drew Stanton pass complete short middle to Larry Fitzgerald for 16 yards (tackle by James Laurinaitis),-0.560,1.730
2,4:09,1,10,ARI 42,6,3,Drew Stanton pass complete short middle to Larry Fitzgerald for 3 yards (tackle by Alec Ogletree),1.730,1.590
2,3:30,2,7,ARI 45,6,3,Drew Stanton pass incomplete short left intended for Darren Fells (defended by Alec Ogletree),1.590,0.890
2,3:20,3,7,ARI 45,6,3,Drew Stanton pass incomplete short right intended for Larry Fitzgerald,0.890,-0.390
2,3:16,4,7,ARI 45,6,3,"Drew Butler punts 48 yards, fair catch by Tavon Austin",-0.390,0.380
2,3:09,1,10,STL 7,6,3,Tre Mason left end for 2 yards (tackle by Alex Okafor and Calais Campbell),-0.380,-0.630
2,2:29,2,8,STL 9,6,3,Benny Cunningham left end for 4 yards (tackle by Matt Shaughnessy and Deone Bucannon),-0.630,-0.720
2,2:00,3,4,STL 13,6,3,Shaun Hill pass complete short right to Lance Kendricks for 10 yards (tackle by Deone Bucannon),-0.720,0.480
2,1:54,1,10,STL 23,6,3,Shaun Hill pass complete short middle to Stedman Bailey for 14 yards (tackle by Jerraud Powers),0.480,1.400
2,1:31,1,10,STL 37,6,3,Shaun Hill pass incomplete deep right intended for Jared Cook,1.400,0.860
2,1:29,2,10,STL 37,6,3,Shaun Hill right end for 9 yards (tackle by Patrick Peterson),0.860,1.360
2,1:21,3,1,STL 46,6,3,Shaun Hill pass complete short left to Kenny Britt for 5 yards (tackle by Antonio Cromartie),1.360,2.320
2,0:51,1,10,ARI 49,6,3,Shaun Hill pass complete short middle to Benny Cunningham for -2 yards (tackle by Tommy Kelly),2.320,2.320
2,0:42,1,10,ARI 49,6,3,Timeout #2 by St. Louis Rams,2.320,1.510
2,0:42,2,12,STL 49,6,3,Shaun Hill pass incomplete short middle intended for Benny Cunningham,1.510,0.830
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
2,0:36,3,12,STL 49,6,3,Shaun Hill pass incomplete,0.830,-0.130
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
2,0:30,4,12,STL 49,6,3,"Johnny Hekker punts 42 yards. Penalty on Marcus Benard: Offensive Holding, 4 yards",-0.130,0.380
2,0:17,1,10,ARI 5,6,3,Drew Stanton kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,6,3,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,STL 20,6,3,Tre Mason up the middle for 6 yards (tackle by Larry Foote),0.280,0.540
3,14:28,2,4,STL 26,6,3,Tre Mason up the middle for -1 yards (tackle by Frostee Rucker),0.540,-0.300
3,13:46,3,5,STL 25,6,3,Shaun Hill pass incomplete short left intended for Jared Cook,-0.300,-1.700
3,13:42,4,5,STL 25,6,3,"Johnny Hekker punts 59 yards, returned by Ted Ginn for 42 yards (tackle by Will Herring)",-1.700,-2.790
3,13:25,1,10,STL 42,6,3,Drew Stanton pass complete short right to Larry Fitzgerald for no gain,2.790,2.240
3,12:45,2,10,STL 42,6,3,Kerwynn Williams left guard for 2 yards (tackle by T.J. McDonald),2.240,1.820
3,12:01,3,8,STL 40,6,3,Drew Stanton pass incomplete short left intended for Kerwynn Williams,1.820,0.590
3,11:55,4,8,STL 40,6,3,"Drew Butler punts 29 yards, fair catch by Tavon Austin",0.590,0.370
3,11:48,1,10,STL 11,6,3,Shaun Hill pass incomplete deep middle intended for Kenny Britt,-0.370,-0.780
3,11:44,2,10,STL 11,6,3,Shaun Hill pass incomplete short left intended for Stedman Bailey (defended by Tommy Kelly),-0.780,-1.420
3,11:40,3,10,STL 11,6,3,Shaun Hill sacked by Larry Foote for -5 yards,-1.420,-2.490
3,11:06,4,15,STL 6,6,3,"Penalty on Trey Watts: False Start, 3 yards (no play)",-2.490,-2.490
3,11:02,4,18,STL 3,6,3,"Johnny Hekker punts 57 yards, returned by Ted Ginn for 5 yards (tackle by Will Herring). Penalty on Justin Bethel: Offensive Holding, 10 yards",-2.490,-0.940
3,10:49,1,10,ARI 30,6,3,Stepfan Taylor right tackle for 2 yards (tackle by Michael Brockers),0.940,0.660
3,10:14,2,8,ARI 32,6,3,Stepfan Taylor left tackle for 4 yards (tackle by E.J. Gaines),0.660,0.500
3,9:32,3,4,ARI 36,6,3,"Drew Stanton pass incomplete deep left intended for Michael Floyd. Penalty on Janoris Jenkins: Defensive Pass Interference, 36 yards (no play)",0.500,3.710
3,9:25,1,10,STL 28,6,3,Stepfan Taylor right end for -3 yards (tackle by Alec Ogletree),3.710,2.760
3,8:41,2,13,STL 31,6,3,Drew Stanton sacked by Aaron Donald for -8 yards,2.760,1.020
3,8:14,3,21,STL 39,6,3,Ryan Lindley pass complete short middle to Michael Floyd for 6 yards (tackle by Rodney McLeod),1.020,1.150
3,7:29,4,15,STL 33,9,3,Chandler Catanzaro 51 yard field goal good,1.150,3.000
3,7:29,,,ARI 35,9,3,"Chandler Catanzaro kicks off 72 yards, returned by Benny Cunningham for 27 yards (tackle by Justin Bethel)",0.000,-0.280
3,7:17,1,10,STL 20,9,3,Tre Mason left tackle for 7 yards (tackle by Kevin Minter),0.280,0.680
3,6:44,2,3,STL 27,9,3,Tre Mason up the middle for no gain (tackle by Kevin Minter),0.680,-0.030
3,6:19,3,3,STL 27,9,3,Shaun Hill up the middle for 2 yards (tackle by Kevin Minter),-0.030,-1.440
3,5:56,4,1,STL 29,9,3,"Johnny Hekker punts 48 yards, fair catch by Ted Ginn",-1.440,-0.480
3,5:45,1,10,ARI 23,9,3,Kerwynn Williams right tackle for 19 yards (tackle by Janoris Jenkins),0.480,1.730
3,5:09,1,10,ARI 42,9,3,Kerwynn Williams up the middle for -1 yards (tackle by Kendall Langford),1.730,1.050
3,4:34,2,11,ARI 41,9,3,Ryan Lindley pass incomplete deep left intended for John Brown,1.050,0.370
3,4:25,3,11,ARI 41,9,3,Ryan Lindley pass incomplete deep middle intended for Larry Fitzgerald,0.370,0.370
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
3,4:25,3,11,ARI 41,9,3,Timeout #1 by Arizona Cardinals,0.370,-0.650
3,4:21,4,11,ARI 41,9,3,"Drew Butler punts 40 yards, fair catch by Tavon Austin",-0.650,-0.150
3,4:14,1,10,STL 19,9,3,Shaun Hill sacked by Frostee Rucker for -13 yards. Penalty on Davin Joseph: Offensive Holding (Declined),0.150,-1.730
3,3:51,2,23,STL 6,9,3,Shaun Hill pass complete short left to Kenny Britt for 10 yards (tackle by Rashad Johnson),-1.730,-1.590
3,3:21,3,13,STL 16,9,3,Shaun Hill pass incomplete short left intended for Kenny Britt,-1.590,-2.390
3,3:12,4,13,STL 16,9,3,"Johnny Hekker punts 51 yards, returned by Ted Ginn for 10 yards (tackle by Daren Bates)",-2.390,-1.800
3,3:04,1,10,ARI 43,9,3,Kerwynn Williams right tackle for 12 yards (tackle by Rodney McLeod),1.800,2.590
3,2:27,1,10,STL 45,9,3,Ryan Lindley pass incomplete short right intended for Darren Fells,2.590,2.040
3,2:20,2,10,STL 45,9,3,Ryan Lindley pass complete short right to Larry Fitzgerald for 6 yards (tackle by Trumaine Johnson),2.040,2.150
3,1:41,3,4,STL 39,9,3,Ryan Lindley pass incomplete deep right intended for John Brown (defended by Trumaine Johnson),2.150,0.660
3,1:33,4,4,STL 39,9,3,Drew Butler punts 33 yards,0.660,0.380
3,1:24,1,10,STL 6,9,3,Tre Mason left end for 6 yards (tackle by Calais Campbell),-0.380,-0.340
3,0:45,2,4,STL 12,9,3,Shaun Hill pass incomplete short middle intended for Tavon Austin,-0.340,-0.720
3,0:40,3,4,STL 12,9,3,Shaun Hill pass complete short right to Jared Cook for 3 yards (tackle by Rashad Johnson),-0.720,-2.440
Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,STL 15,9,3,"Johnny Hekker punts 59 yards, returned by Ted Ginn for 2 yards (tackle by Daren Bates)",-2.440,-0.810
4,14:50,1,10,ARI 28,9,3,Kerwynn Williams right end for 3 yards (tackle by James Laurinaitis),0.810,0.670
4,14:11,2,7,ARI 31,9,3,Ryan Lindley pass incomplete short middle intended for Darren Fells,0.670,0.670
4,14:06,2,7,ARI 31,9,3,Timeout #2 by Arizona Cardinals,0.670,-0.030
4,14:06,3,7,ARI 31,9,3,Ryan Lindley pass complete short right to John Brown for 14 yards (tackle by E.J. Gaines),-0.030,1.930
4,13:33,1,10,ARI 45,9,3,Stepfan Taylor right guard for 1 yard (tackle by William Hayes),1.930,1.520
4,12:52,2,9,ARI 46,9,3,Stepfan Taylor left guard for 21 yards (tackle by Rodney McLeod),1.520,3.380
4,12:15,1,10,STL 33,9,3,Stepfan Taylor right guard for 2 yards (tackle by William Hayes),3.380,3.110
4,11:42,2,8,STL 31,9,3,Stepfan Taylor up the middle for 3 yards (tackle by Michael Brockers),3.110,2.810
4,10:57,3,5,STL 28,9,3,Ryan Lindley pass incomplete short middle intended for John Brown (defended by Rodney McLeod),2.810,1.630
4,10:52,4,5,STL 28,12,3,Chandler Catanzaro 46 yard field goal good,1.630,3.000
4,10:52,,,ARI 35,12,3,"Chandler Catanzaro kicks off 68 yards, returned by Benny Cunningham for 36 yards (tackle by Rashad Johnson)",0.000,-1.140
4,10:39,1,10,STL 33,12,3,Shaun Hill pass incomplete deep middle intended for Kenny Britt,1.140,0.590
4,10:32,2,10,STL 33,12,3,"Shaun Hill pass complete short middle to Jared Cook for 15 yards (tackle by Rashad Johnson). Penalty on Jared Cook: Offensive Pass Interference, 10 yards (no play)",0.590,-0.760
4,10:10,2,20,STL 23,12,3,Shaun Hill pass complete deep right to Stedman Bailey for 38 yards (tackle by Jerraud Powers),-0.760,2.980
4,9:29,1,10,ARI 39,12,3,Tavon Austin right end for 8 yards (tackle by Deone Bucannon),2.980,3.520
4,8:58,2,2,ARI 31,12,3,Stedman Bailey left end for 13 yards (tackle by Alex Okafor and Jerraud Powers),3.520,4.370
4,8:22,1,10,ARI 18,12,3,"Penalty on Dan Williams: Encroachment, 5 yards (no play)",4.370,5.410
4,8:02,1,5,ARI 13,12,3,Shaun Hill pass complete short left to Kenny Britt for 6 yards (tackle by Tony Jefferson and Antonio Cromartie),5.410,5.600
4,7:29,1,7,ARI 7,12,3,Tre Mason up the middle for no gain (tackle by Calais Campbell),5.600,4.760
4,6:53,2,7,ARI 7,12,3,Shaun Hill pass complete short middle to Stedman Bailey for 6 yards (tackle by Jerraud Powers),4.760,5.170
4,6:18,3,1,ARI 1,12,3,Shaun Hill pass incomplete short right intended for Jared Cook,5.170,3.550
4,6:10,4,1,ARI 1,12,6,Greg Zuerlein 19 yard field goal good,3.550,3.000
4,6:10,,,STL 35,12,6,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
4,6:07,1,10,ARI 20,12,6,Kerwynn Williams right tackle for 4 yards (tackle by James Laurinaitis),0.280,0.270
4,5:27,2,6,ARI 24,12,6,Kerwynn Williams right tackle for 6 yards (tackle by James Laurinaitis and T.J. McDonald),0.270,0.940
4,4:40,1,10,ARI 30,12,6,"Kerwynn Williams left tackle for 1 yard (tackle by Janoris Jenkins). Kerwynn Williams fumbles (forced by Janoris Jenkins), recovered by Jared Veldheer at ARI-33",0.940,0.800
4,3:50,2,7,ARI 33,12,6,Stepfan Taylor left tackle for -2 yards (tackle by T.J. McDonald),0.800,-0.160
4,3:07,3,9,ARI 31,12,6,Ryan Lindley pass complete short right to Ted Ginn for 4 yards (tackle by Robert Quinn),-0.160,-0.160
4,3:00,3,9,ARI 31,12,6,Timeout #1 by St. Louis Rams,-0.160,-1.040
4,3:00,4,5,ARI 35,12,6,"Drew Butler punts 45 yards, fair catch by Tavon Austin",-1.040,-0.280
4,2:52,1,10,STL 20,12,6,"Shaun Hill for 2 yards. Scott Wells fumbles, recovered by Scott Wells at STL-SL",0.280,-0.630
4,2:28,2,12,STL 18,12,6,Shaun Hill pass complete short right to Kenny Britt for 22 yards (tackle by Rashad Johnson),-0.630,1.600
4,2:01,1,10,STL 40,12,6,Shaun Hill pass complete short right to Jared Cook for 10 yards (tackle by Justin Bethel),1.600,2.260
4,1:57,1,10,,12,6,Shaun Hill pass incomplete short right intended for Stedman Bailey,2.260,1.710
4,1:53,2,10,,12,6,Shaun Hill pass complete short left to Stedman Bailey for 7 yards (tackle by Tony Jefferson),1.710,1.950
4,1:28,3,3,ARI 43,12,6,Shaun Hill pass incomplete short right intended for Stedman Bailey,1.950,0.400
4,1:26,4,3,ARI 43,12,6,Shaun Hill pass incomplete short right intended for Jared Cook (defended by Jerraud Powers),0.400,-1.800
4,1:23,1,10,ARI 43,12,6,Stepfan Taylor right tackle for 2 yards (tackle by T.J. McDonald),1.800,1.800
4,1:16,1,10,ARI 43,12,6,Timeout #2 by St. Louis Rams,1.800,1.520
4,1:16,2,8,ARI 45,12,6,Stepfan Taylor right tackle for 2 yards (tackle by Chris Long),1.520,1.520
4,1:11,2,8,ARI 45,12,6,Timeout #3 by St. Louis Rams,1.520,1.520
4,1:11,2,8,ARI 45,12,6,Timeout #3 by Arizona Cardinals,1.520,1.090
4,1:11,3,6,ARI 47,12,6,Kerwynn Williams left guard for 2 yards (tackle by Alec Ogletree),1.090,-0.130
4,1:11,4,4,ARI 49,12,6,"Penalty on Drew Butler: Delay of Game, 5 yards (no play)",-0.130,-0.460
4,0:27,4,9,ARI 44,12,6,"Drew Butler punts 38 yards, returned by Tavon Austin for -3 yards (tackle by Justin Bethel). Tavon Austin fumbles (forced by Justin Bethel), recovered by Tavon Austin at STL-14",-0.460,0.280
4,0:18,1,10,STL 14,12,6,Shaun Hill pass complete short left to Benny Cunningham for 6 yards (tackle by Antonio Cromartie),-0.280,0.150
4,0:13,2,4,STL 20,12,6,Shaun Hill pass incomplete short right intended for Jared Cook,0.150,-0.680
4,0:07,3,4,STL 20,12,6,Shaun Hill pass complete short right to Tavon Austin for 10 yards (tackle by Patrick Peterson),-0.680,0.940
4,0:01,1,10,STL 30,12,6,"Penalty on Davin Joseph: False Start, 5 yards (no play)",0.940,0.610
4,0:01,1,15,STL 25,12,6,Shaun Hill pass incomplete short right intended for Jared Cook is intercepted by Patrick Peterson at STL-30,0.610,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
