Quarter,Time,Down,ToGo,Location,HOU,BUF,Detail,EPB,EPA
2,14:43,1,10,BUF 27,3,7,Ryan Fitzpatrick pass complete short left to Derek Fine for 9 yards (tackle by Glover Quin and Brian Cushing),0.740,1.410
2,14:06,2,1,BUF 36,3,7,Fred Jackson middle for 4 yards (tackle by Amobi Okoye and Brian Cushing),1.410,1.600
2,13:32,1,10,BUF 40,3,7,Ryan Fitzpatrick pass incomplete short left intended for Derek Fine,1.600,1.050
2,13:27,2,10,BUF 40,3,7,Fred Jackson right guard for 4 yards (tackle by Shaun Cody and Zach Diles),1.050,0.890
2,12:49,3,6,BUF 44,3,7,Ryan Fitzpatrick pass complete short left to Josh Reed for 15 yards (tackle by Eugene Wilson),0.890,2.850
2,12:11,1,10,HOU 41,3,7,Fred Jackson left end for 4 yards (tackle by Glover Quin),2.850,2.850
2,12:11,2,6,HOU 37,3,7,Fred Jackson left tackle for 1 yard (tackle by Glover Quin and Brian Cushing),2.850,2.280
2,11:04,3,5,HOU 36,3,7,Ryan Fitzpatrick sacked by Antonio Smith for -2 yards,2.280,0.720
2,10:44,4,7,HOU 38,3,7,Brian Moorman punts 28 yards,0.720,0.380
2,10:37,1,10,HOU 10,3,7,"Chris Brown left tackle for 1 yard (tackle by Chris Kelsay). Penalty on Chris Brown: Illegal Shift, 5 yards (no play)",-0.380,-0.570
2,10:28,1,15,HOU 5,3,7,Matt Schaub pass incomplete short left intended for James Casey,-0.570,-1.150
2,10:24,2,15,HOU 5,3,7,Matt Schaub pass complete short middle to Chris Brown for 8 yards (tackle by Aaron Schobel and Paul Posluszny),-1.150,-1.070
2,9:44,3,7,HOU 13,3,7,Matt Schaub pass complete short left to David Anderson for 27 yards (tackle by George Wilson),-1.070,1.600
2,9:02,1,10,HOU 40,3,7,Ryan Moats left guard for 3 yards (tackle by George Wilson and Marcus Stroud),1.600,1.460
2,8:24,2,7,HOU 43,3,7,Matt Schaub pass complete short middle to Ryan Moats for 20 yards (tackle by Drayton Florence),1.460,3.120
2,7:49,1,10,BUF 37,3,7,Chris Brown left tackle for -1 yards (tackle by Reggie Corner and John McCargo),3.120,2.440
2,7:05,2,11,BUF 38,3,7,Matt Schaub pass complete short right to James Casey for 7 yards (tackle by Reggie Corner and Terrence McGee),2.440,2.680
2,6:24,3,4,BUF 31,3,7,Matt Schaub pass complete short right to Kevin Walter for 7 yards (tackle by Terrence McGee and Reggie Corner),2.680,3.970
2,5:45,1,10,BUF 24,3,7,Ryan Moats middle for 3 yards (tackle by George Wilson and Nate Harris),3.970,3.840
2,5:08,2,7,BUF 21,3,7,Ryan Moats left tackle for 8 yards (tackle by George Wilson and Chris Kelsay),3.840,4.710
2,4:25,1,10,BUF 13,3,7,Chris Brown left tackle for 1 yard (tackle by Nate Harris and George Wilson),4.710,4.220
2,3:48,2,9,BUF 12,3,7,Matt Schaub pass complete short right to Chris Brown for -1 yards (tackle by Nate Harris),4.220,3.120
2,3:07,3,10,BUF 13,3,7,Matt Schaub pass complete short middle to Kevin Walter for 9 yards (tackle by Reggie Corner and George Wilson),3.120,3.040
2,2:21,,,,3,7,Timeout #1 by Houston Texans,0.000,3.040
2,2:21,4,1,BUF 4,6,7,Kris Brown 22 yard field goal good,3.040,3.000
2,,,,HOU 30,6,7,"Kris Brown kicks off 75 yards, returned by Fred Jackson for 71 yards (tackle by Brice McCain)",0.000,3.310
2,2:08,1,10,HOU 34,6,7,Ryan Fitzpatrick pass complete short left to Marshawn Lynch for -2 yards (tackle by Tim Bulman),3.310,2.500
2,2:00,2,12,HOU 36,6,7,Marshawn Lynch middle for 4 yards (tackle by DeMeco Ryans and Bernard Pollard),2.500,2.350
2,1:18,3,8,HOU 32,6,7,Ryan Fitzpatrick pass complete short middle to Josh Reed for 10 yards (tackle by Brian Cushing and Glover Quin),2.350,4.110
2,1:07,,,,6,7,Timeout #1 by Buffalo Bills,0.000,4.110
2,1:07,1,10,HOU 22,6,7,Marshawn Lynch middle for 14 yards (tackle by Glover Quin and Amobi Okoye),4.110,5.370
2,0:56,,,,6,7,Timeout #2 by Buffalo Bills,0.000,5.370
2,0:56,1,8,HOU 8,6,7,Ryan Fitzpatrick pass incomplete short middle intended for Marshawn Lynch (defended by Amobi Okoye),5.370,4.570
2,0:52,2,8,HOU 8,6,7,Ryan Fitzpatrick pass complete short left to Lee Evans for 5 yards (tackle by Dunta Robinson),4.570,4.720
2,0:26,3,3,HOU 3,6,7,Ryan Fitzpatrick pass incomplete short right intended for Terrell Owens (defended by Jacques Reeves),4.720,3.040
2,0:21,4,3,HOU 3,6,10,Rian Lindell 21 yard field goal good,3.040,3.000
2,,,,BUF 30,6,10,"Rian Lindell kicks off 59 yards, returned by Jacoby Jones for 22 yards (tackle by Chris Ellis)",0.000,1.140
2,0:12,1,10,HOU 33,6,10,Matt Schaub pass complete short left to Vonta Leach for 2 yards (tackle by Chris Draft),1.140,0.860
2,0:03,2,8,HOU 35,6,10,Matt Schaub kneels for -1 yards,0.860,0.040
Quarter,Time,Down,ToGo,Location,HOU,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,6,10,"Kris Brown kicks off 70 yards, returned by Fred Jackson for 38 yards (tackle by Kevin Bentley)",0.000,1.470
3,14:53,1,10,BUF 38,6,10,Marshawn Lynch left guard for 2 yards (tackle by Shaun Cody and DeMeco Ryans),1.470,1.190
3,14:17,2,8,BUF 40,6,10,Ryan Fitzpatrick pass incomplete deep right intended for Terrell Owens,1.190,0.500
3,14:10,3,8,BUF 40,6,10,Ryan Fitzpatrick pass complete short left to Marshawn Lynch for 4 yards (tackle by Dunta Robinson and Connor Barwin),0.500,-0.460
3,13:28,4,4,BUF 44,6,10,"Brian Moorman punts 56 yards, touchback",-0.460,-0.280
3,13:18,1,10,HOU 20,6,10,Matt Schaub pass complete short left to Vonta Leach for 9 yards (tackle by Chris Draft and Paul Posluszny),0.280,0.950
3,12:40,2,1,HOU 29,6,10,Matt Schaub pass incomplete short right intended for Kevin Walter (defended by Marcus Stroud),0.950,0.230
3,12:36,3,1,HOU 29,6,10,Matt Schaub pass complete short left to James Casey for 7 yards (tackle by Drayton Florence),0.230,1.330
3,11:56,1,10,HOU 36,6,10,Ryan Moats right tackle for 6 yards (tackle by Ryan Denney and Paul Posluszny),1.330,1.600
3,11:17,2,4,HOU 42,6,10,Ryan Moats middle for 3 yards (tackle by Chris Draft and Ryan Denney),1.600,1.290
3,10:33,3,1,HOU 45,6,10,Chris Brown left guard for 3 yards (tackle by Chris Kelsay and Marcus Stroud),1.290,2.130
3,10:02,1,10,HOU 48,6,10,Matt Schaub pass complete short left to Andre Johnson for 6 yards (tackle by Drayton Florence),2.130,2.390
3,9:25,2,4,BUF 46,6,10,Matt Schaub pass complete deep right to Jacoby Jones for 36 yards (tackle by Paul Posluszny and Drayton Florence),2.390,4.910
3,8:40,1,10,BUF 10,6,10,Chris Brown middle for 5 yards (tackle by Spencer Johnson and Ryan Denney),4.910,5.150
3,7:59,2,5,BUF 5,6,10,Matt Schaub for 1 yard (tackle by Drayton Florence),5.150,4.490
3,7:29,3,4,BUF 4,6,10,Matt Schaub middle for -4 yards (tackle by Chris Kelsay and Marcus Stroud),4.490,2.950
3,7:08,4,8,BUF 8,9,10,Kris Brown 26 yard field goal good,2.950,3.000
3,,,,HOU 30,9,10,"Kris Brown kicks off 67 yards, returned by Fred Jackson for 21 yards (tackle by Xavier Adibi). Penalty on Steve Johnson: Illegal Block Above the , 10 yards",0.000,-0.380
3,6:58,1,10,BUF 10,9,10,Marshawn Lynch left end for 3 yards (tackle by Bernard Pollard),-0.380,-0.560
3,6:24,2,7,BUF 13,9,10,"Ryan Fitzpatrick middle for 3 yards (tackle by Zach Diles and Bernard Pollard). Penalty on Marshawn Lynch: Offensive Holding, 6 yards (no play)",-0.560,-1.000
3,6:05,2,13,BUF 7,9,10,Ryan Fitzpatrick pass complete short right to Terrell Owens for 10 yards (tackle by Eugene Wilson and DeMeco Ryans),-1.000,-0.600
3,5:28,3,3,BUF 17,9,10,Ryan Fitzpatrick pass incomplete short left intended for Marshawn Lynch,-0.600,-2.320
3,5:23,4,3,BUF 17,9,10,"Brian Moorman punts 52 yards, returned by Jacoby Jones for -3 yards (tackle by Justin Jenkins)",-2.320,-0.810
3,5:13,1,10,HOU 28,9,10,Ryan Moats right tackle for 2 yards (tackle by Chris Kelsay and Chris Draft),0.810,0.530
3,4:39,2,8,HOU 30,9,10,Matt Schaub pass complete short middle to Andre Johnson for 18 yards (tackle by Paul Posluszny),0.530,2.130
3,3:57,1,10,HOU 48,9,10,Matt Schaub pass complete short right to Ryan Moats for 5 yards (tackle by Nate Harris and George Wilson),2.130,2.260
3,3:16,2,5,BUF 47,9,10,Chris Brown right tackle for 7 yards (tackle by Aaron Maybin),2.260,2.920
3,2:35,1,10,BUF 40,9,10,Chris Brown left guard for 2 yards (tackle by Spencer Johnson and Chris Ellis),2.920,2.640
3,1:53,2,8,BUF 38,9,10,Matt Schaub pass complete short right to Andre Johnson for 6 yards (tackle by Reggie Corner),2.640,2.740
3,1:25,3,2,BUF 32,9,10,Ryan Moats right guard for 7 yards (tackle by Chris Kelsay and George Wilson),2.740,3.910
3,0:43,1,10,BUF 25,9,10,Ryan Moats left guard for 4 yards (tackle by John McCargo and Chris Kelsay),3.910,3.900
Quarter,Time,Down,ToGo,Location,HOU,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,BUF 21,9,10,Matt Schaub pass complete short middle to Kevin Walter for 10 yards (tackle by Terrence McGee),3.900,4.840
4,14:22,1,10,BUF 11,15,10,"Ryan Moats left guard for 11 yards, touchdown",4.840,7.000
4,,,,,17,10,"Two Point Attempt: Matt Schaub pass complete to Andre Johnson, conversion succeeds",1.000,1.000
4,,,,HOU 30,17,10,"Kris Brown kicks off 49 yards, returned by Jonathan Stupar for 11 yards (tackle by Dominique Barber)",0.000,1.070
4,14:13,1,10,BUF 32,17,10,Fred Jackson right tackle for 5 yards (tackle by Dunta Robinson and Bernard Pollard),1.070,1.200
4,13:39,2,5,BUF 37,17,10,Fred Jackson left tackle for 3 yards (tackle by Antonio Smith and Bernard Pollard),1.200,0.890
4,13:04,3,2,BUF 40,17,10,Fred Jackson right tackle for no gain (tackle by Bernard Pollard and Amobi Okoye),0.890,-0.720
4,12:27,4,2,BUF 40,17,10,Justin Jenkins left tackle for -3 yards (tackle by James Casey),-0.720,-3.120
4,12:19,1,10,BUF 37,17,10,Matt Schaub pass incomplete short left intended for Andre Johnson (defended by Marcus Stroud),3.120,2.570
4,12:15,2,10,BUF 37,17,10,Matt Schaub pass complete short left to Andre Johnson for 15 yards (tackle by Terrence McGee),2.570,4.110
4,11:31,1,10,BUF 22,17,10,Ryan Moats right end for 4 yards (tackle by Chris Draft),4.110,4.130
4,11:04,2,6,BUF 18,17,10,Ryan Moats middle for 17 yards (tackle by George Wilson and Jairus Byrd),4.130,6.970
4,10:28,1,1,BUF 1,17,10,Ryan Moats middle for no gain (tackle by John McCargo and Paul Posluszny),6.970,5.910
4,9:53,2,1,BUF 1,23,10,"Ryan Moats middle for 1 yard, touchdown",5.910,7.000
4,,,,BUF 2,24,10,Kris Brown kicks extra point good,0.000,0.000
4,,,,HOU 30,24,10,"Kris Brown kicks off 63 yards, returned by Fred Jackson for 22 yards (tackle by Xavier Adibi)",0.000,0.870
4,9:44,1,10,BUF 29,24,10,Marshawn Lynch middle for 5 yards (tackle by DeMeco Ryans and Glover Quin),0.870,1.000
4,9:12,2,5,BUF 34,24,10,"Ryan Fitzpatrick pass incomplete deep right intended for Terrell Owens is intercepted by Jacques Reeves at HOU-30 and returned for 19 yards. Penalty on Mario Williams: Unnecessary Roughness, 15 yards",1.000,-1.200
4,8:59,1,10,HOU 34,24,10,Ryan Moats left guard for 3 yards (tackle by Spencer Johnson and George Wilson),1.200,1.060
4,8:17,2,7,HOU 37,24,10,Ryan Moats left tackle for 2 yards (tackle by Spencer Johnson and Aaron Maybin),1.060,0.630
4,7:35,3,5,HOU 39,24,10,Matt Schaub pass complete short middle to David Anderson for 17 yards (tackle by Jairus Byrd),0.630,2.650
4,6:52,1,10,BUF 44,24,10,Ryan Moats left guard for 3 yards (tackle by Nate Harris and Chris Draft),2.650,2.520
4,6:09,2,7,BUF 41,24,10,Ryan Moats left guard for 5 yards (tackle by John McCargo and George Wilson),2.520,2.480
4,5:25,3,2,BUF 36,24,10,Kevin Walter left end for 13 yards (tackle by Chris Draft and Todd Johnson),2.480,4.040
4,4:41,1,10,BUF 23,24,10,Ryan Moats left guard for 9 yards (tackle by Todd Johnson and George Wilson),4.040,4.950
4,3:56,2,1,BUF 14,24,10,Chris Brown middle for 5 yards (tackle by Chris Draft and Ryan Denney),4.950,5.140
4,3:45,,,,24,10,Timeout #1 by Buffalo Bills,0.000,5.140
4,3:45,1,9,BUF 9,24,10,Ryan Moats middle for 6 yards (tackle by Nate Harris and John McCargo),5.140,5.530
4,3:39,,,,24,10,Timeout #2 by Buffalo Bills,0.000,5.530
4,3:39,2,3,BUF 3,30,10,"Ryan Moats left guard for 3 yards, touchdown",5.530,7.000
4,,,,BUF 2,31,10,Kris Brown kicks extra point good,0.000,0.000
4,,,,HOU 30,31,10,"Kris Brown kicks off 70 yards, touchback",0.000,0.280
4,3:34,1,10,BUF 20,31,10,Ryan Fitzpatrick pass complete short middle to Terrell Owens for 14 yards (tackle by DeMeco Ryans and Brian Cushing),0.280,1.200
4,3:13,1,10,BUF 34,31,10,"Ryan Fitzpatrick pass complete short middle to Terrell Owens for 8 yards (tackle by Bernard Pollard). Terrell Owens fumbles (forced by Bernard Pollard), ball out of bounds at BUF-42",1.200,1.740
4,3:05,2,2,BUF 42,31,10,Ryan Fitzpatrick pass complete short right to Marshawn Lynch for 4 yards (tackle by Brice McCain and Brian Cushing),1.740,1.990
4,2:38,1,10,BUF 46,31,10,Ryan Fitzpatrick pass complete short middle to Terrell Owens for 4 yards (tackle by DeMeco Ryans),1.990,1.990
4,2:12,2,6,,31,10,Ryan Fitzpatrick pass complete deep right to Lee Evans for 24 yards (tackle by Eugene Wilson),1.990,3.840
4,2:00,1,10,HOU 26,31,10,Ryan Fitzpatrick pass incomplete intended for Fred Jackson is intercepted by Brian Cushing at HOU-25,3.840,-0.610
4,1:54,1,10,HOU 25,31,10,Matt Schaub kneels for -1 yards,0.610,-0.070
4,1:12,2,11,HOU 24,31,10,Matt Schaub kneels for -1 yards,-0.070,-0.890
4,0:31,3,12,HOU 23,31,10,Matt Schaub kneels for -1 yards,-0.890,-1.900
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
