Quarter,Time,Down,ToGo,Location,ATL,SFO,Detail,EPB,EPA
1,2:52,1,10,ATL 29,3,0,Shaun Draughn right guard for 11 yards (tackle by Desmond Trufant and Ra'Shede Hageman),3.640,4.370
1,2:17,1,10,ATL 18,3,0,Shaun Draughn left tackle for -2 yards (tackle by Philip Wheeler),4.370,3.560
1,1:44,2,12,ATL 20,3,0,Pierre Thomas right tackle for 3 yards (tackle by Kemal Ishmael),3.560,3.170
1,1:05,3,9,ATL 17,3,0,Blaine Gabbert pass complete short right to Quinton Patton for 8 yards (tackle by Kemal Ishmael and Desmond Trufant),3.170,2.980
1,0:26,4,1,ATL 9,3,0,Kendall Gaskins right guard for 1 yard (tackle by Jonathan Babineaux),2.980,5.370
Quarter,Time,Down,ToGo,Location,ATL,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,8,ATL 8,3,0,Shaun Draughn right tackle for -2 yards (tackle by Paul Worrilow),5.370,4.190
2,14:24,2,10,ATL 10,3,0,Blaine Gabbert left end for 9 yards (tackle by Paul Worrilow),4.190,5.170
,,,,,,,"SFO challenged the runner broke the plane ruling, and the play was upheld.",,
2,13:45,3,1,ATL 1,3,6,"Blaine Gabbert pass complete short left to Garrett Celek for 1 yard, touchdown",5.170,7.000
2,13:45,,,ATL 1,3,7,Phil Dawson kicks extra point good,0.000,0.000
2,13:45,,,SFO 35,3,7,"Phil Dawson kicks off 61 yards, returned by Eric Weems for 23 yards (tackle by Bruce Miller)",0.000,-0.740
2,13:32,1,10,ATL 27,3,7,Matt Ryan pass complete short left to Julio Jones for 7 yards (tackle by Jimmie Ward),0.740,1.140
2,13:09,2,3,ATL 34,3,7,Devonta Freeman right end for 1 yard (tackle by NaVorro Bowman),1.140,0.560
2,12:26,3,2,ATL 35,3,7,Matt Ryan pass complete short right to Justin Hardy for 5 yards (tackle by Jimmie Ward),0.560,1.600
2,11:49,1,10,ATL 40,3,7,Matt Ryan pass complete short left to Jacob Tamme for 10 yards (tackle by Dontae Johnson),1.600,2.260
2,11:25,1,10,,3,7,Devonta Freeman right end for -3 yards (tackle by Marcus Cromartie),2.260,1.310
2,10:44,2,13,ATL 47,3,7,Matt Ryan pass complete short right to Justin Hardy for 1 yard (tackle by Marcus Cromartie),1.310,0.760
2,10:00,3,12,ATL 48,3,7,Matt Ryan pass complete short left to Julio Jones for 10 yards (tackle by Chris Davis),0.760,0.460
2,9:12,4,2,SFO 42,3,7,"Matthew Bosher punts 35 yards, fair catch by Bruce Ellington",0.460,0.380
2,9:04,1,10,SFO 7,3,7,Shaun Draughn left tackle for -1 yards (tackle by Paul Worrilow and Philip Wheeler),-0.380,-0.850
2,8:32,2,11,SFO 6,3,7,Pierre Thomas left tackle for 2 yards (tackle by Philip Wheeler),-0.850,-1.300
2,7:52,3,9,SFO 8,3,7,Blaine Gabbert pass incomplete short middle intended for Quinton Patton (defended by Jonathan Babineaux),-1.300,-2.490
2,7:49,4,9,SFO 8,3,7,"Bradley Pinion punts 51 yards, returned by Eric Weems for 14 yards (tackle by Vance McDonald)",-2.490,-2.590
2,7:33,1,10,SFO 45,3,7,Matt Ryan pass complete deep left to Jacob Tamme for 26 yards (tackle by Dontae Johnson),2.590,4.310
2,6:48,1,10,SFO 19,3,7,Devonta Freeman left end for 1 yard (tackle by Dontae Johnson),4.310,3.880
2,6:17,2,9,SFO 18,3,7,Matt Ryan pass incomplete short middle intended for Julio Jones,3.880,3.140
2,6:14,3,9,SFO 18,3,7,Matt Ryan pass incomplete short middle intended for Devonta Freeman (defended by Tony Jerod-Eddie),3.140,2.250
2,6:10,4,9,SFO 18,6,7,Matt Bryant 36 yard field goal good,2.250,3.000
2,6:10,,,ATL 35,6,7,"Matthew Bosher kicks off 63 yards, returned by Bruce Ellington for 31 yards (tackle by Nathan Stupar)",0.000,-1.140
2,5:59,1,10,SFO 33,6,7,Blaine Gabbert pass incomplete short left intended for Torrey Smith,1.140,0.590
2,5:55,2,10,SFO 33,6,7,Blaine Gabbert left tackle for 7 yards (tackle by Kemal Ishmael),0.590,0.830
2,5:30,3,3,SFO 40,6,7,Blaine Gabbert pass complete short right to Quinton Patton for 21 yards (tackle by Phillip Adams),0.830,2.980
2,5:19,1,10,ATL 39,6,7,Blaine Gabbert pass complete short right to Shaun Draughn for 7 yards (tackle by Nathan Stupar),2.980,3.390
2,4:58,2,3,ATL 32,6,7,Pierre Thomas middle for 4 yards (tackle by Paul Worrilow and Tyson Jackson),3.390,3.710
2,4:21,1,10,ATL 28,6,7,"Shaun Draughn right tackle for -4 yards (tackle by Paul Worrilow). Penalty on Erik Pears: Offensive Holding, 10 yards (no play)",3.710,3.050
2,4:08,1,20,ATL 38,6,7,Blaine Gabbert pass complete short right to Shaun Draughn for 12 yards (tackle by Nathan Stupar),3.050,3.440
2,3:33,2,8,ATL 26,6,7,Blaine Gabbert pass incomplete deep right intended for Vance McDonald,3.440,2.740
2,3:29,3,8,ATL 26,6,7,Blaine Gabbert pass incomplete deep left intended for Jerome Simpson,2.740,1.740
2,3:25,4,8,ATL 26,6,10,Phil Dawson 44 yard field goal good,1.740,3.000
2,3:25,,,SFO 35,6,10,"Phil Dawson kicks off 64 yards, returned by Eric Weems for 26 yards (tackle by Bruce Ellington)",0.000,-0.740
2,3:11,1,10,ATL 27,6,10,Matt Ryan pass incomplete short left intended for Jacob Tamme,0.740,0.200
2,3:08,2,10,ATL 27,6,10,"Devonta Freeman right end for 3 yards (tackle by Jimmie Ward and Marcus Cromartie). Penalty on Ahmad Brooks: Defensive Offside, 5 yards (no play)",0.200,0.870
2,2:46,2,5,ATL 32,6,10,Matt Ryan pass incomplete short right intended for Julio Jones,0.870,0.170
2,2:43,3,5,ATL 32,6,10,Matt Ryan pass incomplete short middle intended for Julio Jones (defended by Tony Jerod-Eddie),0.170,-1.240
2,2:39,4,5,ATL 32,6,10,"Matthew Bosher punts 57 yards, returned by Bruce Ellington for 17 yards (tackle by Patrick DiMarco). Penalty on Levine Toilolo: Face Mask (15 Yards), 15 yards",-1.240,-1.800
2,2:25,1,10,SFO 43,6,10,Blaine Gabbert pass complete short left to Shaun Draughn for 7 yards (tackle by Kemal Ishmael),1.800,2.200
2,2:00,2,3,,6,10,"Penalty on Vic Beasley: Neutral Zone Infraction, 5 yards (no play)",2.200,2.590
2,2:00,1,10,ATL 45,6,10,Shaun Draughn middle for 30 yards (tackle by Desmond Trufant),2.590,4.580
2,1:51,1,10,ATL 15,6,10,Pierre Thomas left guard for 3 yards (tackle by Tyson Jackson),4.580,4.450
2,1:22,2,7,ATL 12,6,10,Shaun Draughn left guard for 1 yard (tackle by Paul Soliai),4.450,4.450
2,1:20,2,7,ATL 12,6,10,Timeout #2 by Atlanta Falcons,4.450,3.780
2,1:20,3,6,ATL 11,6,16,"Blaine Gabbert pass complete short left to Garrett Celek for 11 yards, touchdown",3.780,7.000
2,1:20,,,ATL 11,6,17,Phil Dawson kicks extra point good,0.000,0.000
2,1:20,,,SFO 35,6,17,"Phil Dawson kicks off 59 yards, returned by Eric Weems for 16 yards (tackle by Nick Bellore)",0.000,-0.410
2,1:09,1,10,ATL 22,6,17,Matt Ryan pass complete deep middle to Julio Jones for 54 yards (tackle by Jaquiski Tartt and NaVorro Bowman),0.410,3.970
2,0:41,1,10,SFO 24,6,17,Matt Ryan pass complete short right to Jacob Tamme for 7 yards (tackle by Jaquiski Tartt),3.970,4.460
2,0:21,2,3,SFO 17,12,17,"Matt Ryan pass complete short right to Devonta Freeman for 17 yards, touchdown",4.460,7.000
2,0:21,,,SFO 17,13,17,Matt Bryant kicks extra point good,0.000,0.000
2,0:21,,,ATL 35,13,17,"Matthew Bosher kicks off 63 yards, returned by Pierre Thomas for 15 yards (tackle by Justin Hardy)",0.000,0.060
2,0:07,1,10,SFO 17,13,17,Blaine Gabbert kneels for -1 yards,-0.060,-0.730
Quarter,Time,Down,ToGo,Location,ATL,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,13,17,"Phil Dawson kicks off 65 yards, returned by Eric Weems for 50 yards (tackle by DeAndrew White)",0.000,-2.260
3,14:50,1,10,,13,17,Matt Ryan pass complete short left to Jacob Tamme for 4 yards (tackle by Eric Reid),2.260,2.250
3,14:17,2,6,SFO 46,13,17,Devonta Freeman right guard for 5 yards (tackle by Glenn Dorsey),2.250,2.210
3,13:53,3,1,SFO 41,13,17,Devonta Freeman right tackle for 4 yards (tackle by Marcus Cromartie),2.210,3.120
3,13:17,1,10,SFO 37,13,17,Devonta Freeman left end for -3 yards (tackle by Ahmad Brooks),3.120,2.170
3,12:36,2,13,SFO 40,13,17,Matt Ryan pass complete short right to Levine Toilolo for 1 yard (tackle by Aaron Lynch),2.170,1.620
3,11:52,3,12,SFO 39,13,17,"Matt Ryan right end for 14 yards (tackle by Eric Reid). Penalty on Ryan Schraeder: Offensive Holding, 10 yards (no play)",1.620,0.300
3,11:20,3,22,SFO 49,13,17,Matt Ryan pass incomplete short left intended for Jacob Tamme (defended by Jimmie Ward),0.300,0.000
3,11:15,4,22,SFO 49,13,17,"Matthew Bosher punts 38 yards, fair catch by Bruce Ellington",0.000,0.370
3,11:08,1,10,SFO 11,13,17,Shaun Draughn right tackle for 2 yards (tackle by Kroy Biermann and Kemal Ishmael),-0.370,-0.630
3,10:35,2,8,SFO 13,13,17,Shaun Draughn left tackle for 3 yards (tackle by Jonathan Babineaux),-0.630,-0.840
3,9:59,3,5,SFO 16,13,17,Blaine Gabbert pass complete deep left to Torrey Smith for 26 yards (tackle by Jalen Collins),-0.840,1.730
3,9:20,1,10,SFO 42,13,17,Blaine Gabbert pass incomplete deep right intended for Quinton Patton,1.730,1.190
3,9:14,2,10,SFO 42,13,17,"Blaine Gabbert pass incomplete deep left intended for Jerome Simpson is intercepted by Phillip Adams at ATL-24 and returned for 2 yards. Penalty on Paul Worrilow: Illegal Blindside Block, 13 yards",1.190,1.190
3,9:14,2,10,SFO 42,13,17,--,1.190,0.320
3,9:00,1,10,ATL 13,13,17,Matt Ryan pass complete short right to Devonta Freeman for 1 yard (tackle by NaVorro Bowman),-0.320,-0.680
3,8:18,2,9,ATL 14,13,17,Matt Ryan pass complete short left to Devonta Freeman for 5 yards (tackle by Eric Reid),-0.680,-0.710
3,7:47,3,4,ATL 19,13,17,Matt Ryan pass complete short middle to Julio Jones for 6 yards (tackle by Marcus Cromartie),-0.710,0.610
3,7:13,1,10,ATL 25,13,17,Matt Ryan pass complete short left to Julio Jones for 18 yards (tackle by Eric Reid),0.610,1.800
3,6:43,1,10,ATL 43,13,17,Devonta Freeman left tackle for -3 yards (tackle by NaVorro Bowman),1.800,0.850
3,6:01,2,13,ATL 40,13,17,Matt Ryan pass complete short right to Devonta Freeman for 6 yards (tackle by NaVorro Bowman and Jimmie Ward),0.850,0.960
3,5:21,3,7,ATL 46,13,17,Matt Ryan pass incomplete short left intended for Nick Williams,0.960,-0.320
3,5:17,4,7,ATL 46,13,17,Matthew Bosher punts 51 yards,-0.320,0.380
3,5:05,1,10,SFO 3,13,17,Bruce Miller middle for 3 yards (tackle by Philip Wheeler and Kroy Biermann),-0.380,-0.560
3,4:34,2,7,SFO 6,13,17,Blaine Gabbert pass complete deep left to Torrey Smith for 18 yards (tackle by Jalen Collins),-0.560,0.540
3,3:58,1,10,SFO 24,13,17,Blaine Gabbert pass incomplete short middle intended for Shaun Draughn,0.540,0.000
3,3:54,2,10,SFO 24,13,17,Shaun Draughn left tackle for no gain (tackle by Kroy Biermann and Paul Soliai),0.000,-0.690
3,3:11,3,10,SFO 24,13,17,Blaine Gabbert pass complete short middle to Bruce Ellington for 1 yard (tackle by O'Brien Schofield),-0.690,-1.700
3,2:35,4,9,SFO 25,13,17,"Bradley Pinion punts 44 yards, returned by Eric Weems for 9 yards (tackle by Kendall Gaskins)",-1.700,-1.600
3,2:25,1,10,ATL 40,13,17,Tevin Coleman left guard for 3 yards (tackle by Quinton Dial),1.600,1.460
3,1:48,2,7,ATL 43,13,17,Matt Ryan left end for 2 yards (tackle by NaVorro Bowman),1.460,1.030
3,1:02,3,5,ATL 45,13,17,Matt Ryan pass complete short right to Julio Jones for 11 yards (tackle by Marcus Cromartie),1.030,2.650
3,0:22,1,10,SFO 44,13,17,Matt Ryan pass incomplete short middle intended for Devonta Freeman (defended by NaVorro Bowman),2.650,2.110
3,0:17,2,10,SFO 44,13,17,Matt Ryan pass incomplete deep left intended for Julio Jones (defended by Dontae Johnson),2.110,1.420
3,0:12,3,10,SFO 44,13,17,Matt Ryan pass incomplete deep left intended for Roddy White (defended by Marcus Cromartie),1.420,0.330
3,0:06,4,10,SFO 44,13,17,"Matthew Bosher punts 36 yards, fair catch by Bruce Ellington",0.330,0.380
Quarter,Time,Down,ToGo,Location,ATL,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 8,13,17,Blaine Gabbert pass complete short left to Shaun Draughn for 12 yards (tackle by Brooks Reed),-0.380,0.280
4,14:45,1,10,SFO 20,13,17,Shaun Draughn left tackle for no gain (tackle by Brooks Reed),0.280,-0.270
4,14:06,2,10,SFO 20,13,17,"Blaine Gabbert pass incomplete short left intended for Garrett Celek. Penalty on Kemal Ishmael: Illegal Use of Hands (Declined), Penalty on Philip Wheeler: Roughing the Passer, 15 yards (no play)",-0.270,1.270
4,14:02,1,10,SFO 35,13,17,Shaun Draughn middle for no gain (tackle by Paul Soliai),1.270,0.720
4,13:32,2,10,SFO 35,13,17,Colin Kaepernick pass incomplete deep left intended for Vance McDonald,0.720,0.720
4,13:26,2,10,SFO 35,13,17,Timeout #1 by San Francisco 49ers,0.720,0.040
4,13:26,3,10,SFO 35,13,17,Blaine Gabbert right end for 5 yards (tackle by Jalen Collins),0.040,-0.720
4,13:18,4,5,SFO 40,13,17,"Bradley Pinion punts 36 yards, fair catch by Eric Weems",-0.720,-0.540
4,13:11,1,10,ATL 24,13,17,Matt Ryan pass complete short left to Devonta Freeman for 4 yards (tackle by Eric Reid),0.540,0.540
4,12:44,2,6,ATL 28,13,17,Devonta Freeman right guard for 7 yards (tackle by Ian Williams),0.540,1.270
4,12:07,1,10,ATL 35,13,17,Devonta Freeman middle for 1 yard (tackle by Gerald Hodges and Aaron Lynch),1.270,0.860
4,11:31,2,9,ATL 36,13,17,Matt Ryan pass incomplete short right intended for Julio Jones (defended by Jaquiski Tartt),0.860,0.170
4,11:26,3,9,ATL 36,13,17,Matt Ryan sacked by NaVorro Bowman for -9 yards,0.170,-1.570
4,10:45,4,18,ATL 27,13,17,"Penalty on SFO: Defensive 12 On-field, 5 yards (no play)",-1.570,-1.240
4,10:31,4,13,ATL 32,13,17,"Matthew Bosher punts 44 yards, fair catch by Bruce Ellington",-1.240,-0.540
4,10:23,1,10,SFO 24,13,17,Blaine Gabbert pass complete short right to Vance McDonald for 13 yards (tackle by Desmond Trufant),0.540,1.400
4,9:50,1,10,SFO 37,13,17,Kendall Gaskins right end for 2 yards (tackle by Ra'Shede Hageman),1.400,1.130
4,9:17,2,8,SFO 39,13,17,Bruce Ellington left end for 7 yards (tackle by Philip Wheeler),1.130,1.360
4,8:34,3,1,SFO 46,13,17,Kendall Gaskins middle for no gain (tackle by Kroy Biermann),1.360,-0.320
4,8:07,4,1,SFO 46,13,17,Bruce Miller middle for 1 yard (tackle by Brooks Reed),-0.320,2.060
,,,,,,,"ATL challenged the first down ruling, and the play was upheld.",,
4,7:51,1,10,SFO 47,13,17,Shaun Draughn middle for 3 yards (tackle by Ra'Shede Hageman),2.060,1.920
4,7:20,2,7,,13,17,Blaine Gabbert pass incomplete deep left intended for Vance McDonald is intercepted by Vic Beasley at ATL-33,1.920,-1.140
4,7:14,1,10,ATL 33,13,17,Matt Ryan pass incomplete short right intended for Julio Jones,1.140,0.590
4,7:09,2,10,ATL 33,13,17,Matt Ryan pass complete deep left to Roddy White for 20 yards (tackle by Dontae Johnson),0.590,2.460
4,6:36,1,10,SFO 47,13,17,Matt Ryan pass complete short right to Julio Jones for 7 yards,2.460,2.860
4,6:15,2,3,SFO 40,13,17,Matt Ryan for no gain. Michael Person fumbles and returned for 8 yards,2.860,3.450
4,5:40,1,10,SFO 32,13,17,Matt Ryan pass complete short middle to Devonta Freeman for 12 yards (tackle by Michael Wilhoite),3.450,4.240
4,5:04,1,10,SFO 20,13,17,Matt Ryan pass complete short middle to Jacob Tamme for 12 yards (tackle by Arik Armstead),4.240,5.370
4,4:27,1,8,SFO 8,13,17,Matt Ryan pass complete short left to Julio Jones for 4 yards (tackle by Michael Wilhoite),5.370,5.340
4,3:46,2,4,SFO 4,13,17,Matt Ryan pass incomplete short left intended for Julio Jones (defended by Dontae Johnson),5.340,4.490
4,3:42,3,4,SFO 4,13,17,Matt Ryan pass complete short middle to Justin Hardy for 3 yards (tackle by Jimmie Ward),4.490,3.550
4,3:00,4,1,SFO 1,16,17,Matt Bryant 19 yard field goal good,3.550,3.000
4,3:00,,,ATL 35,16,17,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
4,2:56,1,10,SFO 20,16,17,Kendall Gaskins left guard for 3 yards (tackle by Philip Wheeler),0.280,0.280
4,2:52,1,10,SFO 20,16,17,Timeout #2 by Atlanta Falcons,0.280,0.140
4,2:52,2,7,SFO 23,16,17,Kendall Gaskins left tackle for 3 yards (tackle by Grady Jarrett and Brooks Reed),0.140,-0.160
4,2:11,3,4,SFO 26,16,17,Blaine Gabbert for 5 yards,-0.160,1.000
4,2:00,1,10,SFO 31,16,17,Kendall Gaskins right end for 8 yards (tackle by Ricardo Allen and Philip Wheeler),1.000,1.000
4,1:53,1,10,SFO 31,16,17,Timeout #3 by Atlanta Falcons,1.000,1.540
4,1:52,2,2,SFO 39,16,17,Kendall Gaskins right guard for 3 yards (tackle by Philip Wheeler),1.540,1.730
4,1:01,1,10,SFO 42,16,17,Blaine Gabbert kneels for -2 yards,1.730,0.920
4,0:32,2,12,SFO 40,16,17,Blaine Gabbert kneels for -1 yards,0.920,0.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
