Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
1,8:58,4,6,PHI 9,0,0,"Penalty on Zach Cunningham: Defensive Holding, 5 yards (accepted) (no play)",2.850,6.280
1,8:34,1,4,PHI 4,0,0,Brian Robinson up the middle for 3 yards (tackle by Milton Williams and Reed Blankenship),6.280,5.910
1,7:55,2,1,PHI 1,6,0,"Curtis Samuel left end for 1 yard, touchdown",5.910,7.000
1,7:52,,,PHI 15,7,0,Joey Slye kicks extra point good,0.000,0.000
1,7:52,,,WAS 35,7,0,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
1,7:52,1,10,PHI 25,7,0,Jalen Hurts pass complete short middle to D'Andre Swift for 9 yards (tackle by Kamren Curl),0.610,1.280
1,7:18,2,1,PHI 34,7,0,Jalen Hurts pass complete short left to A.J. Brown for 10 yards (tackle by Kamren Curl and Emmanuel Forbes),1.280,1.860
1,6:41,1,10,PHI 44,7,0,D'Andre Swift up the middle for -1 yards (tackle by Montez Sweat and Chase Young),1.860,1.180
1,6:09,2,11,PHI 43,7,0,"Penalty on Landon Dickerson: False Start, 5 yards (accepted) (no play)",1.180,0.510
1,5:52,2,16,PHI 38,7,0,Jalen Hurts pass complete short right to DeVonta Smith for 8 yards (tackle by Kendall Fuller),0.510,0.890
1,5:10,3,8,PHI 46,7,0,Jalen Hurts pass complete short left to A.J. Brown for 11 yards (tackle by Chase Young),0.890,2.720
1,4:43,1,10,WAS 43,7,0,Jalen Hurts sacked by Kamren Curl for no gain,2.720,2.180
1,3:56,2,10,WAS 43,7,0,"Jalen Hurts pass complete short left to D'Andre Swift for 7 yards (tackle by Cody Barton). Penalty on Benjamin St-Juste: Face Mask (15 Yards), 15 yards (accepted)",2.180,4.170
1,3:36,1,10,WAS 21,7,0,D'Andre Swift up the middle for 8 yards (tackle by Abdullah Anderson),4.170,4.950
1,3:08,2,2,WAS 13,7,0,Jalen Hurts pass complete short right to D'Andre Swift for -4 yards (tackle by Jamin Davis),4.950,3.460
1,2:32,3,6,WAS 17,7,0,Jalen Hurts pass complete short middle to Dallas Goedert for 8 yards (tackle by Kamren Curl and Darrick Forrest),3.460,5.140
1,1:56,1,9,WAS 9,7,0,D'Andre Swift up the middle for 4 yards (tackle by Kamren Curl and Darrick Forrest),5.140,5.150
1,1:20,2,5,WAS 5,7,6,"D'Andre Swift left guard for 5 yards, touchdown",5.150,7.000
1,1:17,,,WAS 15,7,7,Jake Elliott kicks extra point good,0.000,0.000
1,1:17,,,PHI 35,7,7,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
1,1:17,1,10,WAS 25,7,7,Antonio Gibson right tackle for 10 yards (tackle by Darius Slay and Josh Sweat),0.610,1.270
1,0:35,1,10,WAS 35,7,7,Antonio Gibson up the middle for 1 yard (tackle by Josh Sweat),1.270,0.860
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,WAS 36,7,7,Sam Howell pass complete short right to Terry McLaurin for 5 yards (tackle by Darius Slay),0.860,0.830
2,14:22,3,4,WAS 41,7,7,Sam Howell pass complete short right to Terry McLaurin for 24 yards (tackle by Reed Blankenship),0.830,3.250
2,13:40,1,10,PHI 35,7,7,"Sam Howell pass incomplete deep right intended for Dyami Brown. Penalty on Nolan Smith: Defensive Offside, 5 yards (accepted) (no play)",3.250,3.980
2,13:34,1,5,PHI 30,7,7,"Sam Howell pass complete deep middle to Logan Thomas for 27 yards (tackle by Reed Blankenship and Terrell Edmunds). Penalty on Terrell Edmunds: Unnecessary Roughness / Defense, 2 yards (accepted)",3.980,6.970
2,13:13,1,1,PHI 1,7,7,Sam Howell pass incomplete short right intended for Jahan Dotson (defended by Brandon Graham),6.970,5.910
2,13:08,2,1,PHI 1,13,7,"Brian Robinson left end for no gain. Brian Robinson fumbles (forced by Nicholas Morrow) (tackle by James Bradberry), recovered by Terry McLaurin in end zone, touchdown",5.910,7.000
2,12:56,,,PHI 15,14,7,Joey Slye kicks extra point good,0.000,0.000
2,12:56,,,WAS 35,14,7,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
2,12:56,1,10,PHI 25,14,7,Jalen Hurts pass incomplete short right intended for A.J. Brown,0.610,0.060
2,12:52,2,10,PHI 25,14,7,Jalen Hurts pass complete short middle to A.J. Brown for 15 yards (tackle by Emmanuel Forbes and Darrick Forrest),0.060,1.600
2,12:12,1,10,PHI 40,14,7,Jalen Hurts pass complete short right to DeVonta Smith for 5 yards (tackle by Benjamin St-Juste),1.600,1.730
2,11:39,2,5,PHI 45,14,7,D'Andre Swift up the middle for 4 yards (tackle by Kamren Curl and Jonathan Allen),1.730,1.550
2,11:11,3,1,PHI 49,14,7,D'Andre Swift left guard for no gain (tackle by Jamin Davis and Jonathan Allen),1.550,-0.130
2,10:37,4,1,PHI 49,14,7,"Jalen Hurts up the middle for no gain (tackle by Cody Barton). Penalty on Landon Dickerson: Offensive Offside, 4 yards (accepted) (no play)",-0.130,-0.390
2,10:21,4,5,PHI 45,14,7,"Braden Mann punts 34 yards, fair catch by Jamison Crowder at WAS-21",-0.390,-0.340
2,10:14,1,10,WAS 21,14,7,Brian Robinson right guard for no gain (tackle by Jordan Davis and Fletcher Cox),0.340,-0.200
2,9:36,2,10,WAS 21,14,7,Sam Howell pass complete short left to Curtis Samuel for 2 yards (tackle by Nicholas Morrow),-0.200,-0.630
2,8:53,3,8,WAS 23,14,7,Sam Howell sacked by Nicholas Morrow for -8 yards,-0.630,-2.440
2,8:05,4,16,WAS 15,14,7,"Tress Way punts 49 yards, returned by Britain Covey for 7 yards (tackle by Jartavius Martin and David Mayo)",-2.440,-1.800
2,7:53,1,10,PHI 43,14,7,Jalen Hurts scrambles right end for 2 yards (tackle by Benjamin St-Juste),1.800,1.520
2,7:06,2,8,PHI 45,14,7,Jalen Hurts sacked by Chase Young for -5 yards,1.520,0.170
2,6:25,3,13,PHI 40,14,7,Jalen Hurts pass incomplete deep left intended for DeVonta Smith,0.170,-0.720
2,6:17,4,13,PHI 40,14,7,"Braden Mann punts 48 yards, returned by Jamison Crowder for 14 yards (tackle by Terrell Edmunds)",-0.720,-0.670
2,6:06,1,10,WAS 26,14,7,Sam Howell pass complete short left to Jahan Dotson for 9 yards,0.670,1.350
2,5:34,2,1,WAS 35,14,7,Brian Robinson right tackle for 3 yards (tackle by Fletcher Cox and Josh Sweat),1.350,1.470
2,4:57,1,10,WAS 38,14,7,Sam Howell pass complete short middle to Logan Thomas for 6 yards (tackle by Reed Blankenship),1.470,1.730
2,4:20,2,4,WAS 44,14,7,Sam Howell pass incomplete deep middle intended for Terry McLaurin,1.730,1.020
2,4:13,3,4,WAS 44,14,7,Sam Howell pass complete short right to Dyami Brown for 35 yards (tackle by Darius Slay),1.020,4.170
2,3:15,1,10,PHI 21,14,7,Brian Robinson right tackle for 2 yards (tackle by Jalen Carter and Kentavius Street),4.170,3.900
2,2:34,2,8,PHI 19,14,7,Sam Howell pass complete short right to Brian Robinson for no gain (tackle by Zach Cunningham),3.900,3.180
2,2:00,3,8,PHI 19,14,7,"Sam Howell pass incomplete deep left intended for Jahan Dotson. Penalty on James Bradberry: Defensive Pass Interference, 9 yards (accepted) (no play)",3.180,4.910
2,1:55,1,10,PHI 10,14,7,Sam Howell sacked by Josh Sweat for -5 yards,4.910,3.460
2,1:52,,,,,,Timeout #1 by Philadelphia Eagles,,
2,1:52,2,15,PHI 15,14,7,"Antonio Gibson left end for 3 yards. Antonio Gibson fumbles, recovered by Antonio Gibson at PHI-12 (tackle by Zach Cunningham)",3.460,3.100
2,1:48,3,12,PHI 12,14,7,Sam Howell pass complete short middle to Jahan Dotson for 3 yards (tackle by Nicholas Morrow),3.100,2.830
2,1:42,,,,,,Timeout #2 by Philadelphia Eagles,,
2,1:42,4,9,PHI 9,17,7,Joey Slye 27 yard field goal good,2.830,3.000
2,1:39,,,WAS 35,17,7,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
2,1:39,1,10,PHI 25,17,7,Jalen Hurts scrambles left end for 2 yards (tackle by Benjamin St-Juste),0.610,0.330
2,1:32,2,8,PHI 27,17,7,Jalen Hurts pass incomplete short left intended for Dallas Goedert,0.330,-0.360
2,1:27,3,8,PHI 27,17,7,Jalen Hurts pass complete short right to A.J. Brown for 7 yards (tackle by Kendall Fuller),-0.360,-1.110
2,1:01,4,1,PHI 34,17,7,Jalen Hurts left end for 3 yards (tackle by Kamren Curl),-1.110,1.400
2,0:43,1,10,PHI 37,17,7,"Jalen Hurts pass complete deep left to DeVonta Smith for 37 yards (tackle by Emmanuel Forbes) Replay Assistant challenged the pass completion ruling, and the play was upheld.",1.400,3.840
2,0:18,,,,,,Timeout #1 by Washington Commanders,,
2,0:18,1,10,WAS 26,17,7,Jalen Hurts pass complete short left to Kenneth Gainwell for 3 yards (tackle by Emmanuel Forbes),3.840,3.700
2,0:10,2,7,WAS 23,17,7,Jalen Hurts pass incomplete short right,3.700,3.010
2,0:04,,,,,,Timeout #1 by Washington Commanders,,
2,0:04,3,7,WAS 23,17,10,Jake Elliott 41 yard field goal good,3.010,3.000
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,17,10,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PHI 25,17,10,D'Andre Swift up the middle for 6 yards (tackle by Cody Barton and Jamin Davis),0.610,0.870
3,14:30,2,4,PHI 31,17,10,D'Andre Swift up the middle for 3 yards (tackle by Cody Barton),0.870,0.560
3,14:03,3,1,PHI 34,17,10,Jalen Hurts up the middle for 1 yard (tackle by Cody Barton),0.560,1.270
3,13:23,1,10,PHI 35,17,10,Jalen Hurts pass incomplete short right,1.270,0.720
3,13:13,2,10,PHI 35,17,10,Jalen Hurts pass complete deep left to A.J. Brown for 28 yards (tackle by Kamren Curl),0.720,3.120
3,12:40,1,10,WAS 37,17,10,D'Andre Swift up the middle for 4 yards (tackle by Darrick Forrest),3.120,3.110
3,12:16,2,6,WAS 33,17,10,D'Andre Swift left guard for 3 yards (tackle by Casey Toohill),3.110,2.810
3,11:49,3,3,WAS 30,17,10,Jalen Hurts pass incomplete short left intended for DeVonta Smith (defended by Daron Payne),2.810,1.480
3,11:43,4,3,WAS 30,17,13,Jake Elliott 47 yard field goal good,1.480,3.000
3,11:38,,,PHI 35,17,13,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,11:38,1,10,WAS 25,17,13,Brian Robinson right tackle for no gain (tackle by Zach Cunningham),0.610,0.060
3,11:00,2,10,WAS 25,17,13,"Sam Howell pass incomplete short middle intended for Terry McLaurin. Penalty on Darius Slay: Defensive Pass Interference, 5 yards (accepted) (no play)",0.060,0.940
3,10:56,1,10,WAS 30,17,13,Antonio Gibson right guard for 2 yards (tackle by Zach Cunningham),0.940,0.660
3,10:20,2,8,WAS 32,17,13,Sam Howell pass complete short right to Terry McLaurin for 4 yards (tackle by Nicholas Morrow),0.660,0.500
3,9:34,3,4,WAS 36,17,13,Sam Howell pass incomplete short middle intended for Jahan Dotson,0.500,-0.980
3,9:31,4,4,WAS 36,17,13,"Tress Way punts 38 yards, fair catch by Britain Covey at PHI-26",-0.980,-0.670
3,9:24,1,10,PHI 26,17,13,Kenneth Gainwell right guard for no gain (tackle by Jamin Davis),0.670,0.130
3,8:46,2,10,PHI 26,17,13,"Jalen Hurts pass incomplete deep right intended for DeVonta Smith. Penalty on Jamin Davis: Defensive Holding, 5 yards (accepted) (no play)",0.130,1.000
3,8:40,1,10,PHI 31,17,13,Jalen Hurts pass complete short left to DeVonta Smith for 6 yards (tackle by Kendall Fuller),1.000,1.270
3,8:02,2,4,PHI 37,17,13,Jalen Hurts pass complete short left to Kenneth Gainwell for 4 yards (tackle by Emmanuel Forbes),1.270,1.660
3,7:24,1,10,PHI 41,17,19,"Jalen Hurts pass complete deep left to A.J. Brown for 59 yards, touchdown",1.660,7.000
3,7:11,,,WAS 22,17,19,"Penalty on Montez Sweat: Roughing the Passer, 1 yard (accepted) (no play)",0.000,1.000
3,7:11,,,WAS 1,17,21,"Two Point Attempt: Kenneth Gainwell rushes, conversion succeeds.",1.000,1.000
3,7:11,,,PHI 35,17,21,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,7:11,1,10,WAS 25,17,21,Sam Howell pass complete short right to Logan Thomas for 8 yards (tackle by Zach Cunningham and Darius Slay),0.610,1.140
3,6:40,2,2,WAS 33,17,21,Brian Robinson right end for 1 yard (tackle by Darius Slay),1.140,0.560
3,6:04,,,,,,Timeout #1 by Washington Commanders,,
3,6:04,3,1,WAS 34,17,21,Logan Thomas up the middle for 2 yards (tackle by Fletcher Cox),0.560,1.330
3,5:25,1,10,WAS 36,17,21,Sam Howell pass complete short right to John Bates for 6 yards (tackle by Darius Slay),1.330,1.600
3,5:00,2,4,WAS 42,17,21,Sam Howell pass incomplete deep middle intended for Dyami Brown (defended by Reed Blankenship),1.600,0.890
3,4:51,3,4,WAS 42,17,21,"Sam Howell sacked by Nicholas Morrow for -5 yards. Penalty on Andrew Wylie: Offensive Holding, 10 yards (declined)",0.890,-0.910
3,4:24,4,9,WAS 37,17,21,"Tress Way punts 43 yards, returned by Britain Covey for 11 yards (tackle by Cole Turner and Jartavius Martin)",-0.910,-1.000
3,4:14,1,10,PHI 31,17,21,Kenneth Gainwell up the middle for 3 yards (tackle by Darrick Forrest and Cody Barton),1.000,0.870
3,3:30,2,7,PHI 34,17,21,Kenneth Gainwell right end for 13 yards (tackle by Cody Barton),0.870,2.060
3,2:50,1,10,PHI 47,17,21,"Jalen Hurts pass complete deep left to Dallas Goedert for 17 yards (tackle by Kamren Curl). Penalty on Kamren Curl: Illegal Contact, 5 yards (declined)",2.060,3.180
3,2:15,1,10,WAS 36,17,21,Jalen Hurts sacked by Jonathan Allen for -3 yards,3.180,2.230
3,1:57,2,13,WAS 39,17,21,D'Andre Swift up the middle for 8 yards (tackle by Kamren Curl),2.230,2.610
3,1:17,3,5,WAS 31,17,21,"Jalen Hurts pass incomplete deep right intended for A.J. Brown. Penalty on Kendall Fuller: Defensive Pass Interference, 5 yards (accepted) (no play)",2.610,3.840
3,1:11,1,10,WAS 26,17,21,Jalen Hurts pass complete short left to DeVonta Smith for 11 yards (tackle by Cody Barton),3.840,4.580
3,0:35,1,10,WAS 15,17,21,Jalen Hurts pass incomplete short right intended for Dallas Goedert,4.580,3.950
3,0:32,2,10,WAS 15,17,21,Jalen Hurts up the middle for -1 yards (tackle by Jonathan Allen),3.950,3.040
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,WAS 16,17,21,"Kenneth Gainwell right guard for -2 yards. Kenneth Gainwell fumbles (forced by Benjamin St-Juste), recovered by Lane Johnson at WAS-18 (tackle by Montez Sweat and Benjamin St-Juste)",3.040,2.250
4,14:17,4,13,WAS 18,17,24,Jake Elliott 36 yard field goal good,2.250,3.000
4,14:15,,,PHI 35,17,24,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,14:15,1,10,WAS 25,17,24,Sam Howell pass complete short right to Terry McLaurin for 5 yards (tackle by Nicholas Morrow),0.610,0.740
4,13:38,2,5,WAS 30,17,24,Sam Howell pass complete short left to Curtis Samuel for 3 yards (tackle by Reed Blankenship),0.740,0.370
4,12:57,3,3,WAS 33,17,24,Sam Howell pass complete short right to Antonio Gibson for 7 yards (tackle by Darius Slay),0.370,1.600
4,12:15,1,10,WAS 40,17,24,Sam Howell scrambles right end for 2 yards (tackle by Zach Cunningham),1.600,1.320
4,11:37,2,8,WAS 42,17,24,Sam Howell pass complete short left to Curtis Samuel for 4 yards (tackle by James Bradberry and Reed Blankenship),1.320,1.160
4,10:54,3,4,WAS 46,17,24,"Sam Howell scrambles left end for 4 yards (tackle by Josh Sweat). Penalty on Terrell Edmunds: Unnecessary Roughness / Defense, 15 yards (accepted)",1.160,3.250
4,10:32,1,10,PHI 35,17,24,Sam Howell pass complete short left to Curtis Samuel for 9 yards (tackle by Zach Cunningham),3.250,3.920
4,9:47,2,1,PHI 26,17,24,Sam Howell pass incomplete deep right intended for Jahan Dotson,3.920,3.200
4,9:41,3,1,PHI 26,17,24,"Penalty on Dyami Brown: Illegal Formation, 5 yards (accepted) (no play)",3.200,2.540
4,9:21,3,6,PHI 31,17,24,Sam Howell pass complete short right to Curtis Samuel for 7 yards (tackle by Nicholas Morrow),2.540,3.970
4,8:44,1,10,PHI 24,17,24,Brian Robinson left guard for 9 yards (tackle by Terrell Edmunds and Reed Blankenship),3.970,4.850
4,8:07,2,1,PHI 15,23,24,"Brian Robinson left guard for 15 yards, touchdown",4.850,7.000
4,8:01,,,PHI 15,24,24,Joey Slye kicks extra point good,0.000,0.000
4,8:01,,,WAS 35,24,24,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,8:01,1,10,PHI 25,24,24,Jalen Hurts scrambles up the middle for 24 yards (tackle by Emmanuel Forbes),0.610,2.190
4,7:24,1,10,PHI 49,24,24,D'Andre Swift up the middle for 2 yards (tackle by Jamin Davis),2.190,1.920
4,6:49,2,8,WAS 49,24,24,"Penalty on Jordan Mailata: False Start, 5 yards (accepted) (no play)",1.920,1.240
4,6:49,2,13,PHI 46,24,24,Jalen Hurts pass incomplete short left intended for A.J. Brown (defended by Emmanuel Forbes),1.240,0.560
4,6:44,3,13,PHI 46,24,24,Jalen Hurts pass incomplete deep left intended for A.J. Brown (defended by Emmanuel Forbes),0.560,-0.320
4,6:35,4,13,PHI 46,24,24,"Braden Mann punts 47 yards, fair catch by Jamison Crowder at WAS-7",-0.320,0.380
4,6:28,1,10,WAS 7,24,24,Brian Robinson left guard for 3 yards (tackle by Haason Reddick and Jordan Davis),-0.380,-0.560
4,5:54,2,7,WAS 10,24,24,Sam Howell pass incomplete deep right intended for Byron Pringle,-0.560,-1.070
4,5:46,3,7,WAS 10,24,24,Sam Howell scrambles up the middle for 20 yards (tackle by Josh Jobe),-1.070,0.940
4,5:04,1,10,WAS 30,24,24,Antonio Gibson left end for no gain (tackle by Zach Cunningham),0.940,0.390
4,4:23,2,10,WAS 30,24,24,Sam Howell sacked by Haason Reddick for -7 yards,0.390,-1.220
4,3:38,3,17,WAS 23,24,24,"Penalty on Andrew Wylie: False Start, 5 yards (accepted) (no play)",-1.220,-2.120
4,3:38,3,22,WAS 18,24,24,Sam Howell scrambles right end for 5 yards (tackle by Milton Williams),-2.120,-1.830
4,3:31,4,17,WAS 23,24,24,"Tress Way punts 54 yards, returned by Britain Covey for 20 yards (tackle by Jeremy Reaves and Derrick Gore)",-1.830,-1.800
4,3:20,1,10,PHI 43,24,24,Jalen Hurts left tackle for 2 yards (tackle by Jamin Davis),1.800,1.520
4,2:40,2,8,PHI 45,24,24,Jalen Hurts pass incomplete short left intended for Olamide Zaccheaus,1.520,0.830
4,2:34,,,,,,Timeout #1 by Philadelphia Eagles,,
4,2:34,3,8,PHI 45,24,24,Jalen Hurts pass complete short middle to Olamide Zaccheaus for 11 yards (tackle by Darrick Forrest),0.830,2.650
4,2:00,1,10,WAS 44,24,24,Jalen Hurts pass complete short left to A.J. Brown for 10 yards (tackle by Emmanuel Forbes),2.650,3.310
4,1:54,1,10,WAS 34,24,24,D'Andre Swift right tackle for 6 yards (tackle by Montez Sweat),3.310,3.580
4,1:49,,,,,,Timeout #2 by Washington Commanders,,
4,1:49,2,4,WAS 28,24,30,"Jalen Hurts pass complete deep right to A.J. Brown for 28 yards, touchdown",3.580,7.000
4,1:43,,,WAS 15,24,31,Jake Elliott kicks extra point good,0.000,0.000
4,1:43,,,PHI 35,24,31,"Penalty on A.J. Brown: Taunting / Offense, 15 yards (accepted) (no play)",0.000,0.000
4,1:43,,,PHI 20,24,31,"Jake Elliott kicks off 73 yards, returned by Antonio Gibson for 29 yards (tackle by Terrell Edmunds and Christian Elliss)",0.000,1.330
4,1:36,1,10,WAS 36,24,31,Sam Howell pass complete short left to Curtis Samuel for 11 yards (tackle by James Bradberry),1.330,2.060
4,1:13,1,10,WAS 47,24,31,Sam Howell sacked by Nicholas Morrow for -7 yards,2.060,0.570
4,1:09,,,,,,Timeout #3 by Washington Commanders,,
4,1:09,2,17,WAS 40,24,31,Sam Howell pass incomplete deep left,0.570,-0.100
4,1:02,3,17,WAS 40,24,31,Sam Howell pass complete short middle to Byron Pringle for 15 yards (tackle by James Bradberry),-0.100,0.270
4,0:41,4,2,PHI 45,24,31,"Sam Howell pass complete short right to Dyami Brown for 16 yards (tackle by Darius Slay). Penalty on Josh Jobe: Defensive Holding, 5 yards (declined)",0.270,3.640
4,0:35,1,10,PHI 29,24,31,Sam Howell pass incomplete short right,3.640,3.100
4,0:28,2,10,PHI 29,24,31,Sam Howell pass complete short right to Terry McLaurin for 8 yards (tackle by Darius Slay),3.100,3.530
4,0:09,3,1,PHI 21,24,31,Sam Howell pass complete short right to Terry McLaurin for 11 yards,3.530,4.910
4,0:05,,,,,,Timeout #2 by Philadelphia Eagles,,
4,0:05,1,10,PHI 10,24,31,Sam Howell pass incomplete short middle intended for Curtis Samuel (defended by Reed Blankenship),4.910,4.190
4,0:02,2,10,PHI 10,30,31,"Sam Howell pass complete short right to Jahan Dotson for 10 yards, touchdown",4.190,7.000
4,0:00,,,PHI 15,31,31,Joey Slye kicks extra point good,0.000,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
,,,,,,,"Commanders won the coin toss, Commanders to receive the overtime kickoff.",,
OT,10:00,,,PHI 35,31,31,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,WAS 25,31,31,Brian Robinson right tackle for no gain (tackle by Milton Williams and Fletcher Cox),0.610,0.060
OT,9:23,2,10,WAS 25,31,31,Sam Howell pass complete short middle to Jahan Dotson for 5 yards (tackle by Reed Blankenship),0.060,0.040
OT,8:41,3,5,WAS 30,31,31,"Sam Howell pass incomplete deep left intended for Terry McLaurin (defended by Reed Blankenship) Replay Assistant challenged the pass completion ruling, and the play was upheld.",0.040,-1.370
OT,8:35,4,5,WAS 30,31,31,Tress Way punts 29 yards downed by Casey Toohill,-1.370,-1.660
OT,8:26,1,10,PHI 41,31,31,Jalen Hurts pass complete short left to A.J. Brown for 7 yards (tackle by Emmanuel Forbes),1.660,2.070
OT,7:45,2,3,PHI 48,31,31,Jalen Hurts pass incomplete deep left intended for A.J. Brown,2.070,1.360
OT,7:39,3,3,PHI 48,31,31,Jalen Hurts pass complete short right to DeVonta Smith for 2 yards (tackle by Benjamin St-Juste),1.360,-0.060
OT,7:13,4,1,PHI 50,31,31,Jalen Hurts up the middle for 2 yards (tackle by Cody Barton),-0.060,2.390
OT,6:19,1,10,WAS 48,31,31,Jalen Hurts right end for -1 yards (tackle by Kamren Curl),2.390,1.710
OT,6:02,2,11,WAS 49,31,31,Jalen Hurts pass complete short right to D'Andre Swift for 11 yards (tackle by Kamren Curl),1.710,3.050
OT,5:33,1,10,WAS 38,31,31,D'Andre Swift left guard for 4 yards (tackle by Cody Barton),3.050,3.050
OT,4:50,2,6,WAS 34,31,31,"Jalen Hurts pass incomplete deep middle. Penalty on Jalen Hurts: Intentional Grounding, 11 yards (accepted)",3.050,0.890
OT,4:44,3,17,WAS 45,31,31,Jalen Hurts pass complete short middle to DeVonta Smith for 9 yards (tackle by Emmanuel Forbes and Darrick Forrest),0.890,0.880
OT,4:04,4,8,WAS 36,31,34,Jake Elliott 54 yard field goal good,0.880,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
