Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Jalen Saunders,NYJ,0,0,,0,0,3,11,3.7,0,10
Saalim Hakim,NYJ,2,21,10.5,0,21,0,0,,0,0
Greg Salas,NYJ,1,8,8.0,0,8,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Ha Ha Clinton-Dix,GNB,0,0,,0,0,1,0,0.0,0,0
Randall Cobb,GNB,0,0,,0,0,1,7,7.0,0,7
Micah Hyde,GNB,0,0,,0,0,1,8,8.0,0,8
DuJuan Harris,GNB,2,58,29.0,0,41,0,0,,0,0
