Quarter,Time,Down,ToGo,Location,NYJ,GNB,Detail,EPB,EPA
2,5:46,4,2,NYJ 2,21,6,Mason Crosby 20 yard field goal good,3.250,3.000
2,5:46,,,GNB 35,21,6,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
2,5:43,1,10,NYJ 20,21,6,Chris Johnson right end for 8 yards (tackle by Morgan Burnett and A.J. Hawk),0.280,0.810
2,5:12,2,2,NYJ 28,21,6,Geno Smith pass complete short right to Chris Johnson for no gain,0.810,0.100
2,4:36,3,2,NYJ 28,21,6,Geno Smith pass incomplete short middle intended for Jeremy Kerley (defended by Morgan Burnett),0.100,-1.500
2,4:31,4,2,NYJ 28,21,6,"Ryan Quigley punts 35 yards, returned by Micah Hyde for 8 yards (tackle by Ellis Lankster)",-1.500,-1.930
2,4:24,1,10,GNB 45,21,6,Aaron Rodgers pass complete short right to Jordy Nelson for 13 yards (tackle by Antonio Allen),1.930,2.790
2,3:55,1,10,NYJ 42,21,6,"Aaron Rodgers pass incomplete short right intended for Richard Rodgers. Aaron Rodgers fumbles, recovered by Aaron Rodgers at NYJ-47",2.790,2.240
2,3:51,2,10,NYJ 42,21,6,Aaron Rodgers pass complete short left to Davante Adams for 4 yards (tackle by Dee Milliner),2.240,2.080
2,3:24,3,6,NYJ 38,21,6,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,2.080,0.720
2,3:17,4,6,NYJ 38,21,9,Mason Crosby 55 yard field goal good,0.720,3.000
2,3:17,,,GNB 35,21,9,"Mason Crosby kicks onside 25 yards, recovered by Greg Salas and returned for 8 yards",0.000,-2.130
2,3:07,1,10,NYJ 48,21,9,Chris Ivory right end for 9 yards (tackle by Tramon Williams),2.130,2.800
2,2:46,2,1,GNB 43,21,9,Chris Ivory up the middle for 2 yards (tackle by Julius Peppers),2.800,2.850
2,2:14,1,10,GNB 41,21,9,Geno Smith pass complete short right to Tommy Bohanon for 14 yards (tackle by Tramon Williams),2.850,3.780
2,2:00,1,10,GNB 27,21,9,Geno Smith pass incomplete deep right intended for Zach Sudfeld is intercepted by Tramon Williams at GNB-3,3.780,0.380
2,1:52,1,10,GNB 3,21,9,Aaron Rodgers pass complete short left to Davante Adams for 8 yards (tackle by Dee Milliner),-0.380,-0.200
2,1:32,2,2,GNB 11,21,9,Aaron Rodgers pass complete short right to Andrew Quarless for 8 yards (tackle by David Harris),-0.200,-0.200
2,1:26,2,2,GNB 11,21,9,Timeout #1 by Green Bay Packers,-0.200,0.150
2,1:26,1,10,GNB 19,21,9,Aaron Rodgers left end for 11 yards (tackle by Kyle Wilson),0.150,0.940
2,1:01,1,10,GNB 30,21,9,Aaron Rodgers pass complete short middle to Randall Cobb for 14 yards (tackle by Kyle Wilson and Calvin Pryor),0.940,1.860
2,0:39,1,10,GNB 44,21,9,"Aaron Rodgers pass complete short right to DuJuan Harris for 11 yards (tackle by Kyle Wilson and David Harris). Penalty on Jason Babin: Roughing the Passer, 15 yards",1.860,1.860
2,0:39,1,10,GNB 44,21,9,Timeout #3 by New York Jets,1.860,3.580
2,0:32,1,10,NYJ 30,21,9,Aaron Rodgers pass incomplete deep left intended for Jordy Nelson,3.580,3.030
2,0:27,2,10,NYJ 30,21,9,Aaron Rodgers pass incomplete short middle intended for DuJuan Harris,3.030,2.340
2,0:24,3,10,NYJ 30,21,9,Aaron Rodgers pass complete short right to Davante Adams for 24 yards (tackle by Kyle Wilson),2.340,2.340
2,0:15,3,10,NYJ 30,21,9,Timeout #2 by Green Bay Packers,2.340,5.830
2,0:15,1,6,NYJ 6,21,9,Aaron Rodgers pass incomplete short middle intended for Jordy Nelson,5.830,4.950
2,0:08,2,6,NYJ 6,21,15,"Aaron Rodgers pass complete short middle to Randall Cobb for 6 yards, touchdown",4.950,7.000
2,0:08,,,NYJ 2,21,16,Mason Crosby kicks extra point good,0.000,0.000
2,0:08,,,GNB 35,21,16,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
2,0:08,1,10,NYJ 20,21,16,Geno Smith kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,NYJ,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,,,"Mason Crosby kicks off 65 yards, muffed catch by Saalim Hakim, recovered by Saalim Hakim and returned for no gain",,
3,14:56,1,10,NYJ 5,21,16,Chris Johnson left guard for 2 yards (tackle by Mike Daniels),-0.380,-0.630
3,14:22,2,8,NYJ 7,21,16,Geno Smith pass complete short right to Eric Decker for 14 yards,-0.630,-0.630
,,,,,,,"GNB challenged the pass completion ruling, and the play was upheld.",,
3,13:52,2,8,NYJ 7,21,16,Timeout #1 by New York Jets,-0.630,0.340
3,13:51,1,10,NYJ 21,21,16,Chris Johnson left end for no gain (tackle by Mike Neal and Ha Ha Clinton-Dix),0.340,-0.200
3,13:18,2,10,NYJ 21,21,16,Geno Smith pass incomplete,-0.200,-0.890
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
3,13:15,3,10,NYJ 21,21,16,Geno Smith pass incomplete deep middle intended for Eric Decker,-0.890,-1.960
3,13:07,4,10,NYJ 21,21,16,Ryan Quigley punts 43 yards,-1.960,-1.330
3,12:56,1,10,GNB 36,21,16,Eddie Lacy right end for 3 yards (tackle by Damon Harrison and Calvin Pryor),1.330,1.200
3,12:14,2,7,GNB 39,21,16,Aaron Rodgers pass complete short middle to John Kuhn for 5 yards (tackle by Calvin Pace),1.200,1.160
3,11:29,3,2,GNB 44,21,16,Eddie Lacy right tackle for -1 yards (tackle by Sheldon Richardson and Damon Harrison),1.160,-0.520
3,10:56,4,3,GNB 43,21,16,"Tim Masthay punts 33 yards, out of bounds",-0.520,-0.540
3,10:49,1,10,NYJ 24,21,16,Chris Ivory up the middle for 1 yard (tackle by A.J. Hawk),0.540,0.130
3,10:19,2,9,NYJ 25,21,16,Chris Ivory left guard for 2 yards (tackle by Mike Daniels),0.130,-0.300
3,9:41,3,7,NYJ 27,21,16,Geno Smith pass incomplete short right intended for Eric Decker (defended by Davon House),-0.300,-1.570
3,9:37,4,7,NYJ 27,21,16,"Penalty on Ryan Quigley: Delay of Game, 5 yards (no play)",-1.570,-1.900
3,9:37,4,12,NYJ 22,21,16,"Ryan Quigley punts 52 yards, returned by Randall Cobb for 7 yards (tackle by Trevor Reilly)",-1.900,-1.140
3,9:25,1,10,GNB 33,21,16,Aaron Rodgers pass complete short right to Jordy Nelson for 11 yards (tackle by Dee Milliner),1.140,1.860
3,8:46,1,10,GNB 44,21,16,Eddie Lacy right tackle for 5 yards (tackle by Sheldon Richardson),1.860,1.990
3,8:11,2,5,GNB 49,21,16,Eddie Lacy up the middle for 5 yards (tackle by Damon Harrison and Quinton Coples),1.990,2.520
3,7:44,1,10,NYJ 46,21,16,John Kuhn up the middle for 3 yards (tackle by Sheldon Richardson),2.520,2.380
3,7:00,2,7,NYJ 43,21,16,Aaron Rodgers pass complete deep right to Jordy Nelson for 33 yards (tackle by Dee Milliner),2.380,4.910
3,6:28,1,10,NYJ 10,21,16,Aaron Rodgers pass incomplete short left intended for Randall Cobb,4.910,4.190
3,6:23,2,10,NYJ 10,21,16,"Aaron Rodgers pass complete short left to Davante Adams for 9 yards (tackle by Darrin Walls). Corey Linsley fumbles, recovered by Corey Linsley at GNB-NYJ",4.190,5.170
3,5:48,3,1,NYJ 1,21,22,"Aaron Rodgers pass complete short right to Randall Cobb for 1 yard, touchdown",5.170,7.000
3,5:48,,,,21,24,"Two Point Attempt: Aaron Rodgers pass complete to Randall Cobb, conversion succeeds. Penalty on Muhammad Wilkerson: Unsportsmanlike Conduct, 15 yards, Penalty on Sheldon Richardson: Unsportsmanlike Conduct (Declined)",0.000,1.000
3,5:48,,,NYJ 1,21,24,--,0.000,-0.540
3,5:39,1,10,NYJ 24,21,24,Geno Smith pass complete short middle to Jeff Cumberland for 14 yards (tackle by Morgan Burnett and A.J. Hawk),0.540,1.470
3,5:04,1,10,NYJ 38,21,24,Geno Smith pass incomplete,1.470,0.920
3,4:56,2,10,NYJ 38,21,24,Chris Johnson left tackle for 4 yards (tackle by A.J. Hawk),0.920,0.760
3,4:23,3,6,NYJ 42,21,24,Geno Smith pass complete short left to Bilal Powell for 20 yards (tackle by Morgan Burnett),0.760,3.050
3,3:47,1,10,GNB 38,21,24,Chris Johnson left end for 3 yards (tackle by Jamari Lattimore),3.050,2.910
3,3:07,2,7,GNB 35,21,24,Geno Smith for 1 yard (tackle by Jamari Lattimore),2.910,2.340
3,2:32,3,6,GNB 34,21,24,Geno Smith pass incomplete short left intended for Jeremy Kerley (defended by Davon House),2.340,1.070
3,2:26,4,6,GNB 34,24,24,Nick Folk 52 yard field goal good,1.070,3.000
3,2:26,,,NYJ 35,24,24,"Nick Folk kicks off 65 yards, touchback",0.000,-0.280
3,2:21,1,10,GNB 20,24,30,"Aaron Rodgers pass complete deep right to Jordy Nelson for 80 yards, touchdown",0.280,7.000
3,2:21,,,NYJ 2,24,31,Mason Crosby kicks extra point good,0.000,0.000
3,2:21,,,GNB 35,24,31,"Mason Crosby kicks off 65 yards, touchback. Penalty on Jarrett Bush: Taunting, 15 yards, Penalty on Andy Mulumba: Defensive Offside (Declined)",0.000,-1.270
3,2:08,1,10,NYJ 35,24,31,"Chris Ivory left tackle for 1 yard (tackle by Morgan Burnett and Julius Peppers). Penalty on Mike Daniels: Illegal Use of Hands, 4 yards",1.270,1.600
3,1:51,1,10,NYJ 40,24,31,Geno Smith sacked by Mike Daniels for -7 yards. Penalty on Brian Winters: Offensive Holding (Declined),1.600,0.110
3,1:23,2,17,NYJ 33,24,31,Geno Smith pass incomplete deep right intended for Greg Salas,0.110,-0.560
3,1:17,3,17,NYJ 33,24,31,Geno Smith pass incomplete short left intended for Chris Johnson,-0.560,-1.180
3,1:12,4,17,NYJ 33,24,31,"Ryan Quigley punts 47 yards, fair catch by Randall Cobb",-1.180,-0.280
3,1:04,1,10,GNB 20,24,31,Aaron Rodgers pass incomplete short right intended for Davante Adams,0.280,-0.270
3,1:00,2,10,GNB 20,24,31,Eddie Lacy up the middle for 1 yard (tackle by Calvin Pryor),-0.270,-0.820
3,0:40,3,9,GNB 21,24,31,"Aaron Rodgers pass incomplete short middle intended for Randall Cobb is intercepted by David Harris at GNB-29 and returned for 9 yards. Penalty on NYJ: Defensive 12 On-field, 5 yards (no play)",-0.820,-0.160
3,0:32,3,4,GNB 26,24,31,Aaron Rodgers pass complete short left to Davante Adams for 5 yards (tackle by David Harris),-0.160,1.000
Quarter,Time,Down,ToGo,Location,NYJ,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 31,24,31,Aaron Rodgers sacked by Demario Davis for -12 yards,1.000,-1.220
4,14:13,2,22,GNB 19,24,31,Eddie Lacy right guard for 4 yards (tackle by Dawan Landry),-1.220,-1.290
4,13:32,3,18,GNB 23,24,31,Aaron Rodgers sacked by Calvin Pace for -10 yards,-1.290,-2.490
4,12:54,4,28,GNB 13,24,31,"Tim Masthay punts 52 yards, muffed catch by Jalen Saunders, recovered by Jalen Saunders and returned for no gain",-2.490,-1.330
4,12:45,1,10,NYJ 36,24,31,Geno Smith pass incomplete short left intended for Jeremy Kerley (defended by Clay Matthews),1.330,0.790
4,12:41,2,10,NYJ 36,24,31,Geno Smith right end for 7 yards (tackle by Morgan Burnett),0.790,1.030
4,12:01,3,3,NYJ 43,24,31,Geno Smith pass incomplete short middle intended for Greg Salas,1.030,-0.520
4,11:44,4,3,NYJ 43,24,31,"Ryan Quigley punts 54 yards, returned by Ha Ha Clinton-Dix for no gain",-0.520,0.380
4,11:44,1,10,GNB 3,24,31,Eddie Lacy left end for 10 yards (tackle by Jaiquawn Jarrett and David Harris),-0.380,-0.320
4,11:00,1,10,GNB 13,24,31,Eddie Lacy left guard for 4 yards (tackle by Jaiquawn Jarrett),-0.320,-0.300
4,10:19,2,6,GNB 17,24,31,Aaron Rodgers pass complete short right to Jordy Nelson for 4 yards (tackle by Dawan Landry),-0.300,-0.300
4,9:38,2,6,GNB 17,24,31,Timeout #2 by New York Jets,-0.300,-0.470
4,9:38,3,2,GNB 21,24,31,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,-0.470,-1.960
4,9:33,4,2,GNB 21,24,31,"Tim Masthay punts 56 yards, returned by Jalen Saunders for 10 yards (tackle by John Kuhn)",-1.960,-1.140
4,9:23,1,10,NYJ 33,24,31,Chris Ivory right guard for 5 yards (tackle by Clay Matthews and A.J. Hawk),1.140,1.270
4,8:52,2,5,NYJ 38,24,31,Geno Smith pass complete short right to Jeremy Kerley for 3 yards (tackle by Morgan Burnett),1.270,0.960
4,8:34,3,2,NYJ 41,24,31,Bilal Powell right end for 4 yards (tackle by A.J. Hawk),0.960,1.930
4,8:08,1,10,NYJ 45,24,31,Michael Vick sacked by Clay Matthews for -3 yards,1.930,0.980
4,7:23,2,13,NYJ 42,24,31,Geno Smith pass complete short right to Tommy Bohanon for 16 yards (tackle by Letroy Guion),0.980,2.790
4,6:49,1,10,GNB 42,24,31,Chris Johnson right tackle for 2 yards (tackle by Datone Jones),2.790,2.510
4,6:22,2,8,GNB 40,24,31,Chris Johnson up the middle for 3 yards (tackle by Jamari Lattimore and Josh Boyd),2.510,2.210
4,5:45,3,5,GNB 37,24,31,Bilal Powell up the middle for 1 yard (tackle by Nick Perry and Julius Peppers),2.210,2.210
4,5:06,3,5,GNB 37,24,31,Timeout #3 by New York Jets,2.210,0.890
4,5:06,4,4,GNB 36,24,31,Geno Smith pass complete short left to David Nelson for 6 yards (tackle by Davon House),0.890,3.580
4,4:32,1,10,GNB 30,24,31,Chris Ivory right guard for 2 yards (tackle by A.J. Hawk and Josh Boyd),3.580,3.300
4,3:48,2,8,GNB 28,24,31,Geno Smith pass incomplete short right intended for Chris Johnson (defended by Julius Peppers),3.300,2.610
4,3:42,3,8,GNB 28,24,31,Geno Smith pass incomplete short right intended for Jeremy Kerley (defended by Julius Peppers),2.610,1.590
4,3:37,4,8,GNB 28,24,31,Geno Smith pass incomplete deep middle intended for Jeremy Kerley (defended by Sam Shields),1.590,-0.810
4,3:31,1,10,GNB 28,24,31,Eddie Lacy left tackle for 2 yards (tackle by Calvin Pryor),0.810,0.530
4,2:45,2,8,GNB 30,24,31,Eddie Lacy left end for 5 yards (tackle by Antonio Allen and Damon Harrison),0.530,0.500
4,2:00,3,3,GNB 35,24,31,Aaron Rodgers pass complete short left to Jordy Nelson for 15 yards (tackle by Calvin Pryor),0.500,2.260
4,1:15,1,10,,24,31,Aaron Rodgers kneels for -1 yards,2.260,1.580
4,0:37,2,11,GNB 49,24,31,Aaron Rodgers kneels for -1 yards,1.580,0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
