Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Mike Williams,LAC,9,7,76,2,6,60,8.6,16,2.3,8.6,1,7.0,0,0.0,0,141.4
Tyrell Williams,LAC,12,6,71,0,4,54,9.0,17,2.8,11.0,0,,0,0.0,2,28.8
Antonio Gates,LAC,5,4,54,0,3,33,8.3,21,5.3,5.4,0,,0,0.0,0,111.7
Justin Jackson,LAC,4,3,27,0,1,-1,-0.3,28,9.3,2.3,0,,0,0.0,0,92.7
Travis Benjamin,LAC,3,2,57,0,2,46,23.0,11,5.5,23.0,0,,0,0.0,0,109.7
Virgil Green,LAC,3,2,9,0,,8,4.0,1,0.5,3.3,0,,1,33.3,0,70.1
Detrez Newsome,LAC,2,2,19,0,2,0,0.0,19,9.5,0.0,1,2.0,0,0.0,0,106.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Travis Kelce,KAN,9,7,61,0,4,46,6.6,15,2.1,8.8,1,7.0,1,11.1,0,94.9
Damien Williams,KAN,6,6,74,0,4,-11,-1.8,85,14.2,-1.8,0,,0,0.0,0,118.1
Tyreek Hill,KAN,7,4,46,0,1,36,9.0,10,2.5,13.1,0,,0,0.0,0,77.1
Chris Conley,KAN,3,2,19,0,,16,8.0,3,1.5,6.3,0,,1,33.3,0,84.0
Demarcus Robinson,KAN,3,2,7,1,1,7,3.5,0,0.0,1.7,0,,0,0.0,0,109.7
Darrel Williams,KAN,2,2,19,1,1,-3,-1.5,22,11.0,-1.5,0,,0,0.0,0,145.8
Kelvin Benjamin,KAN,2,1,17,0,1,16,16.0,1,1.0,13.0,0,,0,0.0,0,79.2
Demetrius Harris,KAN,2,0,0,0,,0,,0,,1.5,0,,0,0.0,0,39.6
