#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,ATL 25,6,2:40,44,Missed FG
2,1,8:47,ATL 25,10,5:30,51,Missed FG
3,2,14:14,ATL 25,1,0:14,75,Touchdown
4,2,12:37,ATL 28,3,1:29,2,Punt
5,2,4:02,ATL 25,3,0:56,1,Punt
6,2,1:40,ATL 27,3,0:38,2,Interception
7,3,11:56,ATL 25,9,3:27,56,Field Goal
8,3,4:14,ATL 39,2,0:16,0,Interception
9,3,1:10,ATL 25,11,3:48,75,Touchdown
10,4,8:43,ATL 20,3,0:23,0,Punt
11,4,4:59,ATL 25,4,1:01,-7,Interception
12,4,3:39,ATL 25,5,1:32,28,Interception
13,4,0:52,ATL 24,2,0:52,3,End of Game
