Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Drake London,ATL,10,4,56,0,2,48,12.0,8,2.0,11.2,0,,1,10.0,2,19.2
Van Jefferson,ATL,5,3,19,0,,12,4.0,7,2.3,9.4,0,,0,0.0,0,67.9
Bijan Robinson,ATL,4,3,11,0,1,-4,-1.3,15,5.0,-2.0,0,,0,0.0,0,77.1
Tyler Allgeier,ATL,1,1,75,1,1,-6,-6.0,81,81.0,-6.0,0,,0,0.0,0,158.3
Kyle Pitts,ATL,5,1,5,0,,4,4.0,1,1.0,15.8,0,,1,20.0,0,39.6
MyCole Pruitt,ATL,1,1,14,0,1,14,14.0,0,0.0,14.0,0,,0,0.0,0,118.7
KhaDarel Hodge,ATL,2,0,0,0,,0,,0,,19.0,0,,0,0.0,1,0.0
Jonnu Smith,ATL,4,0,0,0,,0,,0,,14.0,0,,0,0.0,1,0.0
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
D.J. Moore,CHI,13,9,159,1,7,108,12.0,51,5.7,11.8,1,9.0,1,7.7,0,136.4
Roschon Johnson,CHI,3,3,38,0,1,-2,-0.7,40,13.3,-0.7,1,3.0,0,0.0,0,118.7
Robert Tonyan,CHI,4,3,40,0,2,19,6.3,21,7.0,9.8,1,3.0,0,0.0,0,106.2
Khalil Herbert,CHI,3,2,5,0,0,-4,-2.0,9,4.5,-3.7,1,2.0,0,0.0,0,70.1
Tyler Scott,CHI,5,2,15,0,1,8,4.0,7,3.5,13.4,0,,0,0.0,0,47.9
Collin Johnson,CHI,1,1,11,0,1,7,7.0,4,4.0,7.0,0,,0,0.0,0,112.5
Khari Blasingame,CHI,1,0,0,0,,0,,0,,8.0,0,,0,0.0,0,39.6
