Quarter,Time,Down,ToGo,Location,ATL,CHI,Detail,EPB,EPA
2,9:47,3,8,CHI 27,7,14,Justin Fields pass complete short middle to D.J. Moore for 9 yards (tackle by Kaden Elliss and Jessie Bates),-0.360,1.330
2,9:08,1,10,CHI 36,7,14,Khalil Herbert left tackle for 12 yards (tackle by DeMarcco Hellams),1.330,2.130
2,8:25,1,10,CHI 48,7,14,Justin Fields pass complete short right to Tyler Scott for 16 yards (tackle by Clark Phillips),2.130,3.180
2,7:41,1,10,ATL 36,7,14,Justin Fields pass incomplete short left intended for Khari Blasingame,3.180,2.640
2,7:37,2,10,ATL 36,7,14,Justin Fields pass complete short left to Robert Tonyan for 24 yards (tackle by Jessie Bates),2.640,4.780
2,6:52,1,10,ATL 12,7,14,Khalil Herbert left tackle for 4 yards (tackle by Arnold Ebiketie),4.780,4.830
2,6:12,2,6,ATL 8,7,14,Justin Fields pass complete short middle to Khalil Herbert for 5 yards (tackle by Kaden Elliss and Jessie Bates),4.830,5.060
2,5:23,3,1,ATL 3,7,14,Roschon Johnson left guard for no gain (tackle by Kaden Elliss and Ta'Quon Graham),5.060,3.060
2,4:56,4,1,ATL 3,7,14,Justin Fields up the middle for 1 yard (tackle by Jessie Bates),3.060,6.740
2,4:06,1,2,ATL 2,7,20,"Roschon Johnson right guard for 2 yards, touchdown",6.740,7.000
2,4:02,,,ATL 15,7,21,Cairo Santos kicks extra point good,0.000,0.000
2,4:02,,,CHI 35,7,21,"Trenton Gill kicks off 65 yards, touchback.",0.000,0.610
2,4:02,1,10,ATL 25,7,21,Taylor Heinicke pass incomplete deep left intended for Drake London,0.610,0.060
2,3:52,2,10,ATL 25,7,21,Bijan Robinson right end for 1 yard (tackle by Jaylon Johnson),0.060,-0.490
2,3:21,3,9,ATL 26,7,21,Taylor Heinicke pass incomplete short right intended for KhaDarel Hodge (defended by Tyrique Stevenson),-0.490,-1.630
2,3:15,4,9,ATL 26,7,21,"Bradley Pinion punts 44 yards, returned by Trent Taylor for 4 yards (tackle by Mack Hollins)",-1.630,-1.200
2,3:06,1,10,CHI 34,7,21,Khalil Herbert left end for 6 yards (tackle by Mike Hughes),1.200,1.470
2,2:34,2,4,CHI 40,7,21,Khalil Herbert left guard for 1 yard (tackle by Zach Harrison),1.470,0.890
2,2:00,3,3,CHI 41,7,21,Justin Fields sacked by Kaden Elliss for -9 yards,0.890,-1.240
2,1:52,,,,,,Timeout #1 by Atlanta Falcons,,
2,1:52,4,12,CHI 32,7,21,"Trenton Gill punts 53 yards, returned by DeAundre Alford for 12 yards (tackle by Jack Sanborn)",-1.240,-0.740
2,1:40,1,10,ATL 27,7,21,Bijan Robinson left end for 2 yards (tackle by Tremaine Edmunds),0.740,0.470
2,1:18,2,8,ATL 29,7,21,Taylor Heinicke pass incomplete short right,0.470,-0.230
2,1:10,3,8,ATL 29,7,21,Taylor Heinicke pass short middle intended for Drake London is intercepted by T.J. Edwards at ATL-39 and returned for 2 yards (tackle by Drake London),-0.230,-3.120
2,1:02,1,10,ATL 37,7,21,Justin Fields pass incomplete short left,3.120,2.570
2,0:52,2,10,ATL 37,7,21,Justin Fields pass complete short left to D.J. Moore for 2 yards (tackle by Jessie Bates and Kaden Elliss),2.570,2.150
2,0:35,,,,,,Timeout #1 by Chicago Bears,,
2,0:35,3,8,ATL 35,7,21,Justin Fields sacked by and David Onyemata for -2 yards and Bud Dupree for -2 yards,2.150,0.790
2,0:04,,,,,,Timeout #2 by Chicago Bears,,
2,0:04,4,10,ATL 37,7,21,"Cairo Santos 55 yard field goal no good, returned by DeAundre Alford for no gain (tackle by Lucas Patrick)",0.790,1.860
Quarter,Time,Down,ToGo,Location,ATL,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,7,21,"Bradley Pinion kicks off 65 yards, returned by Velus Jones for 25 yards (tackle by Tucker Fisk and Micah Abernathy)",0.000,0.610
3,14:54,1,10,CHI 25,7,21,Justin Fields pass complete deep middle to D.J. Moore for 28 yards (tackle by DeMarcco Hellams),0.610,2.460
3,14:14,1,10,ATL 47,7,21,Khalil Herbert left guard for 9 yards (tackle by DeMarcco Hellams),2.460,3.130
3,13:37,2,1,ATL 38,7,21,Khalil Herbert right guard for 35 yards (tackle by Kaden Elliss and AJ Terrell),3.130,6.510
3,12:47,1,3,ATL 3,7,21,Justin Fields pass incomplete short right intended for D.J. Moore,6.510,5.530
3,12:43,2,3,ATL 3,7,21,Justin Fields left end for -1 yards (tackle by Jessie Bates),5.530,4.490
3,12:06,3,4,ATL 4,7,21,Justin Fields pass incomplete short left intended for Tyler Scott,4.490,3.030
3,12:00,,,,,,Timeout #1 by Atlanta Falcons,,
3,12:00,4,4,ATL 4,7,24,Cairo Santos 22 yard field goal good,3.030,3.000
3,11:56,,,CHI 35,7,24,"Trenton Gill kicks off 65 yards, touchback.",0.000,0.610
3,11:56,1,10,ATL 25,7,24,Taylor Heinicke pass complete short right to Bijan Robinson for 5 yards (tackle by Jaquan Brisker),0.610,0.740
3,11:30,2,5,ATL 30,7,24,Bijan Robinson left end for 10 yards (tackle by Kyler Gordon),0.740,1.600
3,10:51,1,10,ATL 40,7,24,Taylor Heinicke pass complete short right to Van Jefferson for 9 yards (tackle by Kyler Gordon and Terell Smith),1.600,2.270
3,10:11,2,1,ATL 49,7,24,Bijan Robinson left tackle for no gain (tackle by Justin Jones and Montez Sweat),2.270,1.550
3,9:34,3,1,ATL 49,7,24,"Taylor Heinicke pass complete short left to MyCole Pruitt for 14 yards. Penalty on Justin Jones: Roughing the Passer, 15 yards (accepted)",1.550,4.110
3,9:18,1,10,CHI 22,7,24,Tyler Allgeier left tackle for 3 yards (tackle by Tyrique Stevenson and Jaquan Brisker),4.110,3.970
3,8:40,2,7,CHI 19,7,24,Taylor Heinicke pass incomplete short left intended for Drake London (defended by Tyrique Stevenson),3.970,3.260
3,8:37,3,7,CHI 19,7,24,Taylor Heinicke pass incomplete short right intended for Jonnu Smith,3.260,2.180
3,8:33,4,7,CHI 19,10,24,Younghoe Koo 38 yard field goal good,2.180,3.000
3,8:29,,,ATL 35,10,24,"Bradley Pinion kicks off 61 yards, returned by Velus Jones for 29 yards (tackle by Tre Flowers)",0.000,1.140
3,8:23,1,10,CHI 33,10,24,Justin Fields pass incomplete deep left intended for Tyler Scott,1.140,0.590
3,8:17,2,10,CHI 33,10,24,Roschon Johnson left guard for 2 yards (tackle by Zach Harrison and Ta'Quon Graham),0.590,0.170
3,7:38,3,8,CHI 35,10,24,Justin Fields scrambles right end for 13 yards (tackle by DeMarcco Hellams),0.170,2.130
3,6:51,1,10,CHI 48,10,24,Khalil Herbert right end for -1 yards (tackle by Zach Harrison),2.130,1.450
3,6:12,2,11,CHI 47,10,24,"Justin Fields pass complete short right to Collin Johnson for 12 yards (tackle by Jessie Bates) ATL challenged the runner was in bounds ruling, and the original play was overturned. Justin Fields pass complete short right to Collin Johnson for 11 yards (tackle by Jessie Bates)",1.450,2.790
3,6:01,1,10,ATL 42,10,24,Justin Fields pass incomplete short right intended for D.J. Moore,2.790,2.240
3,5:54,2,10,ATL 42,10,24,Khalil Herbert left guard for 4 yards (tackle by Nathan Landman and Kaden Elliss),2.240,2.080
3,5:16,3,6,ATL 38,10,24,Justin Fields right end for no gain (tackle by Richie Grant and Mike Hughes),2.080,0.720
3,4:23,4,6,ATL 38,10,24,Justin Fields pass incomplete deep right,0.720,-1.470
3,4:14,1,10,ATL 38,10,24,Taylor Heinicke pass incomplete short right intended for Bijan Robinson,1.470,0.920
3,4:06,2,10,ATL 38,10,24,Taylor Heinicke pass short left intended for Jonnu Smith is intercepted by Tyrique Stevenson at CHI-48 and returned for 6 yards (tackle by Bijan Robinson),0.920,-2.520
3,3:58,1,10,ATL 46,10,24,"Justin Fields pass incomplete short left intended for Velus Jones. Penalty on Velus Jones: Offensive Pass Interference, 10 yards (accepted) (no play)",2.520,1.860
3,3:51,1,20,CHI 44,10,24,Khalil Herbert right tackle for no gain (tackle by LaCale London),1.860,0.630
3,3:19,2,20,CHI 44,10,24,Justin Fields pass complete short left to D.J. Moore for 23 yards (tackle by DeMarcco Hellams),0.630,3.380
3,2:43,1,10,ATL 33,10,24,Justin Fields pass incomplete deep middle intended for Tyler Scott (defended by Mike Hughes),3.380,2.840
3,2:37,2,10,ATL 33,10,24,Khalil Herbert right end for 4 yards (tackle by Nathan Landman and Bud Dupree),2.840,2.680
3,1:59,3,6,ATL 29,10,24,Justin Fields pass complete short middle to D.J. Moore for 5 yards (tackle by Jessie Bates),2.680,2.020
3,1:14,4,1,ATL 24,10,27,Cairo Santos 42 yard field goal good,2.020,3.000
3,1:10,,,CHI 35,10,27,"Trenton Gill kicks off 65 yards, touchback.",0.000,0.610
3,1:10,1,10,ATL 25,10,27,Bijan Robinson left guard for 6 yards (tackle by Gervon Dexter),0.610,0.870
3,0:37,2,4,ATL 31,10,27,Bijan Robinson left end for 3 yards (tackle by Dominique Robinson),0.870,0.560
3,0:04,3,1,ATL 34,10,27,Tyler Allgeier right tackle for 2 yards (tackle by Dominique Robinson and Terell Smith),0.560,1.330
Quarter,Time,Down,ToGo,Location,ATL,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 36,10,27,Taylor Heinicke pass incomplete short middle intended for Kyle Pitts (defended by Tremaine Edmunds),1.330,0.790
4,14:55,2,10,ATL 36,10,27,Bijan Robinson right tackle for 12 yards (tackle by Eddie Jackson),0.790,2.130
4,14:18,1,10,ATL 48,10,27,Bijan Robinson right end for 3 yards (tackle by T.J. Edwards),2.130,1.990
4,13:51,2,7,CHI 49,10,27,Taylor Heinicke pass incomplete deep middle intended for Jonnu Smith,1.990,1.290
4,13:46,3,7,CHI 49,10,27,Taylor Heinicke pass complete short right to Van Jefferson for 5 yards (tackle by Tremaine Edmunds),1.290,0.270
4,13:36,4,3,CHI 45,10,27,"Penalty on Justin Jones: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",0.270,3.640
4,13:00,1,10,CHI 29,10,27,Taylor Heinicke pass complete short right to Van Jefferson for 5 yards (tackle by Tyrique Stevenson),3.640,3.780
4,12:35,2,5,CHI 24,10,27,Taylor Heinicke pass incomplete short middle intended for Jonnu Smith,3.780,3.070
4,12:32,3,5,CHI 24,16,27,"Taylor Heinicke scrambles left end for 24 yards, touchdown",3.070,7.000
4,12:22,,,CHI 15,17,27,Younghoe Koo kicks extra point good,0.000,0.000
4,12:22,,,ATL 35,17,27,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,12:22,1,10,CHI 25,17,27,Justin Fields pass complete short middle to D.J. Moore for 21 yards (tackle by Richie Grant),0.610,1.990
4,11:41,1,10,CHI 46,17,27,Khalil Herbert left guard for no gain (tackle by Kaden Elliss),1.990,1.450
4,11:00,2,10,CHI 46,17,27,"Justin Fields scrambles right tackle for no gain (tackle by AJ Terrell). Penalty on Lucas Patrick: Offensive Holding, 10 yards (accepted) (no play)",1.450,0.100
4,10:28,2,20,CHI 36,17,27,Justin Fields pass complete short left to Roschon Johnson for 5 yards (tackle by Albert Huggins),0.100,0.100
4,9:41,3,15,CHI 41,17,27,Justin Fields pass complete short right to Roschon Johnson for 9 yards (tackle by Jessie Bates),0.100,-0.060
4,8:48,4,6,CHI 50,17,27,"Trenton Gill punts 50 yards, touchback.",-0.060,-0.280
4,8:43,1,10,ATL 20,17,27,Taylor Heinicke pass incomplete short right intended for Drake London,0.280,-0.270
4,8:39,2,10,ATL 20,17,27,Taylor Heinicke pass incomplete short right intended for Van Jefferson,-0.270,-0.960
4,8:34,3,10,ATL 20,17,27,Taylor Heinicke pass incomplete short left intended for Kyle Pitts,-0.960,-2.030
4,8:29,4,10,ATL 20,17,27,"Bradley Pinion punts 39 yards, returned by Trent Taylor for 15 yards (tackle by Mack Hollins)",-2.030,-2.650
4,8:20,1,10,ATL 44,17,27,Roschon Johnson right tackle for 2 yards (tackle by Lorenzo Carter and Ta'Quon Graham),2.650,2.380
4,7:37,2,8,ATL 42,17,27,Justin Fields right end for 1 yard (tackle by Richie Grant),2.380,1.820
4,6:50,3,7,ATL 41,17,27,Justin Fields scrambles right end for 11 yards (tackle by Jessie Bates),1.820,3.580
4,6:03,1,10,ATL 30,17,27,Roschon Johnson left guard for 6 yards (tackle by Bud Dupree),3.580,3.840
4,5:15,2,4,ATL 24,17,27,Justin Fields pass incomplete deep left intended for Robert Tonyan,3.840,3.140
4,5:10,3,4,ATL 24,17,27,Justin Fields pass incomplete deep left intended for D.J. Moore,3.140,1.940
4,5:04,4,4,ATL 24,17,30,Cairo Santos 42 yard field goal good,1.940,3.000
4,4:59,,,CHI 35,17,30,"Trenton Gill kicks off 65 yards, touchback.",0.000,0.610
4,4:59,1,10,ATL 25,17,30,Taylor Heinicke pass complete short left to Bijan Robinson for no gain (tackle by Tremaine Edmunds),0.610,0.060
4,4:32,2,10,ATL 25,17,30,Taylor Heinicke sacked by and Gervon Dexter for -7 yards and DeMarcus Walker for -7 yards,0.060,-1.720
4,4:10,3,17,ATL 18,17,30,Taylor Heinicke pass incomplete short left intended for Drake London,-1.720,-2.240
4,4:07,4,17,ATL 18,17,30,Taylor Heinicke pass deep middle intended for KhaDarel Hodge is intercepted by Kyler Gordon at ATL-41 and returned for no gain (tackle by KhaDarel Hodge),-2.240,-2.850
4,3:58,1,10,ATL 41,17,30,Khalil Herbert right end for 2 yards (tackle by David Onyemata),2.850,2.580
4,3:51,,,,,,Timeout #2 by Atlanta Falcons,,
4,3:51,2,8,ATL 39,17,30,Khalil Herbert right tackle for 38 yards (tackle by Clark Phillips),2.580,6.970
4,3:42,1,1,ATL 1,17,36,"Khalil Herbert right tackle for 1 yard, touchdown",6.970,7.000
4,3:39,,,ATL 15,17,37,Cairo Santos kicks extra point good,0.000,0.000
4,3:39,,,CHI 35,17,37,"Trenton Gill kicks off 65 yards, touchback.",0.000,0.610
4,3:39,1,10,ATL 25,17,37,Bijan Robinson left end for 11 yards (tackle by Eddie Jackson),0.610,1.330
4,3:15,1,10,ATL 36,17,37,Desmond Ridder pass complete short middle to Kyle Pitts for 5 yards (tackle by Jaquan Brisker),1.330,1.470
4,2:57,2,5,ATL 41,17,37,Desmond Ridder pass complete short middle to Bijan Robinson for 6 yards (tackle by Tremaine Edmunds),1.470,2.060
4,2:36,1,10,ATL 47,17,37,Desmond Ridder pass complete short left to Drake London for 6 yards (tackle by Tyrique Stevenson),2.060,2.330
4,2:15,2,4,CHI 47,17,37,Desmond Ridder pass short left (defended by Zacch Pickens) intended for Drake London is intercepted by Tyrique Stevenson at CHI-33 and returned for no gain (tackle by Drake London),2.330,-1.140
4,2:07,1,10,CHI 33,17,37,Roschon Johnson left guard for 2 yards (tackle by Lorenzo Carter),1.140,0.860
4,2:02,,,,,,Timeout #3 by Atlanta Falcons,,
4,2:02,2,8,CHI 35,17,37,"Justin Fields sacked by Lorenzo Carter for -17 yards. Justin Fields fumbles (forced by Lorenzo Carter), recovered by Braxton Jones at CHI-18",0.860,-2.350
4,1:52,3,25,CHI 18,17,37,Roschon Johnson left tackle for 7 yards (tackle by Nathan Landman),-2.350,-1.700
4,1:07,4,18,CHI 25,17,37,"Trenton Gill punts 51 yards, returned by DeAundre Alford for 15 yards (tackle by Trenton Gill). Penalty on DeMarcco Hellams: Illegal Blindside Block, 15 yards (accepted)",-1.700,-0.540
4,0:52,1,10,ATL 24,17,37,Tyler Allgeier right end for 2 yards (tackle by Rasheem Green and Gervon Dexter),0.540,0.270
4,0:27,2,8,ATL 26,17,37,Tyler Allgeier right end for 1 yard (tackle by Rasheem Green),0.270,-0.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
