Quarter,Time,Down,ToGo,Location,DEN,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,DEN 29,7,5,"Britton Colquitt punts 58 yards, returned by Marcus Sherels for 11 yards (tackle by Spencer Larsen)",-1.440,-0.540
2,14:49,1,10,MIN 24,7,5,Christian Ponder pass complete deep middle to Stephen Burton for 21 yards (tackle by Champ Bailey),0.540,1.930
2,14:10,1,10,MIN 45,7,5,Toby Gerhart right guard for 5 yards (tackle by D.J. Williams and Mario Haggan),1.930,2.060
2,13:34,2,5,DEN 50,7,5,Christian Ponder pass incomplete short middle intended for Visanthe Shiancoe,2.060,1.360
2,13:29,3,5,DEN 50,7,5,"Christian Ponder pass incomplete. Penalty on Christian Ponder: Intentional Grounding, 15 yards",1.360,-1.040
2,13:21,4,20,MIN 35,7,5,"Chris Kluwe punts 50 yards, returned by Eddie Royal for 6 yards (tackle by Eric Frampton)",-1.040,-0.340
2,13:13,1,10,DEN 21,7,5,"Penalty on Zane Beadles: False Start, 5 yards (no play)",0.340,-0.220
2,13:13,1,15,DEN 16,7,5,Willis McGahee up the middle for 4 yards (tackle by Mistral Raymond),-0.220,-0.340
2,12:39,2,11,DEN 20,7,5,Tim Tebow left end for 7 yards (tackle by Cedric Griffin),-0.340,-0.100
2,11:53,3,4,DEN 27,7,5,Tim Tebow pass complete short middle to Lance Ball for 6 yards (tackle by Benny Sapp),-0.100,1.140
2,11:18,1,10,DEN 33,7,5,Willis McGahee up the middle for 4 yards (tackle by Brian Robison),1.140,1.130
2,10:47,2,6,DEN 37,7,5,Willis McGahee left guard for 2 yards (tackle by E.J. Henderson and Remi Ayodele),1.130,0.700
2,10:07,3,4,DEN 39,7,5,"Penalty on Orlando Franklin: False Start, 5 yards (no play)",0.700,0.040
2,9:46,3,9,DEN 34,7,5,Tim Tebow pass incomplete short left intended for Demaryius Thomas,0.040,-1.110
,,,,,,,"MIN challenged the pass completion ruling, and the original play was overturned.",,
2,9:41,4,9,DEN 34,7,5,"Britton Colquitt punts 58 yards, returned by Marcus Sherels for no gain. Penalty on Mistral Raymond: Offensive Holding, 4 yards",-1.110,0.380
2,9:30,1,10,MIN 4,7,5,Percy Harvin left guard for -2 yards (tackle by Joe Mays),-0.380,-0.930
2,8:51,2,12,MIN 2,7,5,Christian Ponder pass complete short middle to Devin Aromashodu for 20 yards (tackle by Andre' Goodman),-0.930,0.410
2,8:13,1,10,MIN 22,7,5,Toby Gerhart up the middle for 1 yard (tackle by Elvis Dumervil and Marcus Thomas),0.410,0.000
2,7:38,2,9,MIN 23,7,5,Toby Gerhart left tackle for 2 yards (tackle by Mario Haggan and D.J. Williams),0.000,-0.430
2,7:03,3,7,MIN 25,7,5,Christian Ponder pass complete short left to Devin Aromashodu for 14 yards (tackle by Wesley Woodyard),-0.430,1.530
2,6:24,1,10,MIN 39,7,5,Christian Ponder pass complete short middle to Toby Gerhart for 14 yards (tackle by Mario Haggan and Champ Bailey),1.530,2.460
2,5:46,1,10,DEN 47,7,5,Christian Ponder pass incomplete short middle intended for Visanthe Shiancoe (defended by Champ Bailey),2.460,1.910
2,5:40,2,10,DEN 47,7,5,Toby Gerhart left guard for -6 yards (tackle by Mario Haggan),1.910,0.430
2,5:04,3,16,MIN 47,7,5,Christian Ponder pass complete short left to Devin Aromashodu for 18 yards (tackle by David Bruton),0.430,3.250
2,4:22,1,10,DEN 35,7,5,Christian Ponder pass incomplete short left intended for Stephen Burton,3.250,2.700
2,4:18,2,10,DEN 35,7,5,Toby Gerhart right tackle for 16 yards (tackle by Quinton Carter),2.700,4.310
2,3:40,1,10,DEN 19,7,11,"Christian Ponder pass complete deep right to Kyle Rudolph for 19 yards, touchdown. Penalty on Quinton Carter: Defensive Pass Interference (Declined)",4.310,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,,,,DEN 2,7,12,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 35,7,12,"Ryan Longwell kicks off 62 yards, returned by Quan Cosby for 18 yards (tackle by Ryan D'Imperio)",0.000,0.340
2,3:28,1,10,DEN 21,7,12,Willis McGahee up the middle for 1 yard (tackle by Brian Robison and Remi Ayodele),0.340,-0.070
2,2:50,2,9,DEN 22,7,12,Tim Tebow sacked by Remi Ayodele for -10 yards,-0.070,-2.470
2,2:18,3,19,DEN 12,7,12,Tim Tebow pass complete short left to Lance Ball for 8 yards (tackle by Benny Sapp),-2.470,-2.030
2,2:07,,,,7,12,Timeout #1 by Minnesota Vikings,0.000,-2.030
2,2:07,4,11,DEN 20,7,12,"Britton Colquitt punts 59 yards, returned by Marcus Sherels for 3 yards (tackle by Lance Ball). Penalty on Mistral Raymond: Illegal Block Above the Waist, 10 yards",-2.030,0.280
2,1:55,1,10,MIN 14,7,12,Christian Ponder pass complete short right to Visanthe Shiancoe for 6 yards (tackle by D.J. Williams),-0.280,0.150
2,1:22,2,4,MIN 20,7,12,Christian Ponder pass complete short left to Devin Aromashodu for 13 yards (tackle by Andre' Goodman and Mario Haggan),0.150,1.140
2,1:14,,,,7,12,Timeout #2 by Minnesota Vikings,0.000,1.140
2,1:14,1,10,MIN 33,7,12,Christian Ponder pass incomplete short right intended for Devin Aromashodu,1.140,0.590
2,1:10,2,10,MIN 33,7,12,Christian Ponder pass complete short left to Toby Gerhart for 7 yards,0.590,0.830
2,1:05,3,3,MIN 40,7,12,Christian Ponder pass incomplete short left intended for Devin Aromashodu (defended by Andre' Goodman),0.830,-0.720
2,1:02,4,3,MIN 40,7,12,"Chris Kluwe punts 60 yards, touchback",-0.720,-0.280
2,0:54,1,10,DEN 20,7,12,Tim Tebow pass complete short left to Eric Decker for 8 yards (tackle by Cedric Griffin),0.280,0.810
2,0:47,2,2,DEN 28,7,12,"Tim Tebow sacked by Jared Allen for -5 yards. Tim Tebow fumbles (forced by Jared Allen), recovered by Jared Allen at DEN-22 and returned for 1 yards",0.810,-4.170
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
2,0:39,1,10,DEN 21,7,12,Christian Ponder pass complete short middle to Visanthe Shiancoe for 6 yards (tackle by Chris Harris),4.170,4.550
2,0:18,2,4,DEN 15,7,12,Christian Ponder pass complete short left to Devin Aromashodu for 9 yards (tackle by Andre' Goodman),4.550,5.830
2,0:08,,,,7,12,Timeout #3 by Minnesota Vikings,0.000,5.830
2,0:08,1,6,DEN 6,7,12,Christian Ponder pass incomplete short right intended for Joe Webb,5.830,4.950
2,0:03,2,6,DEN 6,7,15,Ryan Longwell 25 yard field goal good,4.950,3.000
Quarter,Time,Down,ToGo,Location,DEN,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,7,15,"Ryan Longwell kicks off 66 yards, returned by Quan Cosby for 23 yards (tackle by Larry Dean)",0.000,0.410
3,14:56,1,10,DEN 22,7,15,Tim Tebow pass complete short middle to Eric Decker for 17 yards (tackle by Mistral Raymond),0.410,1.530
3,14:29,1,10,DEN 39,7,15,Willis McGahee up the middle for 11 yards (tackle by E.J. Henderson),1.530,2.260
3,14:04,1,10,,7,15,Willis McGahee up the middle for 14 yards (tackle by Cedric Griffin and Chad Greenway),2.260,3.180
3,13:36,1,10,MIN 36,7,15,Willis McGahee left tackle for 9 yards (tackle by Chad Greenway and E.J. Henderson),3.180,3.850
3,13:09,2,1,MIN 27,7,15,Willis McGahee up the middle for no gain (tackle by E.J. Henderson),3.850,3.140
3,12:37,3,1,MIN 27,7,15,Lance Ball up the middle for 5 yards (tackle by E.J. Henderson and Chad Greenway),3.140,4.110
3,12:10,1,10,MIN 22,7,15,Tim Tebow pass incomplete short middle intended for Eric Decker,4.110,3.560
3,12:05,2,10,MIN 22,7,15,Willis McGahee up the middle for 1 yard (tackle by Remi Ayodele),3.560,3.010
3,11:24,3,9,MIN 21,13,15,"Tim Tebow pass complete deep left to Demaryius Thomas for 21 yards, touchdown",3.010,7.000
3,,,,MIN 2,14,15,Matt Prater kicks extra point good,0.000,0.000
3,,,,DEN 35,14,15,"Matt Prater kicks off 70 yards, returned by Marcus Sherels for 16 yards (tackle by Jonathan Wilhite)",0.000,-0.370
3,11:12,1,10,MIN 11,14,15,Percy Harvin right guard for 4 yards (tackle by Chris Harris),-0.370,-0.430
3,10:36,2,6,MIN 15,14,15,Christian Ponder pass complete short middle to Devin Aromashodu for 16 yards (tackle by D.J. Williams),-0.430,1.000
3,10:03,1,10,MIN 31,14,15,Toby Gerhart left end for no gain (tackle by Mario Haggan),1.000,0.460
3,9:27,2,10,MIN 31,14,15,Christian Ponder pass incomplete deep middle intended for Devin Aromashodu,0.460,-0.230
3,9:21,3,10,MIN 31,14,15,Christian Ponder pass complete short left to Lorenzo Booker for 8 yards (tackle by Brian Dawkins and Wesley Woodyard),-0.230,-0.780
3,8:38,4,2,MIN 39,14,15,"Chris Kluwe punts 45 yards, returned by Eddie Royal for 6 yards (tackle by Brandon Burton)",-0.780,-0.410
3,8:29,1,10,DEN 22,14,15,Willis McGahee left guard for 1 yard (tackle by Everson Griffen),0.410,0.000
3,7:59,2,9,DEN 23,14,15,Willis McGahee right end for 8 yards (tackle by Benny Sapp),0.000,0.370
3,7:24,3,1,DEN 31,14,15,Willis McGahee right guard for no gain (tackle by E.J. Henderson),0.370,-1.310
3,6:43,4,1,DEN 31,14,15,"Britton Colquitt punts 54 yards, fair catch by Marcus Sherels",-1.310,0.220
3,6:35,1,10,MIN 15,14,15,Lorenzo Booker up the middle for 6 yards (tackle by Marcus Thomas),-0.220,0.210
3,5:59,2,4,MIN 21,14,15,Percy Harvin left end for 13 yards (tackle by Elvis Dumervil and D.J. Williams),0.210,1.200
3,5:15,1,10,MIN 34,14,15,Toby Gerhart up the middle for 14 yards (tackle by Quinton Carter),1.200,2.130
3,4:38,1,10,MIN 48,14,15,Christian Ponder pass incomplete deep middle intended for Devin Aromashodu,2.130,1.580
3,4:33,2,10,MIN 48,14,15,"Christian Ponder pass complete deep right to Joe Webb for 28 yards (tackle by Chris Harris). Penalty on Joe Webb: Offensive Pass Interference, 10 yards (no play)",1.580,0.230
3,4:06,2,20,MIN 38,14,15,Christian Ponder pass complete short right to Toby Gerhart for 10 yards (tackle by D.J. Williams),0.230,0.890
3,3:22,3,10,MIN 48,14,21,"Christian Ponder pass complete short left to Percy Harvin for 52 yards, touchdown",0.890,7.000
3,,,,DEN 2,14,22,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 35,14,22,"Ryan Longwell kicks off 69 yards, returned by Quan Cosby for 63 yards (tackle by Ryan Longwell)",0.000,2.850
3,3:03,1,10,MIN 41,20,22,"Tim Tebow pass complete short left to Demaryius Thomas for 41 yards, touchdown",2.850,7.000
3,,,,MIN 2,21,22,Matt Prater kicks extra point good,0.000,0.000
3,,,,DEN 35,21,22,"Matt Prater kicks off 70 yards, returned by Marcus Sherels for 18 yards (tackle by Wesley Woodyard)",0.000,-0.320
3,2:44,1,10,MIN 13,21,22,Christian Ponder pass complete short left to Percy Harvin for 4 yards (tackle by Mario Haggan),-0.320,-0.300
3,2:10,2,6,MIN 17,21,22,Toby Gerhart left guard for 3 yards (tackle by Brian Dawkins),-0.300,-0.590
3,1:29,3,3,MIN 20,21,22,Christian Ponder pass complete short left to Visanthe Shiancoe for 12 yards (tackle by Wesley Woodyard),-0.590,1.070
3,1:06,1,10,MIN 32,21,22,Toby Gerhart up the middle for 5 yards (tackle by Mario Haggan),1.070,1.200
3,0:33,2,5,MIN 37,21,22,Toby Gerhart up the middle for no gain (tackle by Brian Dawkins),1.200,0.500
Quarter,Time,Down,ToGo,Location,DEN,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,MIN 37,21,22,Christian Ponder pass incomplete,0.500,-0.910
4,14:56,4,5,MIN 37,21,22,"Chris Kluwe punts 41 yards, muffed catch by Matt Willis, recovered by Chris Harris and returned for no gain",-0.910,-0.410
4,14:45,1,10,DEN 22,21,22,Willis McGahee left guard for 17 yards (tackle by Chad Greenway),0.410,1.530
4,14:16,1,10,DEN 39,21,22,"Willis McGahee right tackle for 7 yards (tackle by Jamarca Sanford). Penalty on Daniel Fells: Offensive Holding, 10 yards (no play)",1.530,0.870
4,13:52,1,20,DEN 29,21,22,Lance Ball up the middle for 1 yard (tackle by E.J. Henderson),0.870,-0.230
4,13:16,2,19,DEN 30,21,22,Tim Tebow up the middle for 7 yards (tackle by Benny Sapp),-0.230,0.040
4,12:30,3,12,DEN 37,21,22,"Tim Tebow pass complete short right to Matt Willis for 6 yards (tackle by E.J. Henderson). Penalty on Ryan Clady: Illegal Use of Hands, 10 yards (no play)",0.040,-1.290
4,12:06,3,22,DEN 27,21,22,Lance Ball right guard for 7 yards (tackle by Chad Greenway and Christian Ballard),-1.290,-1.110
4,11:26,4,15,DEN 34,21,22,"Britton Colquitt punts 43 yards, fair catch by Marcus Sherels",-1.110,-0.480
4,11:17,1,10,MIN 23,21,22,"Christian Ponder pass incomplete deep left intended for Devin Aromashodu. Penalty on Andre' Goodman: Defensive Pass Interference, 13 yards (no play)",0.480,1.330
4,11:13,1,10,MIN 36,21,22,Toby Gerhart right tackle for 9 yards (tackle by Brodrick Bunkley),1.330,2.010
4,10:36,2,1,MIN 45,21,22,Toby Gerhart left guard for 7 yards (tackle by Joe Mays and Brodrick Bunkley),2.010,2.390
4,9:57,1,10,DEN 48,21,22,Christian Ponder pass incomplete short middle intended for Devin Aromashodu (defended by Brian Dawkins),2.390,1.850
4,9:53,2,10,DEN 48,21,28,"Christian Ponder pass complete short middle to Percy Harvin for 48 yards, touchdown",1.850,7.000
4,,,,DEN 2,21,29,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 35,21,29,"Ryan Longwell kicks off 59 yards, returned by Quan Cosby for 28 yards (tackle by Ryan Longwell)",0.000,1.200
4,9:35,1,10,DEN 34,21,29,Tim Tebow pass complete deep left to Demaryius Thomas for 42 yards (tackle by Jamarca Sanford),1.200,3.970
4,9:01,1,10,MIN 24,27,29,"Willis McGahee right guard for 24 yards, touchdown",3.970,7.000
4,,,,,29,29,"Two Point Attempt: Tim Tebow right guard, conversion succeeds",1.000,1.000
4,,,,DEN 35,29,29,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
4,8:52,1,10,MIN 20,29,29,Christian Ponder pass complete short middle to Toby Gerhart for 8 yards (tackle by D.J. Williams and Mario Haggan),0.280,0.810
4,8:18,2,2,MIN 28,29,29,Christian Ponder pass complete short left to Percy Harvin for 11 yards (tackle by Andre' Goodman),0.810,1.530
4,7:45,1,10,MIN 39,29,29,"Christian Ponder pass incomplete short right intended for Devin Aromashodu. Penalty on Phil Loadholt: Offensive Holding, 10 yards (no play)",1.530,0.870
4,7:38,1,20,MIN 29,29,29,Toby Gerhart left guard for 7 yards (tackle by Andre' Goodman),0.870,0.580
4,7:05,2,13,MIN 36,29,29,Toby Gerhart left guard for 6 yards (tackle by Robert Ayers and Ryan McBean),0.580,0.700
4,6:30,3,7,MIN 42,29,29,Christian Ponder for 12 yards,0.700,2.520
4,5:58,1,10,DEN 46,29,29,Christian Ponder pass complete short middle to Toby Gerhart for 3 yards (tackle by Mario Haggan),2.520,2.380
4,5:21,2,7,DEN 43,29,29,Toby Gerhart left tackle for no gain (tackle by Joe Mays),2.380,1.680
4,4:43,3,7,DEN 43,29,29,Christian Ponder pass complete short left to Stephen Burton for 17 yards (tackle by Andre' Goodman),1.680,3.840
4,4:00,1,10,DEN 26,29,29,"Toby Gerhart up the middle for 1 yard. Penalty on Brodrick Bunkley: Illegal Use of Hands, 5 yards",3.840,4.240
4,3:54,1,10,DEN 20,29,29,Christian Ponder pass incomplete short left intended for Devin Aromashodu,4.240,3.690
4,3:47,2,10,DEN 20,29,29,Christian Ponder sacked by Ryan McBean for -1 yards,3.690,2.870
4,3:15,3,11,DEN 21,29,29,Christian Ponder pass incomplete,2.870,2.060
4,3:10,4,11,DEN 21,29,32,Ryan Longwell 39 yard field goal good,2.060,3.000
4,,,,MIN 35,29,32,"Ryan Longwell kicks off 73 yards, touchback",0.000,0.280
4,3:06,1,10,DEN 20,29,32,Tim Tebow pass incomplete deep right intended for Eric Decker,0.280,-0.270
4,2:59,2,10,DEN 20,29,32,Tim Tebow pass complete short middle to Matt Willis for 12 yards (tackle by Cedric Griffin),-0.270,1.070
4,2:51,1,10,DEN 32,29,32,Tim Tebow pass complete deep right to Demaryius Thomas for 40 yards (tackle by Jamarca Sanford),1.070,3.710
4,2:43,1,10,MIN 28,29,32,Willis McGahee right tackle for 4 yards (tackle by Chad Greenway),3.710,3.710
4,2:00,2,6,MIN 24,29,32,Willis McGahee up the middle for -4 yards (tackle by Benny Sapp),3.710,2.480
4,1:44,,,,29,32,Timeout #1 by Minnesota Vikings,0.000,2.480
4,1:44,3,10,MIN 28,29,32,Tim Tebow pass incomplete deep left intended for Demaryius Thomas,2.480,1.590
4,1:38,4,10,MIN 28,32,32,Matt Prater 46 yard field goal good,1.590,3.000
4,,,,DEN 35,32,32,"Matt Prater kicks off 74 yards, touchback",0.000,0.280
4,1:33,1,10,MIN 20,32,32,Christian Ponder pass incomplete short left intended for Percy Harvin is intercepted by Andre' Goodman at MIN-35 and returned for 20 yards,0.280,-4.580
4,1:25,1,10,MIN 15,32,32,Lance Ball up the middle for no gain (tackle by E.J. Henderson),4.580,3.950
4,1:20,,,,32,32,Timeout #2 by Minnesota Vikings,0.000,3.950
4,1:20,2,10,MIN 15,32,32,Lance Ball right tackle for 11 yards (tackle by E.J. Henderson),3.950,6.280
4,1:12,,,,32,32,Timeout #3 by Minnesota Vikings,0.000,6.280
4,1:12,1,4,MIN 4,32,32,Lance Ball up the middle for 2 yards (tackle by Letroy Guion and Christian Ballard),6.280,5.720
4,0:28,2,2,MIN 2,32,32,Lance Ball up the middle for -1 yards (tackle by Jared Allen and Christian Ballard),5.720,4.720
4,0:13,,,,32,32,Timeout #1 by Denver Broncos,0.000,4.720
4,0:13,3,3,MIN 3,32,32,Tim Tebow left guard for -2 yards (tackle by E.J. Henderson),4.720,3.010
4,0:02,,,,32,32,Timeout #2 by Denver Broncos,0.000,3.010
4,0:02,4,5,MIN 5,35,32,Matt Prater 23 yard field goal good,3.010,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
