#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,MIN 24,5,2:16,24,Punt
2,1,12:39,MIN 35,8,4:35,33,Fumble
3,1,6:32,MIN 7,2,0:50,2,Interception
4,1,5:42,MIN 25,3,1:51,-2,Punt
5,1,3:45,DEN 36,6,2:21,14,Field Goal
6,2,14:49,MIN 24,4,1:36,11,Punt
7,2,9:30,MIN 4,12,5:57,96,Touchdown
8,2,1:55,MIN 14,5,1:01,26,Punt
9,2,0:39,DEN 21,4,0:39,15,Field Goal
10,3,11:18,MIN 11,5,2:49,28,Punt
11,3,6:35,MIN 15,6,3:23,85,Touchdown
12,3,2:48,MIN 13,6,3:03,24,Punt
13,4,11:17,MIN 23,4,1:36,77,Touchdown
14,4,8:52,MIN 20,13,5:46,59,Field Goal
15,4,1:33,MIN 20,1,0:08,0,Interception
