Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyreek Hill,KAN,12,7,142,3,5,106,15.1,36,5.1,14.8,0,,0,0.0,0,139.6
Kareem Hunt,KAN,6,5,105,1,2,16,3.2,89,17.8,5.8,1,5.0,0,0.0,0,158.3
Travis Kelce,KAN,9,5,61,0,4,25,5.0,36,7.2,7.7,0,,0,0.0,2,37.0
Spencer Ware,KAN,3,2,9,0,,-6,-3.0,15,7.5,0.3,0,,1,33.3,0,70.1
Sammy Watkins,KAN,4,2,18,0,1,7,3.5,11,5.5,5.5,0,,0,0.0,0,62.5
Chris Conley,KAN,1,1,19,0,1,17,17.0,2,2.0,17.0,0,,0,0.0,0,118.7
Anthony Sherman,KAN,1,1,-2,0,,-2,-2.0,0,0.0,-2.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Josh Gordon,NWE,9,5,42,0,2,26,5.2,16,3.2,10.0,0,,0,0.0,0,67.8
James White,NWE,7,5,53,0,2,-13,-2.6,66,13.2,5.9,0,,0,0.0,0,93.2
Julian Edelman,NWE,7,4,54,1,3,43,10.8,11,2.8,9.7,0,,1,14.3,0,121.4
Chris Hogan,NWE,4,4,78,0,3,70,17.5,8,2.0,17.5,0,,0,0.0,0,118.7
Rob Gronkowski,NWE,4,3,97,0,3,46,15.3,51,17.0,14.0,1,3.0,1,25.0,0,116.7
James Develin,NWE,2,2,3,0,,0,0.0,3,1.5,0.0,0,,0,0.0,0,79.2
Cordarrelle Patterson,NWE,1,1,13,0,1,-4,-4.0,17,17.0,-4.0,0,,0,0.0,0,118.7
Sony Michel,NWE,1,0,0,0,0,0,,0,,2.0,0,,0,0.0,0,39.6
